actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
457,PT12M00.00S,2020-01-14T02:19:16.3Z,4,REGULAR,substitution,in,['startperiod'],202683,,,1610612741,83,71,2020-01-14T02:19:43Z,4520000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,
458,PT12M00.00S,2020-01-14T02:19:56.7Z,4,REGULAR,period,start,[],0,,,1610612738,83,71,2020-01-14T02:19:56Z,4530000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT11M44.00S,2020-01-14T02:20:12.4Z,4,REGULAR,2pt,jumpshot,[],1628369,19.66162943495401,28.255208333333332,1610612738,85,71,2020-01-14T02:20:24Z,4540000,109.0,132.0,1,left,J. Tatum 18' jumpshot (17 PTS) (M. Smart 5 AST),"[1628369, 203935]",1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,17.55,Made,17.0,,,,,,,,,,M. Smart,203935.0,5.0,,,,,
461,PT11M44.00S,2020-01-14T02:20:20.1Z,4,REGULAR,foul,personal,['1freethrow'],1628990,,,1610612738,85,71,2020-01-14T02:20:28Z,4560000,,,0,,C. Hutchison FOUL personal (1 PF) (Tatum 1freethrow),"[1628990, 1628369]",1610612741.0,CHI,shooting,,,Hutchison,C. Hutchison,,,,,,,,,,,,1199.0,1.0,0.0,Tatum,1628369.0,,,,,,,,
463,PT11M44.00S,2020-01-14T02:20:46.1Z,4,REGULAR,freethrow,1of1,[],1628369,,,1610612738,86,71,2020-01-14T02:20:46Z,4580000,,,0,,J. Tatum freethrow 1of1 (18 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
464,PT11M32.00S,2020-01-14T02:21:02.9Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],201152,86.5473061760841,40.510110294117645,1610612741,86,71,2020-01-14T02:21:13Z,4590000,-47.0,74.0,1,right,MISS T. Young 9' jumpshot,[201152],1610612741.0,CHI,drivingfloating,,,Young,T. Young,,,,,9.26,Missed,,,,,,,,,,,,,,,,,,
465,PT11M29.00S,2020-01-14T02:21:05.9Z,4,REGULAR,rebound,defensive,[],202683,,,1610612738,86,71,2020-01-14T02:21:13Z,4600000,,,0,,E. Kanter REBOUND (Off:2 Def:6),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,464.0,8.0,6.0,2.0,,,,,,,,,,,,,
466,PT11M24.00S,2020-01-14T02:21:11.4Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],203935,16.376478318002626,44.18658088235294,1610612738,86,71,2020-01-14T02:21:22Z,4610000,29.0,101.0,1,left,MISS M. Smart 11' jumpshot,[203935],1610612738.0,BOS,drivingfloating,,,Smart,M. Smart,,,,,11.08,Missed,,,,,,,,,,,,,,,,,,
467,PT11M23.00S,2020-01-14T02:21:12.4Z,4,REGULAR,rebound,offensive,[],202954,,,1610612738,86,71,2020-01-14T02:21:22Z,4620000,,,0,,B. Wanamaker REBOUND (Off:1 Def:0),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,466.0,1.0,0.0,1.0,,,,,,,,,,,,,
468,PT11M08.00S,2020-01-14T02:21:26.3Z,4,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",202683,4.812746386333772,57.176776960784316,1610612738,86,71,2020-01-14T02:21:48Z,4630000,-36.0,-7.0,1,left,MISS E. Kanter layup Blocked,"[202683, 1628436]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,3.59,Missed,,,,,,,,,,,,,,,,,Kornet,1628436.0
469,PT11M08.00S,2020-01-14T02:21:26.3Z,4,REGULAR,block,,[],1628436,,,1610612738,86,71,2020-01-14T02:21:28Z,4640000,,,0,,L. Kornet BLOCK (1 BLK),[1628436],1610612741.0,CHI,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,
470,PT11M06.00S,2020-01-14T02:21:28.3Z,4,REGULAR,rebound,defensive,[],1627853,,,1610612741,86,71,2020-01-14T02:21:48Z,4650000,,,0,,R. Arcidiacono REBOUND (Off:0 Def:3),[1627853],1610612741.0,CHI,,,,Arcidiacono,R. Arcidiacono,,,,,,,,468.0,3.0,3.0,0.0,,,,,,,,,,,,,
471,PT11M05.00S,2020-01-14T02:21:34.8Z,4,REGULAR,foul,personal,[],202330,,,1610612741,86,71,2020-01-14T02:21:39Z,4660000,,,0,,G. Hayward FOUL personal (3 PF),"[202330, 1628990]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,1204.0,3.0,0.0,Hutchison,1628990.0,,,,,,,,
473,PT10M50.00S,2020-01-14T02:22:09.3Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1629632,85.3646517739816,35.36305147058824,1610612741,86,73,2020-01-14T02:22:16Z,4680000,-73.0,85.0,1,right,C. White 12' layup (6 PTS),[1629632],1610612741.0,CHI,driving,,,White,C. White,,,,,11.65,Made,6.0,,,,,,,,,,,,,,,,,
474,PT10M28.00S,2020-01-14T02:22:30.1Z,4,REGULAR,3pt,jumpshot,[],1628369,28.728646517739815,19.921875,1610612738,86,73,2020-01-14T02:22:37Z,4690000,150.0,218.0,1,left,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.9,Missed,,,,,,,,,,,,,,,,,,
475,PT10M26.00S,2020-01-14T02:22:32.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612741,86,73,2020-01-14T02:22:37Z,4700000,,,0,,Team defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,474.0,,,,,,,,,,,,,,,,
476,PT10M26.00S,2020-01-14T02:22:36.2Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612741,86,73,2020-01-14T02:22:36Z,4710000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT10M15.00S,2020-01-14T02:22:47.2Z,4,REGULAR,2pt,layup,[],201152,84.70762155059133,31.93167892156863,1610612741,86,73,2020-01-14T02:22:56Z,4720000,-90.0,91.0,1,right,MISS T. Young 13' layup Blocked,"[201152, 202683]",1610612741.0,CHI,driving,,,Young,T. Young,,,,,13.23,Missed,,,,,,,,,,,,,,,,,Kanter,202683.0
478,PT10M15.00S,2020-01-14T02:22:47.2Z,4,REGULAR,block,,[],202683,,,1610612741,86,73,2020-01-14T02:22:49Z,4730000,,,0,,E. Kanter BLOCK (1 BLK),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,
479,PT10M13.00S,2020-01-14T02:22:49.2Z,4,REGULAR,rebound,defensive,[],202954,,,1610612738,86,73,2020-01-14T02:22:56Z,4740000,,,0,,B. Wanamaker REBOUND (Off:1 Def:1),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,477.0,2.0,1.0,1.0,,,,,,,,,,,,,
480,PT10M10.00S,2020-01-14T02:22:53.1Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",202330,10.463206307490145,40.510110294117645,1610612738,86,73,2020-01-14T02:23:01Z,4750000,47.0,46.0,1,left,MISS G. Hayward 7' layup Blocked,"[202330, 1628990]",1610612738.0,BOS,running,,,Hayward,G. Hayward,,,,,6.99,Missed,,,,,,,,,,,,,,,,,Hutchison,1628990.0
498,PT10M10.00S,2020-01-14T02:22:53.1Z,4,REGULAR,block,,[],1628990,,,1610612738,86,73,2020-01-14T02:26:59Z,4755000,,,0,,C. Hutchison BLOCK (2 BLK),[1628990],1610612741.0,CHI,,,,Hutchison,C. Hutchison,,,,,,,,,,,,,,,,,,,,,,,,
481,PT10M06.00S,2020-01-14T02:22:57.1Z,4,REGULAR,rebound,defensive,[],1628990,,,1610612741,86,73,2020-01-14T02:23:01Z,4760000,,,0,,C. Hutchison REBOUND (Off:0 Def:2),[1628990],1610612741.0,CHI,,,,Hutchison,C. Hutchison,,,,,,,,480.0,2.0,2.0,0.0,,,,,,,,,,,,,
482,PT10M05.00S,2020-01-14T02:22:58.9Z,4,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint']",1628990,93.11760840998686,55.4610906862745,1610612741,86,73,2020-01-14T02:23:10Z,4770000,27.0,12.0,1,right,MISS C. Hutchison layup Blocked,"[1628990, 1628369]",1610612741.0,CHI,running,,,Hutchison,C. Hutchison,,,,,3.25,Missed,,,,,,,,,,,,,,,,,Tatum,1628369.0
483,PT10M05.00S,2020-01-14T02:22:58.9Z,4,REGULAR,block,,[],1628369,,,1610612741,86,73,2020-01-14T02:23:01Z,4780000,,,0,,J. Tatum BLOCK (2 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
484,PT10M04.00S,2020-01-14T02:22:59.9Z,4,REGULAR,rebound,defensive,[],202683,,,1610612738,86,73,2020-01-14T02:23:10Z,4790000,,,0,,E. Kanter REBOUND (Off:2 Def:7),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,482.0,9.0,7.0,2.0,,,,,,,,,,,,,
485,PT09M57.00S,2020-01-14T02:23:05.8Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",202330,6.389618922470433,40.01991421568628,1610612738,88,73,2020-01-14T02:23:23Z,4800000,50.0,8.0,1,left,G. Hayward layup (2 PTS) (M. Smart 6 AST),"[202330, 203935]",1610612738.0,BOS,running,,,Hayward,G. Hayward,,,,,5.16,Made,2.0,,,,,,,,,,M. Smart,203935.0,6.0,,,,,
486,PT09M56.00S,2020-01-14T02:23:16.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,88,73,2020-01-14T02:23:16Z,4810000,,,0,,timeout full,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT09M56.00S,2020-01-14T02:25:26.4Z,4,REGULAR,substitution,out,[],1628436,,,1610612741,88,73,2020-01-14T02:25:42Z,4820000,,,0,,substitution out Kornet,[1628436],1610612741.0,CHI,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,
489,PT09M56.00S,2020-01-14T02:25:26.4Z,4,REGULAR,substitution,in,[],1629655,,,1610612741,88,73,2020-01-14T02:25:42Z,4830000,,,0,,substitution in Gafford,[1629655],1610612741.0,CHI,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
491,PT09M49.00S,2020-01-14T02:26:18.7Z,4,REGULAR,turnover,badpass,[],1629632,,,1610612741,88,73,2020-01-14T02:27:13Z,4850000,,,0,,C. White TURNOVER badpass (1 TOV) Stolen,"[1629632, 1628369]",1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,1.0,Tatum,1628369.0,,
492,PT09M49.00S,2020-01-14T02:26:18.7Z,4,REGULAR,steal,,[],1628369,,,1610612738,88,73,2020-01-14T02:26:20Z,4860000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
493,PT09M40.00S,2020-01-14T02:26:20.8Z,4,REGULAR,turnover,badpass,[],1628369,,,1610612738,88,73,2020-01-14T02:26:26Z,4870000,,,0,,J. Tatum TURNOVER badpass (1 TOV) Stolen,"[1628369, 1628990]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,1.0,Hutchison,1628990.0,,
494,PT09M40.00S,2020-01-14T02:26:20.8Z,4,REGULAR,steal,,[],1628990,,,1610612741,88,73,2020-01-14T02:26:22Z,4880000,,,0,,C. Hutchison STEAL (1 STL),[1628990],1610612741.0,CHI,,,,Hutchison,C. Hutchison,,,,,,,,,,,,,,,,,,,,,,,,
495,PT09M35.00S,2020-01-14T02:26:24.6Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628990,93.9060446780552,51.53952205882353,1610612741,88,75,2020-01-14T02:26:37Z,4890000,8.0,5.0,1,right,C. Hutchison layup (2 PTS),[1628990],1610612741.0,CHI,runningfingerroll,,,Hutchison,C. Hutchison,,,,,1.29,Made,2.0,,,,,,,,,,,,,,,,,
496,PT09M13.00S,2020-01-14T02:26:46.6Z,4,REGULAR,2pt,layup,['pointsinthepaint'],202330,11.777266754270697,48.10814950980392,1610612738,90,75,2020-01-14T02:26:51Z,4900000,9.0,58.0,1,left,G. Hayward 6' layup (4 PTS),[202330],1610612738.0,BOS,drivingfingerroll,,,Hayward,G. Hayward,,,,,6.44,Made,4.0,,,,,,,,,,,,,,,,,
497,PT09M02.00S,2020-01-14T02:26:57.9Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1629632,92.85479632063075,44.43167892156863,1610612741,90,75,2020-01-14T02:27:07Z,4910000,-28.0,15.0,1,right,MISS C. White layup,[1629632],1610612741.0,CHI,driving,,,White,C. White,,,,,3.44,Missed,,,,,,,,,,,,,,,,,,
499,PT09M00.00S,2020-01-14T02:26:59.9Z,4,REGULAR,rebound,offensive,[],1629632,,,1610612741,90,75,2020-01-14T02:27:07Z,4920000,,,0,,C. White REBOUND (Off:1 Def:2),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,497.0,3.0,2.0,1.0,,,,,,,,,,,,,
500,PT08M58.00S,2020-01-14T02:27:03.3Z,4,REGULAR,turnover,traveling,[],1628990,,,1610612741,90,75,2020-01-14T02:27:12Z,4930000,,,0,,C. Hutchison TURNOVER traveling (1 TOV),[1628990],1610612741.0,CHI,,,,Hutchison,C. Hutchison,,,,,,,,,,,,1204.0,,,,,,,,1.0,,,,
501,PT08M48.00S,2020-01-14T02:27:29.3Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1628369,9.806176084099869,40.75520833333333,1610612738,90,75,2020-01-14T02:27:38Z,4940000,46.0,40.0,1,left,MISS J. Tatum 6' layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,6.46,Missed,,,,,,,,,,,,,,,,,,
502,PT08M47.00S,2020-01-14T02:27:30.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,90,75,2020-01-14T02:27:38Z,4950000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,501.0,,,,,,,,,,,,,,,,
503,PT08M47.00S,2020-01-14T02:27:35.5Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,90,75,2020-01-14T02:27:35Z,4960000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT08M47.00S,2020-01-14T02:27:36.3Z,4,REGULAR,substitution,out,[],1627853,,,1610612738,90,75,2020-01-14T02:27:39Z,4970000,,,0,,substitution out Arcidiacono,[1627853],1610612741.0,CHI,,,,Arcidiacono,R. Arcidiacono,,,,,,,,,,,,,,,,,,,,,,,,
505,PT08M47.00S,2020-01-14T02:27:36.3Z,4,REGULAR,substitution,in,[],203897,,,1610612738,90,75,2020-01-14T02:27:39Z,4980000,,,0,,substitution in LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
506,PT08M45.00S,2020-01-14T02:27:51.7Z,4,REGULAR,2pt,jumpshot,"['fromturnover', '2ndchance']",1628369,14.011169513797633,81.19638480392157,1610612738,92,75,2020-01-14T02:27:59Z,4990000,-156.0,79.0,1,left,J. Tatum 18' jumpshot (20 PTS) (M. Smart 7 AST),"[1628369, 203935]",1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,17.75,Made,20.0,,,,,,,,,,M. Smart,203935.0,7.0,,,,,
508,PT08M18.00S,2020-01-14T02:28:17.8Z,4,REGULAR,2pt,hook,[],201152,94.1688567674113,17.96109068627451,1610612741,92,75,2020-01-14T02:28:29Z,5010000,-160.0,2.0,1,right,MISS T. Young 16' hook,[201152],1610612741.0,CHI,turnaround,,,Young,T. Young,,,,,16.04,Missed,,,,,,,,,,,,,,,,,,
509,PT08M16.00S,2020-01-14T02:28:19.8Z,4,REGULAR,rebound,offensive,[],1628990,,,1610612741,92,75,2020-01-14T02:28:29Z,5020000,,,0,,C. Hutchison REBOUND (Off:1 Def:2),[1628990],1610612741.0,CHI,,,,Hutchison,C. Hutchison,,,,,,,,508.0,3.0,2.0,1.0,,,,,,,,,,,,,
510,PT08M15.00S,2020-01-14T02:28:22.0Z,4,REGULAR,2pt,jumpshot,"['pointsinthepaint', '2ndchance']",1628990,86.02168199737189,40.01991421568628,1610612741,92,75,2020-01-14T02:28:36Z,5030000,-50.0,79.0,1,right,MISS C. Hutchison 10' jumpshot,[1628990],1610612741.0,CHI,drivingfloating,,,Hutchison,C. Hutchison,,,,,9.8,Missed,,,,,,,,,,,,,,,,,,
511,PT08M12.00S,2020-01-14T02:28:25.0Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,92,75,2020-01-14T02:28:36Z,5040000,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,510.0,6.0,6.0,0.0,,,,,,,,,,,,,
512,PT08M09.00S,2020-01-14T02:28:28.7Z,4,REGULAR,3pt,jumpshot,['fastbreak'],203935,19.267411300919843,6.686580882352941,1610612738,92,75,2020-01-14T02:28:55Z,5050000,217.0,129.0,1,left,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,25.48,Missed,,,,,,,,,,,,,,,,,,
513,PT08M05.00S,2020-01-14T02:28:32.7Z,4,REGULAR,rebound,defensive,[],201152,,,1610612741,92,75,2020-01-14T02:28:55Z,5060000,,,0,,T. Young REBOUND (Off:0 Def:1),[201152],1610612741.0,CHI,,,,Young,T. Young,,,,,,,,512.0,1.0,1.0,0.0,,,,,,,,,,,,,
514,PT08M02.00S,2020-01-14T02:28:34.3Z,4,REGULAR,2pt,hook,"['pointsinthepaint', 'fastbreak']",203897,92.19776609724047,47.61795343137255,1610612741,92,77,2020-01-14T02:29:02Z,5070000,-12.0,21.0,1,right,Z. LaVine hook (23 PTS) (T. Young 1 AST),"[203897, 201152]",1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,2.89,Made,23.0,,,,,,,,,,T. Young,201152.0,1.0,,,,,
516,PT07M44.00S,2020-01-14T02:28:53.7Z,4,REGULAR,3pt,jumpshot,[],203935,21.369908015768726,7.421875,1610612738,92,77,2020-01-14T02:29:22Z,5090000,213.0,148.0,1,left,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.27,Missed,,,,,,,,,,,,,,,,,,
517,PT07M43.00S,2020-01-14T02:28:54.7Z,4,REGULAR,rebound,defensive,[],201152,,,1610612741,92,77,2020-01-14T02:29:22Z,5100000,,,0,,T. Young REBOUND (Off:0 Def:2),[201152],1610612741.0,CHI,,,,Young,T. Young,,,,,,,,516.0,2.0,2.0,0.0,,,,,,,,,,,,,
518,PT07M33.00S,2020-01-14T02:29:03.3Z,4,REGULAR,turnover,lostball,[],201152,,,1610612741,92,77,2020-01-14T02:31:19Z,5110000,,,0,,T. Young TURNOVER lostball (1 TOV) Stolen,"[201152, 202683]",1610612741.0,CHI,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,1.0,Kanter,202683.0,,
519,PT07M33.00S,2020-01-14T02:29:03.3Z,4,REGULAR,steal,,[],202683,,,1610612738,92,77,2020-01-14T02:30:28Z,5120000,,,0,,E. Kanter STEAL (1 STL),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,
520,PT07M31.00S,2020-01-14T02:29:07.9Z,4,REGULAR,foul,personal,['2freethrow'],1628990,,,1610612738,92,77,2020-01-14T02:29:26Z,5130000,,,0,,C. Hutchison FOUL personal (2 PF) (Tatum 2freethrow),"[1628990, 1628369]",1610612741.0,CHI,shooting,,,Hutchison,C. Hutchison,,,,,,,,,,,,1199.0,2.0,0.0,Tatum,1628369.0,,,,,,,,
522,PT07M31.00S,2020-01-14T02:29:44.3Z,4,REGULAR,freethrow,1of2,['fromturnover'],1628369,,,1610612738,92,77,2020-01-14T02:29:44Z,5150000,,,0,,MISS J. Tatum freethrow 1of2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,
523,PT07M31.00S,2020-01-14T02:29:44.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,92,77,2020-01-14T02:29:44Z,5160000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,522.0,,,,,,,,,,,,,,,,
524,PT07M31.00S,2020-01-14T02:29:45.1Z,4,REGULAR,substitution,out,[],202330,,,1610612738,92,77,2020-01-14T02:30:00Z,5170000,,,0,,substitution out Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
525,PT07M31.00S,2020-01-14T02:29:45.1Z,4,REGULAR,substitution,out,[],203935,,,1610612738,92,77,2020-01-14T02:30:00Z,5180000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
526,PT07M31.00S,2020-01-14T02:29:45.1Z,4,REGULAR,substitution,out,[],1629632,,,1610612738,92,77,2020-01-14T02:30:00Z,5190000,,,0,,substitution out White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
527,PT07M31.00S,2020-01-14T02:29:45.1Z,4,REGULAR,substitution,out,[],1628990,,,1610612738,92,77,2020-01-14T02:30:00Z,5200000,,,0,,substitution out Hutchison,[1628990],1610612741.0,CHI,,,,Hutchison,C. Hutchison,,,,,,,,,,,,,,,,,,,,,,,,
528,PT07M31.00S,2020-01-14T02:29:45.1Z,4,REGULAR,substitution,out,[],201152,,,1610612738,92,77,2020-01-14T02:30:00Z,5210000,,,0,,substitution out Young,[201152],1610612741.0,CHI,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
529,PT07M31.00S,2020-01-14T02:29:45.1Z,4,REGULAR,substitution,in,[],202689,,,1610612738,92,77,2020-01-14T02:30:00Z,5220000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
530,PT07M31.00S,2020-01-14T02:29:45.1Z,4,REGULAR,substitution,in,[],1627759,,,1610612738,92,77,2020-01-14T02:30:00Z,5230000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
531,PT07M31.00S,2020-01-14T02:29:45.1Z,4,REGULAR,substitution,in,[],1628374,,,1610612738,92,77,2020-01-14T02:30:00Z,5240000,,,0,,substitution in Markkanen,[1628374],1610612741.0,CHI,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,
532,PT07M31.00S,2020-01-14T02:29:45.1Z,4,REGULAR,substitution,in,[],203107,,,1610612738,92,77,2020-01-14T02:30:00Z,5250000,,,0,,substitution in Satoransky,[203107],1610612741.0,CHI,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,
533,PT07M31.00S,2020-01-14T02:29:45.1Z,4,REGULAR,substitution,in,[],1627739,,,1610612738,92,77,2020-01-14T02:30:00Z,5260000,,,0,,substitution in Dunn,[1627739],1610612741.0,CHI,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,
534,PT07M31.00S,2020-01-14T02:30:07.3Z,4,REGULAR,freethrow,2of2,['fromturnover'],1628369,,,1610612738,93,77,2020-01-14T02:30:07Z,5270000,,,0,,J. Tatum freethrow 2of2 (21 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
535,PT07M31.00S,2020-01-14T02:30:15.7Z,4,REGULAR,violation,delayofgame,['team'],0,,,1610612741,93,77,2020-01-14T02:30:36Z,5280000,,,0,,Team violation delayofgame,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,1204.0,,,,,,,,,,,,
536,PT07M21.00S,2020-01-14T02:30:35.6Z,4,REGULAR,turnover,lostball,[],203897,,,1610612741,93,77,2020-01-14T02:30:50Z,5290000,,,0,,Z. LaVine TURNOVER lostball (4 TOV) Stolen,"[203897, 1627759]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,4.0,Brown,1627759.0,,
537,PT07M21.00S,2020-01-14T02:30:35.6Z,4,REGULAR,steal,,[],1627759,,,1610612738,93,77,2020-01-14T02:31:53Z,5300000,,,0,,J. Brown STEAL (2 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
538,PT07M19.00S,2020-01-14T02:30:39.9Z,4,REGULAR,foul,personal,[],203107,,,1610612738,93,77,2020-01-14T02:31:11Z,5310000,,,0,,T. Satoransky FOUL personal (2 PF),"[203107, 1627759]",1610612741.0,CHI,,,,Satoransky,T. Satoransky,,,,,,,,,,,,1193.0,2.0,0.0,Brown,1627759.0,,,,,,,,
540,PT07M02.00S,2020-01-14T02:31:22.0Z,4,REGULAR,2pt,jumpshot,['fromturnover'],1627759,11.645860709592641,18.941482843137255,1610612738,93,77,2020-01-14T02:31:30Z,5330000,155.0,57.0,1,left,MISS J. Brown 17' jumpshot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,16.74,Missed,,,,,,,,,,,,,,,,,,
541,PT06M59.00S,2020-01-14T02:31:25.0Z,4,REGULAR,rebound,defensive,[],203897,,,1610612741,93,77,2020-01-14T02:31:30Z,5340000,,,0,,Z. LaVine REBOUND (Off:1 Def:3),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,540.0,4.0,3.0,1.0,,,,,,,,,,,,,
542,PT06M46.00S,2020-01-14T02:31:37.9Z,4,REGULAR,2pt,layup,['pointsinthepaint'],203897,93.38042049934296,52.51991421568627,1610612741,93,79,2020-01-14T02:31:46Z,5350000,13.0,10.0,1,right,Z. LaVine layup (25 PTS),[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,1.97,Made,25.0,,,,,,,,,,,,,,,,,
543,PT06M44.00S,2020-01-14T02:31:44.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,93,79,2020-01-14T02:31:44Z,5360000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT06M44.00S,2020-01-14T02:34:04.4Z,4,REGULAR,substitution,out,[],1628369,,,1610612738,93,79,2020-01-14T02:34:19Z,5370000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
