actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,blockTotal,pointsTotal,assistPlayerName,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,stealTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,subsInPlayerName,subsInPersonId,value
564,PT08M24.00S,2020-03-09T00:03:17.8Z,4,REGULAR,substitution,out,[],1627846,,,1610612760,91,89,2020-03-09T00:03:39Z,5540000,,[OKC] substitution Nader replaced by Gallinari,"[1627846, 201568]",1610612760.0,OKC,,,,Nader,A. Nader,,,,,,,,,,,,,,,,,,,,,,,,,,,Gallinari,201568.0,
565,PT08M24.00S,2020-03-09T00:03:17.8Z,4,REGULAR,substitution,out,[],203500,,,1610612760,91,89,2020-03-09T00:03:39Z,5550000,,[OKC] substitution Adams replaced by Dort,"[203500, 1629652]",1610612760.0,OKC,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,Dort,1629652.0,
570,PT08M13.00S,2020-03-09T00:03:48.6Z,4,REGULAR,2pt,jumpshot,[],203471,80.76544021024968,26.784620098039213,1610612760,91,89,2020-03-09T00:04:25Z,5600000,right,[OKC] Schroder jumpshot: Missed,[203471],1610612760.0,OKC,pullup,,,Schroder,D. Schroder,,,,,17.71,: Missed,,,,,,,,,,,,,,,,,,,,,,,
571,PT08M11.00S,2020-03-09T00:03:50.6Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,91,89,2020-03-09T00:03:54Z,5610000,,[BOS] Smart defensive rebound (Off:2 Def:5),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,570.0,7.0,5.0,2.0,,,,,,,,,,,,,,,,,,,
572,PT07M59.00S,2020-03-09T00:04:08.5Z,4,REGULAR,foul,personal,[],1628977,,,1610612738,91,89,2020-03-09T00:04:17Z,5620000,,[OKC] Diallo foul personal (3 PF),"[1628977, 202689]",1610612760.0,OKC,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,2002.0,3.0,0.0,Walker,202689.0,,,
574,PT07M51.00S,2020-03-09T00:04:29.5Z,4,REGULAR,2pt,jumpshot,[],1628464,24.38608738501971,49.927236519607845,1610612738,93,89,2020-03-09T00:04:39Z,5640000,left,[BOS] Theis jumpshot: Made (7 PTS) assist: Walker (4 AST),"[1628464, 202689]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,18.22,: Made,,,,,,,,7.0,Walker,202689.0,4.0,,,,,,,,,,,,
576,PT07M26.00S,2020-03-09T00:04:54.1Z,4,REGULAR,2pt,jumpshot,[],201568,88.12417871222075,87.8140318627451,1610612760,93,91,2020-03-09T00:05:02Z,5660000,right,[OKC] Gallinari jumpshot: Made (15 PTS),[201568],1610612760.0,OKC,stepback,,,Gallinari,D. Gallinari,,,,,19.98,: Made,,,,,,,,15.0,,,,,,,,,,,,,,,
577,PT07M07.00S,2020-03-09T00:05:18.3Z,4,REGULAR,foul,offensive,[],1628369,,,1610612738,93,91,2020-03-09T00:05:31Z,5670000,,[BOS] Tatum foul offensive (3 PF),"[1628369, 1629652]",1610612738.0,BOS,charge,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,2002.0,3.0,0.0,Dort,1629652.0,,,
579,PT07M07.00S,2020-03-09T00:05:18.3Z,4,REGULAR,turnover,offensivefoul,[],1628369,,,1610612738,93,91,2020-03-09T00:05:18Z,5690000,,[BOS] Tatum offensivefoul turnover (2 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,2.0,,,,2002.0,,,,,,,
580,PT07M07.00S,2020-03-09T00:05:31.2Z,4,REGULAR,foul,technical,['1freethrow'],1628369,,,1610612760,93,91,2020-03-09T00:05:40Z,5700000,,[BOS] Tatum foul technical (1 Tech),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,2715.0,3.0,1.0,,,,,
581,PT07M07.00S,2020-03-09T00:05:45.4Z,4,REGULAR,freethrow,1of1,[],201568,,,1610612760,93,92,2020-03-09T00:05:45Z,5710000,,[OKC] Gallinari technical freethrow 1of1: Made (16 PTS),[201568],1610612760.0,OKC,technical,,,Gallinari,D. Gallinari,,,,,,: Made,,,,,,,,16.0,,,,,,,,,,,,,,,
582,PT07M07.00S,2020-03-09T00:05:48.9Z,4,REGULAR,substitution,out,[],1628369,,,1610612760,93,92,2020-03-09T00:05:54Z,5720000,,[BOS] substitution Tatum replaced by Hayward,"[1628369, 202330]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,,Hayward,202330.0,
583,PT07M07.00S,2020-03-09T00:05:48.9Z,4,REGULAR,substitution,out,[],202689,,,1610612760,93,92,2020-03-09T00:05:54Z,5730000,,[BOS] substitution Walker replaced by Wanamaker,"[202689, 202954]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,Wanamaker,202954.0,
586,PT06M51.00S,2020-03-09T00:06:18.5Z,4,REGULAR,3pt,jumpshot,['fromturnover'],203471,67.36202365308804,63.05912990196079,1610612760,93,95,2020-03-09T00:06:26Z,5760000,right,[OKC] Schroder 3pt shot: Made (25 PTS) assist: Diallo (1 AST),"[203471, 1628977]",1610612760.0,OKC,,,,Schroder,D. Schroder,,,,,26.79,: Made,,,,,,,,25.0,Diallo,1628977.0,1.0,,,,,,,,,,,,
588,PT06M41.00S,2020-03-09T00:06:34.7Z,4,REGULAR,foul,personal,[],203457,,,1610612738,93,95,2020-03-09T00:06:46Z,5780000,,[OKC] Noel foul personal (3 PF),"[203457, 1628464]",1610612760.0,OKC,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,2715.0,3.0,0.0,Theis,1628464.0,,,
590,PT06M37.00S,2020-03-09T00:06:54.4Z,4,REGULAR,foul,personal,[],1629652,,,1610612738,93,95,2020-03-09T00:07:18Z,5800000,,[OKC] Dort foul personal (4 PF),"[1629652, 202330]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,2715.0,4.0,0.0,Hayward,202330.0,,,
592,PT06M35.00S,2020-03-09T00:07:19.2Z,4,REGULAR,turnover,traveling,[],1628464,,,1610612738,93,95,2020-03-09T00:07:28Z,5820000,,[BOS] Theis traveling turnover (3 TO),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,3.0,,,,2715.0,,,,,,,
593,PT06M27.00S,2020-03-09T00:07:40.6Z,4,REGULAR,2pt,jumpshot,['fromturnover'],203471,78.53153745072274,70.65716911764706,1610612760,93,95,2020-03-09T00:07:59Z,5830000,right,[OKC] Schroder jumpshot: Missed,[203471],1610612760.0,OKC,pullup,,,Schroder,D. Schroder,,,,,18.61,: Missed,,,,,,,,,,,,,,,,,,,,,,,
594,PT06M26.00S,2020-03-09T00:07:41.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,93,95,2020-03-09T00:07:59Z,5840000,,[BOS] Team defensive rebound,[],1610612738.0,BOS,,,,,,,,,,,,593.0,,,,,,,,,,,,,,,,,,,,,,
595,PT06M26.00S,2020-03-09T00:07:46.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203457,,,1610612738,93,95,2020-03-09T00:07:59Z,5850000,,[OKC] Noel foul personal (4 PF) (Theis inpenalty),"[203457, 1628464]",1610612760.0,OKC,looseball,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,2715.0,4.0,0.0,Theis,1628464.0,,,
597,PT06M26.00S,2020-03-09T00:08:18.1Z,4,REGULAR,freethrow,1of2,[],1628464,,,1610612738,94,95,2020-03-09T00:08:18Z,5870000,,[BOS] Theis freethrow 1of2: Made (8 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,: Made,,,,,,,,8.0,,,,,,,,,,,,,,,
598,PT06M26.00S,2020-03-09T00:08:31.1Z,4,REGULAR,freethrow,2of2,[],1628464,,,1610612738,95,95,2020-03-09T00:08:31Z,5880000,,[BOS] Theis freethrow 2of2: Made (9 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,: Made,,,,,,,,9.0,,,,,,,,,,,,,,,
599,PT06M10.00S,2020-03-09T00:08:54.4Z,4,REGULAR,3pt,jumpshot,[],201568,91.27792378449409,95.65716911764706,1610612760,95,95,2020-03-09T00:09:00Z,5890000,right,[OKC] Gallinari 3pt jumpshot: Missed,[201568],1610612760.0,OKC,,,,Gallinari,D. Gallinari,,,,,23.1,: Missed,,,,,,,,,,,,,,,,,,,,,,,
600,PT06M08.00S,2020-03-09T00:08:56.4Z,4,REGULAR,rebound,defensive,[],1628464,,,1610612738,95,95,2020-03-09T00:09:00Z,5900000,,[BOS] Theis defensive rebound (Off:1 Def:4),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,599.0,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
601,PT06M03.00S,2020-03-09T00:09:03.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203471,,,1610612738,95,95,2020-03-09T00:09:17Z,5910000,,[OKC] Schroder foul personal (2 PF) (Hayward inpenalty),"[203471, 202330]",1610612760.0,OKC,shooting,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,1155.0,2.0,0.0,Hayward,202330.0,,,
603,PT06M03.00S,2020-03-09T00:09:28.0Z,4,REGULAR,freethrow,1of2,['fastbreak'],202330,,,1610612738,95,95,2020-03-09T00:09:28Z,5930000,,[BOS] Hayward freethrow 1of2: Missed,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,: Missed,,,,,,,,,,,,,,,,,,,,,,,
604,PT06M03.00S,2020-03-09T00:09:28.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,95,95,2020-03-09T00:09:28Z,5940000,,[BOS] Team offensive rebound,[],1610612738.0,BOS,,,,,,,,,,,,603.0,,,,,,,,,,,,,,,,,,,,,,
605,PT06M03.00S,2020-03-09T00:09:43.5Z,4,REGULAR,freethrow,2of2,['fastbreak'],202330,,,1610612738,96,95,2020-03-09T00:09:43Z,5950000,,[BOS] Hayward freethrow 2of2: Made (24 PTS),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,: Made,,,,,,,,24.0,,,,,,,,,,,,,,,
606,PT05M54.00S,2020-03-09T00:10:02.9Z,4,REGULAR,3pt,jumpshot,[],201568,79.71419185282524,7.666973039215687,1610612760,96,95,2020-03-09T00:10:20Z,5960000,right,[OKC] Gallinari 3pt jumpshot: Missed,[201568],1610612760.0,OKC,,,,Gallinari,D. Gallinari,,,,,25.59,: Missed,,,,,,,,,,,,,,,,,,,,,,,
607,PT05M53.00S,2020-03-09T00:10:03.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612760,96,95,2020-03-09T00:10:20Z,5970000,,[OKC] Team offensive rebound,[],1610612760.0,OKC,,,,,,,,,,,,606.0,,,,,,,,,,,,,,,,,,,,,,
608,PT05M53.00S,2020-03-09T00:10:14.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629641,,,1610612760,96,95,2020-03-09T00:10:24Z,5980000,,[BOS] Langford foul personal (1 PF) (Noel inpenalty),"[1629641, 203457]",1610612738.0,BOS,looseball,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,1155.0,1.0,0.0,Noel,203457.0,,,
610,PT05M53.00S,2020-03-09T00:10:41.3Z,4,REGULAR,freethrow,1of2,['2ndchance'],203457,,,1610612760,96,96,2020-03-09T00:10:41Z,6000000,,[OKC] Noel freethrow 1of2: Made (4 PTS),[203457],1610612760.0,OKC,,,,Noel,N. Noel,,,,,,: Made,,,,,,,,4.0,,,,,,,,,,,,,,,
611,PT05M53.00S,2020-03-09T00:10:42.1Z,4,REGULAR,substitution,out,[],202954,,,1610612760,96,96,2020-03-09T00:10:56Z,6010000,,[BOS] substitution Wanamaker replaced by Tatum,"[202954, 1628369]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,,,Tatum,1628369.0,
612,PT05M53.00S,2020-03-09T00:10:42.1Z,4,REGULAR,substitution,out,[],1628977,,,1610612760,96,96,2020-03-09T00:10:56Z,6020000,,[OKC] substitution Diallo replaced by Paul,"[1628977, 101108]",1610612760.0,OKC,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul,101108.0,
615,PT05M53.00S,2020-03-09T00:11:05.7Z,4,REGULAR,freethrow,2of2,['2ndchance'],203457,,,1610612760,96,97,2020-03-09T00:11:05Z,6050000,,[OKC] Noel freethrow 2of2: Made (5 PTS),[203457],1610612760.0,OKC,,,,Noel,N. Noel,,,,,,: Made,,,,,,,,5.0,,,,,,,,,,,,,,,
616,PT05M34.00S,2020-03-09T00:11:27.6Z,4,REGULAR,2pt,hook,['pointsinthepaint'],1628464,8.492115637319317,57.421875,1610612738,96,97,2020-03-09T00:11:37Z,6060000,left,[BOS] Theis hook: Missed,[1628464],1610612738.0,BOS,turnaround,,,Theis,D. Theis,,,,,4.95,: Missed,,,,,,,,,,,,,,,,,,,,,,,
617,PT05M31.00S,2020-03-09T00:11:30.6Z,4,REGULAR,rebound,defensive,[],201568,,,1610612760,96,97,2020-03-09T00:11:37Z,6070000,,[OKC] Gallinari defensive rebound (Off:0 Def:6),[201568],1610612760.0,OKC,,,,Gallinari,D. Gallinari,,,,,,,616.0,6.0,6.0,0.0,,,,,,,,,,,,,,,,,,,
618,PT05M25.00S,2020-03-09T00:11:40.7Z,4,REGULAR,foul,offensive,['inpenalty'],203457,,,1610612760,96,97,2020-03-09T00:15:13Z,6080000,,[OKC] Noel foul offensive (5 PF) (Smart inpenalty),"[203457, 203935]",1610612760.0,OKC,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,2715.0,5.0,0.0,Smart,203935.0,,,
622,PT05M25.00S,2020-03-09T00:11:40.7Z,4,REGULAR,turnover,offensivefoul,[],203457,,,1610612760,96,97,2020-03-09T00:15:13Z,6095000,,[OKC] Noel offensivefoul turnover (3 TO),[203457],1610612760.0,OKC,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,3.0,,,,2715.0,,,,,,,
620,PT05M25.00S,2020-03-09T00:12:02.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,96,97,2020-03-09T00:15:46Z,6100000,,[BOS] timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT05M25.00S,2020-03-09T00:12:40.2Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612738,96,97,2020-03-09T00:15:41Z,6110000,,,[],1610612738.0,BOS,overturned,,,,,,,,,,,,,,,,,,,,,,,,,,2715.0,,,,,,,Corrected to Offensive Foul on N. Noel
623,PT05M25.00S,2020-03-09T00:14:33.0Z,4,REGULAR,substitution,out,[],1629641,,,1610612738,96,97,2020-03-09T00:14:50Z,6120000,,[BOS] substitution Langford replaced by Walker,"[1629641, 202689]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,,Walker,202689.0,
624,PT05M25.00S,2020-03-09T00:14:33.0Z,4,REGULAR,substitution,out,[],203457,,,1610612738,96,97,2020-03-09T00:14:50Z,6130000,,[OKC] substitution Noel replaced by Adams,"[203457, 203500]",1610612760.0,OKC,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,,,Adams,203500.0,
627,PT05M11.00S,2020-03-09T00:15:05.7Z,4,REGULAR,2pt,hook,"['pointsinthepaint', 'fromturnover']",203935,10.33180026281209,46.63756127450981,1610612738,98,97,2020-03-09T00:15:24Z,6160000,left,[BOS] Smart hook: Made (19 PTS) assist: Hayward (3 AST),"[203935, 202330]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,5.28,: Made,,,,,,,,19.0,Hayward,202330.0,3.0,,,,,,,,,,,,
629,PT04M55.00S,2020-03-09T00:15:23.0Z,4,REGULAR,2pt,jumpshot,[],101108,87.99277266754271,72.12775735294117,1610612760,98,97,2020-03-09T00:15:36Z,6180000,right,[OKC] Paul jumpshot: Missed,[101108],1610612760.0,OKC,fadeaway,,,Paul,C. Paul,,,,,12.87,: Missed,,,,,,,,,,,,,,,,,,,,,,,
630,PT04M54.00S,2020-03-09T00:15:24.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612760,98,97,2020-03-09T00:15:36Z,6190000,,[OKC] Team offensive rebound,[],1610612760.0,OKC,,,,,,,,,,,,629.0,,,,,,,,,,,,,,,,,,,,,,
631,PT04M54.00S,2020-03-09T00:15:30.8Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612760,98,97,2020-03-09T00:15:30Z,6200000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT04M49.00S,2020-03-09T00:15:43.3Z,4,REGULAR,3pt,jumpshot,['2ndchance'],203471,80.1084099868594,4.970894607843137,1610612760,98,97,2020-03-09T00:15:52Z,6210000,right,[OKC] Schroder fadeaway 3pt jumpshot: Missed,[203471],1610612760.0,OKC,fadeaway,,,Schroder,D. Schroder,,,,,26.51,: Missed,,,,,,,,,,,,,,,,,,,,,,,
633,PT04M46.00S,2020-03-09T00:15:46.3Z,4,REGULAR,rebound,defensive,[],202689,,,1610612738,98,97,2020-03-09T00:15:52Z,6220000,,[BOS] Walker defensive rebound (Off:0 Def:5),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,632.0,5.0,5.0,0.0,,,,,,,,,,,,,,,,,,,
634,PT04M27.00S,2020-03-09T00:16:05.5Z,4,REGULAR,2pt,jumpshot,[],202330,26.254517082785807,53.7032781862745,1610612738,98,97,2020-03-09T00:16:19Z,6230000,left,[BOS] Hayward jumpshot: Missed,[202330],1610612738.0,BOS,pullup,,,Hayward,G. Hayward,,,,,20.07,: Missed,,,,,,,,,,,,,,,,,,,,,,,
635,PT04M25.00S,2020-03-09T00:16:07.5Z,4,REGULAR,rebound,defensive,[],1629652,,,1610612760,98,97,2020-03-09T00:16:19Z,6240000,,[OKC] Dort defensive rebound (Off:0 Def:4),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,634.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,
636,PT04M17.00S,2020-03-09T00:16:15.7Z,4,REGULAR,2pt,jumpshot,[],201568,88.91261498028909,81.44148284313727,1610612760,98,99,2020-03-09T00:16:26Z,6250000,right,[OKC] Gallinari jumpshot: Made (18 PTS) assist: Schroder (6 AST),"[201568, 203471]",1610612760.0,OKC,turnaroundfadeaway,,,Gallinari,D. Gallinari,,,,,16.73,: Made,,,,,,,,18.0,Schroder,203471.0,6.0,,,,,,,,,,,,
638,PT03M55.00S,2020-03-09T00:16:37.8Z,4,REGULAR,turnover,badpass,[],1628369,,,1610612738,98,99,2020-03-09T00:16:44Z,6270000,,[BOS] Tatum badpass turnover (3 TO) Steal: Adams (3 STL),"[1628369, 203500]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,3.0,Adams,203500.0,3.0,,,,,,,,
640,PT03M49.00S,2020-03-09T00:16:44.0Z,4,REGULAR,3pt,jumpshot,"['fromturnover', 'fastbreak']",203471,94.69448094612353,5.46109068627451,1610612760,98,99,2020-03-09T00:16:51Z,6290000,right,[OKC] Schroder 3pt jumpshot: Missed,[203471],1610612760.0,OKC,,,,Schroder,D. Schroder,,,,,22.27,: Missed,,,,,,,,,,,,,,,,,,,,,,,
641,PT03M47.00S,2020-03-09T00:16:46.0Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,98,99,2020-03-09T00:17:07Z,6300000,,[BOS] Smart defensive rebound (Off:2 Def:6),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,640.0,8.0,6.0,2.0,,,,,,,,,,,,,,,,,,,
642,PT03M40.00S,2020-03-09T00:16:53.0Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1628369,8.360709592641262,46.88265931372549,1610612738,100,99,2020-03-09T00:16:59Z,6310000,left,[BOS] Tatum layup: Made (17 PTS) assist: Smart (4 AST),"[1628369, 203935]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,3.52,: Made,,,,,,,,17.0,Smart,203935.0,4.0,,,,,,,,,,,,
644,PT03M19.00S,2020-03-09T00:17:16.8Z,4,REGULAR,foul,offensive,['inpenalty'],101108,,,1610612760,100,99,2020-03-09T00:19:14Z,6330000,,[OKC] Paul foul offensive (2 PF) (Walker inpenalty),"[101108, 202689]",1610612760.0,OKC,charge,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,2002.0,2.0,0.0,Walker,202689.0,,,
646,PT03M19.00S,2020-03-09T00:17:16.8Z,4,REGULAR,turnover,offensivefoul,[],101108,,,1610612760,100,99,2020-03-09T00:17:16Z,6350000,,[OKC] Paul offensivefoul turnover (4 TO),[101108],1610612760.0,OKC,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,4.0,,,,2002.0,,,,,,,
647,PT03M19.00S,2020-03-09T00:17:30.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,100,99,2020-03-09T00:17:30Z,6360000,,[BOS] timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT02M57.00S,2020-03-09T00:19:24.7Z,4,REGULAR,3pt,jumpshot,['fromturnover'],202330,29.6484888304862,72.12775735294117,1610612738,100,99,2020-03-09T00:19:32Z,6370000,left,[BOS] Hayward 3pt jumpshot: Missed,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,25.67,: Missed,,,,,,,,,,,,,,,,,,,,,,,
649,PT02M55.00S,2020-03-09T00:19:26.7Z,4,REGULAR,rebound,defensive,[],203500,,,1610612760,100,99,2020-03-09T00:19:32Z,6380000,,[OKC] Adams defensive rebound (Off:0 Def:5),[203500],1610612760.0,OKC,,,,Adams,S. Adams,,,,,,,648.0,5.0,5.0,0.0,,,,,,,,,,,,,,,,,,,
650,PT02M41.00S,2020-03-09T00:19:40.7Z,4,REGULAR,2pt,jumpshot,[],201568,85.75886990801577,26.53952205882353,1610612760,100,99,2020-03-09T00:19:52Z,6390000,right,[OKC] Gallinari jumpshot: Missed,[201568],1610612760.0,OKC,fadeaway,,,Gallinari,D. Gallinari,,,,,14.6,: Missed,,,,,,,,,,,,,,,,,,,,,,,
651,PT02M38.00S,2020-03-09T00:19:43.7Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,100,99,2020-03-09T00:19:52Z,6400000,,[BOS] Smart defensive rebound (Off:2 Def:7),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,650.0,9.0,7.0,2.0,,,,,,,,,,,,,,,,,,,
652,PT02M22.00S,2020-03-09T00:20:01.2Z,4,REGULAR,2pt,layup,['pointsinthepaint'],202689,8.229303547963205,46.392463235294116,1610612738,100,99,2020-03-09T00:20:12Z,6410000,left,[BOS] Walker layup: Missed,[202689],1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,3.53,: Missed,,,,,,,,,,,,,,,,,,,,,,,
653,PT02M21.00S,2020-03-09T00:20:02.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612760,100,99,2020-03-09T00:20:19Z,6420000,,[OKC] Team defensive rebound,[],1610612760.0,OKC,,,,,,,,,,,,652.0,,,,,,,,,,,,,,,,,,,,,,
