actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
465,PT00M49.60S,2020-09-18T00:55:48.7Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,77,79,2020-09-18T00:56:03Z,4630000,,,0,,T. Herro REBOUND (Off:2 Def:4),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,464.0,6.0,4.0,2.0,,,,,,,,,,,,,
466,PT00M35.20S,2020-09-18T00:56:16.4Z,3,REGULAR,3pt,jumpshot,[],203109,79.31997371879106,7.176776960784313,1610612748,77,79,2020-09-18T00:56:26Z,4640000,-214.0,142.0,1,right,MISS J. Crowder 26' 3PT,[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,25.99,Missed,,,,,,,,,,,,,,,,,,
467,PT00M31.30S,2020-09-18T00:56:20.3Z,3,REGULAR,rebound,offensive,[],1629639,,,1610612748,77,79,2020-09-18T00:56:26Z,4650000,,,0,,T. Herro REBOUND (Off:3 Def:4),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,466.0,7.0,4.0,3.0,,,,,,,,,,,,,
468,PT00M30.20S,2020-09-18T00:56:38.4Z,3,REGULAR,stoppage,equipmentmalfunction,[],0,,,1610612748,77,79,2020-09-18T00:56:38Z,4660000,,,0,,stoppage equipmentmalfunction,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT00M26.80S,2020-09-18T00:56:52.4Z,3,REGULAR,3pt,jumpshot,['2ndchance'],203482,68.67608409986859,69.18658088235294,1610612748,77,82,2020-09-18T00:56:57Z,4670000,96.0,242.0,1,right,K. Olynyk 27' 3PT  (5 PTS) (T. Herro 5 AST),"[203482, 1629639]",1610612748.0,MIA,fadeawaybank,,,Olynyk,K. Olynyk,,,,,26.53,Made,5.0,,,,,,,T. Herro,1629639.0,5.0,,,,,,,,
471,PT00M21.50S,2020-09-18T00:57:00.4Z,3,REGULAR,foul,offensive,['inpenalty'],1628369,,,1610612738,77,82,2020-09-18T00:57:09Z,4690000,,,0,,J. Tatum FOUL offensive (4 PF) (Jones Jr. inpenalty),"[1628369, 1627884]",1610612738.0,BOS,charge,,,Tatum,J. Tatum,,,,,,,,,,,,2714.0,,,,,4.0,0.0,Jones Jr.,1627884.0,,,,
473,PT00M21.50S,2020-09-18T00:57:00.4Z,3,REGULAR,turnover,offensivefoul,[],1628369,,,1610612738,77,82,2020-09-18T00:57:00Z,4710000,,,0,,J. Tatum TURNOVER offensivefoul (4 TOV),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,2714.0,4.0,,,,,,,,,,,
474,PT00M21.50S,2020-09-18T00:57:09.7Z,3,REGULAR,substitution,out,[],1627884,,,1610612748,77,82,2020-09-18T00:57:18Z,4720000,,,0,,substitution out Jones Jr.,[1627884],1610612748.0,MIA,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,
475,PT00M21.50S,2020-09-18T00:57:09.7Z,3,REGULAR,substitution,in,[],1629130,,,1610612748,77,82,2020-09-18T00:57:18Z,4730000,,,0,,substitution in Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
476,PT00M04.20S,2020-09-18T00:57:40.2Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",201609,94.56307490144546,47.127757352941174,1610612748,77,84,2020-09-18T00:57:43Z,4740000,-14.0,-1.0,1,right,G. Dragic layup (16 PTS),[201609],1610612748.0,MIA,driving,,,Dragic,G. Dragic,,,,,1.5,Made,16.0,,,,,,,,,,,,,,,,,
477,PT00M00.00S,2020-09-18T00:57:48.4Z,3,REGULAR,3pt,jumpshot,[],202689,37.40144546649146,18.941482843137255,1610612738,77,84,2020-09-18T00:57:52Z,4750000,155.0,299.0,1,left,MISS K. Walker 34' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,34.19,Missed,,,,,,,,,,,,,,,,,,
478,PT00M00.00S,2020-09-18T00:57:48.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,77,84,2020-09-18T00:57:52Z,4760000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,477.0,,,,,,,,,,,,,,,,
479,PT00M00.00S,2020-09-18T00:57:51.6Z,3,REGULAR,period,end,[],0,,,1610612738,77,84,2020-09-18T00:57:51Z,4770000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT12M00.00S,2020-09-18T00:59:25.3Z,4,REGULAR,substitution,out,['startperiod'],202689,,,1610612738,77,84,2020-09-18T01:01:12Z,4780000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
481,PT12M00.00S,2020-09-18T00:59:25.3Z,4,REGULAR,substitution,out,['startperiod'],1628464,,,1610612738,77,84,2020-09-18T01:01:12Z,4790000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
482,PT12M00.00S,2020-09-18T00:59:25.3Z,4,REGULAR,substitution,out,['startperiod'],1628400,,,1610612738,77,84,2020-09-18T01:01:12Z,4800000,,,0,,substitution out Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
483,PT12M00.00S,2020-09-18T00:59:25.3Z,4,REGULAR,substitution,out,['startperiod'],1629130,,,1610612738,77,84,2020-09-18T01:01:12Z,4810000,,,0,,substitution out Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2020-09-18T00:59:25.3Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,77,84,2020-09-18T01:01:12Z,4820000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
485,PT12M00.00S,2020-09-18T00:59:25.3Z,4,REGULAR,substitution,in,['startperiod'],1629684,,,1610612738,77,84,2020-09-18T01:01:12Z,4830000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
486,PT12M00.00S,2020-09-18T00:59:25.3Z,4,REGULAR,substitution,in,['startperiod'],203935,,,1610612738,77,84,2020-09-18T01:01:12Z,4840000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
487,PT12M00.00S,2020-09-18T00:59:25.3Z,4,REGULAR,substitution,in,['startperiod'],1627884,,,1610612738,77,84,2020-09-18T01:01:12Z,4850000,,,0,,substitution in Jones Jr.,[1627884],1610612748.0,MIA,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,
488,PT12M00.00S,2020-09-18T01:01:24.7Z,4,REGULAR,period,start,[],0,,,1610612738,77,84,2020-09-18T01:01:24Z,4860000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT11M40.00S,2020-09-18T01:01:43.9Z,4,REGULAR,3pt,jumpshot,[],1627759,10.726018396846255,3.990502450980392,1610612738,77,84,2020-09-18T01:01:51Z,4870000,230.0,48.0,1,left,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.62,Missed,,,,,,,,,,,,,,,,,,
490,PT11M35.00S,2020-09-18T01:01:48.9Z,4,REGULAR,rebound,defensive,[],203482,,,1610612748,77,84,2020-09-18T01:01:51Z,4880000,,,0,,K. Olynyk REBOUND (Off:1 Def:1),[203482],1610612748.0,MIA,,,,Olynyk,K. Olynyk,,,,,,,,489.0,2.0,1.0,1.0,,,,,,,,,,,,,
494,PT11M24.00S,2020-09-18T01:01:54.6Z,4,REGULAR,turnover,outofbounds,[],1629639,,,1610612748,77,84,2020-09-18T01:04:04Z,4885000,,,0,,T. Herro TURNOVER outofbounds (1 TOV),[1629639],1610612748.0,MIA,lostball,,,Herro,T. Herro,,,,,,,,,,,,2714.0,1.0,,,,,,,,,,,
492,PT11M24.00S,2020-09-18T01:02:31.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,77,84,2020-09-18T01:04:04Z,4900000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT11M24.00S,2020-09-18T01:02:34.0Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612738,77,84,2020-09-18T01:05:34Z,4910000,,,0,,,[],1610612738.0,BOS,overturned,,,,,,,,,,,,,,,,1148.0,,,,,,,,,,,,
495,PT11M07.00S,2020-09-18T01:06:20.1Z,4,REGULAR,foul,personal,['2freethrow'],203482,,,1610612738,77,84,2020-09-18T01:06:34Z,4920000,,,0,,K. Olynyk FOUL personal (3 PF) (Brown 2freethrow),"[203482, 1627759]",1610612748.0,MIA,shooting,,,Olynyk,K. Olynyk,,,,,,,,,,,,2529.0,,,,,3.0,0.0,Brown,1627759.0,,,,
497,PT11M07.00S,2020-09-18T01:06:45.0Z,4,REGULAR,freethrow,1of2,['fromturnover'],1627759,,,1610612738,78,84,2020-09-18T01:06:45Z,4940000,,,0,,J. Brown freethrow 1of2 (9 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
498,PT11M07.00S,2020-09-18T01:06:59.9Z,4,REGULAR,freethrow,2of2,['fromturnover'],1627759,,,1610612738,79,84,2020-09-18T01:06:59Z,4950000,,,0,,J. Brown freethrow 2of2 (10 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
499,PT10M43.00S,2020-09-18T01:07:24.7Z,4,REGULAR,3pt,jumpshot,[],203109,80.23981603153744,7.176776960784313,1610612748,79,87,2020-09-18T01:07:29Z,4960000,-214.0,133.0,1,right,J. Crowder 26' 3PT  (10 PTS) (D. Jones Jr. 1 AST),"[203109, 1627884]",1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,25.51,Made,10.0,,,,,,,D. Jones Jr.,1627884.0,1.0,,,,,,,,
502,PT10M38.00S,2020-09-18T01:07:32.5Z,4,REGULAR,turnover,badpass,[],202954,,,1610612738,79,87,2020-09-18T01:07:40Z,4990000,,,0,,B. Wanamaker TURNOVER badpass (2 TOV) Stolen,"[202954, 1627884]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,2.0,,,,,,,,Jones Jr.,1627884.0,,
503,PT10M38.00S,2020-09-18T01:07:32.5Z,4,REGULAR,steal,,[],1627884,,,1610612748,79,87,2020-09-18T01:07:35Z,5000000,,,0,,D. Jones Jr. STEAL (1 STL),[1627884],1610612748.0,MIA,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,
504,PT10M28.00S,2020-09-18T01:07:39.5Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",201609,93.9060446780552,48.59834558823529,1610612748,79,87,2020-09-18T01:07:45Z,5010000,-7.0,5.0,1,right,MISS G. Dragic layup,[201609],1610612748.0,MIA,driving,,,Dragic,G. Dragic,,,,,1.25,Missed,,,,,,,,,,,,,,,,,,
505,PT10M26.00S,2020-09-18T01:07:41.8Z,4,REGULAR,rebound,offensive,[],1629639,,,1610612748,79,87,2020-09-18T01:07:41Z,5020000,,,0,,T. Herro REBOUND (Off:4 Def:4),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,504.0,8.0,4.0,4.0,,,,,,,,,,,,,
506,PT10M20.00S,2020-09-18T01:07:50.7Z,4,REGULAR,turnover,badpass,[],1629639,,,1610612748,79,87,2020-09-18T01:08:06Z,5030000,,,0,,T. Herro TURNOVER badpass (2 TOV) Stolen,"[1629639, 1628369]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,2.0,,,,,,,,Tatum,1628369.0,,
507,PT10M20.00S,2020-09-18T01:07:50.7Z,4,REGULAR,steal,,[],1628369,,,1610612738,79,87,2020-09-18T01:07:52Z,5040000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
508,PT10M18.00S,2020-09-18T01:07:57.2Z,4,REGULAR,foul,personal,[],203482,,,1610612738,79,87,2020-09-18T01:08:47Z,5050000,,,0,,K. Olynyk FOUL personal (4 PF),"[203482, 1628369]",1610612748.0,MIA,take,,,Olynyk,K. Olynyk,,,,,,,,,,,,2714.0,,,,,4.0,0.0,Tatum,1628369.0,,,,
510,PT10M18.00S,2020-09-18T01:08:12.9Z,4,REGULAR,instantreplay,request,[],0,,,1610612738,79,87,2020-09-18T01:08:59Z,5070000,,,0,,,[],,,support,,,,,,,,,,,,,,,,2529.0,,,,,,,,,,,,
511,PT10M08.00S,2020-09-18T01:09:31.3Z,4,REGULAR,foul,technical,['1freethrow'],203482,,,1610612738,79,87,2020-09-18T01:09:40Z,5080000,,,0,,Team foul technical,[203482],1610612748.0,MIA,defensive3second,,,Olynyk,K. Olynyk,,,,,,,,,,,,2529.0,,,,,,,,,,,,
512,PT10M08.00S,2020-09-18T01:09:49.8Z,4,REGULAR,freethrow,1of1,[],1628369,,,1610612738,80,87,2020-09-18T01:09:49Z,5090000,,,0,,J. Tatum technical freethrow 1of1 (17 PTS),[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
513,PT09M56.00S,2020-09-18T01:10:14.3Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",203935,5.863994743758213,49.82383578431372,1610612738,80,87,2020-09-18T01:10:21Z,5100000,1.0,3.0,1,left,MISS M. Smart layup,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,0.81,Missed,,,,,,,,,,,,,,,,,,
514,PT09M54.00S,2020-09-18T01:10:16.3Z,4,REGULAR,rebound,defensive,[],1627884,,,1610612748,80,87,2020-09-18T01:10:21Z,5110000,,,0,,D. Jones Jr. REBOUND (Off:0 Def:1),[1627884],1610612748.0,MIA,,,,Jones Jr.,D. Jones Jr.,,,,,,,,513.0,1.0,1.0,0.0,,,,,,,,,,,,,
515,PT09M47.00S,2020-09-18T01:10:23.3Z,4,REGULAR,3pt,jumpshot,[],203482,76.16622864651774,87.8140318627451,1610612748,80,87,2020-09-18T01:12:13Z,5120000,189.0,172.0,1,right,MISS K. Olynyk 26' 3PT,[203482],1610612748.0,MIA,,,,Olynyk,K. Olynyk,,,,,25.9,Missed,,,,,,,,,,,,,,,,,,
516,PT09M42.00S,2020-09-18T01:10:28.3Z,4,REGULAR,rebound,defensive,[],202954,,,1610612738,80,87,2020-09-18T01:10:28Z,5130000,,,0,,B. Wanamaker REBOUND (Off:0 Def:2),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,515.0,2.0,2.0,0.0,,,,,,,,,,,,,
517,PT09M36.00S,2020-09-18T01:10:34.3Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1627759,14.011169513797633,48.59834558823529,1610612738,80,87,2020-09-18T01:10:39Z,5140000,7.0,79.0,1,left,MISS J. Brown 8' layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,8.5,Missed,,,,,,,,,,,,,,,,,,
518,PT09M32.00S,2020-09-18T01:10:38.2Z,4,REGULAR,rebound,offensive,[],1627759,,,1610612738,80,87,2020-09-18T01:10:38Z,5150000,,,0,,J. Brown REBOUND (Off:2 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,517.0,3.0,1.0,2.0,,,,,,,,,,,,,
519,PT09M29.00S,2020-09-18T01:10:40.8Z,4,REGULAR,foul,personal,['3freethrow'],1627884,,,1610612738,80,87,2020-09-18T01:13:50Z,5165000,,,0,,D. Jones Jr. FOUL personal (2 PF) (Tatum 3freethrow),"[1627884, 1628369]",1610612748.0,MIA,shooting,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,2714.0,,,,,2.0,0.0,Tatum,1628369.0,,,,
521,PT09M29.00S,2020-09-18T01:11:07.1Z,4,REGULAR,freethrow,1of3,['2ndchance'],1628369,,,1610612738,81,87,2020-09-18T01:13:40Z,5180000,,,0,,J. Tatum freethrow 1of3 (18 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
522,PT09M29.00S,2020-09-18T01:11:07.1Z,4,REGULAR,freethrow,2of3,['2ndchance'],1628369,,,1610612738,81,87,2020-09-18T01:13:40Z,5190000,,,0,,MISS J. Tatum freethrow 2of3,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,
523,PT09M29.00S,2020-09-18T01:11:07.1Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,81,87,2020-09-18T01:13:22Z,5200000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,522.0,,,,,,,,,,,,,,,,
524,PT09M29.00S,2020-09-18T01:11:24.3Z,4,REGULAR,substitution,out,[],203109,,,1610612738,81,87,2020-09-18T01:11:32Z,5228750,,,0,,substitution out Crowder,[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,
525,PT09M29.00S,2020-09-18T01:11:24.3Z,4,REGULAR,substitution,in,[],202710,,,1610612738,81,87,2020-09-18T01:11:32Z,5229375,,,0,,substitution in Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
526,PT09M29.00S,2020-09-18T01:11:07.1Z,4,REGULAR,freethrow,3of3,['2ndchance'],1628369,,,1610612738,82,87,2020-09-18T01:13:22Z,5230000,,,0,,J. Tatum freethrow 3of3 (19 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
527,PT09M05.00S,2020-09-18T01:12:16.8Z,4,REGULAR,2pt,jumpshot,[],202710,80.76544021024968,83.15716911764706,1610612748,82,87,2020-09-18T01:12:21Z,5240000,166.0,128.0,1,right,MISS J. Butler 21' jumpshot,[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,21.31,Missed,,,,,,,,,,,,,,,,,,
528,PT09M03.00S,2020-09-18T01:12:19.0Z,4,REGULAR,rebound,offensive,[],1627884,,,1610612748,82,87,2020-09-18T01:12:19Z,5250000,,,0,,D. Jones Jr. REBOUND (Off:1 Def:1),[1627884],1610612748.0,MIA,,,,Jones Jr.,D. Jones Jr.,,,,,,,,527.0,2.0,1.0,1.0,,,,,,,,,,,,,
529,PT09M01.00S,2020-09-18T01:12:21.0Z,4,REGULAR,3pt,jumpshot,['2ndchance'],1629639,72.48685939553219,13.794424019607842,1610612748,82,87,2020-09-18T01:12:25Z,5260000,-181.0,206.0,1,right,MISS T. Herro 28' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,27.85,Missed,,,,,,,,,,,,,,,,,,
530,PT08M58.00S,2020-09-18T01:12:24.2Z,4,REGULAR,rebound,offensive,[],201609,,,1610612748,82,87,2020-09-18T01:12:24Z,5270000,,,0,,G. Dragic REBOUND (Off:1 Def:1),[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,529.0,2.0,1.0,1.0,,,,,,,,,,,,,
531,PT08M58.00S,2020-09-18T01:12:26.7Z,4,REGULAR,foul,personal,[],1629684,,,1610612748,82,87,2020-09-18T01:12:33Z,5280000,,,0,,G. Williams FOUL personal (1 PF),"[1629684, 1629639]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,1148.0,,,,,1.0,0.0,Herro,1629639.0,,,,
533,PT08M49.00S,2020-09-18T01:12:56.3Z,4,REGULAR,3pt,jumpshot,['2ndchance'],201609,70.38436268068331,68.69638480392157,1610612748,82,87,2020-09-18T01:13:02Z,5300000,93.0,226.0,1,right,MISS G. Dragic 25' 3PT,[201609],1610612748.0,MIA,stepback,,,Dragic,G. Dragic,,,,,24.96,Missed,,,,,,,,,,,,,,,,,,
534,PT08M46.00S,2020-09-18T01:12:59.3Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,82,87,2020-09-18T01:13:02Z,5310000,,,0,,J. Brown REBOUND (Off:2 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,533.0,4.0,2.0,2.0,,,,,,,,,,,,,
535,PT08M39.00S,2020-09-18T01:13:10.9Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,82,87,2020-09-18T01:13:10Z,5320000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT08M39.00S,2020-09-18T01:13:18.0Z,4,REGULAR,violation,delayofgame,['team'],0,,,1610612738,82,87,2020-09-18T01:13:50Z,5330000,,,0,,Team violation delayofgame,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,2529.0,,,,,,,,,,,,
537,PT08M31.00S,2020-09-18T01:13:42.4Z,4,REGULAR,foul,personal,[],203482,,,1610612738,82,87,2020-09-18T01:13:45Z,5340000,,,0,,K. Olynyk FOUL personal (5 PF),"[203482, 1627759]",1610612748.0,MIA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,2529.0,,,,,5.0,0.0,Brown,1627759.0,,,,
539,PT08M31.00S,2020-09-18T01:13:58.0Z,4,REGULAR,substitution,out,[],203482,,,1610612738,82,87,2020-09-18T01:14:02Z,5360000,,,0,,substitution out Olynyk,[203482],1610612748.0,MIA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,
540,PT08M31.00S,2020-09-18T01:13:58.0Z,4,REGULAR,substitution,in,[],1628389,,,1610612738,82,87,2020-09-18T01:14:02Z,5370000,,,0,,substitution in Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
541,PT08M25.00S,2020-09-18T01:14:15.4Z,4,REGULAR,3pt,jumpshot,[],203935,28.728646517739815,77.51991421568627,1610612738,82,87,2020-09-18T01:14:19Z,5380000,-138.0,218.0,1,left,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.2,Missed,,,,,,,,,,,,,,,,,,
542,PT08M22.00S,2020-09-18T01:14:18.4Z,4,REGULAR,rebound,defensive,[],201609,,,1610612748,82,87,2020-09-18T01:14:19Z,5390000,,,0,,G. Dragic REBOUND (Off:1 Def:2),[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,541.0,3.0,2.0,1.0,,,,,,,,,,,,,
543,PT08M14.00S,2020-09-18T01:14:26.4Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],201609,85.62746386333771,55.70618872549019,1610612748,82,87,2020-09-18T01:14:30Z,5400000,29.0,83.0,1,right,MISS G. Dragic 9' jumpshot,[201609],1610612748.0,MIA,drivingfloating,,,Dragic,G. Dragic,,,,,9.26,Missed,,,,,,,,,,,,,,,,,,
544,PT08M10.00S,2020-09-18T01:14:30.4Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,82,87,2020-09-18T01:14:30Z,5410000,,,0,,G. Williams REBOUND (Off:0 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,543.0,3.0,3.0,0.0,,,,,,,,,,,,,
545,PT08M04.00S,2020-09-18T01:14:36.5Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1627759,7.178055190538765,50.06893382352941,1610612738,84,87,2020-09-18T01:14:41Z,5420000,0.0,15.0,1,left,J. Brown layup (12 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,2.05,Made,12.0,,,,,,,,,,,,,,,,,
546,PT07M46.00S,2020-09-18T01:14:54.9Z,4,REGULAR,2pt,layup,['pointsinthepaint'],201609,93.9060446780552,49.08854166666667,1610612748,84,89,2020-09-18T01:14:58Z,5430000,-5.0,5.0,1,right,G. Dragic layup (18 PTS),[201609],1610612748.0,MIA,driving,,,Dragic,G. Dragic,,,,,1.13,Made,18.0,,,,,,,,,,,,,,,,,
547,PT07M24.00S,2020-09-18T01:15:19.3Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,84,89,2020-09-18T01:15:19Z,5440000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT07M24.00S,2020-09-18T01:15:25.4Z,4,REGULAR,substitution,out,[],202954,,,1610612738,84,89,2020-09-18T01:15:35Z,5450000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,
549,PT07M24.00S,2020-09-18T01:15:25.4Z,4,REGULAR,substitution,in,[],202689,,,1610612738,84,89,2020-09-18T01:15:35Z,5460000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
550,PT07M19.00S,2020-09-18T01:15:45.7Z,4,REGULAR,3pt,jumpshot,[],202689,28.07161629434954,78.74540441176471,1610612738,87,89,2020-09-18T01:15:52Z,5470000,-144.0,211.0,1,left,K. Walker 26' 3PT  (20 PTS) (J. Tatum 4 AST),"[202689, 1628369]",1610612738.0,BOS,stepback,,,Walker,K. Walker,,,,,26.02,Made,20.0,,,,,,,J. Tatum,1628369.0,4.0,,,,,,,,
552,PT06M54.00S,2020-09-18T01:16:21.8Z,4,REGULAR,turnover,shotclock,['team'],0,,,1610612748,87,89,2020-09-18T01:16:33Z,5490000,,,0,,Team TURNOVER shotclock,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT06M54.00S,2020-09-18T01:16:28.1Z,4,REGULAR,substitution,out,[],201609,,,1610612738,87,89,2020-09-18T01:16:41Z,5500000,,,0,,substitution out Dragic,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,
554,PT06M54.00S,2020-09-18T01:16:28.1Z,4,REGULAR,substitution,in,[],1629130,,,1610612738,87,89,2020-09-18T01:16:41Z,5510000,,,0,,substitution in Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
555,PT06M39.00S,2020-09-18T01:16:58.9Z,4,REGULAR,turnover,outofbounds,[],1628369,,,1610612738,87,89,2020-09-18T01:17:05Z,5520000,,,0,,J. Tatum TURNOVER outofbounds (5 TOV),[1628369],1610612738.0,BOS,badpass,,,Tatum,J. Tatum,,,,,,,,,,,,2529.0,5.0,,,,,,,,,,,
