actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
542,PT06M55.00S,2019-12-23T01:01:40.9Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1628369,11.383048620236531,50.80422794117647,1610612738,100,86,2019-12-23T01:01:47Z,5360000,-4.0,55.0,1,left,MISS J. Tatum 6' layup Blocked,"[1628369, 202687]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,,,6.01,Missed,Biyombo,202687.0,,,,,,,,,,,,
543,PT06M55.00S,2019-12-23T01:01:40.9Z,4,REGULAR,block,,[],202687,,,1610612738,100,86,2019-12-23T01:01:42Z,5370000,,,0,,B. Biyombo BLOCK (2 BLK),[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT06M54.00S,2019-12-23T01:01:41.9Z,4,REGULAR,rebound,offensive,[],1628369,,,1610612738,100,86,2019-12-23T01:01:47Z,5380000,,,0,,J. Tatum REBOUND (Off:1 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,542.0,10.0,9.0,1.0,,,,,,,,
545,PT06M45.00S,2019-12-23T01:01:53.8Z,4,REGULAR,3pt,jumpshot,['2ndchance'],1629684,33.85348226018397,45.90226715686275,1610612738,100,86,2019-12-23T01:02:05Z,5390000,20.0,266.0,1,left,MISS G. Williams 27' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,27.2,Missed,,,,,,,,,,,,,,
546,PT06M44.00S,2019-12-23T01:01:54.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,100,86,2019-12-23T01:02:05Z,5400000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,545.0,,,,,,,,,,,
547,PT06M44.00S,2019-12-23T01:01:58.2Z,4,REGULAR,turnover,shotclock,['team'],0,,,1610612738,100,86,2019-12-23T01:02:09Z,5410000,,,0,,Team TURNOVER shotclock,[],1610612738.0,BOS,,,,,,,,,,1627524.0,,,,,,,,,,,,,,,,,,,,
548,PT06M44.00S,2019-12-23T01:02:00.5Z,4,REGULAR,substitution,out,[],101107,,,1610612766,100,86,2019-12-23T01:02:18Z,5420000,,,0,,substitution out Williams,[101107],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT06M44.00S,2019-12-23T01:02:00.5Z,4,REGULAR,substitution,in,[],1628970,,,1610612766,100,86,2019-12-23T01:02:18Z,5430000,,,0,,substitution in Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT06M30.00S,2019-12-23T01:02:36.4Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",202687,93.9060446780552,41.73560049019608,1610612766,100,86,2019-12-23T01:02:43Z,5440000,-41.0,5.0,1,right,MISS B. Biyombo layup,[202687],1610612766.0,CHA,alleyoop,,,Biyombo,B. Biyombo,,,,,,,,,,4.26,Missed,,,,,,,,,,,,,,
551,PT06M29.00S,2019-12-23T01:02:37.4Z,4,REGULAR,rebound,defensive,[],202683,,,1610612738,100,86,2019-12-23T01:02:43Z,5450000,,,0,,E. Kanter REBOUND (Off:3 Def:10),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,550.0,13.0,10.0,3.0,,,,,,,,
552,PT06M23.00S,2019-12-23T01:02:44.1Z,4,REGULAR,3pt,jumpshot,['fastbreak'],1628369,33.196452036793694,33.15716911764706,1610612738,103,86,2019-12-23T01:02:50Z,5460000,84.0,260.0,1,left,J. Tatum 28' 3PT  (33 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,,,27.81,Made,,,,,,,33.0,,,,,,,
553,PT06M21.00S,2019-12-23T01:02:57.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,103,86,2019-12-23T01:02:57Z,5470000,,,0,,timeout full,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT06M21.00S,2019-12-23T01:04:57.0Z,4,REGULAR,substitution,out,[],202683,,,1610612766,103,86,2019-12-23T01:05:30Z,5480000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT06M21.00S,2019-12-23T01:04:57.0Z,4,REGULAR,substitution,out,[],1629641,,,1610612766,103,86,2019-12-23T01:05:30Z,5490000,,,0,,substitution out Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT06M21.00S,2019-12-23T01:04:57.0Z,4,REGULAR,substitution,out,[],1628998,,,1610612766,103,86,2019-12-23T01:05:30Z,5500000,,,0,,substitution out Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT06M21.00S,2019-12-23T01:04:57.0Z,4,REGULAR,substitution,in,[],1627759,,,1610612766,103,86,2019-12-23T01:05:30Z,5510000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT06M21.00S,2019-12-23T01:04:57.0Z,4,REGULAR,substitution,in,[],202689,,,1610612766,103,86,2019-12-23T01:05:30Z,5520000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT06M21.00S,2019-12-23T01:04:57.0Z,4,REGULAR,substitution,in,[],201587,,,1610612766,103,86,2019-12-23T01:05:30Z,5530000,,,0,,substitution in Batum,[201587],1610612766.0,CHA,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT06M09.00S,2019-12-23T01:05:56.7Z,4,REGULAR,3pt,jumpshot,[],1628984,70.21805190538764,21.660539215686274,1610612766,103,86,2019-12-23T01:06:04Z,5540000,-142.0,227.0,1,right,MISS D. Graham 27' 3PT,[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,27.27,Missed,,,,,,,,,,,,,,
561,PT06M08.00S,2019-12-23T01:05:57.7Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,103,86,2019-12-23T01:06:04Z,5550000,,,0,,J. Tatum REBOUND (Off:1 Def:10),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,560.0,11.0,10.0,1.0,,,,,,,,
562,PT05M55.00S,2019-12-23T01:06:10.7Z,4,REGULAR,2pt,dunk,['pointsinthepaint'],1627759,7.440867279894875,50.314031862745104,1610612738,105,86,2019-12-23T01:06:14Z,5560000,-2.0,17.0,1,left,J. Brown dunk (16 PTS) (B. Wanamaker 5 AST),"[1627759, 202954]",1610612738.0,BOS,alleyoop,,,Brown,J. Brown,,,,,,,,,,2.3,Made,,,,,,,16.0,B. Wanamaker,202954.0,5.0,,,,
564,PT05M39.00S,2019-12-23T01:06:28.8Z,4,REGULAR,foul,personal,[],202954,,,1610612766,105,86,2019-12-23T01:06:47Z,5580000,,,0,,B. Wanamaker FOUL personal (2 PF),"[202954, 1626179]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,204059.0,2.0,0.0,Rozier,1626179.0,,,,,,,,,,,,,,,,
566,PT05M33.00S,2019-12-23T01:06:49.4Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1628970,91.67214191852825,50.06893382352941,1610612766,105,88,2019-12-23T01:08:01Z,5600000,0.0,26.0,1,right,M. Bridges layup (12 PTS) (N. Batum 2 AST),"[1628970, 201587]",1610612766.0,CHA,alleyoop,,,Bridges,M. Bridges,,,,,,,,,,3.13,Made,,,,,,,12.0,N. Batum,201587.0,2.0,,,,
568,PT05M13.00S,2019-12-23T01:07:14.0Z,4,REGULAR,foul,personal,[],202687,,,1610612738,105,88,2019-12-23T01:07:20Z,5620000,,,0,,B. Biyombo FOUL personal (2 PF),"[202687, 1629684]",1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,204059.0,2.0,0.0,Williams,1629684.0,,,,,,,,,,,,,,,,
570,PT05M06.00S,2019-12-23T01:07:37.8Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1629684,5.338370565045992,54.48069852941176,1610612738,107,88,2019-12-23T01:07:41Z,5640000,-22.0,-2.0,1,left,G. Williams layup (10 PTS) (K. Walker 4 AST),"[1629684, 202689]",1610612738.0,BOS,cutting,,,Williams,G. Williams,,,,,,,,,,2.26,Made,,,,,,,10.0,K. Walker,202689.0,4.0,,,,
572,PT05M06.00S,2019-12-23T01:07:40.0Z,4,REGULAR,foul,personal,['1freethrow'],201587,,,1610612738,107,88,2019-12-23T01:07:50Z,5660000,,,0,,N. Batum FOUL personal (3 PF) (Williams 1freethrow),"[201587, 1629684]",1610612766.0,CHA,shooting,,,Batum,N. Batum,,,,,201639.0,3.0,0.0,Williams,1629684.0,,,,,,,,,,,,,,,,
574,PT05M06.00S,2019-12-23T01:08:00.3Z,4,REGULAR,freethrow,1of1,[],1629684,,,1610612738,107,88,2019-12-23T01:08:06Z,5680000,,,0,,MISS G. Williams freethrow 1of1,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,Missed,,,,,,,,,,,,,,
575,PT05M06.00S,2019-12-23T01:08:00.3Z,4,REGULAR,rebound,defensive,[],1628970,,,1610612766,107,88,2019-12-23T01:08:06Z,5690000,,,0,,M. Bridges REBOUND (Off:0 Def:5),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,574.0,5.0,5.0,0.0,,,,,,,,
576,PT04M44.00S,2019-12-23T01:08:20.4Z,4,REGULAR,2pt,jumpshot,[],202687,78.40013140604468,66.00030637254902,1610612766,107,88,2019-12-23T01:08:26Z,5700000,80.0,151.0,1,right,MISS B. Biyombo 18' jumpshot,[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,,,,17.53,Missed,,,,,,,,,,,,,,
577,PT04M43.00S,2019-12-23T01:08:21.4Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,107,88,2019-12-23T01:08:26Z,5710000,,,0,,J. Brown REBOUND (Off:1 Def:8),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,576.0,9.0,8.0,1.0,,,,,,,,
578,PT04M28.00S,2019-12-23T01:08:36.3Z,4,REGULAR,3pt,jumpshot,[],1628369,24.78646517739816,85.36305147058823,1610612738,110,88,2019-12-23T01:08:40Z,5720000,-177.0,180.0,1,left,J. Tatum 26' 3PT  (36 PTS),[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,,,,,,25.66,Made,,,,,,,36.0,,,,,,,
579,PT04M18.00S,2019-12-23T01:08:46.3Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],1626179,89.56964520367937,55.4610906862745,1610612766,110,88,2019-12-23T01:08:52Z,5730000,27.0,46.0,1,right,MISS T. Rozier 6' jumpshot,[1626179],1610612766.0,CHA,drivingfloating,,,Rozier,T. Rozier,,,,,,,,,,5.78,Missed,,,,,,,,,,,,,,
580,PT04M16.00S,2019-12-23T01:08:48.3Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,110,88,2019-12-23T01:09:06Z,5740000,,,0,,J. Tatum REBOUND (Off:1 Def:11),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,579.0,12.0,11.0,1.0,,,,,,,,
581,PT04M07.00S,2019-12-23T01:08:56.8Z,4,REGULAR,3pt,jumpshot,[],1628369,19.530223390275953,93.45128676470588,1610612738,110,88,2019-12-23T01:09:01Z,5750000,-217.0,131.0,1,left,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,,,,,,25.67,Missed,,,,,,,,,,,,,,
582,PT04M05.00S,2019-12-23T01:08:58.8Z,4,REGULAR,rebound,defensive,[],202687,,,1610612766,110,88,2019-12-23T01:09:01Z,5760000,,,0,,B. Biyombo REBOUND (Off:0 Def:2),[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,581.0,2.0,2.0,0.0,,,,,,,,
583,PT03M55.00S,2019-12-23T01:09:08.7Z,4,REGULAR,2pt,layup,['pointsinthepaint'],201587,93.9060446780552,53.990502450980394,1610612766,110,88,2019-12-23T01:10:05Z,5770000,20.0,5.0,1,right,MISS N. Batum layup Blocked,"[201587, 1629684]",1610612766.0,CHA,,,,Batum,N. Batum,,,,,,,,,,2.25,Missed,Williams,1629684.0,,,,,,,,,,,,
584,PT03M55.00S,2019-12-23T01:09:08.7Z,4,REGULAR,block,,[],1629684,,,1610612766,110,88,2019-12-23T01:09:10Z,5780000,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT03M54.00S,2019-12-23T01:09:09.7Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,110,88,2019-12-23T01:09:12Z,5790000,,,0,,G. Williams REBOUND (Off:1 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,583.0,3.0,2.0,1.0,,,,,,,,
586,PT03M51.00S,2019-12-23T01:09:13.7Z,4,REGULAR,3pt,jumpshot,['fastbreak'],1628369,24.129434954007884,10.853247549019608,1610612738,110,88,2019-12-23T01:10:38Z,5800000,196.0,174.0,1,left,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,runningpullup,,,Tatum,J. Tatum,,,,,,,,,,26.58,Missed,,,,,,,,,,,,,,
587,PT03M50.00S,2019-12-23T01:09:14.7Z,4,REGULAR,rebound,defensive,[],202687,,,1610612766,110,88,2019-12-23T01:09:25Z,5810000,,,0,,B. Biyombo REBOUND (Off:0 Def:3),[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,586.0,3.0,3.0,0.0,,,,,,,,
588,PT03M42.00S,2019-12-23T01:09:23.8Z,4,REGULAR,foul,personal,['2freethrow'],202689,,,1610612766,110,88,2019-12-23T01:09:41Z,5820000,,,0,,K. Walker FOUL personal (4 PF) (Biyombo 2freethrow),"[202689, 202687]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,201639.0,4.0,0.0,Biyombo,202687.0,,,,,,,,,,,,,,,,
590,PT03M42.00S,2019-12-23T01:09:39.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612766,110,88,2019-12-23T01:09:39Z,5840000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT03M42.00S,2019-12-23T01:11:01.9Z,4,REGULAR,substitution,out,[],1626179,,,1610612766,110,88,2019-12-23T01:11:12Z,5850000,,,0,,substitution out Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT03M42.00S,2019-12-23T01:11:01.9Z,4,REGULAR,substitution,out,[],1628984,,,1610612766,110,88,2019-12-23T01:11:12Z,5860000,,,0,,substitution out Graham,[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT03M42.00S,2019-12-23T01:11:01.9Z,4,REGULAR,substitution,out,[],201587,,,1610612766,110,88,2019-12-23T01:11:12Z,5870000,,,0,,substitution out Batum,[201587],1610612766.0,CHA,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT03M42.00S,2019-12-23T01:11:01.9Z,4,REGULAR,substitution,in,[],1628998,,,1610612766,110,88,2019-12-23T01:11:12Z,5890000,,,0,,substitution in Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT03M42.00S,2019-12-23T01:11:01.9Z,4,REGULAR,substitution,in,[],1628407,,,1610612766,110,88,2019-12-23T01:11:12Z,5900000,,,0,,substitution in Bacon,[1628407],1610612766.0,CHA,,,,Bacon,D. Bacon,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT03M42.00S,2019-12-23T01:11:01.9Z,4,REGULAR,substitution,in,[],1628370,,,1610612766,110,88,2019-12-23T01:11:32Z,5905000,,,0,,substitution in Monk,[1628370],1610612766.0,CHA,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT03M42.00S,2019-12-23T01:11:31.7Z,4,REGULAR,freethrow,1of2,[],202687,,,1610612766,110,89,2019-12-23T01:11:31Z,5910000,,,0,,B. Biyombo freethrow 1of2 (17 PTS),[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,,,,,Made,,,,,,,17.0,,,,,,,
599,PT03M42.00S,2019-12-23T01:11:49.1Z,4,REGULAR,freethrow,2of2,[],202687,,,1610612766,110,90,2019-12-23T01:11:49Z,5920000,,,0,,B. Biyombo freethrow 2of2 (18 PTS),[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,,,,,Made,,,,,,,18.0,,,,,,,
600,PT03M25.00S,2019-12-23T01:12:10.4Z,4,REGULAR,foul,offensive,[],1629684,,,1610612738,110,90,2019-12-23T01:12:24Z,5930000,,,0,,G. Williams FOUL offensive (3 PF),"[1629684, 1628998]",1610612738.0,BOS,charge,,,Williams,G. Williams,,,,,201639.0,3.0,0.0,Martin,1628998.0,,,,,,,,,,,,,,,,
602,PT03M25.00S,2019-12-23T01:12:10.4Z,4,REGULAR,turnover,offensivefoul,[],1629684,,,1610612738,110,90,2019-12-23T01:12:10Z,5950000,,,0,,G. Williams TURNOVER offensivefoul (1 TOV),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,201639.0,,,,,,,,,,,,,,,,,1.0,,,
603,PT03M25.00S,2019-12-23T01:12:22.3Z,4,REGULAR,substitution,out,[],202687,,,1610612766,110,90,2019-12-23T01:12:26Z,5960000,,,0,,substitution out Biyombo,[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT03M25.00S,2019-12-23T01:12:22.3Z,4,REGULAR,substitution,in,[],1626195,,,1610612766,110,90,2019-12-23T01:12:26Z,5970000,,,0,,substitution in Hernangomez,[1626195],1610612766.0,CHA,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT03M07.00S,2019-12-23T01:12:51.6Z,4,REGULAR,3pt,jumpshot,['fromturnover'],1628970,93.64323258869908,3.990502450980392,1610612766,110,93,2019-12-23T01:12:56Z,5980000,-230.0,7.0,1,right,M. Bridges 23' 3PT  (15 PTS) (D. Bacon 1 AST),"[1628970, 1628407]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,23.04,Made,,,,,,,15.0,D. Bacon,1628407.0,1.0,,,,
607,PT02M49.00S,2019-12-23T01:13:09.1Z,4,REGULAR,3pt,jumpshot,[],202689,30.305519053876477,20.902267156862745,1610612738,110,93,2019-12-23T01:13:13Z,6000000,145.0,232.0,1,left,MISS K. Walker 28' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,,,27.89,Missed,,,,,,,,,,,,,,
608,PT02M47.00S,2019-12-23T01:13:11.1Z,4,REGULAR,rebound,defensive,[],1628970,,,1610612766,110,93,2019-12-23T01:13:13Z,6010000,,,0,,M. Bridges REBOUND (Off:0 Def:6),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,607.0,6.0,6.0,0.0,,,,,,,,
609,PT02M39.00S,2019-12-23T01:13:20.1Z,4,REGULAR,turnover,lostball,[],1626195,,,1610612766,110,93,2019-12-23T01:13:24Z,6020000,,,0,,W. Hernangomez TURNOVER lostball (1 TOV) Stolen,"[1626195, 1628369]",1610612766.0,CHA,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,1.0,Tatum,1628369.0,
610,PT02M39.00S,2019-12-23T01:13:20.1Z,4,REGULAR,steal,,[],1628369,,,1610612738,110,93,2019-12-23T01:13:21Z,6030000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT02M36.00S,2019-12-23T01:13:24.3Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,6.1268068331143235,53.01011029411765,1610612738,112,93,2019-12-23T01:13:30Z,6040000,-15.0,5.0,1,left,J. Tatum layup (38 PTS) (B. Wanamaker 6 AST),"[1628369, 202954]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,,,,,,1.84,Made,,,,,,,38.0,B. Wanamaker,202954.0,6.0,,,,
613,PT02M36.00S,2019-12-23T01:13:29.4Z,4,REGULAR,foul,personal,['1freethrow'],1628370,,,1610612738,112,93,2019-12-23T01:14:09Z,6060000,,,0,,M. Monk FOUL personal (1 PF) (Tatum 1freethrow),"[1628370, 1628369]",1610612766.0,CHA,shooting,,,Monk,M. Monk,,,,,201639.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,,
615,PT02M36.00S,2019-12-23T01:13:36.7Z,4,REGULAR,substitution,out,[],202689,,,1610612738,112,93,2019-12-23T01:14:01Z,6080000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT02M36.00S,2019-12-23T01:13:36.7Z,4,REGULAR,substitution,in,[],1629605,,,1610612738,112,93,2019-12-23T01:14:01Z,6090000,,,0,,substitution in Fall,[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT02M36.00S,2019-12-23T01:13:36.7Z,4,REGULAR,substitution,out,[],1627759,,,1610612738,112,93,2019-12-23T01:14:10Z,6100000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT02M36.00S,2019-12-23T01:13:36.7Z,4,REGULAR,substitution,in,[],1629641,,,1610612738,112,93,2019-12-23T01:14:10Z,6110000,,,0,,substitution in Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT02M36.00S,2019-12-23T01:14:17.7Z,4,REGULAR,freethrow,1of1,"['fromturnover', 'fastbreak']",1628369,,,1610612738,113,93,2019-12-23T01:14:17Z,6120000,,,0,,J. Tatum freethrow 1of1 (39 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,Made,,,,,,,39.0,,,,,,,
620,PT02M35.00S,2019-12-23T01:14:25.6Z,4,REGULAR,foul,personal,[],1629641,,,1610612766,113,93,2019-12-23T01:14:47Z,6130000,,,0,,R. Langford FOUL personal (3 PF),"[1629641, 1628998]",1610612738.0,BOS,take,,,Langford,R. Langford,,,,,1627524.0,3.0,0.0,Martin,1628998.0,,,,,,,,,,,,,,,,
622,PT02M35.00S,2019-12-23T01:14:36.3Z,4,REGULAR,substitution,out,[],1628369,,,1610612766,113,93,2019-12-23T01:14:40Z,6150000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT02M35.00S,2019-12-23T01:14:36.3Z,4,REGULAR,substitution,in,[],1629750,,,1610612766,113,93,2019-12-23T01:14:40Z,6160000,,,0,,substitution in Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT02M21.00S,2019-12-23T01:14:57.6Z,4,REGULAR,3pt,jumpshot,[],1628370,66.83639947437582,24.088541666666664,1610612766,113,93,2019-12-23T01:15:04Z,6170000,-130.0,259.0,1,right,MISS M. Monk 29' 3PT,[1628370],1610612766.0,CHA,,,,Monk,M. Monk,,,,,,,,,,29.47,Missed,,,,,,,,,,,,,,
625,PT02M20.00S,2019-12-23T01:14:58.6Z,4,REGULAR,rebound,defensive,[],1629605,,,1610612738,113,93,2019-12-23T01:15:04Z,6180000,,,0,,T. Fall REBOUND (Off:0 Def:1),[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,,,624.0,1.0,1.0,0.0,,,,,,,,
626,PT01M58.00S,2019-12-23T01:15:19.1Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1629750,9.280551905387648,40.510110294117645,1610612738,113,93,2019-12-23T01:15:25Z,6190000,47.0,35.0,1,left,MISS J. Green 6' layup,[1629750],1610612738.0,BOS,cuttingfingerroll,,,Green,J. Green,,,,,,,,,,6.22,Missed,,,,,,,,,,,,,,
627,PT01M57.00S,2019-12-23T01:15:20.1Z,4,REGULAR,rebound,defensive,[],1626195,,,1610612766,113,93,2019-12-23T01:15:25Z,6200000,,,0,,W. Hernangomez REBOUND (Off:0 Def:1),[1626195],1610612766.0,CHA,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,626.0,1.0,1.0,0.0,,,,,,,,
628,PT01M44.00S,2019-12-23T01:15:33.4Z,4,REGULAR,3pt,jumpshot,[],1628970,81.15965834428384,97.61795343137256,1610612766,113,93,2019-12-23T01:15:39Z,6210000,238.0,125.0,1,right,MISS M. Bridges 27' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,27.13,Missed,,,,,,,,,,,,,,
629,PT01M43.00S,2019-12-23T01:15:34.4Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,113,93,2019-12-23T01:15:39Z,6220000,,,0,,G. Williams REBOUND (Off:1 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,628.0,4.0,3.0,1.0,,,,,,,,
630,PT01M25.00S,2019-12-23T01:15:53.2Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1629605,7.835085413929041,47.127757352941174,1610612738,115,93,2019-12-23T01:15:59Z,6230000,14.0,21.0,1,left,T. Fall layup (2 PTS) (B. Wanamaker 7 AST),"[1629605, 202954]",1610612738.0,BOS,cutting,,,Fall,T. Fall,,,,,,,,,,3.02,Made,,,,,,,2.0,B. Wanamaker,202954.0,7.0,,,,
632,PT01M14.00S,2019-12-23T01:16:05.7Z,4,REGULAR,3pt,jumpshot,[],1628998,70.25295663600527,20.166973039215684,1610612766,115,93,2019-12-23T01:16:49Z,6250000,-149.0,227.0,1,right,MISS C. Martin 28' 3PT,[1628998],1610612766.0,CHA,pullup,,,Martin,C. Martin,,,,,,,,,,27.63,Missed,,,,,,,,,,,,,,
633,PT01M13.00S,2019-12-23T01:16:06.7Z,4,REGULAR,rebound,defensive,[],1629750,,,1610612738,115,93,2019-12-23T01:16:12Z,6260000,,,0,,J. Green REBOUND (Off:0 Def:4),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,632.0,4.0,4.0,0.0,,,,,,,,
