actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
453,PT04M11.00S,2020-09-20T02:21:42.3Z,3,REGULAR,freethrow,1of1,['fromturnover'],202710,,,1610612748,65,81,2020-09-20T02:21:42Z,4470000,,,0,,J. Butler freethrow 1of1 (10 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,10.0,,,,,,,,,,,,,,
454,PT03M59.00S,2020-09-20T02:21:57.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629134,,,1610612738,65,81,2020-09-20T02:22:07Z,4480000,,,0,,K. Nunn FOUL personal (1 PF) (Walker inpenalty),"[1629134, 202689]",1610612748.0,MIA,shooting,,,Nunn,K. Nunn,,,,,,,,,,,,,,,2534.0,1.0,0.0,Walker,202689.0,,,,,,
456,PT03M59.00S,2020-09-20T02:22:23.8Z,3,REGULAR,freethrow,1of2,[],202689,,,1610612738,65,81,2020-09-20T02:22:23Z,4500000,,,0,,MISS K. Walker freethrow 1of2,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Missed,,,,,,,,,,,,,,,,,,,
457,PT03M59.00S,2020-09-20T02:22:23.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,65,81,2020-09-20T02:22:23Z,4510000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,456.0,,,,,,,,,,,,,,,,,,
458,PT03M59.00S,2020-09-20T02:22:40.3Z,3,REGULAR,freethrow,2of2,[],202689,,,1610612738,65,82,2020-09-20T02:22:40Z,4520000,,,0,,K. Walker freethrow 2of2 (14 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,14.0,,,,,,,,,,,,,,
459,PT03M58.00S,2020-09-20T02:22:51.3Z,3,REGULAR,stoppage,other,[],0,,,1610612748,65,82,2020-09-20T02:22:57Z,4530000,,,0,,stoppage other,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT03M35.00S,2020-09-20T02:23:20.8Z,3,REGULAR,2pt,jumpshot,[],1629134,89.96386333771353,20.902267156862745,1610612748,65,82,2020-09-20T02:23:25Z,4540000,-145.0,42.0,1,right,MISS K. Nunn 15' jumpshot,[1629134],1610612748.0,MIA,pullup,,,Nunn,K. Nunn,,,,,15.3,Missed,,,,,,,,,,,,,,,,,,,
461,PT03M33.00S,2020-09-20T02:23:22.8Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,65,82,2020-09-20T02:23:25Z,4550000,,,0,,K. Walker REBOUND (Off:0 Def:4),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,460.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
462,PT03M21.00S,2020-09-20T02:23:35.8Z,3,REGULAR,3pt,jumpshot,[],1629684,24.78646517739816,84.62775735294117,1610612738,65,82,2020-09-20T02:23:40Z,4560000,-173.0,180.0,1,left,MISS G. Williams 25' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,25.41,Missed,,,,,,,,,,,,,,,,,,,
463,PT03M17.00S,2020-09-20T02:23:39.8Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,65,82,2020-09-20T02:23:40Z,4570000,,,0,,J. Butler REBOUND (Off:2 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,462.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
464,PT03M11.00S,2020-09-20T02:23:45.5Z,3,REGULAR,turnover,lostball,[],202710,,,1610612748,65,82,2020-09-20T02:23:51Z,4580000,,,0,,J. Butler TURNOVER lostball (3 TOV) Stolen,"[202710, 1629684]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,3.0,,,Williams,1629684.0,
465,PT03M11.00S,2020-09-20T02:23:45.5Z,3,REGULAR,steal,,[],1629684,,,1610612738,65,82,2020-09-20T02:23:47Z,4590000,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT03M07.00S,2020-09-20T02:23:49.6Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203935,6.783837056504599,49.82383578431372,1610612738,65,82,2020-09-20T02:23:56Z,4600000,1.0,11.0,1,left,MISS M. Smart layup,[203935],1610612738.0,BOS,runningfingerroll,,,Smart,M. Smart,,,,,1.68,Missed,,,,,,,,,,,,,,,,,,,
467,PT03M03.00S,2020-09-20T02:23:52.6Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,65,82,2020-09-20T02:23:52Z,4610000,,,0,,B. Adebayo REBOUND (Off:2 Def:7),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,466.0,9.0,7.0,2.0,,,,,,,,,,,,,,,
468,PT02M59.00S,2020-09-20T02:23:57.1Z,3,REGULAR,turnover,badpass,[],1628389,,,1610612748,65,82,2020-09-20T02:24:01Z,4620000,,,0,,B. Adebayo TURNOVER badpass (3 TOV) Stolen,"[1628389, 202330]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,3.0,,,Hayward,202330.0,
469,PT02M59.00S,2020-09-20T02:23:57.1Z,3,REGULAR,steal,,[],202330,,,1610612738,65,82,2020-09-20T02:24:00Z,4630000,,,0,,G. Hayward STEAL (2 STL),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT02M54.00S,2020-09-20T02:24:01.9Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629684,6.258212877792378,50.314031862745104,1610612738,65,82,2020-09-20T02:24:06Z,4640000,-2.0,6.0,1,left,MISS G. Williams layup,[1629684],1610612738.0,BOS,cutting,,,Williams,G. Williams,,,,,1.19,Missed,,,,,,,,,,,,,,,,,,,
471,PT02M53.00S,2020-09-20T02:24:03.7Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,65,82,2020-09-20T02:24:03Z,4650000,,,0,,B. Adebayo REBOUND (Off:2 Def:8),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,470.0,10.0,8.0,2.0,,,,,,,,,,,,,,,
472,PT02M47.00S,2020-09-20T02:24:12.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202330,,,1610612748,65,82,2020-09-20T02:24:34Z,4660000,,,0,,G. Hayward FOUL personal (1 PF) (Adebayo inpenalty),"[202330, 1628389]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,2715.0,1.0,0.0,Adebayo,1628389.0,,,,,,
474,PT02M47.00S,2020-09-20T02:24:43.6Z,3,REGULAR,freethrow,1of2,[],1628389,,,1610612748,66,82,2020-09-20T02:24:43Z,4680000,,,0,,B. Adebayo freethrow 1of2 (17 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,,,,,17.0,,,,,,,,,,,,,,
475,PT02M47.00S,2020-09-20T02:24:44.4Z,3,REGULAR,substitution,out,[],202710,,,1610612748,66,82,2020-09-20T02:25:01Z,4690000,,,0,,substitution out Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT02M47.00S,2020-09-20T02:24:44.4Z,3,REGULAR,substitution,out,[],203935,,,1610612748,66,82,2020-09-20T02:25:01Z,4700000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT02M47.00S,2020-09-20T02:24:44.4Z,3,REGULAR,substitution,in,[],201609,,,1610612748,66,82,2020-09-20T02:25:01Z,4710000,,,0,,substitution in Dragic,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT02M47.00S,2020-09-20T02:24:44.4Z,3,REGULAR,substitution,in,[],1628369,,,1610612748,66,82,2020-09-20T02:25:01Z,4720000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT02M47.00S,2020-09-20T02:25:07.0Z,3,REGULAR,freethrow,2of2,[],1628389,,,1610612748,67,82,2020-09-20T02:25:07Z,4730000,,,0,,B. Adebayo freethrow 2of2 (18 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,,,,,18.0,,,,,,,,,,,,,,
480,PT02M28.00S,2020-09-20T02:25:27.1Z,3,REGULAR,3pt,jumpshot,[],202689,22.421156373193167,89.03952205882352,1610612738,67,82,2020-09-20T02:25:32Z,4740000,-195.0,158.0,1,left,MISS K. Walker 25' 3PT,[202689],1610612738.0,BOS,stepback,,,Walker,K. Walker,,,,,25.48,Missed,,,,,,,,,,,,,,,,,,,
481,PT02M24.00S,2020-09-20T02:25:31.1Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,67,82,2020-09-20T02:25:32Z,4750000,,,0,,B. Adebayo REBOUND (Off:2 Def:9),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,480.0,11.0,9.0,2.0,,,,,,,,,,,,,,,
482,PT02M19.00S,2020-09-20T02:25:36.4Z,3,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fastbreak']",201609,88.12417871222075,61.34344362745098,1610612748,69,82,2020-09-20T02:25:42Z,4760000,57.0,59.0,1,right,G. Dragic 9' jumpshot (8 PTS),[201609],1610612748.0,MIA,drivingfloating,,,Dragic,G. Dragic,,,,,8.6,Made,,,,,8.0,,,,,,,,,,,,,,
483,PT02M03.00S,2020-09-20T02:25:51.5Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],202330,18.478975032851512,58.15716911764706,1610612738,69,82,2020-09-20T02:25:55Z,4770000,-41.0,121.0,1,left,MISS G. Hayward 13' jumpshot,[202330],1610612738.0,BOS,turnaroundfadeaway,,,Hayward,G. Hayward,,,,,13.31,Missed,,,,,,,,,,,,,,,,,,,
484,PT02M01.00S,2020-09-20T02:25:53.5Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,69,82,2020-09-20T02:25:55Z,4780000,,,0,,B. Adebayo REBOUND (Off:2 Def:10),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,483.0,12.0,10.0,2.0,,,,,,,,,,,,,,,
485,PT01M49.00S,2020-09-20T02:26:08.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612748,69,82,2020-09-20T02:26:13Z,4790000,,,0,,G. Williams FOUL personal (3 PF) (Dragic inpenalty),"[1629684, 201609]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,2715.0,3.0,0.0,Dragic,201609.0,,,,,,
487,PT01M49.00S,2020-09-20T02:26:33.7Z,3,REGULAR,freethrow,1of2,[],201609,,,1610612748,70,82,2020-09-20T02:26:33Z,4810000,,,0,,G. Dragic freethrow 1of2 (9 PTS),[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
488,PT01M49.00S,2020-09-20T02:26:34.6Z,3,REGULAR,substitution,out,[],1628389,,,1610612748,70,82,2020-09-20T02:26:42Z,4820000,,,0,,substitution out Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT01M49.00S,2020-09-20T02:26:34.6Z,3,REGULAR,substitution,out,[],1629684,,,1610612748,70,82,2020-09-20T02:26:42Z,4830000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT01M49.00S,2020-09-20T02:26:34.6Z,3,REGULAR,substitution,in,[],203482,,,1610612748,70,82,2020-09-20T02:26:42Z,4840000,,,0,,substitution in Olynyk,[203482],1610612748.0,MIA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT01M49.00S,2020-09-20T02:26:34.6Z,3,REGULAR,substitution,in,[],1628464,,,1610612748,70,82,2020-09-20T02:26:42Z,4850000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT01M49.00S,2020-09-20T02:26:55.6Z,3,REGULAR,freethrow,2of2,[],201609,,,1610612748,71,82,2020-09-20T02:26:55Z,4860000,,,0,,G. Dragic freethrow 2of2 (10 PTS),[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,Made,,,,,10.0,,,,,,,,,,,,,,
493,PT01M38.00S,2020-09-20T02:27:11.6Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1627759,7.703679369250986,47.127757352941174,1610612738,71,82,2020-09-20T02:27:16Z,4870000,14.0,20.0,1,left,MISS J. Brown layup Blocked,"[1627759, 1627884]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,2.92,Missed,,,,,,,,,,,,,,,Jones Jr.,1627884.0,,,
494,PT01M38.00S,2020-09-20T02:27:11.6Z,3,REGULAR,block,,[],1627884,,,1610612738,71,82,2020-09-20T02:27:14Z,4880000,,,0,,D. Jones Jr. BLOCK (1 BLK),[1627884],1610612748.0,MIA,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT01M38.00S,2020-09-20T02:27:11.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612748,71,82,2020-09-20T02:27:16Z,4890000,,,0,,Team defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,493.0,,,,,,,,,,,,,,,,,,
496,PT01M38.00S,2020-09-20T02:27:17.0Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612748,71,82,2020-09-20T02:27:17Z,4900000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT01M16.00S,2020-09-20T02:27:43.8Z,3,REGULAR,3pt,jumpshot,[],201609,75.24638633377135,7.421875,1610612748,71,82,2020-09-20T02:27:49Z,4910000,-213.0,180.0,1,right,MISS G. Dragic 28' 3PT,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,28.25,Missed,,,,,,,,,,,,,,,,,,,
498,PT01M13.00S,2020-09-20T02:27:46.8Z,3,REGULAR,rebound,offensive,[],1627884,,,1610612748,71,82,2020-09-20T02:27:49Z,4920000,,,0,,D. Jones Jr. REBOUND (Off:2 Def:1),[1627884],1610612748.0,MIA,,,,Jones Jr.,D. Jones Jr.,,,,,,,497.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
499,PT01M08.00S,2020-09-20T02:27:52.3Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1629639,93.38042049934296,47.127757352941174,1610612748,73,82,2020-09-20T02:27:58Z,4930000,-14.0,10.0,1,right,T. Herro layup (20 PTS),[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,2.09,Made,,,,,20.0,,,,,,,,,,,,,,
500,PT00M57.80S,2020-09-20T02:28:03.1Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],202689,18.347568988173457,37.56893382352941,1610612738,73,84,2020-09-20T02:28:07Z,4940000,62.0,120.0,1,left,K. Walker 14' jumpshot (16 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,14.01,Made,,,,,16.0,,,,,,,,,,,,,,
501,PT00M48.40S,2020-09-20T02:28:14.7Z,3,REGULAR,3pt,jumpshot,[],203482,74.32654402102497,12.323835784313726,1610612748,73,84,2020-09-20T02:28:31Z,4950000,-188.0,189.0,1,right,MISS K. Olynyk 27' 3PT,[203482],1610612748.0,MIA,,,,Olynyk,K. Olynyk,,,,,27.06,Missed,,,,,,,,,,,,,,,,,,,
502,PT00M43.20S,2020-09-20T02:28:19.9Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,73,84,2020-09-20T02:31:57Z,4960000,,,0,,K. Walker REBOUND (Off:0 Def:5),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,501.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
503,PT00M43.20S,2020-09-20T02:28:23.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201609,,,1610612738,73,84,2020-09-20T02:28:41Z,4970000,,,0,,G. Dragic FOUL personal (3 PF) (Walker inpenalty),"[201609, 202689]",1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,2715.0,3.0,0.0,Walker,202689.0,,,,,,
505,PT00M43.20S,2020-09-20T02:28:53.5Z,3,REGULAR,freethrow,1of2,[],1628369,,,1610612738,73,85,2020-09-20T02:28:53Z,4990000,,,0,,J. Tatum freethrow 1of2 (16 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,16.0,,,,,,,,,,,,,,
506,PT00M43.20S,2020-09-20T02:28:54.9Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,73,85,2020-09-20T02:28:59Z,5000000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT00M43.20S,2020-09-20T02:28:54.9Z,3,REGULAR,substitution,in,[],203935,,,1610612738,73,85,2020-09-20T02:28:59Z,5010000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT00M43.20S,2020-09-20T02:29:13.6Z,3,REGULAR,freethrow,2of2,[],1628369,,,1610612738,73,86,2020-09-20T02:29:13Z,5020000,,,0,,J. Tatum freethrow 2of2 (17 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,17.0,,,,,,,,,,,,,,
509,PT00M27.80S,2020-09-20T02:29:30.8Z,3,REGULAR,turnover,badpass,[],1629639,,,1610612748,73,86,2020-09-20T02:29:35Z,5030000,,,0,,T. Herro TURNOVER badpass (1 TOV) Stolen,"[1629639, 202330]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,1.0,,,Hayward,202330.0,
510,PT00M27.80S,2020-09-20T02:29:30.8Z,3,REGULAR,steal,,[],202330,,,1610612738,73,86,2020-09-20T02:29:32Z,5040000,,,0,,G. Hayward STEAL (3 STL),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT00M24.90S,2020-09-20T02:29:34.3Z,3,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,6.915243101182654,48.59834558823529,1610612738,73,88,2020-09-20T02:29:41Z,5050000,7.0,13.0,1,left,J. Tatum dunk (19 PTS) (G. Hayward 3 AST),"[1628369, 202330]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,1.93,Made,,,,,19.0,G. Hayward,202330.0,3.0,,,,,,,,,,,
513,PT00M24.90S,2020-09-20T02:29:38.8Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629134,,,1610612738,73,88,2020-09-20T02:29:47Z,5070000,,,0,,K. Nunn FOUL personal (2 PF) (Tatum inpenalty),"[1629134, 1628369]",1610612748.0,MIA,shooting,,,Nunn,K. Nunn,,,,,,,,,,,,,,,2715.0,2.0,0.0,Tatum,1628369.0,,,,,,
515,PT00M24.90S,2020-09-20T02:30:20.6Z,3,REGULAR,freethrow,1of1,"['fromturnover', 'fastbreak']",1628369,,,1610612738,73,89,2020-09-20T02:30:20Z,5090000,,,0,,J. Tatum freethrow 1of1 (20 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,20.0,,,,,,,,,,,,,,
516,PT00M13.30S,2020-09-20T02:30:35.7Z,3,REGULAR,turnover,outofbounds,[],201609,,,1610612748,73,89,2020-09-20T02:30:43Z,5100000,,,0,,G. Dragic TURNOVER outofbounds (5 TOV),[201609],1610612748.0,MIA,lostball,,,Dragic,G. Dragic,,,,,,,,,,,,,,,2003.0,,,,,5.0,,,,,
517,PT00M04.00S,2020-09-20T02:30:56.0Z,3,REGULAR,turnover,outofbounds,[],202689,,,1610612738,73,89,2020-09-20T02:31:01Z,5110000,,,0,,K. Walker TURNOVER outofbounds (3 TOV),[202689],1610612738.0,BOS,badpass,,,Walker,K. Walker,,,,,,,,,,,,,,,2003.0,,,,,3.0,,,,,
518,PT00M01.80S,2020-09-20T02:31:03.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612748,73,89,2020-09-20T02:35:20Z,5120000,,,0,,M. Smart FOUL personal (4 PF) (Dragic inpenalty),"[203935, 201609]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,2534.0,4.0,0.0,Dragic,201609.0,,,,,,
521,PT00M01.80S,2020-09-20T02:32:16.4Z,3,REGULAR,freethrow,1of2,['fromturnover'],201609,,,1610612748,73,89,2020-09-20T02:35:20Z,5135000,,,0,,MISS G. Dragic freethrow 1of2,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,Missed,,,,,,,,,,,,,,,,,,,
522,PT00M01.80S,2020-09-20T02:32:16.4Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612748,73,89,2020-09-20T02:35:20Z,5137500,,,0,,Team offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,521.0,,,,,,,,,,,,,,,,,,
527,PT00M01.80S,2020-09-20T02:32:16.4Z,3,REGULAR,freethrow,2of2,['fromturnover'],201609,,,1610612748,74,89,2020-09-20T02:35:20Z,5138750,,,0,,G. Dragic freethrow 2of2 (11 PTS),[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,Made,,,,,11.0,,,,,,,,,,,,,,
520,PT00M01.80S,2020-09-20T02:32:17.8Z,3,REGULAR,stoppage,bloodrule,[],0,,,1610612738,74,89,2020-09-20T02:35:56Z,5140000,,,0,,stoppage bloodrule,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT00M01.80S,2020-09-20T02:32:17.8Z,3,REGULAR,substitution,out,[],203482,,,1610612738,74,89,2020-09-20T02:35:08Z,5170000,,,0,,substitution out Olynyk,[203482],1610612748.0,MIA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT00M01.80S,2020-09-20T02:32:17.8Z,3,REGULAR,substitution,out,[],1628464,,,1610612738,74,89,2020-09-20T02:35:08Z,5180000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT00M01.80S,2020-09-20T02:32:17.8Z,3,REGULAR,substitution,in,[],1628389,,,1610612738,74,89,2020-09-20T02:35:08Z,5190000,,,0,,substitution in Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT00M01.80S,2020-09-20T02:32:17.8Z,3,REGULAR,substitution,in,[],202683,,,1610612738,74,89,2020-09-20T02:35:08Z,5200000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT00M00.60S,2020-09-20T02:32:49.4Z,3,REGULAR,3pt,jumpshot,[],202689,72.09264126149803,13.304227941176471,1610612738,74,89,2020-09-20T02:33:43Z,5205000,183.0,625.0,1,left,MISS K. Walker 66' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,65.69,Missed,,,,,,,,,,,,,,,,,,,
529,PT00M00.10S,2020-09-20T02:32:49.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,74,89,2020-09-20T02:33:43Z,5207500,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,528.0,,,,,,,,,,,,,,,,,,
530,PT00M00.00S,2020-09-20T02:32:52.9Z,3,REGULAR,period,end,[],0,,,1610612738,74,89,2020-09-20T02:32:53Z,5240000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT12M00.00S,2020-09-20T02:35:11.1Z,4,REGULAR,substitution,out,['startperiod'],1627884,,,1610612738,74,89,2020-09-20T02:36:22Z,5250000,,,0,,substitution out Jones Jr.,[1627884],1610612748.0,MIA,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT12M00.00S,2020-09-20T02:35:11.1Z,4,REGULAR,substitution,out,['startperiod'],1629134,,,1610612738,74,89,2020-09-20T02:36:22Z,5260000,,,0,,substitution out Nunn,[1629134],1610612748.0,MIA,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT12M00.00S,2020-09-20T02:35:11.1Z,4,REGULAR,substitution,out,['startperiod'],203935,,,1610612738,74,89,2020-09-20T02:36:22Z,5270000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT12M00.00S,2020-09-20T02:35:11.1Z,4,REGULAR,substitution,out,['startperiod'],202683,,,1610612738,74,89,2020-09-20T02:36:22Z,5280000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT12M00.00S,2020-09-20T02:35:11.1Z,4,REGULAR,substitution,in,['startperiod'],203482,,,1610612738,74,89,2020-09-20T02:36:22Z,5290000,,,0,,substitution in Olynyk,[203482],1610612748.0,MIA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT12M00.00S,2020-09-20T02:35:11.1Z,4,REGULAR,substitution,in,['startperiod'],202710,,,1610612738,74,89,2020-09-20T02:36:22Z,5300000,,,0,,substitution in Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT12M00.00S,2020-09-20T02:35:11.1Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,74,89,2020-09-20T02:36:22Z,5310000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT12M00.00S,2020-09-20T02:35:11.1Z,4,REGULAR,substitution,in,['startperiod'],1628464,,,1610612738,74,89,2020-09-20T02:36:22Z,5320000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT12M00.00S,2020-09-20T02:36:29.5Z,4,REGULAR,period,start,[],0,,,1610612748,74,89,2020-09-20T02:36:29Z,5330000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
