actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
535,PT04M50.00S,2020-09-06T00:49:50.9Z,4,REGULAR,2pt,layup,['pointsinthepaint'],200768,91.01511169513797,51.049325980392155,1610612761,86,91,2020-09-06T00:50:29Z,5320000,5.0,32.0,1,right,MISS K. Lowry layup,[200768],1610612761.0,TOR,driving,,,Lowry,K. Lowry,,,,,,,3.79,Missed,,,,,,,,,,,,,,,,,
536,PT04M48.00S,2020-09-06T00:49:52.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612761,86,91,2020-09-06T00:49:58Z,5330000,,,0,,Team offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,535.0,,,,,,,,,,,,,,,,
537,PT04M48.00S,2020-09-06T00:49:58.8Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612761,86,91,2020-09-06T00:49:58Z,5340000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT04M48.00S,2020-09-06T00:50:01.1Z,4,REGULAR,substitution,out,[],201586,,,1610612761,86,91,2020-09-06T00:50:07Z,5350000,,,0,,substitution out Ibaka,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT04M48.00S,2020-09-06T00:50:01.1Z,4,REGULAR,substitution,in,[],201188,,,1610612761,86,91,2020-09-06T00:50:07Z,5360000,,,0,,substitution in Gasol,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT04M44.00S,2020-09-06T00:50:17.5Z,4,REGULAR,3pt,jumpshot,['2ndchance'],200768,76.16622864651774,9.137561274509803,1610612761,86,94,2020-09-06T00:50:20Z,5370000,-204.0,172.0,1,right,K. Lowry 27' 3PT  (20 PTS) (O. Anunoby 3 AST),"[200768, 1628384]",1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,27.03,Made,,,,,20.0,,,,,O. Anunoby,1628384.0,3.0,,,,,
542,PT04M23.00S,2020-09-06T00:50:37.9Z,4,REGULAR,3pt,jumpshot,[],1628369,24.655059132720105,10.363051470588236,1610612738,86,94,2020-09-06T00:50:44Z,5390000,198.0,179.0,1,left,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,27.1,Missed,,,,,,,,,,,,,,,,,
543,PT04M22.00S,2020-09-06T00:50:38.9Z,4,REGULAR,rebound,offensive,[],203935,,,1610612738,86,94,2020-09-06T00:50:44Z,5400000,,,0,,M. Smart REBOUND (Off:1 Def:7),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,542.0,8.0,7.0,1.0,,,,,,,,,,,,,
544,PT04M22.00S,2020-09-06T00:50:45.0Z,4,REGULAR,foul,personal,['2freethrow'],201188,,,1610612738,86,94,2020-09-06T00:50:49Z,5410000,,,0,,M. Gasol FOUL personal (5 PF) (Smart 2freethrow),"[201188, 203935]",1610612761.0,TOR,shooting,,,Gasol,M. Gasol,,,,,1662.0,,,,,,,,,5.0,0.0,Smart,203935.0,,,,,,,,
546,PT04M22.00S,2020-09-06T00:51:10.1Z,4,REGULAR,freethrow,1of2,['2ndchance'],203935,,,1610612738,86,94,2020-09-06T00:51:10Z,5430000,,,0,,MISS M. Smart freethrow 1of2,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Missed,,,,,,,,,,,,,,,,,
547,PT04M22.00S,2020-09-06T00:51:10.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,86,94,2020-09-06T00:51:10Z,5440000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,546.0,,,,,,,,,,,,,,,,
548,PT04M22.00S,2020-09-06T00:51:24.6Z,4,REGULAR,freethrow,2of2,['2ndchance'],203935,,,1610612738,87,94,2020-09-06T00:51:24Z,5450000,,,0,,M. Smart freethrow 2of2 (8 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,
549,PT04M04.00S,2020-09-06T00:51:43.6Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627832,83.13074901445466,36.833639705882355,1610612761,87,94,2020-09-06T00:51:46Z,5460000,-66.0,106.0,1,right,MISS F. VanVleet 13' jumpshot,[1627832],1610612761.0,TOR,drivingfloating,,,VanVleet,F. VanVleet,,,,,,,12.96,Missed,,,,,,,,,,,,,,,,,
550,PT04M03.00S,2020-09-06T00:51:44.6Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,87,94,2020-09-06T00:51:46Z,5470000,,,0,,J. Tatum REBOUND (Off:0 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,549.0,7.0,7.0,0.0,,,,,,,,,,,,,
551,PT03M50.00S,2020-09-06T00:51:59.7Z,4,REGULAR,turnover,outofbounds,[],1628464,,,1610612738,87,94,2020-09-06T00:52:04Z,5480000,,,0,,D. Theis TURNOVER outofbounds (1 TOV),[1628464],1610612738.0,BOS,badpass,,,Theis,D. Theis,,,,,202041.0,1.0,,,,,,,,,,,,,,,,,,,
552,PT03M50.00S,2020-09-06T00:52:05.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,87,94,2020-09-06T00:52:05Z,5490000,,,0,,timeout full,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT03M32.00S,2020-09-06T00:56:00.1Z,4,REGULAR,2pt,jumpshot,['fromturnover'],200768,79.31997371879106,35.60814950980392,1610612761,87,94,2020-09-06T00:56:04Z,5500000,-72.0,142.0,1,right,MISS K. Lowry 16' jumpshot,[200768],1610612761.0,TOR,pullup,,,Lowry,K. Lowry,,,,,,,16.4,Missed,,,,,,,,,,,,,,,,,
554,PT03M30.00S,2020-09-06T00:56:02.1Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,87,94,2020-09-06T00:56:04Z,5510000,,,0,,J. Tatum REBOUND (Off:0 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,553.0,8.0,8.0,0.0,,,,,,,,,,,,,
555,PT03M25.00S,2020-09-06T00:56:06.8Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1628369,6.258212877792378,54.23560049019608,1610612738,87,94,2020-09-06T00:56:12Z,5520000,-21.0,6.0,1,left,MISS J. Tatum layup,[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,,,2.43,Missed,,,,,,,,,,,,,,,,,
556,PT03M23.00S,2020-09-06T00:56:08.8Z,4,REGULAR,rebound,defensive,[],200768,,,1610612761,87,94,2020-09-06T00:56:12Z,5530000,,,0,,K. Lowry REBOUND (Off:1 Def:9),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,555.0,10.0,9.0,1.0,,,,,,,,,,,,,
557,PT03M09.00S,2020-09-06T00:56:23.6Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],201188,82.7365308804205,48.84344362745098,1610612761,87,96,2020-09-06T00:56:28Z,5540000,-6.0,110.0,1,right,M. Gasol 12' jumpshot (4 PTS) (K. Lowry 7 AST),"[201188, 200768]",1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,11.54,Made,,,,,4.0,,,,,K. Lowry,200768.0,7.0,,,,,
560,PT02M53.00S,2020-09-06T00:57:09.7Z,4,REGULAR,timeout,challenge,['team'],0,,,1610612738,87,96,2020-09-06T01:01:34Z,5570000,,,0,,timeout challenge,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT02M53.00S,2020-09-06T00:57:22.9Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612738,87,96,2020-09-06T01:01:30Z,5580000,,,0,,,[],1610612738.0,BOS,overturned,,,,,,,,,1830.0,,,,,,,,,,,,,,,,,,,,Miscellaneous
562,PT02M49.00S,2020-09-06T01:01:59.1Z,4,REGULAR,jumpball,recovered,[],1628464,,,1610612738,87,96,2020-09-06T01:01:59Z,5590000,,,0,,Jump Ball J. Tatum vs. K. Lowry: Tip to D. Theis,"[1628464, 1628369, 200768]",1610612738.0,BOS,challenge,D. Theis,1628464.0,Theis,D. Theis,Tatum,1628369.0,Lowry,200768.0,,,,,,,,,,,,,,,,,,,,,
565,PT02M37.00S,2020-09-06T01:02:10.7Z,4,REGULAR,3pt,jumpshot,[],202689,33.590670170827856,32.176776960784316,1610612738,87,96,2020-09-06T01:02:14Z,5620000,89.0,263.0,1,left,MISS K. Walker 28' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,28.32,Missed,,,,,,,,,,,,,,,,,
566,PT02M36.00S,2020-09-06T01:02:11.7Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612761,87,96,2020-09-06T01:02:18Z,5630000,,,0,,P. Siakam REBOUND (Off:1 Def:10),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,565.0,11.0,10.0,1.0,,,,,,,,,,,,,
567,PT02M20.00S,2020-09-06T01:02:32.2Z,4,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612761,87,96,2020-09-06T01:02:52Z,5640000,,,0,,D. Theis FOUL personal (2 PF) (Lowry 2freethrow),"[1628464, 200768]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,1662.0,,,,,,,,,2.0,0.0,Lowry,200768.0,,,,,,,,
569,PT02M20.00S,2020-09-06T01:03:07.1Z,4,REGULAR,freethrow,1of2,[],200768,,,1610612761,87,97,2020-09-06T01:03:07Z,5660000,,,0,,K. Lowry freethrow 1of2 (21 PTS),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,Made,,,,,21.0,,,,,,,,,,,,
570,PT02M20.00S,2020-09-06T01:03:28.9Z,4,REGULAR,freethrow,2of2,[],200768,,,1610612761,87,98,2020-09-06T01:03:28Z,5670000,,,0,,K. Lowry freethrow 2of2 (22 PTS),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,Made,,,,,22.0,,,,,,,,,,,,
571,PT02M08.00S,2020-09-06T01:03:43.9Z,4,REGULAR,3pt,jumpshot,[],1627759,7.440867279894875,3.010110294117647,1610612738,90,98,2020-09-06T01:03:47Z,5680000,235.0,17.0,1,left,J. Brown 24' 3PT  (14 PTS) (K. Walker 8 AST),"[1627759, 202689]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,23.6,Made,,,,,14.0,,,,,K. Walker,202689.0,8.0,,,,,
573,PT01M47.00S,2020-09-06T01:04:14.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612761,90,98,2020-09-06T01:04:14Z,5700000,,,0,,timeout full,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT01M41.00S,2020-09-06T01:05:37.6Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],201188,81.68528252299606,45.65716911764706,1610612761,90,98,2020-09-06T01:05:43Z,5710000,-22.0,120.0,1,right,MISS M. Gasol 13' jumpshot,[201188],1610612761.0,TOR,turnaroundfadeaway,,,Gasol,M. Gasol,,,,,,,12.71,Missed,,,,,,,,,,,,,,,,,
575,PT01M39.00S,2020-09-06T01:05:39.6Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,90,98,2020-09-06T01:05:43Z,5720000,,,0,,J. Brown REBOUND (Off:0 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,574.0,6.0,6.0,0.0,,,,,,,,,,,,,
576,PT01M34.00S,2020-09-06T01:05:44.9Z,4,REGULAR,2pt,dunk,"['pointsinthepaint', 'fastbreak']",1627759,7.835085413929041,49.57873774509804,1610612738,90,98,2020-09-06T01:06:02Z,5730000,2.0,21.0,1,left,MISS J. Brown dunk Blocked,"[1627759, 1628384]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,2.67,Missed,,,,,,,,,,,,,,,Anunoby,1628384.0,
577,PT01M34.00S,2020-09-06T01:05:44.9Z,4,REGULAR,block,,[],1628384,,,1610612738,90,98,2020-09-06T01:05:48Z,5740000,,,0,,O. Anunoby BLOCK (2 BLK),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT01M33.00S,2020-09-06T01:05:45.9Z,4,REGULAR,rebound,defensive,[],201188,,,1610612761,90,98,2020-09-06T01:06:35Z,5750000,,,0,,M. Gasol REBOUND (Off:0 Def:2),[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,576.0,2.0,2.0,0.0,,,,,,,,,,,,,
579,PT01M13.00S,2020-09-06T01:06:05.9Z,4,REGULAR,2pt,jumpshot,[],200768,77.7431011826544,21.147365196078432,1610612761,90,98,2020-09-06T01:07:51Z,5760000,-144.0,157.0,1,right,MISS K. Lowry 22' jumpshot,[200768],1610612761.0,TOR,turnaroundfadeaway,,,Lowry,K. Lowry,,,,,,,21.71,Missed,,,,,,,,,,,,,,,,,
580,PT01M12.00S,2020-09-06T01:06:06.9Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,90,98,2020-09-06T01:06:10Z,5770000,,,0,,J. Tatum REBOUND (Off:0 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,579.0,9.0,9.0,0.0,,,,,,,,,,,,,
581,PT01M09.00S,2020-09-06T01:06:14.7Z,4,REGULAR,foul,personal,[],1627783,,,1610612738,90,98,2020-09-06T01:06:21Z,5780000,,,0,,P. Siakam FOUL personal (2 PF),"[1627783, 1628369]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,202041.0,,,,,,,,,2.0,0.0,Tatum,1628369.0,,,,,,,,
583,PT01M00.00S,2020-09-06T01:06:47.7Z,4,REGULAR,3pt,jumpshot,[],1628369,30.17411300919842,19.186580882352942,1610612738,90,98,2020-09-06T01:06:56Z,5800000,154.0,231.0,1,left,MISS J. Tatum 28' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,28.24,Missed,,,,,,,,,,,,,,,,,
584,PT01M00.00S,2020-09-06T01:06:47.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,90,98,2020-09-06T01:06:56Z,5810000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,583.0,,,,,,,,,,,,,,,,
585,PT01M00.00S,2020-09-06T01:06:51.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201188,,,1610612738,90,98,2020-09-06T01:07:04Z,5820000,,,0,,M. Gasol FOUL personal (6 PF) (Theis inpenalty),"[201188, 1628464]",1610612761.0,TOR,looseball,,,Gasol,M. Gasol,,,,,1830.0,,,,,,,,,6.0,0.0,Theis,1628464.0,,,,,,,,
587,PT01M00.00S,2020-09-06T01:07:05.6Z,4,REGULAR,substitution,out,[],201188,,,1610612738,90,98,2020-09-06T01:07:21Z,5840000,,,0,,substitution out Gasol,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT01M00.00S,2020-09-06T01:07:05.6Z,4,REGULAR,substitution,in,[],201586,,,1610612738,90,98,2020-09-06T01:07:21Z,5850000,,,0,,substitution in Ibaka,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT01M00.00S,2020-09-06T01:07:44.3Z,4,REGULAR,freethrow,1of2,['2ndchance'],1628464,,,1610612738,90,98,2020-09-06T01:07:44Z,5860000,,,0,,MISS D. Theis freethrow 1of2,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,Missed,,,,,,,,,,,,,,,,,
590,PT01M00.00S,2020-09-06T01:07:44.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,90,98,2020-09-06T01:07:44Z,5870000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,589.0,,,,,,,,,,,,,,,,
591,PT01M00.00S,2020-09-06T01:07:44.3Z,4,REGULAR,freethrow,2of2,['2ndchance'],1628464,,,1610612738,90,98,2020-09-06T01:08:04Z,5880000,,,0,,MISS D. Theis freethrow 2of2,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,Missed,,,,,,,,,,,,,,,,,
592,PT00M57.30S,2020-09-06T01:07:47.0Z,4,REGULAR,rebound,offensive,[],1628369,,,1610612738,90,98,2020-09-06T01:08:04Z,5890000,,,0,,J. Tatum REBOUND (Off:1 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,591.0,10.0,9.0,1.0,,,,,,,,,,,,,
594,PT00M57.30S,2020-09-06T01:08:05.7Z,4,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1628369,5.732588699080158,52.76501225490197,1610612738,92,98,2020-09-06T01:08:09Z,5910000,-14.0,1.0,1,left,J. Tatum layup (23 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,1.54,Made,,,,,23.0,,,,,,,,,,,,
595,PT00M57.30S,2020-09-06T01:08:10.7Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201586,,,1610612738,92,98,2020-09-06T01:08:16Z,5920000,,,0,,S. Ibaka FOUL personal (4 PF) (Tatum inpenalty),"[201586, 1628369]",1610612761.0,TOR,shooting,,,Ibaka,S. Ibaka,,,,,1662.0,,,,,,,,,4.0,0.0,Tatum,1628369.0,,,,,,,,
597,PT00M57.30S,2020-09-06T01:08:43.2Z,4,REGULAR,freethrow,1of1,['2ndchance'],1628369,,,1610612738,93,98,2020-09-06T01:08:43Z,5940000,,,0,,J. Tatum freethrow 1of1 (24 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,24.0,,,,,,,,,,,,
598,PT00M37.90S,2020-09-06T01:09:30.6Z,4,REGULAR,3pt,jumpshot,[],1627832,66.17936925098554,66.24540441176471,1610612761,93,98,2020-09-06T01:09:34Z,5950000,81.0,265.0,1,right,MISS F. VanVleet 28' 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,,,28.28,Missed,,,,,,,,,,,,,,,,,
599,PT00M36.00S,2020-09-06T01:09:32.5Z,4,REGULAR,rebound,defensive,[],202689,,,1610612738,93,98,2020-09-06T01:09:34Z,5960000,,,0,,K. Walker REBOUND (Off:0 Def:2),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,598.0,2.0,2.0,0.0,,,,,,,,,,,,,
600,PT00M32.60S,2020-09-06T01:09:38.1Z,4,REGULAR,foul,offensive,[],1628369,,,1610612738,93,98,2020-09-06T01:09:44Z,5970000,,,0,,J. Tatum FOUL offensive (2 PF),"[1628369, 200768]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,202041.0,,,,,,,,,2.0,0.0,Lowry,200768.0,,,,,,,,
602,PT00M32.60S,2020-09-06T01:09:38.1Z,4,REGULAR,turnover,offensivefoul,[],1628369,,,1610612738,93,98,2020-09-06T01:09:38Z,5990000,,,0,,J. Tatum TURNOVER offensivefoul (5 TOV),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,202041.0,5.0,,,,,,,,,,,,,,,,,,,
603,PT00M26.80S,2020-09-06T01:10:06.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202689,,,1610612761,93,98,2020-09-06T01:10:16Z,6000000,,,0,,K. Walker FOUL personal (5 PF) (Anunoby inpenalty),"[202689, 1628384]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,1662.0,,,,,,,,,5.0,0.0,Anunoby,1628384.0,,,,,,,,
605,PT00M26.80S,2020-09-06T01:10:29.6Z,4,REGULAR,freethrow,1of2,['fromturnover'],1628384,,,1610612761,93,99,2020-09-06T01:10:29Z,6020000,,,0,,O. Anunoby freethrow 1of2 (10 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,
606,PT00M26.80S,2020-09-06T01:10:56.1Z,4,REGULAR,freethrow,2of2,['fromturnover'],1628384,,,1610612761,93,100,2020-09-06T01:10:56Z,6030000,,,0,,O. Anunoby freethrow 2of2 (11 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,
607,PT00M26.80S,2020-09-06T01:10:59.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,93,100,2020-09-06T01:10:59Z,6040000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT00M20.10S,2020-09-06T01:12:43.1Z,4,REGULAR,3pt,jumpshot,[],203935,27.808804204993432,13.549325980392158,1610612738,93,100,2020-09-06T01:12:48Z,6050000,182.0,209.0,1,left,MISS M. Smart 28' 3PT,[203935],1610612738.0,BOS,turnaround,,,Smart,M. Smart,,,,,,,28.14,Missed,,,,,,,,,,,,,,,,,
609,PT00M19.40S,2020-09-06T01:12:43.8Z,4,REGULAR,rebound,defensive,[],200768,,,1610612761,93,100,2020-09-06T01:12:50Z,6060000,,,0,,K. Lowry REBOUND (Off:1 Def:10),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,608.0,11.0,10.0,1.0,,,,,,,,,,,,,
610,PT00M00.00S,2020-09-06T01:13:14.8Z,4,REGULAR,period,end,[],0,,,1610612761,93,100,2020-09-06T01:13:14Z,6070000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT00M00.00S,2020-09-06T01:13:16.5Z,4,REGULAR,game,end,[],0,,,0,93,100,2020-09-06T01:13:16Z,6080000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
