actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
267,PT03M29.00S,2019-12-25T18:04:10.2Z,2,REGULAR,3pt,jumpshot,[],202689,70.74572930354796,76.15655637254902,1610612738,41,49,2019-12-25T18:07:25Z,2670000,131.0,222.0,1,right,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,26.29,Missed,,,,,,,,,,,,,,,,,,,
268,PT03M25.00S,2019-12-25T18:04:14.2Z,2,REGULAR,rebound,defensive,[],201586,,,1610612761,41,49,2019-12-25T18:04:14Z,2680000,,,0,,S. Ibaka REBOUND (Off:1 Def:5),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,267.0,6.0,5.0,1.0,,,,,,,,,,,
269,PT03M05.00S,2019-12-25T18:04:33.7Z,2,REGULAR,3pt,jumpshot,[],1627775,26.62614980289093,15.755208333333334,1610612761,41,49,2019-12-25T18:04:38Z,2690000,171.0,198.0,1,left,MISS P. McCaw 27' 3PT,[1627775],1610612761.0,TOR,,,,McCaw,P. McCaw,,,,,26.58,Missed,,,,,,,,,,,,,,,,,,,
270,PT03M05.00S,2019-12-25T18:04:33.7Z,2,REGULAR,rebound,defensive,[],202330,,,1610612738,41,49,2019-12-25T18:04:38Z,2700000,,,0,,G. Hayward REBOUND (Off:0 Def:4),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,269.0,4.0,4.0,0.0,,,,,,,,,,,
271,PT03M00.00S,2019-12-25T18:04:40.1Z,2,REGULAR,2pt,dunk,"['fastbreak', 'pointsinthepaint']",1627759,93.9060446780552,48.59834558823529,1610612738,41,51,2019-12-25T18:05:54Z,2710000,-7.0,5.0,1,right,J. Brown dunk (11 PTS) (K. Walker 2 AST),"[1627759, 202689]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,1.25,Made,11.0,K. Walker,202689.0,2.0,,,,,,,,,,,,,,,
273,PT02M41.00S,2019-12-25T18:04:57.5Z,2,REGULAR,2pt,jumpshot,[],201586,27.414586070959263,41.00030637254902,1610612761,43,51,2019-12-25T18:05:02Z,2730000,45.0,205.0,1,left,S. Ibaka 22' jumpshot (8 PTS) (F. VanVleet 2 AST),"[201586, 1627832]",1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,21.55,Made,8.0,F. VanVleet,1627832.0,2.0,,,,,,,,,,,,,,,
275,PT02M27.00S,2019-12-25T18:05:12.4Z,2,REGULAR,turnover,lostball,[],202689,,,1610612738,43,51,2019-12-25T18:05:15Z,2750000,,,0,,K. Walker TURNOVER lostball (2 TOV) Stolen,"[202689, 1627832]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,2.0,VanVleet,1627832.0,
276,PT02M27.00S,2019-12-25T18:05:12.4Z,2,REGULAR,steal,,[],1627832,,,1610612761,43,51,2019-12-25T18:05:14Z,2760000,,,0,,F. VanVleet STEAL (2 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT02M16.00S,2019-12-25T18:05:22.7Z,2,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",1627832,8.360709592641262,48.353247549019606,1610612761,45,51,2019-12-25T18:05:29Z,2770000,8.0,26.0,1,left,F. VanVleet jumpshot (8 PTS),[1627832],1610612761.0,TOR,drivingfloatingbank,,,VanVleet,F. VanVleet,,,,,3.26,Made,8.0,,,,,,,,,,,,,,,,,,
278,PT01M54.00S,2019-12-25T18:05:45.9Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],202330,88.64980289093299,40.01991421568628,1610612738,45,53,2019-12-25T18:05:50Z,2780000,-50.0,54.0,1,right,G. Hayward 8' jumpshot (6 PTS),[202330],1610612738.0,BOS,drivingfloating,,,Hayward,G. Hayward,,,,,7.78,Made,6.0,,,,,,,,,,,,,,,,,,
279,PT01M33.00S,2019-12-25T18:06:08.9Z,2,REGULAR,foul,offensive,[],1627832,,,1610612761,45,53,2019-12-25T18:06:19Z,2790000,,,0,,F. VanVleet FOUL offensive (1 PF),"[1627832, 202689]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,1198.0,1.0,0.0,Walker,202689.0,,,,
281,PT01M33.00S,2019-12-25T18:06:08.9Z,2,REGULAR,turnover,offensivefoul,[],1627832,,,1610612761,45,53,2019-12-25T18:06:19Z,2810000,,,0,,F. VanVleet TURNOVER offensivefoul (2 TOV),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,101284.0,,,,,2.0,,,
283,PT01M33.00S,2019-12-25T18:06:47.0Z,2,REGULAR,substitution,out,[],1628449,,,1610612738,45,53,2019-12-25T18:06:55Z,2815000,,,0,,substitution out Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT01M33.00S,2019-12-25T18:06:47.0Z,2,REGULAR,substitution,in,[],200768,,,1610612738,45,53,2019-12-25T18:06:55Z,2817500,,,0,,substitution in Lowry,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT01M23.00S,2019-12-25T18:06:48.8Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612738,45,53,2019-12-25T18:07:56Z,2820000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT01M17.00S,2019-12-25T18:07:02.4Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612738,45,53,2019-12-25T18:07:02Z,2850000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT01M12.00S,2019-12-25T18:07:18.8Z,2,REGULAR,2pt,jumpshot,['fromturnover'],202330,92.19776609724047,79.23560049019608,1610612738,45,53,2019-12-25T18:08:23Z,2860000,146.0,21.0,1,right,MISS G. Hayward 15' jumpshot,[202330],1610612738.0,BOS,pullup,,,Hayward,G. Hayward,,,,,14.85,Missed,,,,,,,,,,,,,,,,,,,
287,PT01M08.00S,2019-12-25T18:07:21.7Z,2,REGULAR,rebound,defensive,[],201586,,,1610612761,45,53,2019-12-25T18:07:21Z,2870000,,,0,,S. Ibaka REBOUND (Off:1 Def:6),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,286.0,7.0,6.0,1.0,,,,,,,,,,,
288,PT00M56.80S,2019-12-25T18:07:36.8Z,2,REGULAR,turnover,traveling,[],201586,,,1610612761,45,53,2019-12-25T18:07:41Z,2880000,,,0,,S. Ibaka TURNOVER traveling (3 TOV),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,2004.0,,,,,3.0,,,
289,PT00M46.20S,2019-12-25T18:07:59.1Z,2,REGULAR,foul,offensive,[],202330,,,1610612738,45,53,2019-12-25T18:09:05Z,2890000,,,0,,G. Hayward FOUL offensive (2 PF),"[202330, 1628384]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,1198.0,2.0,0.0,Anunoby,1628384.0,,,,
291,PT00M46.20S,2019-12-25T18:07:59.1Z,2,REGULAR,turnover,offensivefoul,[],202330,,,1610612738,45,53,2019-12-25T18:07:59Z,2910000,,,0,,G. Hayward TURNOVER offensivefoul (1 TOV),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,1198.0,,,,,1.0,,,
292,PT00M46.20S,2019-12-25T18:08:06.2Z,2,REGULAR,substitution,out,[],202330,,,1610612761,45,53,2019-12-25T18:08:10Z,2920000,,,0,,substitution out Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT00M46.20S,2019-12-25T18:08:06.2Z,2,REGULAR,substitution,in,[],1629684,,,1610612761,45,53,2019-12-25T18:08:10Z,2930000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT00M31.70S,2019-12-25T18:08:34.0Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1627832,6.783837056504599,53.74540441176471,1610612761,47,53,2019-12-25T18:08:39Z,2940000,-19.0,11.0,1,left,F. VanVleet layup (10 PTS),[1627832],1610612761.0,TOR,drivingfingerroll,,,VanVleet,F. VanVleet,,,,,2.51,Made,10.0,,,,,,,,,,,,,,,,,,
295,PT00M08.10S,2019-12-25T18:09:02.6Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202683,94.30026281208936,47.86305147058824,1610612738,47,55,2019-12-25T18:09:06Z,2950000,-11.0,1.0,1,right,E. Kanter layup (12 PTS) (J. Brown 3 AST),"[202683, 1627759]",1610612738.0,BOS,fingerroll,,,Kanter,E. Kanter,,,,,1.26,Made,12.0,J. Brown,1627759.0,3.0,,,,,,,,,,,,,,,
297,PT00M00.30S,2019-12-25T18:09:13.1Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627832,11.908672798948752,39.28462009803921,1610612761,47,55,2019-12-25T18:09:18Z,2970000,54.0,59.0,1,left,MISS F. VanVleet 8' jumpshot,[1627832],1610612761.0,TOR,drivingfloatingbank,,,VanVleet,F. VanVleet,,,,,8.42,Missed,,,,,,,,,,,,,,,,,,,
298,PT00M00.30S,2019-12-25T18:09:13.1Z,2,REGULAR,rebound,defensive,[],202683,,,1610612738,47,55,2019-12-25T18:09:18Z,2980000,,,0,,E. Kanter REBOUND (Off:1 Def:5),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,297.0,6.0,5.0,1.0,,,,,,,,,,,
299,PT00M00.00S,2019-12-25T18:09:19.3Z,2,REGULAR,period,end,[],0,,,1610612738,47,55,2019-12-25T18:09:19Z,2990000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT12M00.00S,2019-12-25T18:24:17.7Z,3,REGULAR,substitution,out,['startperiod'],202683,,,1610612738,47,55,2019-12-25T18:24:41Z,3000000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT12M00.00S,2019-12-25T18:24:17.7Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612738,47,55,2019-12-25T18:24:41Z,3010000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT12M00.00S,2019-12-25T18:24:17.7Z,3,REGULAR,substitution,in,['startperiod'],1628464,,,1610612738,47,55,2019-12-25T18:24:41Z,3020000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT12M00.00S,2019-12-25T18:24:17.7Z,3,REGULAR,substitution,in,['startperiod'],202330,,,1610612738,47,55,2019-12-25T18:24:41Z,3030000,,,0,,substitution in Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT12M00.00S,2019-12-25T18:25:07.0Z,3,REGULAR,period,start,[],0,,,1610612738,47,55,2019-12-25T18:25:07Z,3040000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT11M47.00S,2019-12-25T18:25:19.8Z,3,REGULAR,3pt,jumpshot,[],1628369,28.86005256241787,80.21599264705883,1610612738,47,58,2019-12-25T18:25:23Z,3050000,-151.0,219.0,1,left,J. Tatum 27' 3PT  (5 PTS) (G. Hayward 3 AST),"[1628369, 202330]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,27.04,Made,5.0,G. Hayward,202330.0,3.0,,,,,,,,,,,,,,,
307,PT11M33.00S,2019-12-25T18:25:33.0Z,3,REGULAR,2pt,jumpshot,[],200768,76.16622864651774,45.166973039215684,1610612761,49,58,2019-12-25T18:25:39Z,3070000,-24.0,172.0,1,right,K. Lowry 18' jumpshot (8 PTS) (F. VanVleet 3 AST),"[200768, 1627832]",1610612761.0,TOR,pullup,,,Lowry,K. Lowry,,,,,17.86,Made,8.0,F. VanVleet,1627832.0,3.0,,,,,,,,,,,,,,,
309,PT11M17.00S,2019-12-25T18:25:48.1Z,3,REGULAR,3pt,jumpshot,[],202689,32.53942181340342,57.91207107843137,1610612738,49,58,2019-12-25T18:25:52Z,3090000,-40.0,253.0,1,left,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,26.19,Missed,,,,,,,,,,,,,,,,,,,
310,PT11M14.00S,2019-12-25T18:25:51.1Z,3,REGULAR,rebound,defensive,[],201586,,,1610612761,49,58,2019-12-25T18:25:52Z,3100000,,,0,,S. Ibaka REBOUND (Off:1 Def:7),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,309.0,8.0,7.0,1.0,,,,,,,,,,,
311,PT11M09.00S,2019-12-25T18:25:59.3Z,3,REGULAR,turnover,outofbounds,[],200768,,,1610612761,49,58,2019-12-25T18:26:07Z,3110000,,,0,,K. Lowry TURNOVER outofbounds (2 TOV),[200768],1610612761.0,TOR,lostball,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,2004.0,,,,,2.0,,,
312,PT10M54.00S,2019-12-25T18:26:22.9Z,3,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",1628464,14.668199737187912,53.990502450980394,1610612738,49,60,2019-12-25T18:26:28Z,3120000,-20.0,85.0,1,left,D. Theis 9' jumpshot (9 PTS) (G. Hayward 4 AST),"[1628464, 202330]",1610612738.0,BOS,floating,,,Theis,D. Theis,,,,,9.31,Made,9.0,G. Hayward,202330.0,4.0,,,,,,,,,,,,,,,
314,PT10M30.00S,2019-12-25T18:26:46.4Z,3,REGULAR,2pt,layup,['pointsinthepaint'],201586,94.69448094612353,52.029718137254896,1610612761,51,60,2019-12-25T18:26:50Z,3140000,10.0,-3.0,1,right,S. Ibaka layup (10 PTS) (F. VanVleet 4 AST),"[201586, 1627832]",1610612761.0,TOR,alleyoop,,,Ibaka,S. Ibaka,,,,,1.05,Made,10.0,F. VanVleet,1627832.0,4.0,,,,,,,,,,,,,,,
316,PT10M17.00S,2019-12-25T18:26:58.5Z,3,REGULAR,2pt,jumpshot,[],1628369,11.645860709592641,25.314031862745097,1610612738,51,60,2019-12-25T18:27:04Z,3160000,123.0,57.0,1,left,MISS J. Tatum 14' jumpshot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,13.83,Missed,,,,,,,,,,,,,,,,,,,
317,PT10M15.00S,2019-12-25T18:27:00.5Z,3,REGULAR,rebound,defensive,[],1627832,,,1610612761,51,60,2019-12-25T18:27:04Z,3170000,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,316.0,1.0,1.0,0.0,,,,,,,,,,,
318,PT10M09.00S,2019-12-25T18:27:07.2Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1627832,95.0886990801577,50.80422794117647,1610612761,51,60,2019-12-25T18:27:11Z,3180000,4.0,-6.0,1,right,MISS F. VanVleet layup,[1627832],1610612761.0,TOR,drivingfingerroll,,,VanVleet,F. VanVleet,,,,,0.41,Missed,,,,,,,,,,,,,,,,,,,
319,PT10M07.00S,2019-12-25T18:27:09.2Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,51,60,2019-12-25T18:27:11Z,3190000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,318.0,2.0,2.0,0.0,,,,,,,,,,,
355,PT10M06.00S,2019-12-25T18:27:15.9Z,3,REGULAR,turnover,lostball,[],1628464,,,1610612738,51,60,2019-12-25T19:03:28Z,3215000,,,0,,D. Theis TURNOVER lostball (1 TOV) Stolen,"[1628464, 200768]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,1.0,Lowry,200768.0,
356,PT10M06.00S,2019-12-25T18:27:15.9Z,3,REGULAR,steal,,[],200768,,,1610612761,51,60,2019-12-25T18:35:39Z,3217500,,,0,,K. Lowry STEAL (2 STL),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT10M04.00S,2019-12-25T18:27:19.2Z,3,REGULAR,foul,personal,[],1628464,,,1610612761,51,60,2019-12-25T18:27:34Z,3220000,,,0,,D. Theis FOUL personal (3 PF),"[1628464, 200768]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,1198.0,3.0,0.0,Lowry,200768.0,,,,
324,PT09M52.00S,2019-12-25T18:27:51.6Z,3,REGULAR,turnover,outofbounds,[],1627832,,,1610612761,51,60,2019-12-25T18:28:07Z,3240000,,,0,,F. VanVleet TURNOVER outofbounds (3 TOV),[1627832],1610612761.0,TOR,badpass,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,1198.0,,,,,3.0,,,
325,PT09M39.00S,2019-12-25T18:28:13.9Z,3,REGULAR,3pt,jumpshot,['fromturnover'],202330,22.946780551905388,87.56893382352942,1610612738,51,63,2019-12-25T18:28:18Z,3250000,-188.0,163.0,1,left,G. Hayward 25' 3PT  (9 PTS) (D. Theis 1 AST),"[202330, 1628464]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,25.24,Made,9.0,D. Theis,1628464.0,1.0,,,,,,,,,,,,,,,
327,PT09M10.00S,2019-12-25T18:28:42.6Z,3,REGULAR,turnover,badpass,[],200768,,,1610612761,51,63,2019-12-25T18:28:46Z,3270000,,,0,,K. Lowry TURNOVER badpass (3 TOV) Stolen,"[200768, 1628369]",1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,3.0,Tatum,1628369.0,
328,PT09M10.00S,2019-12-25T18:28:42.6Z,3,REGULAR,steal,,[],1628369,,,1610612738,51,63,2019-12-25T18:37:20Z,3280000,,,0,,J. Tatum STEAL (2 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT09M07.00S,2019-12-25T18:28:47.6Z,3,REGULAR,turnover,outofbounds,[],1627759,,,1610612738,51,63,2019-12-25T18:28:54Z,3290000,,,0,,J. Brown TURNOVER outofbounds (3 TOV),[1627759],1610612738.0,BOS,badpass,,,Brown,J. Brown,,,,,,,,,,,,,,,,,101284.0,,,,,3.0,,,
330,PT08M48.00S,2019-12-25T18:29:14.7Z,3,REGULAR,3pt,jumpshot,['fromturnover'],1627832,74.58935611038108,83.15716911764706,1610612761,54,63,2019-12-25T18:29:18Z,3300000,166.0,186.0,1,right,F. VanVleet 25' 3PT  (13 PTS),[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,25.36,Made,13.0,,,,,,,,,,,,,,,,,,
331,PT08M37.00S,2019-12-25T18:29:25.2Z,3,REGULAR,3pt,jumpshot,[],202689,30.436925098554536,27.029718137254903,1610612738,54,66,2019-12-25T18:29:29Z,3310000,115.0,234.0,1,left,K. Walker 27' 3PT  (16 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,26.53,Made,16.0,,,,,,,,,,,,,,,,,,
332,PT08M26.00S,2019-12-25T18:29:37.8Z,3,REGULAR,foul,personal,['2freethrow'],202689,,,1610612761,54,66,2019-12-25T18:29:45Z,3320000,,,0,,K. Walker FOUL personal (1 PF) (Anunoby 2freethrow),"[202689, 1628384]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,,,,,,,,,,,,,101284.0,1.0,0.0,Anunoby,1628384.0,,,,
334,PT08M26.00S,2019-12-25T18:29:59.7Z,3,REGULAR,freethrow,1of2,[],1628384,,,1610612761,55,66,2019-12-25T18:30:17Z,3340000,,,0,,O. Anunoby freethrow 1of2 (3 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
335,PT08M26.00S,2019-12-25T18:29:59.7Z,3,REGULAR,freethrow,2of2,[],1628384,,,1610612761,55,66,2019-12-25T18:30:17Z,3350000,,,0,,MISS O. Anunoby freethrow 2of2,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,Missed,,,,,,,,,,,,,,,,,,,
336,PT08M24.00S,2019-12-25T18:30:01.7Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,55,66,2019-12-25T18:30:17Z,3360000,,,0,,J. Tatum REBOUND (Off:4 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,335.0,5.0,1.0,4.0,,,,,,,,,,,
337,PT08M11.00S,2019-12-25T18:30:34.2Z,3,REGULAR,foul,technical,['1freethrow'],201586,,,1610612738,55,66,2019-12-25T18:30:41Z,3370000,,,0,,Team foul technical,[201586],1610612761.0,TOR,defensive3second,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,2004.0,,,,,,,,
338,PT08M11.00S,2019-12-25T18:30:55.8Z,3,REGULAR,freethrow,1of1,[],202689,,,1610612738,55,67,2019-12-25T18:30:55Z,3380000,,,0,,K. Walker technical freethrow 1of1 (17 PTS),[202689],1610612738.0,BOS,technical,,,Walker,K. Walker,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
339,PT08M00.00S,2019-12-25T18:31:18.4Z,3,REGULAR,foul,offensive,[],1628369,,,1610612738,55,67,2019-12-25T18:38:19Z,3390000,,,0,,J. Tatum FOUL offensive (2 PF),"[1628369, 1628384]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,2004.0,2.0,0.0,Anunoby,1628384.0,,,,
341,PT08M00.00S,2019-12-25T18:31:18.4Z,3,REGULAR,turnover,offensivefoul,[],1628369,,,1610612738,55,67,2019-12-25T18:31:18Z,3410000,,,0,,J. Tatum TURNOVER offensivefoul (2 TOV),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,2004.0,,,,,2.0,,,
342,PT07M51.00S,2019-12-25T18:31:44.6Z,3,REGULAR,foul,personal,[],202330,,,1610612761,55,67,2019-12-25T18:31:51Z,3420000,,,0,,G. Hayward FOUL personal (3 PF),"[202330, 200768]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,1198.0,3.0,0.0,Lowry,200768.0,,,,
344,PT07M42.00S,2019-12-25T18:32:13.5Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",201586,93.24901445466492,47.127757352941174,1610612761,57,67,2019-12-25T18:32:17Z,3440000,-14.0,11.0,1,right,S. Ibaka layup (12 PTS) (K. Lowry 7 AST),"[201586, 200768]",1610612761.0,TOR,cuttingfingerroll,,,Ibaka,S. Ibaka,,,,,2.19,Made,12.0,K. Lowry,200768.0,7.0,,,,,,,,,,,,,,,
346,PT07M25.00S,2019-12-25T18:32:30.9Z,3,REGULAR,3pt,jumpshot,[],1627759,9.543363994743759,3.010110294117647,1610612738,57,70,2019-12-25T18:32:35Z,3460000,235.0,37.0,1,left,J. Brown 24' 3PT  (14 PTS) (G. Hayward 5 AST),"[1627759, 202330]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.87,Made,14.0,G. Hayward,202330.0,5.0,,,,,,,,,,,,,,,
348,PT07M00.00S,2019-12-25T18:32:57.0Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1627832,94.56307490144546,51.294424019607845,1610612761,59,70,2019-12-25T18:33:00Z,3480000,6.0,-1.0,1,right,F. VanVleet layup (15 PTS),[1627832],1610612761.0,TOR,drivingfingerroll,,,VanVleet,F. VanVleet,,,,,0.77,Made,15.0,,,,,,,,,,,,,,,,,,
349,PT06M48.00S,2019-12-25T18:33:08.3Z,3,REGULAR,3pt,jumpshot,[],202689,30.17411300919842,23.598345588235293,1610612738,59,73,2019-12-25T18:33:13Z,3490000,132.0,231.0,1,left,K. Walker 27' 3PT  (20 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,27.09,Made,20.0,,,,,,,,,,,,,,,,,,
350,PT06M45.00S,2019-12-25T18:33:16.8Z,3,REGULAR,stoppage,other,[],0,,,1610612761,59,73,2019-12-25T18:33:16Z,3500000,,,0,,stoppage other,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT06M29.00S,2019-12-25T18:33:37.7Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627775,90.09526938239159,40.26501225490196,1610612761,59,73,2019-12-25T18:33:51Z,3510000,-49.0,41.0,1,right,MISS P. McCaw 7' jumpshot,[1627775],1610612761.0,TOR,drivingfloating,,,McCaw,P. McCaw,,,,,6.71,Missed,,,,,,,,,,,,,,,,,,,
352,PT06M29.00S,2019-12-25T18:33:37.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,59,73,2019-12-25T18:33:51Z,3520000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,351.0,,,,,,,,,,,,,,
353,PT06M29.00S,2019-12-25T18:33:42.9Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,59,73,2019-12-25T18:33:42Z,3530000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT06M29.00S,2019-12-25T18:33:50.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,59,73,2019-12-25T18:33:50Z,3540000,,,0,,timeout full,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT06M29.00S,2019-12-25T18:35:02.0Z,3,REGULAR,substitution,out,[],1627775,,,1610612738,59,73,2019-12-25T18:37:14Z,3550000,,,0,,substitution out McCaw,[1627775],1610612761.0,TOR,,,,McCaw,P. McCaw,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT06M29.00S,2019-12-25T18:35:02.0Z,3,REGULAR,substitution,in,[],1629056,,,1610612738,59,73,2019-12-25T18:37:14Z,3560000,,,0,,substitution in Davis,[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT06M15.00S,2019-12-25T18:37:31.2Z,3,REGULAR,3pt,jumpshot,[],202689,26.10052562417871,83.64736519607843,1610612738,59,73,2019-12-25T18:37:35Z,3570000,-168.0,193.0,1,left,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,26.0,Missed,,,,,,,,,,,,,,,,,,,
360,PT06M12.00S,2019-12-25T18:37:34.2Z,3,REGULAR,rebound,defensive,[],1629056,,,1610612761,59,73,2019-12-25T18:37:35Z,3580000,,,0,,T. Davis REBOUND (Off:0 Def:4),[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,,,,,,,359.0,4.0,4.0,0.0,,,,,,,,,,,
