actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
351,PT10M11.00S,2020-09-04T00:11:57.4Z,3,REGULAR,foul,personal,[],203935,,,1610612761,57,51,2020-09-04T00:12:10Z,3500000,,,0,,M. Smart FOUL personal (2 PF),"[203935, 1627832]",1610612738.0,BOS,looseball,,,Smart,M. Smart,,,,,,,,1148.0,2.0,0.0,VanVleet,1627832.0,,,,,,,,,,,,,
353,PT10M05.00S,2020-09-04T00:12:15.2Z,3,REGULAR,3pt,jumpshot,['2ndchance'],1627783,68.15045992115637,58.15716911764706,1610612761,57,51,2020-09-04T00:12:31Z,3520000,41.0,247.0,1,right,MISS P. Siakam 26' 3PT,[1627783],1610612761.0,TOR,stepback,,,Siakam,P. Siakam,,,,,25.57,Missed,,,,,,,,,,,,,,,,,,,
354,PT10M02.00S,2020-09-04T00:12:18.2Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,57,51,2020-09-04T00:12:28Z,3530000,,,0,,D. Theis REBOUND (Off:2 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,353.0,4.0,2.0,2.0,,,,,,,,,
355,PT09M48.00S,2020-09-04T00:12:32.6Z,3,REGULAR,3pt,jumpshot,[],203935,23.603810775295663,86.58854166666666,1610612738,60,51,2020-09-04T00:12:36Z,3540000,-183.0,169.0,1,left,M. Smart 25' 3PT  (9 PTS) (D. Theis 2 AST),"[203935, 1628464]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,25.31,Made,9.0,,,,,,,,,,D. Theis,1628464.0,2.0,,,,,,
357,PT09M35.00S,2020-09-04T00:12:46.6Z,3,REGULAR,2pt,layup,['pointsinthepaint'],200768,94.82588699080158,51.53952205882353,1610612761,60,53,2020-09-04T00:12:57Z,3560000,8.0,-4.0,1,right,K. Lowry layup (17 PTS),[200768],1610612761.0,TOR,drivingreverse,,,Lowry,K. Lowry,,,,,0.79,Made,17.0,,,,,,,,,,,,,,,,,,
358,PT09M20.00S,2020-09-04T00:13:03.7Z,3,REGULAR,foul,offensive,[],203935,,,1610612738,60,53,2020-09-04T00:13:13Z,3570000,,,0,,M. Smart FOUL offensive (3 PF),"[203935, 200768]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,1148.0,3.0,0.0,Lowry,200768.0,,,,,,,,,,,,,
360,PT09M20.00S,2020-09-04T00:13:03.7Z,3,REGULAR,turnover,offensivefoul,[],203935,,,1610612738,60,53,2020-09-04T00:13:03Z,3590000,,,0,,M. Smart TURNOVER offensivefoul (2 TOV),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,1148.0,,,,,,,,,,,,,,2.0,,,
361,PT09M04.00S,2020-09-04T00:13:33.4Z,3,REGULAR,2pt,jumpshot,['fromturnover'],1627783,94.1688567674113,13.549325980392158,1610612761,60,53,2020-09-04T00:13:37Z,3600000,-182.0,2.0,1,right,MISS P. Siakam 18' jumpshot,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,18.25,Missed,,,,,,,,,,,,,,,,,,,
362,PT09M00.00S,2020-09-04T00:13:37.4Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,60,53,2020-09-04T00:13:37Z,3610000,,,0,,D. Theis REBOUND (Off:2 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,361.0,5.0,3.0,2.0,,,,,,,,,
363,PT08M53.00S,2020-09-04T00:13:46.0Z,3,REGULAR,foul,personal,['2freethrow'],200768,,,1610612738,60,53,2020-09-04T00:14:02Z,3620000,,,0,,K. Lowry FOUL personal (2 PF) (Brown 2freethrow),"[200768, 1627759]",1610612761.0,TOR,shooting,,,Lowry,K. Lowry,,,,,,,,1148.0,2.0,0.0,Brown,1627759.0,,,,,,,,,,,,,
365,PT08M53.00S,2020-09-04T00:14:15.5Z,3,REGULAR,freethrow,1of2,[],1627759,,,1610612738,60,53,2020-09-04T00:14:15Z,3640000,,,0,,MISS J. Brown freethrow 1of2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
366,PT08M53.00S,2020-09-04T00:14:15.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,60,53,2020-09-04T00:14:15Z,3650000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,365.0,,,,,,,,,,,,
367,PT08M53.00S,2020-09-04T00:14:29.9Z,3,REGULAR,freethrow,2of2,[],1627759,,,1610612738,61,53,2020-09-04T00:14:29Z,3660000,,,0,,J. Brown freethrow 2of2 (11 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
368,PT08M41.00S,2020-09-04T00:14:44.1Z,3,REGULAR,2pt,jumpshot,[],1627783,72.22404730617609,41.98069852941176,1610612761,61,53,2020-09-04T00:14:50Z,3670000,-40.0,209.0,1,right,MISS P. Siakam 22' jumpshot,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,21.78,Missed,,,,,,,,,,,,,,,,,,,
369,PT08M37.00S,2020-09-04T00:14:48.1Z,3,REGULAR,rebound,offensive,[],200768,,,1610612761,61,53,2020-09-04T00:14:50Z,3680000,,,0,,K. Lowry REBOUND (Off:2 Def:3),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,368.0,5.0,3.0,2.0,,,,,,,,,
370,PT08M35.00S,2020-09-04T00:14:50.2Z,3,REGULAR,3pt,jumpshot,['2ndchance'],1627832,77.21747700394218,89.28462009803921,1610612761,61,53,2020-09-04T00:14:54Z,3690000,196.0,162.0,1,right,MISS F. VanVleet 26' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,25.79,Missed,,,,,,,,,,,,,,,,,,,
371,PT08M31.00S,2020-09-04T00:14:54.2Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,61,53,2020-09-04T00:14:54Z,3700000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,370.0,2.0,2.0,0.0,,,,,,,,,
372,PT08M21.00S,2020-09-04T00:15:05.0Z,3,REGULAR,2pt,layup,['pointsinthepaint'],202689,7.5722733245729295,51.53952205882353,1610612738,61,53,2020-09-04T00:15:08Z,3710000,-8.0,19.0,1,left,MISS K. Walker layup,[202689],1610612738.0,BOS,drivingreverse,,,Walker,K. Walker,,,,,2.54,Missed,,,,,,,,,,,,,,,,,,,
373,PT08M19.00S,2020-09-04T00:15:07.0Z,3,REGULAR,rebound,defensive,[],201188,,,1610612761,61,53,2020-09-04T00:15:08Z,3720000,,,0,,M. Gasol REBOUND (Off:0 Def:5),[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,372.0,5.0,5.0,0.0,,,,,,,,,
374,PT08M15.00S,2020-09-04T00:15:10.6Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1627832,94.30026281208936,48.10814950980392,1610612761,61,55,2020-09-04T00:15:17Z,3730000,-9.0,1.0,1,right,F. VanVleet layup (10 PTS),[1627832],1610612761.0,TOR,running,,,VanVleet,F. VanVleet,,,,,1.16,Made,10.0,,,,,,,,,,,,,,,,,,
375,PT08M15.00S,2020-09-04T00:15:16.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,61,55,2020-09-04T00:15:16Z,3740000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT08M00.00S,2020-09-04T00:19:16.4Z,3,REGULAR,2pt,layup,['pointsinthepaint'],203935,7.046649145860711,37.32383578431372,1610612738,61,55,2020-09-04T00:19:19Z,3750000,63.0,14.0,1,left,MISS M. Smart 7' layup,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,6.62,Missed,,,,,,,,,,,,,,,,,,,
377,PT07M58.00S,2020-09-04T00:19:18.4Z,3,REGULAR,rebound,defensive,[],1628384,,,1610612761,61,55,2020-09-04T00:19:19Z,3760000,,,0,,O. Anunoby REBOUND (Off:1 Def:6),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,376.0,7.0,6.0,1.0,,,,,,,,,
378,PT07M55.00S,2020-09-04T00:19:21.3Z,3,REGULAR,3pt,jumpshot,['fastbreak'],200768,69.33311432325887,24.088541666666664,1610612761,61,55,2020-09-04T00:19:26Z,3770000,-130.0,236.0,1,right,MISS K. Lowry 27' 3PT,[200768],1610612761.0,TOR,pullup,,,Lowry,K. Lowry,,,,,27.39,Missed,,,,,,,,,,,,,,,,,,,
379,PT07M52.00S,2020-09-04T00:19:24.3Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,61,55,2020-09-04T00:19:26Z,3780000,,,0,,J. Tatum REBOUND (Off:1 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,378.0,8.0,7.0,1.0,,,,,,,,,
380,PT07M40.00S,2020-09-04T00:19:36.6Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,8.623521681997373,40.510110294117645,1610612738,61,55,2020-09-04T00:19:40Z,3790000,47.0,29.0,1,left,MISS J. Tatum 6' jumpshot,[1628369],1610612738.0,BOS,pullupbank,,,Tatum,J. Tatum,,,,,5.84,Missed,,,,,,,,,,,,,,,,,,,
381,PT07M38.00S,2020-09-04T00:19:38.6Z,3,REGULAR,rebound,defensive,[],1628384,,,1610612761,61,55,2020-09-04T00:19:40Z,3800000,,,0,,O. Anunoby REBOUND (Off:1 Def:7),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,380.0,8.0,7.0,1.0,,,,,,,,,
382,PT07M22.00S,2020-09-04T00:19:55.0Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1627783,93.51182654402102,51.294424019607845,1610612761,61,55,2020-09-04T00:20:02Z,3810000,6.0,8.0,1,right,MISS P. Siakam layup,[1627783],1610612761.0,TOR,fingerroll,,,Siakam,P. Siakam,,,,,1.54,Missed,,,,,,,,,,,,,,,,,,,
383,PT07M22.00S,2020-09-04T00:19:55.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,61,55,2020-09-04T00:20:02Z,3820000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,382.0,,,,,,,,,,,,
384,PT07M22.00S,2020-09-04T00:20:00.8Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,61,55,2020-09-04T00:20:00Z,3830000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT07M08.00S,2020-09-04T00:20:19.2Z,3,REGULAR,3pt,jumpshot,[],203935,33.327858081471746,29.480698529411764,1610612738,61,55,2020-09-04T00:20:23Z,3840000,103.0,261.0,1,left,MISS M. Smart 29' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,28.54,Missed,,,,,,,,,,,,,,,,,,,
386,PT07M05.00S,2020-09-04T00:20:22.2Z,3,REGULAR,rebound,defensive,[],1627832,,,1610612761,61,55,2020-09-04T00:20:23Z,3850000,,,0,,F. VanVleet REBOUND (Off:2 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,385.0,3.0,1.0,2.0,,,,,,,,,
387,PT07M01.00S,2020-09-04T00:20:28.6Z,3,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint']",1627832,93.64323258869908,52.76501225490197,1610612761,61,57,2020-09-04T00:21:51Z,3860000,14.0,7.0,1,right,F. VanVleet layup (12 PTS),[1627832],1610612761.0,TOR,driving,,,VanVleet,F. VanVleet,,,,,1.88,Made,12.0,,,,,,,,,,,,,,,,,,
388,PT06M47.00S,2020-09-04T00:20:39.7Z,3,REGULAR,3pt,jumpshot,[],1628369,5.469776609724048,3.010110294117647,1610612738,61,57,2020-09-04T00:20:46Z,3870000,235.0,-1.0,1,left,MISS J. Tatum 23' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,23.49,Missed,,,,,,,,,,,,,,,,,,,
389,PT06M45.00S,2020-09-04T00:20:41.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612761,61,57,2020-09-04T00:20:46Z,3880000,,,0,,Team defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,388.0,,,,,,,,,,,,
390,PT06M45.00S,2020-09-04T00:20:47.0Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612761,61,57,2020-09-04T00:20:47Z,3890000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT06M30.00S,2020-09-04T00:21:08.0Z,3,REGULAR,foul,offensive,[],1627832,,,1610612761,61,57,2020-09-04T00:21:16Z,3900000,,,0,,F. VanVleet FOUL offensive (3 PF),"[1627832, 1627759]",1610612761.0,TOR,charge,,,VanVleet,F. VanVleet,,,,,,,,1179.0,3.0,1.0,Brown,1627759.0,,,,,,,,,,,,,
393,PT06M30.00S,2020-09-04T00:21:08.0Z,3,REGULAR,turnover,offensivefoul,[],1627832,,,1610612761,61,57,2020-09-04T00:21:08Z,3920000,,,0,,F. VanVleet TURNOVER offensivefoul (2 TOV),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,1179.0,,,,,,,,,,,,,,2.0,,,
394,PT06M21.00S,2020-09-04T00:21:40.1Z,3,REGULAR,turnover,outofbounds,[],202689,,,1610612738,61,57,2020-09-04T00:21:45Z,3930000,,,0,,K. Walker TURNOVER outofbounds (2 TOV),[202689],1610612738.0,BOS,badpass,,,Walker,K. Walker,,,,,,,,1179.0,,,,,,,,,,,,,,2.0,,,
395,PT06M04.00S,2020-09-04T00:21:58.4Z,3,REGULAR,3pt,jumpshot,['fromturnover'],200768,93.77463863337714,3.7454044117647056,1610612761,61,60,2020-09-04T00:22:02Z,3940000,-231.0,6.0,1,right,K. Lowry 23' 3PT  (20 PTS),[200768],1610612761.0,TOR,stepback,,,Lowry,K. Lowry,,,,,23.16,Made,20.0,,,,,,,,,,,,,,,,,,
396,PT05M35.00S,2020-09-04T00:22:26.5Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1627759,6.783837056504599,45.166973039215684,1610612738,63,60,2020-09-04T00:22:31Z,3950000,24.0,11.0,1,left,J. Brown layup (13 PTS) (J. Tatum 3 AST),"[1627759, 1628369]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,2.95,Made,13.0,,,,,,,,,,J. Tatum,1628369.0,3.0,,,,,,
398,PT05M14.00S,2020-09-04T00:22:48.4Z,3,REGULAR,3pt,jumpshot,[],1627832,84.97043363994744,2.5199142156862746,1610612761,63,60,2020-09-04T00:22:52Z,3970000,-237.0,89.0,1,right,MISS F. VanVleet 26' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,25.54,Missed,,,,,,,,,,,,,,,,,,,
399,PT05M11.00S,2020-09-04T00:22:51.4Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,63,60,2020-09-04T00:22:52Z,3980000,,,0,,J. Brown REBOUND (Off:0 Def:11),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,398.0,11.0,11.0,0.0,,,,,,,,,
400,PT05M04.00S,2020-09-04T00:23:00.6Z,3,REGULAR,foul,personal,['2freethrow'],1628384,,,1610612738,63,60,2020-09-04T00:23:09Z,3990000,,,0,,O. Anunoby FOUL personal (1 PF) (Tatum 2freethrow),"[1628384, 1628369]",1610612761.0,TOR,shooting,,,Anunoby,O. Anunoby,,,,,,,,1179.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,
402,PT05M04.00S,2020-09-04T00:23:30.7Z,3,REGULAR,freethrow,1of2,[],1628369,,,1610612738,64,60,2020-09-04T00:23:57Z,4010000,,,0,,J. Tatum freethrow 1of2 (11 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
403,PT05M04.00S,2020-09-04T00:23:31.4Z,3,REGULAR,substitution,out,[],202689,,,1610612738,64,60,2020-09-04T00:23:53Z,4020000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT05M04.00S,2020-09-04T00:23:31.4Z,3,REGULAR,substitution,out,[],1628464,,,1610612738,64,60,2020-09-04T00:23:53Z,4030000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT05M04.00S,2020-09-04T00:23:31.4Z,3,REGULAR,substitution,out,[],201188,,,1610612738,64,60,2020-09-04T00:23:53Z,4040000,,,0,,substitution out Gasol,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT05M04.00S,2020-09-04T00:23:31.4Z,3,REGULAR,substitution,in,[],202954,,,1610612738,64,60,2020-09-04T00:23:53Z,4050000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT05M04.00S,2020-09-04T00:23:31.4Z,3,REGULAR,substitution,in,[],202683,,,1610612738,64,60,2020-09-04T00:23:53Z,4060000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT05M04.00S,2020-09-04T00:23:31.4Z,3,REGULAR,substitution,in,[],201586,,,1610612738,64,60,2020-09-04T00:23:53Z,4070000,,,0,,substitution in Ibaka,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT05M04.00S,2020-09-04T00:23:30.7Z,3,REGULAR,freethrow,2of2,[],1628369,,,1610612738,64,60,2020-09-04T00:23:57Z,4080000,,,0,,MISS J. Tatum freethrow 2of2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
410,PT05M01.00S,2020-09-04T00:23:33.7Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,64,60,2020-09-04T00:23:57Z,4090000,,,0,,P. Siakam REBOUND (Off:0 Def:5),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,409.0,5.0,5.0,0.0,,,,,,,,,
411,PT04M44.00S,2020-09-04T00:24:14.0Z,3,REGULAR,3pt,jumpshot,[],1627832,71.69842312746385,21.637561274509803,1610612761,64,63,2020-09-04T00:24:17Z,4100000,-142.0,214.0,1,right,F. VanVleet 26' 3PT  (15 PTS),[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,26.09,Made,15.0,,,,,,,,,,,,,,,,,,
412,PT04M25.00S,2020-09-04T00:24:32.3Z,3,REGULAR,2pt,hook,['pointsinthepaint'],202683,8.754927726675426,63.30422794117647,1610612738,66,63,2020-09-04T00:24:35Z,4110000,-67.0,30.0,1,left,E. Kanter 8' hook (2 PTS),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,7.53,Made,2.0,,,,,,,,,,,,,,,,,,
413,PT04M13.00S,2020-09-04T00:24:46.9Z,3,REGULAR,foul,personal,['2freethrow'],202683,,,1610612761,66,63,2020-09-04T00:24:54Z,4120000,,,0,,E. Kanter FOUL personal (1 PF) (VanVleet 2freethrow),"[202683, 1627832]",1610612738.0,BOS,shooting,,,Kanter,E. Kanter,,,,,,,,1179.0,1.0,0.0,VanVleet,1627832.0,,,,,,,,,,,,,
415,PT04M13.00S,2020-09-04T00:25:29.4Z,3,REGULAR,freethrow,1of2,[],1627832,,,1610612761,66,64,2020-09-04T00:25:29Z,4140000,,,0,,F. VanVleet freethrow 1of2 (16 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
416,PT04M13.00S,2020-09-04T00:25:46.1Z,3,REGULAR,freethrow,2of2,[],1627832,,,1610612761,66,65,2020-09-04T00:25:46Z,4150000,,,0,,F. VanVleet freethrow 2of2 (17 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
417,PT03M59.00S,2020-09-04T00:26:02.4Z,3,REGULAR,turnover,lostball,[],1628369,,,1610612738,66,65,2020-09-04T00:26:06Z,4160000,,,0,,J. Tatum TURNOVER lostball (1 TOV) Stolen,"[1628369, 1628384]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,1.0,Anunoby,1628384.0,
418,PT03M59.00S,2020-09-04T00:26:02.4Z,3,REGULAR,steal,,[],1628384,,,1610612761,66,65,2020-09-04T00:26:03Z,4170000,,,0,,O. Anunoby STEAL (3 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT03M54.00S,2020-09-04T00:26:07.3Z,3,REGULAR,turnover,lostball,[],1627832,,,1610612761,66,65,2020-09-04T00:26:10Z,4180000,,,0,,F. VanVleet TURNOVER lostball (3 TOV) Stolen,"[1627832, 203935]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,3.0,Smart,203935.0,
420,PT03M54.00S,2020-09-04T00:26:07.3Z,3,REGULAR,steal,,[],203935,,,1610612738,66,65,2020-09-04T00:26:08Z,4190000,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT03M48.00S,2020-09-04T00:26:13.5Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203935,7.835085413929041,51.78462009803921,1610612738,66,65,2020-09-04T00:26:18Z,4200000,-9.0,21.0,1,left,MISS M. Smart layup,[203935],1610612738.0,BOS,running,,,Smart,M. Smart,,,,,2.8,Missed,,,,,,,,,,,,,,,,,,,
422,PT03M46.00S,2020-09-04T00:26:15.5Z,3,REGULAR,rebound,defensive,[],201586,,,1610612761,66,65,2020-09-04T00:26:18Z,4210000,,,0,,S. Ibaka REBOUND (Off:0 Def:3),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,421.0,3.0,3.0,0.0,,,,,,,,,
423,PT03M40.00S,2020-09-04T00:26:21.6Z,3,REGULAR,3pt,jumpshot,[],1627783,77.61169513797634,8.892463235294118,1610612761,66,68,2020-09-04T00:26:25Z,4220000,-206.0,158.0,1,right,P. Siakam 26' 3PT  (9 PTS) (F. VanVleet 5 AST),"[1627783, 1627832]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,26.26,Made,9.0,,,,,,,,,,F. VanVleet,1627832.0,5.0,,,,,,
425,PT03M12.00S,2020-09-04T00:26:48.7Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1627759,7.835085413929041,61.09834558823529,1610612738,66,68,2020-09-04T00:26:54Z,4240000,-55.0,21.0,1,left,MISS J. Brown 6' layup Blocked,"[1627759, 201586]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,6.15,Missed,,,,,,,,,,,,,,Ibaka,201586.0,,,,
426,PT03M12.00S,2020-09-04T00:26:48.7Z,3,REGULAR,block,,[],201586,,,1610612738,66,68,2020-09-04T00:26:50Z,4250000,,,0,,S. Ibaka BLOCK (2 BLK),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT03M10.00S,2020-09-04T00:26:50.7Z,3,REGULAR,rebound,offensive,[],202683,,,1610612738,66,68,2020-09-04T00:26:54Z,4260000,,,0,,E. Kanter REBOUND (Off:1 Def:0),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,425.0,1.0,0.0,1.0,,,,,,,,,
428,PT03M09.00S,2020-09-04T00:26:52.2Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",202683,8.360709592641262,48.59834558823529,1610612738,68,68,2020-09-04T00:26:57Z,4270000,7.0,26.0,1,left,E. Kanter layup (4 PTS),[202683],1610612738.0,BOS,putback,,,Kanter,E. Kanter,,,,,3.24,Made,4.0,,,,,,,,,,,,,,,,,,
429,PT02M55.00S,2020-09-04T00:27:05.5Z,3,REGULAR,2pt,jumpshot,[],200768,76.82325886990802,50.55912990196079,1610612761,68,70,2020-09-04T00:27:13Z,4280000,3.0,165.0,1,right,K. Lowry 17' jumpshot (22 PTS),[200768],1610612761.0,TOR,stepback,,,Lowry,K. Lowry,,,,,17.09,Made,22.0,,,,,,,,,,,,,,,,,,
431,PT02M41.00S,2020-09-04T00:27:32.5Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,9.280551905387648,46.14736519607843,1610612738,68,70,2020-09-04T00:27:40Z,4300000,19.0,35.0,1,left,MISS J. Tatum jumpshot,[1628369],1610612738.0,BOS,drivingfloatingbank,,,Tatum,J. Tatum,,,,,4.46,Missed,,,,,,,,,,,,,,,,,,,
432,PT02M41.00S,2020-09-04T00:27:36.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,68,70,2020-09-04T00:27:36Z,4310000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,431.0,,,,,,,,,,,,
433,PT02M41.00S,2020-09-04T00:27:37.8Z,3,REGULAR,foul,personal,[],200768,,,1610612738,68,70,2020-09-04T00:27:48Z,4320000,,,0,,K. Lowry FOUL personal (3 PF),"[200768, 202683]",1610612761.0,TOR,looseball,,,Lowry,K. Lowry,,,,,,,,201639.0,3.0,0.0,Kanter,202683.0,,,,,,,,,,,,,
435,PT02M41.00S,2020-09-04T00:28:04.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,68,70,2020-09-04T00:28:04Z,4340000,,,0,,timeout full,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT02M41.00S,2020-09-04T00:30:43.3Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,68,70,2020-09-04T00:31:14Z,4350000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT02M41.00S,2020-09-04T00:30:43.3Z,3,REGULAR,substitution,out,[],203935,,,1610612738,68,70,2020-09-04T00:31:14Z,4360000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT02M41.00S,2020-09-04T00:30:43.3Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,68,70,2020-09-04T00:31:14Z,4370000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
