actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
511,PT11M25.00S,2022-05-14T01:39:24.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,94.1688567674113,51.71568627450981,1610612738,70,84,2022-05-14T01:39:29Z,5060000,9.0,2.0,1,right,J. Brown driving Layup (19 PTS) (P. Pritchard 1 AST),"[1627759, 1630202]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,0.89,Made,19.0,,,,,,,,,,P. Pritchard,1630202.0,1.0,,,,,,
513,PT11M08.00S,2022-05-14T01:39:40.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,6.389618922470433,49.754901960784316,1610612749,70,84,2022-05-14T01:40:29Z,5080000,1.0,8.0,1,left,MISS G. Antetokounmpo cutting DUNK - blocked,"[203507, 201143]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,0.77,Missed,,,,,,,,,,,,,,,,,Horford,201143.0,
514,PT11M08.00S,2022-05-14T01:39:40.4Z,4,REGULAR,block,,[],201143,,,1610612749,70,84,2022-05-14T01:39:44Z,5090000,,,0,,A. Horford BLOCK (3 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT11M08.00S,2022-05-14T01:39:40.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612749,70,84,2022-05-14T01:39:52Z,5100000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,513.0,,,,,,,,,,,,,,,,,
516,PT11M08.00S,2022-05-14T01:39:49.2Z,4,REGULAR,foul,personal,[],1627759,,,1610612749,70,84,2022-05-14T01:40:05Z,5110000,,,0,,J. Brown loose ball personal FOUL (2 PF),"[1627759, 1626192]",1610612738.0,BOS,loose ball,,,Brown,J. Brown,,,,,,,,,,,,202027.0,2.0,0.0,Connaughton,1626192.0,,,,,,,,,
518,PT10M57.00S,2022-05-14T01:40:16.7Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203507,7.178055190538765,51.71568627450981,1610612749,72,84,2022-05-14T01:40:23Z,5130000,-9.0,15.0,1,left,G. Antetokounmpo cutting DUNK (34 PTS) (P. Connaughton 2 AST),"[203507, 1626192]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,1.73,Made,34.0,,,,,,,,,,P. Connaughton,1626192.0,2.0,,,,,,
520,PT10M57.00S,2022-05-14T01:40:21.9Z,4,REGULAR,foul,personal,['1freethrow'],1630202,,,1610612749,72,84,2022-05-14T01:40:31Z,5150000,,,0,,P. Pritchard shooting personal FOUL (1 PF) (Antetokounmpo 1 FT),"[1630202, 203507]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,,,,,,,,2715.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,
522,PT10M57.00S,2022-05-14T01:40:58.4Z,4,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,73,84,2022-05-14T01:40:58Z,5170000,,,0,,G. Antetokounmpo Free Throw 1 of 1 (35 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,35.0,,,,,,,,,,,,,,,,,,
523,PT10M32.00S,2022-05-14T01:41:23.4Z,4,REGULAR,2pt,Jump Shot,[],1627759,80.23981603153744,30.14705882352941,1610612738,73,84,2022-05-14T01:41:35Z,5180000,-99.0,133.0,1,right,MISS J. Brown 16' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,16.61,Missed,,,,,,,,,,,,,,,,,,,
524,PT10M29.00S,2022-05-14T01:41:26.4Z,4,REGULAR,rebound,defensive,[],203507,,,1610612749,73,84,2022-05-14T01:41:35Z,5190000,,,0,,G. Antetokounmpo REBOUND (Off:3 Def:12),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,523.0,15.0,12.0,3.0,,,,,,,,,,,,,,
525,PT10M16.00S,2022-05-14T01:41:45.7Z,4,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612749,73,84,2022-05-14T01:44:44Z,5200000,,,0,,G. Williams shooting personal FOUL (4 PF) (Antetokounmpo 2 FT),"[1629684, 203507]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,202049.0,4.0,0.0,Antetokounmpo,203507.0,,,,,,,,,
528,PT10M16.00S,2022-05-14T01:42:04.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,73,84,2022-05-14T01:44:24Z,5230000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT10M16.00S,2022-05-14T01:42:08.9Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612749,73,84,2022-05-14T01:49:55Z,5240000,,,0,,,[],1610612749.0,MIL,overturned,,,,,,,,,,,,,,,,2715.0,,,,,,,,,,,,,Corrected to Personal Foul on G. Williams
530,PT10M16.00S,2022-05-14T01:45:45.8Z,4,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,74,84,2022-05-14T01:45:45Z,5250000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (36 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,36.0,,,,,,,,,,,,,,,,,,
531,PT10M16.00S,2022-05-14T01:46:10.7Z,4,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,75,84,2022-05-14T01:46:10Z,5260000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (37 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,37.0,,,,,,,,,,,,,,,,,,
532,PT09M57.00S,2022-05-14T01:46:35.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,90.71944809461235,56.372549019607845,1610612738,75,84,2022-05-14T01:47:15Z,5270000,32.0,35.0,1,right,MISS D. White driving floating Shot,[1628401],1610612738.0,BOS,driving floating,,,White,D. White,,,,,4.71,Missed,,,,,,,,,,,,,,,,,,,
533,PT09M55.00S,2022-05-14T01:46:37.5Z,4,REGULAR,rebound,defensive,[],203507,,,1610612749,75,84,2022-05-14T01:46:45Z,5280000,,,0,,G. Antetokounmpo REBOUND (Off:3 Def:13),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,532.0,16.0,13.0,3.0,,,,,,,,,,,,,,
534,PT09M47.00S,2022-05-14T01:46:45.4Z,4,REGULAR,3pt,Jump Shot,[],1626192,7.178055190538765,95.09803921568627,1610612749,78,84,2022-05-14T01:46:50Z,5290000,-225.0,15.0,1,left,P. Connaughton 3PT  (10 PTS) (W. Matthews 2 AST),"[1626192, 202083]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,22.6,Made,10.0,,,,,,,,,,W. Matthews,202083.0,2.0,,,,,,
536,PT09M37.00S,2022-05-14T01:46:59.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,90.09526938239159,51.9607843137255,1610612738,78,84,2022-05-14T01:47:06Z,5310000,10.0,41.0,1,right,MISS J. Brown driving Layup - blocked,"[1627759, 201950]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,4.18,Missed,,,,,,,,,,,,,,,,,Holiday,201950.0,
537,PT09M37.00S,2022-05-14T01:46:59.1Z,4,REGULAR,block,,[],201950,,,1610612738,78,84,2022-05-14T01:48:11Z,5320000,,,0,,J. Holiday BLOCK (2 BLK),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT09M37.00S,2022-05-14T01:46:59.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612749,78,84,2022-05-14T01:47:06Z,5330000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,536.0,,,,,,,,,,,,,,,,,
539,PT09M37.00S,2022-05-14T01:47:04.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,78,84,2022-05-14T01:47:04Z,5340000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT09M37.00S,2022-05-14T01:47:09.1Z,4,REGULAR,substitution,out,[],1628401,,,1610612749,78,84,2022-05-14T01:47:17Z,5350000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT09M37.00S,2022-05-14T01:47:09.1Z,4,REGULAR,substitution,out,[],1630202,,,1610612749,78,84,2022-05-14T01:47:17Z,5360000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT09M37.00S,2022-05-14T01:47:09.1Z,4,REGULAR,substitution,in,[],203935,,,1610612749,78,84,2022-05-14T01:47:17Z,5370000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT09M37.00S,2022-05-14T01:47:09.1Z,4,REGULAR,substitution,in,[],1628369,,,1610612749,78,84,2022-05-14T01:47:17Z,5380000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT09M18.00S,2022-05-14T01:47:36.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202083,11.514454664914586,47.30392156862745,1610612749,78,84,2022-05-14T01:55:18Z,5390000,13.0,56.0,1,left,MISS W. Matthews driving floating Shot,[202083],1610612749.0,MIL,driving floating,,,Matthews,W. Matthews,,,,,5.73,Missed,,,,,,,,,,,,,,,,,,,
546,PT09M17.00S,2022-05-14T01:47:37.1Z,4,REGULAR,rebound,offensive,[],201588,,,1610612749,78,84,2022-05-14T01:55:18Z,5410000,,,0,,G. Hill REBOUND (Off:1 Def:0),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,544.0,1.0,0.0,1.0,,,,,,,,,,,,,,
547,PT09M16.00S,2022-05-14T01:47:49.7Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201588,5.590000152587891,50.0,1610612749,78,84,2022-05-14T01:56:01Z,5420000,0.0,0.0,1,left,MISS G. Hill putback Layup - blocked,"[201588, 201143]",1610612749.0,MIL,putback,,,Hill,G. Hill,,,,,0.0,Missed,,,,,,,,,,,,,,,,,Horford,201143.0,
548,PT09M16.00S,2022-05-14T01:47:49.7Z,4,REGULAR,block,,[],201143,,,1610612749,78,84,2022-05-14T01:47:52Z,5430000,,,0,,A. Horford BLOCK (4 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT09M15.00S,2022-05-14T01:47:50.7Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,78,84,2022-05-14T01:56:01Z,5440000,,,0,,A. Horford REBOUND (Off:2 Def:8),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,547.0,10.0,8.0,2.0,,,,,,,,,,,,,,
550,PT08M56.00S,2022-05-14T01:47:59.3Z,4,REGULAR,foul,personal,['2freethrow'],201588,,,1610612738,78,84,2022-05-14T01:48:32Z,5450000,,,0,,G. Hill shooting personal FOUL (3 PF) (Tatum 2 FT),"[201588, 1628369]",1610612749.0,MIL,shooting,,,Hill,G. Hill,,,,,,,,,,,,202027.0,3.0,0.0,Tatum,1628369.0,,,,,,,,,
552,PT08M56.00S,2022-05-14T01:48:33.2Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,78,85,2022-05-14T01:48:54Z,5470000,,,0,,J. Tatum Free Throw 1 of 2 (31 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,31.0,,,,,,,,,,,,,,,,,,
553,PT08M56.00S,2022-05-14T01:48:34.2Z,4,REGULAR,substitution,out,[],202083,,,1610612738,78,85,2022-05-14T01:48:38Z,5480000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT08M56.00S,2022-05-14T01:48:34.2Z,4,REGULAR,substitution,in,[],1626171,,,1610612738,78,85,2022-05-14T01:48:38Z,5490000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT08M56.00S,2022-05-14T01:48:33.2Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,78,85,2022-05-14T01:48:54Z,5500000,,,0,,MISS J. Tatum Free Throw 2 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
556,PT08M53.00S,2022-05-14T01:48:36.2Z,4,REGULAR,rebound,defensive,[],203507,,,1610612749,78,85,2022-05-14T01:48:54Z,5510000,,,0,,G. Antetokounmpo REBOUND (Off:3 Def:14),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,555.0,17.0,14.0,3.0,,,,,,,,,,,,,,
557,PT08M42.00S,2022-05-14T01:49:04.3Z,4,REGULAR,3pt,Jump Shot,[],203507,34.37910643889619,38.72549019607843,1610612749,81,85,2022-05-14T01:49:10Z,5520000,56.0,271.0,1,left,G. Antetokounmpo 27' 3PT pullup (40 PTS),[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,27.65,Made,40.0,,,,,,,,,,,,,,,,,,
558,PT08M19.00S,2022-05-14T01:49:33.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,81,85,2022-05-14T01:49:33Z,5530000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT08M14.00S,2022-05-14T01:50:12.8Z,4,REGULAR,2pt,Jump Shot,[],1628369,95.3515111695138,81.37254901960785,1610612738,81,87,2022-05-14T01:50:20Z,5540000,157.0,-9.0,1,right,J. Tatum 15' fadeaway Jump Shot (33 PTS) (M. Smart 5 AST),"[1628369, 203935]",1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,15.71,Made,33.0,,,,,,,,,,M. Smart,203935.0,5.0,,,,,,
561,PT07M48.00S,2022-05-14T01:50:39.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626192,9.280551905387648,51.9607843137255,1610612749,83,87,2022-05-14T01:50:45Z,5560000,-10.0,35.0,1,left,P. Connaughton driving reverse Layup (12 PTS) (G. Antetokounmpo 6 AST),"[1626192, 203507]",1610612749.0,MIL,driving reverse,,,Connaughton,P. Connaughton,,,,,3.61,Made,12.0,,,,,,,,,,G. Antetokounmpo,203507.0,6.0,,,,,,
562,PT07M19.00S,2022-05-14T01:51:07.5Z,4,REGULAR,3pt,Jump Shot,[],1628369,72.22404730617609,15.686274509803921,1610612738,83,90,2022-05-14T01:51:13Z,5570000,-172.0,209.0,1,right,J. Tatum 27' 3PT pullup (36 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,27.01,Made,36.0,,,,,,,,,,,,,,,,,,
563,PT07M06.00S,2022-05-14T01:51:21.2Z,4,REGULAR,turnover,bad pass,[],203507,,,1610612749,83,90,2022-05-14T01:51:27Z,5580000,,,0,,G. Antetokounmpo bad pass TURNOVER (5 TO),"[203507, 1629684]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,5.0,Williams,1629684.0,,,
564,PT07M06.00S,2022-05-14T01:51:21.2Z,4,REGULAR,steal,,[],1629684,,,1610612738,83,90,2022-05-14T01:51:23Z,5590000,,,0,,G. Williams STEAL (2 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT07M06.00S,2022-05-14T01:51:26.7Z,4,REGULAR,foul,personal,[],201588,,,1610612738,83,90,2022-05-14T01:51:44Z,5600000,,,0,,G. Hill personal FOUL (4 PF),"[201588, 203935]",1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,202049.0,4.0,0.0,Smart,203935.0,,,,,,,,,
567,PT07M06.00S,2022-05-14T01:51:43.6Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,83,90,2022-05-14T01:51:46Z,5620000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT07M06.00S,2022-05-14T01:51:43.6Z,4,REGULAR,substitution,in,[],1628401,,,1610612738,83,90,2022-05-14T01:51:46Z,5630000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT07M06.00S,2022-05-14T01:51:48.5Z,4,REGULAR,substitution,out,[],201588,,,1610612738,83,90,2022-05-14T01:51:52Z,5640000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT07M06.00S,2022-05-14T01:51:48.5Z,4,REGULAR,substitution,in,[],202083,,,1610612738,83,90,2022-05-14T01:51:52Z,5650000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT06M47.00S,2022-05-14T01:52:17.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628369,92.19776609724047,63.48039215686274,1610612738,83,92,2022-05-14T01:52:24Z,5660000,67.0,21.0,1,right,J. Tatum 7' turnaround fadeaway Jump Shot (38 PTS) (M. Smart 6 AST),"[1628369, 203935]",1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,7.05,Made,38.0,,,,,,,,,,M. Smart,203935.0,6.0,,,,,,
573,PT06M32.00S,2022-05-14T01:52:33.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,8.09789750328515,51.470588235294116,1610612749,85,92,2022-05-14T01:52:40Z,5680000,-7.0,24.0,1,left,G. Antetokounmpo DUNK (42 PTS) (J. Holiday 4 AST),"[203507, 201950]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,2.47,Made,42.0,,,,,,,,,,J. Holiday,201950.0,4.0,,,,,,
575,PT06M10.00S,2022-05-14T01:52:54.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,94.82588699080158,43.872549019607845,1610612738,85,92,2022-05-14T01:53:06Z,5700000,-31.0,-4.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,3.08,Missed,,,,,,,,,,,,,,,,,,,
576,PT06M08.00S,2022-05-14T01:52:56.6Z,4,REGULAR,rebound,defensive,[],203507,,,1610612749,85,92,2022-05-14T01:53:06Z,5710000,,,0,,G. Antetokounmpo REBOUND (Off:3 Def:15),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,575.0,18.0,15.0,3.0,,,,,,,,,,,,,,
577,PT06M08.00S,2022-05-14T01:53:07.4Z,4,REGULAR,foul,personal,[],1628401,,,1610612749,85,92,2022-05-14T01:53:31Z,5720000,,,0,,D. White take personal FOUL (3 PF),"[1628401, 203507]",1610612738.0,BOS,take,,,White,D. White,,,,,,,,,,,,2715.0,3.0,0.0,Antetokounmpo,203507.0,,,,,,,,,
579,PT06M00.00S,2022-05-14T01:53:27.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626192,9.017739816031538,50.0,1610612749,87,92,2022-05-14T01:53:35Z,5740000,0.0,32.0,1,left,P. Connaughton reverse Layup (14 PTS),[1626192],1610612749.0,MIL,reverse,,,Connaughton,P. Connaughton,,,,,3.23,Made,14.0,,,,,,,,,,,,,,,,,,
580,PT05M40.00S,2022-05-14T01:53:46.4Z,4,REGULAR,3pt,Jump Shot,[],1628369,69.72733245729303,21.07843137254902,1610612738,87,95,2022-05-14T01:53:52Z,5750000,-145.0,232.0,1,right,J. Tatum 27' 3PT  (41 PTS) (D. White 2 AST),"[1628369, 1628401]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,27.35,Made,41.0,,,,,,,,,,D. White,1628401.0,2.0,,,,,,
582,PT05M30.00S,2022-05-14T01:53:56.5Z,4,REGULAR,3pt,Jump Shot,[],1626171,32.670827858081466,40.68627450980392,1610612749,87,95,2022-05-14T02:00:41Z,5770000,47.0,255.0,1,left,MISS B. Portis 25' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,25.88,Missed,,,,,,,,,,,,,,,,,,,
583,PT05M28.00S,2022-05-14T01:53:58.5Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,87,95,2022-05-14T01:54:03Z,5780000,,,0,,J. Tatum REBOUND (Off:0 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,582.0,9.0,9.0,0.0,,,,,,,,,,,,,,
584,PT05M23.00S,2022-05-14T01:54:08.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,87,95,2022-05-14T01:54:08Z,5790000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT05M12.00S,2022-05-14T01:58:00.4Z,4,REGULAR,3pt,Jump Shot,[],1627759,66.70499342969777,54.41176470588235,1610612738,87,98,2022-05-14T01:58:06Z,5800000,22.0,260.0,1,right,J. Brown 26' 3PT  (22 PTS) (M. Smart 7 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.14,Made,22.0,,,,,,,,,,M. Smart,203935.0,7.0,,,,,,
587,PT04M45.00S,2022-05-14T01:59:02.1Z,4,REGULAR,jumpball,recovered,[],1626192,,,1610612749,87,98,2022-05-14T01:59:02Z,5820000,,,0,,Jump Ball G. Antetokounmpo vs. A. Horford: Tip to P. Connaughton,"[1626192, 203507, 201143]",1610612749.0,MIL,heldball,P. Connaughton,1626192.0,Connaughton,P. Connaughton,Antetokounmpo,203507.0,Horford,201143.0,,,,,,,,,,,,,,,,,,,,,
590,PT04M43.00S,2022-05-14T01:59:05.5Z,4,REGULAR,2pt,Jump Shot,[],1626192,28.038764783180028,56.127450980392155,1610612749,87,98,2022-05-14T02:03:04Z,5850000,-31.0,211.0,1,left,MISS P. Connaughton 21' turnaround fadeaway Shot,[1626192],1610612749.0,MIL,turnaround fadeaway,,,Connaughton,P. Connaughton,,,,,21.33,Missed,,,,,,,,,,,,,,,,,,,
591,PT04M43.00S,2022-05-14T01:59:05.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,87,98,2022-05-14T01:59:14Z,5860000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,590.0,,,,,,,,,,,,,,,,,
592,PT04M41.00S,2022-05-14T01:59:15.3Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,87,98,2022-05-14T01:59:15Z,5870000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT04M20.00S,2022-05-14T01:59:35.3Z,4,REGULAR,2pt,Jump Shot,[],203935,72.22404730617609,65.68627450980392,1610612738,87,100,2022-05-14T01:59:42Z,5880000,78.0,209.0,1,right,M. Smart 22' step back Jump Shot (21 PTS),[203935],1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,22.28,Made,21.0,,,,,,,,,,,,,,,,,,
595,PT04M15.00S,2022-05-14T01:59:44.1Z,4,REGULAR,3pt,Jump Shot,[],202083,8.886333771353483,1.715686274509804,1610612749,87,100,2022-05-14T02:04:28Z,5890000,241.0,31.0,1,left,MISS W. Matthews 24' 3PT,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,24.34,Missed,,,,,,,,,,,,,,,,,,,
596,PT04M12.00S,2022-05-14T01:59:47.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,87,100,2022-05-14T02:04:55Z,5900000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,595.0,,,,,,,,,,,,,,,,,
597,PT04M12.00S,2022-05-14T01:59:52.0Z,4,REGULAR,foul,personal,[],1626171,,,1610612738,87,100,2022-05-14T02:00:07Z,5910000,,,0,,B. Portis loose ball personal FOUL (3 PF),"[1626171, 1627759]",1610612749.0,MIL,loose ball,,,Portis,B. Portis,,,,,,,,,,,,202049.0,3.0,0.0,Brown,1627759.0,,,,,,,,,
599,PT04M12.00S,2022-05-14T02:00:00.1Z,4,REGULAR,substitution,out,[],202083,,,1610612738,87,100,2022-05-14T02:00:06Z,5930000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT04M12.00S,2022-05-14T02:00:00.1Z,4,REGULAR,substitution,in,[],201588,,,1610612738,87,100,2022-05-14T02:00:06Z,5940000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT04M00.00S,2022-05-14T02:00:28.3Z,4,REGULAR,3pt,Jump Shot,[],203935,66.83639947437582,26.225490196078432,1610612738,87,100,2022-05-14T02:00:34Z,5950000,-119.0,259.0,1,right,MISS M. Smart 28' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,28.52,Missed,,,,,,,,,,,,,,,,,,,
602,PT03M57.00S,2022-05-14T02:00:31.3Z,4,REGULAR,rebound,defensive,[],203507,,,1610612749,87,100,2022-05-14T02:00:34Z,5960000,,,0,,G. Antetokounmpo REBOUND (Off:3 Def:16),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,601.0,19.0,16.0,3.0,,,,,,,,,,,,,,
603,PT03M53.00S,2022-05-14T02:00:38.7Z,4,REGULAR,turnover,traveling,[],203507,,,1610612749,87,100,2022-05-14T02:00:46Z,5970000,,,0,,G. Antetokounmpo traveling TURNOVER (6 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,2715.0,,,,,,,,6.0,,,,,
604,PT03M31.00S,2022-05-14T02:01:10.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628401,69.72733245729303,72.54901960784314,1610612738,87,100,2022-05-14T02:01:17Z,5980000,113.0,232.0,1,right,MISS D. White 25' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,25.8,Missed,,,,,,,,,,,,,,,,,,,
605,PT03M28.00S,2022-05-14T02:01:13.8Z,4,REGULAR,rebound,defensive,[],1626192,,,1610612749,87,100,2022-05-14T02:01:17Z,5990000,,,0,,P. Connaughton REBOUND (Off:0 Def:4),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,604.0,4.0,4.0,0.0,,,,,,,,,,,,,,
