actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
372,PT09M38.00S,2022-05-22T02:05:46.5Z,3,REGULAR,steal,,[],203506,,,1610612748,51,67,2022-05-22T02:05:48Z,3670000,,,0,,V. Oladipo STEAL (1 STL),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT09M33.00S,2022-05-22T02:05:51.6Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",200782,87.33574244415243,2.941176470588235,1610612748,51,67,2022-05-22T02:07:58Z,3680000,-235.0,67.0,1,right,MISS P. Tucker 24' running 3PT,[200782],1610612748.0,MIA,running,,,Tucker,P. Tucker,,,,,24.45,Missed,,,,,,,,,,,,,,,,,,,
374,PT09M32.00S,2022-05-22T02:05:52.6Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,51,67,2022-05-22T02:06:00Z,3690000,,,0,,J. Tatum REBOUND (Off:1 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,373.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
375,PT09M20.00S,2022-05-22T02:06:04.2Z,3,REGULAR,turnover,lost ball,[],1627759,,,1610612738,51,67,2022-05-22T02:06:07Z,3700000,,,0,,J. Brown lost ball TURNOVER (3 TO),"[1627759, 1628389]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,3.0,Adebayo,1628389.0,,,,,,,,
376,PT09M20.00S,2022-05-22T02:06:04.2Z,3,REGULAR,steal,,[],1628389,,,1610612748,51,67,2022-05-22T02:06:05Z,3710000,,,0,,B. Adebayo STEAL (3 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT09M15.00S,2022-05-22T02:06:08.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628389,93.38042049934296,53.431372549019606,1610612748,51,69,2022-05-22T02:06:14Z,3720000,17.0,10.0,1,right,B. Adebayo running Layup (20 PTS),[1628389],1610612748.0,MIA,running,,,Adebayo,B. Adebayo,,,,,1.97,Made,,,,,20.0,,,,,,,,,,,,,,
378,PT08M58.00S,2022-05-22T02:06:25.9Z,3,REGULAR,3pt,Jump Shot,[],201143,13.87976346911958,3.6764705882352944,1610612738,54,69,2022-05-22T02:06:30Z,3730000,232.0,78.0,1,left,A. Horford 24' 3PT  (15 PTS) (J. Tatum 2 AST),"[201143, 1628369]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,24.44,Made,,,,,15.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,
380,PT08M41.00S,2022-05-22T02:06:42.7Z,3,REGULAR,3pt,Jump Shot,[],200768,84.31340341655716,95.34313725490196,1610612748,54,69,2022-05-22T02:06:48Z,3750000,227.0,95.0,1,right,MISS K. Lowry 24' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,24.58,Missed,,,,,,,,,,,,,,,,,,,
381,PT08M39.00S,2022-05-22T02:06:44.7Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,54,69,2022-05-22T02:06:48Z,3760000,,,0,,J. Tatum REBOUND (Off:1 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,380.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
382,PT08M19.00S,2022-05-22T02:07:06.7Z,3,REGULAR,foul,personal,['2freethrow'],1628389,,,1610612738,54,69,2022-05-22T02:07:16Z,3770000,,,0,,B. Adebayo shooting personal FOUL (2 PF) (Tatum 2 FT),"[1628389, 1628369]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,1148.0,2.0,0.0,Tatum,1628369.0,,,
384,PT08M19.00S,2022-05-22T02:07:32.4Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,55,69,2022-05-22T02:07:59Z,3790000,,,0,,J. Tatum Free Throw 1 of 2 (9 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
385,PT08M19.00S,2022-05-22T02:07:32.4Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,55,69,2022-05-22T02:07:59Z,3800000,,,0,,MISS J. Tatum Free Throw 2 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
386,PT08M19.00S,2022-05-22T02:07:32.4Z,3,REGULAR,rebound,defensive,[],200782,,,1610612748,55,69,2022-05-22T02:07:59Z,3810000,,,0,,P. Tucker REBOUND (Off:2 Def:4),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,385.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
387,PT07M57.00S,2022-05-22T02:08:09.0Z,3,REGULAR,3pt,Jump Shot,[],1629622,64.07687253613666,58.57843137254902,1610612748,55,69,2022-05-22T02:08:13Z,3820000,43.0,285.0,1,right,MISS M. Strus 28' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,28.84,Missed,,,,,,,,,,,,,,,,,,,
388,PT07M55.00S,2022-05-22T02:08:11.0Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,55,69,2022-05-22T02:08:13Z,3830000,,,0,,J. Tatum REBOUND (Off:1 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,387.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
389,PT07M32.00S,2022-05-22T02:08:35.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201143,11.777266754270697,63.725490196078425,1610612738,55,69,2022-05-22T02:08:57Z,3840000,-69.0,58.0,1,left,MISS A. Horford 9' driving Hook,[201143],1610612738.0,BOS,driving,,,Horford,A. Horford,,,,,9.0,Missed,,,,,,,,,,,,,,,,,,,
390,PT07M31.00S,2022-05-22T02:08:36.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,55,69,2022-05-22T02:08:57Z,3850000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,389.0,,,,,,,,,,,,,,,,,,
391,PT07M31.00S,2022-05-22T02:08:40.0Z,3,REGULAR,foul,personal,[],200768,,,1610612738,55,69,2022-05-22T02:08:47Z,3860000,,,0,,K. Lowry loose ball personal FOUL (2 PF),"[200768, 1629684]",1610612748.0,MIA,loose ball,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,1148.0,2.0,0.0,Williams,1629684.0,,,
393,PT07M24.00S,2022-05-22T02:09:09.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,8.623521681997373,44.36274509803921,1610612738,57,69,2022-05-22T02:09:13Z,3880000,28.0,29.0,1,left,J. Brown driving Layup (21 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,4.02,Made,,,,,21.0,,,,,,,,,,,,,,
394,PT07M07.00S,2022-05-22T02:09:26.4Z,3,REGULAR,3pt,Jump Shot,[],1629622,71.69842312746385,81.86274509803921,1610612748,57,72,2022-05-22T02:09:31Z,3890000,159.0,214.0,1,right,M. Strus 26' 3PT  (11 PTS) (K. Lowry 4 AST),"[1629622, 200768]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,26.64,Made,,,,,11.0,K. Lowry,200768.0,4.0,,,,,,,,,,,
396,PT07M01.00S,2022-05-22T02:09:36.4Z,3,REGULAR,foul,personal,[],200782,,,1610612738,57,72,2022-05-22T02:09:44Z,3910000,,,0,,P. Tucker personal FOUL (2 PF),"[200782, 1629684]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,202058.0,2.0,0.0,Williams,1629684.0,,,
398,PT06M52.00S,2022-05-22T02:10:22.1Z,3,REGULAR,foul,personal,['2freethrow'],200782,,,1610612738,57,72,2022-05-22T02:10:33Z,3930000,,,0,,P. Tucker shooting personal FOUL (3 PF) (Horford 2 FT),"[200782, 201143]",1610612748.0,MIA,shooting,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,1148.0,3.0,0.0,Horford,201143.0,,,
400,PT06M52.00S,2022-05-22T02:10:51.9Z,3,REGULAR,freethrow,1 of 2,[],201143,,,1610612738,58,72,2022-05-22T02:12:15Z,3950000,,,0,,A. Horford Free Throw 1 of 2 (16 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,Made,,,,,16.0,,,,,,,,,,,,,,
403,PT06M52.00S,2022-05-22T02:10:51.9Z,3,REGULAR,freethrow,2 of 2,[],201143,,,1610612738,59,72,2022-05-22T02:12:15Z,3955000,,,0,,A. Horford Free Throw 2 of 2 (17 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,Made,,,,,17.0,,,,,,,,,,,,,,
401,PT06M52.00S,2022-05-22T02:10:53.4Z,3,REGULAR,substitution,out,[],1630202,,,1610612748,59,72,2022-05-22T02:12:15Z,3960000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT06M52.00S,2022-05-22T02:10:53.4Z,3,REGULAR,substitution,in,[],203935,,,1610612748,59,72,2022-05-22T02:12:15Z,3970000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT06M29.00S,2022-05-22T02:11:42.8Z,3,REGULAR,3pt,Jump Shot,[],200782,90.88370565045992,96.07843137254902,1610612748,59,72,2022-05-22T02:11:53Z,3975000,230.0,33.0,1,right,MISS P. Tucker 3PT,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,23.28,Missed,,,,,,,,,,,,,,,,,,,
405,PT06M28.00S,2022-05-22T02:11:43.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,59,72,2022-05-22T02:11:53Z,3977500,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,404.0,,,,,,,,,,,,,,,,,,
406,PT06M28.00S,2022-05-22T02:11:48.7Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612748,59,72,2022-05-22T02:11:56Z,4010000,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,202058.0,,,,,,,
407,PT06M05.00S,2022-05-22T02:12:15.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203935,10.11826544021025,96.59160539215686,1610612738,62,72,2022-05-22T02:12:58Z,4020000,-233.0,43.0,1,left,M. Smart 3PT step back (10 PTS) (J. Tatum 3 AST),"[203935, 1628369]",1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,23.69,Made,,,,,10.0,J. Tatum,1628369.0,3.0,,,,,,,,,,,
409,PT06M04.00S,2022-05-22T02:12:30.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,62,72,2022-05-22T02:12:30Z,4040000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT06M04.00S,2022-05-22T02:15:27.1Z,3,REGULAR,substitution,out,[],1629622,,,1610612748,62,72,2022-05-22T02:15:50Z,4050000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT06M04.00S,2022-05-22T02:15:27.1Z,3,REGULAR,substitution,in,[],1629639,,,1610612748,62,72,2022-05-22T02:15:50Z,4060000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT05M39.00S,2022-05-22T02:16:31.6Z,3,REGULAR,3pt,Jump Shot,[],1629639,75.77201051248358,8.823529411764707,1610612748,62,72,2022-05-22T02:16:37Z,4070000,-206.0,175.0,1,right,MISS T. Herro 27' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,27.04,Missed,,,,,,,,,,,,,,,,,,,
413,PT05M38.00S,2022-05-22T02:16:32.6Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,62,72,2022-05-22T02:16:37Z,4080000,,,0,,J. Brown REBOUND (Off:0 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,412.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
414,PT05M29.00S,2022-05-22T02:16:42.2Z,3,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,62,72,2022-05-22T02:16:48Z,4090000,,,0,,M. Smart bad pass out-of-bounds TURNOVER (3 TO),[203935],1610612738.0,BOS,bad pass,,,Smart,M. Smart,,,,,,,,,,,,,,,3.0,,,1148.0,,,,,,,
415,PT05M09.00S,2022-05-22T02:17:11.1Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],200768,79.97700394218134,71.81372549019608,1610612748,62,74,2022-05-22T02:18:02Z,4100000,109.0,136.0,1,right,K. Lowry 17' step back Jump Shot (10 PTS),[200768],1610612748.0,MIA,step back,,,Lowry,K. Lowry,,,,,17.41,Made,,,,,10.0,,,,,,,,,,,,,,
416,PT04M53.00S,2022-05-22T02:17:28.2Z,3,REGULAR,turnover,lost ball,[],1627759,,,1610612738,62,74,2022-05-22T02:17:31Z,4110000,,,0,,J. Brown lost ball TURNOVER (4 TO),"[1627759, 203506]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,4.0,Oladipo,203506.0,,,,,,,,
417,PT04M53.00S,2022-05-22T02:17:28.2Z,3,REGULAR,steal,,[],203506,,,1610612748,62,74,2022-05-22T02:17:29Z,4120000,,,0,,V. Oladipo STEAL (2 STL),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT04M37.00S,2022-05-22T02:17:44.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],200768,67.36202365308804,66.17647058823529,1610612748,62,74,2022-05-22T02:17:50Z,4130000,81.0,254.0,1,right,MISS K. Lowry 26' pullup 3PT,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,26.69,Missed,,,,,,,,,,,,,,,,,,,
419,PT04M32.00S,2022-05-22T02:17:49.2Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,62,74,2022-05-22T02:17:50Z,4140000,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,418.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
420,PT04M25.00S,2022-05-22T02:17:55.1Z,3,REGULAR,3pt,Jump Shot,[],201143,9.149145860709593,3.9215686274509802,1610612738,65,74,2022-05-22T02:17:59Z,4150000,230.0,34.0,1,left,A. Horford 3PT  (20 PTS) (J. Brown 1 AST),"[201143, 1627759]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,23.28,Made,,,,,20.0,J. Brown,1627759.0,1.0,,,,,,,,,,,
422,PT04M03.00S,2022-05-22T02:18:18.5Z,3,REGULAR,2pt,Jump Shot,[],1629639,87.59855453350855,31.61764705882353,1610612748,65,74,2022-05-22T02:18:37Z,4170000,-92.0,64.0,1,right,MISS T. Herro 11' driving floating bank Shot,[1629639],1610612748.0,MIA,driving floating bank,,,Herro,T. Herro,,,,,11.2,Missed,,,,,,,,,,,,,,,,,,,
423,PT04M02.00S,2022-05-22T02:18:19.5Z,3,REGULAR,rebound,offensive,[],1628389,,,1610612748,65,74,2022-05-22T02:18:37Z,4180000,,,0,,B. Adebayo REBOUND (Off:2 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,422.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
424,PT04M01.00S,2022-05-22T02:18:22.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628389,93.51182654402102,54.90196078431373,1610612748,65,76,2022-05-22T02:18:41Z,4190000,25.0,8.0,1,right,B. Adebayo putback Layup (22 PTS),[1628389],1610612748.0,MIA,putback,,,Adebayo,B. Adebayo,,,,,2.59,Made,,,,,22.0,,,,,,,,,,,,,,
425,PT04M01.00S,2022-05-22T02:18:24.9Z,3,REGULAR,foul,personal,['1freethrow'],203935,,,1610612748,65,76,2022-05-22T02:18:31Z,4200000,,,0,,M. Smart shooting personal FOUL (2 PF) (Adebayo 1 FT),"[203935, 1628389]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,1148.0,2.0,0.0,Adebayo,1628389.0,,,
427,PT04M01.00S,2022-05-22T02:18:40.8Z,3,REGULAR,substitution,out,[],200768,,,1610612748,65,76,2022-05-22T02:18:43Z,4220000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT04M01.00S,2022-05-22T02:18:40.8Z,3,REGULAR,substitution,in,[],1629216,,,1610612748,65,76,2022-05-22T02:18:43Z,4230000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT04M01.00S,2022-05-22T02:19:09.5Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1628389,,,1610612748,65,77,2022-05-22T02:19:09Z,4240000,,,0,,B. Adebayo Free Throw 1 of 1 (23 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,,,,,23.0,,,,,,,,,,,,,,
430,PT03M42.00S,2022-05-22T02:19:29.9Z,3,REGULAR,2pt,Jump Shot,[],1627759,20.71287779237845,51.470588235294116,1610612738,67,77,2022-05-22T02:20:26Z,4250000,-7.0,142.0,1,left,J. Brown 14' pullup bank Jump Shot (23 PTS),[1627759],1610612738.0,BOS,pullup bank,,,Brown,J. Brown,,,,,14.24,Made,,,,,23.0,,,,,,,,,,,,,,
431,PT03M24.00S,2022-05-22T02:19:47.8Z,3,REGULAR,2pt,Jump Shot,[],1629639,74.06373193166885,57.84313725490197,1610612748,67,77,2022-05-22T02:21:06Z,4260000,39.0,191.0,1,right,MISS T. Herro 19' Jump Shot,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,19.53,Missed,,,,,,,,,,,,,,,,,,,
432,PT03M22.00S,2022-05-22T02:19:49.8Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,67,77,2022-05-22T02:19:51Z,4270000,,,0,,A. Horford REBOUND (Off:2 Def:8),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,431.0,10.0,8.0,2.0,,,,,,,,,,,,,,,
434,PT03M16.00S,2022-05-22T02:20:03.2Z,3,REGULAR,violation,kicked ball,[],1628389,,,1610612738,67,77,2022-05-22T02:20:11Z,4290000,,,0,,B. Adebayo kicked ball VIOLATION,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,202058.0,,,,,,,
435,PT03M03.00S,2022-05-22T02:20:28.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201143,17.559132720105126,38.970588235294116,1610612738,67,77,2022-05-22T02:22:37Z,4300000,55.0,113.0,1,left,MISS A. Horford 12' floating Shot,[201143],1610612738.0,BOS,floating,,,Horford,A. Horford,,,,,12.54,Missed,,,,,,,,,,,,,,,,,,,
436,PT03M01.00S,2022-05-22T02:20:30.3Z,3,REGULAR,rebound,offensive,[],1629684,,,1610612738,67,77,2022-05-22T02:20:37Z,4310000,,,0,,G. Williams REBOUND (Off:1 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,435.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
437,PT03M00.00S,2022-05-22T02:20:31.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629684,9.724047306176084,55.39981617647059,1610612738,67,77,2022-05-22T02:20:46Z,4320000,-27.0,39.0,1,left,MISS G. Williams putback Layup - blocked,"[1629684, 200782]",1610612738.0,BOS,putback,,,Williams,G. Williams,,,,,4.74,Missed,,,,,,,,,,,,,,,,,Tucker,200782.0,
438,PT03M00.00S,2022-05-22T02:20:31.7Z,3,REGULAR,block,,[],200782,,,1610612738,67,77,2022-05-22T02:20:33Z,4330000,,,0,,P. Tucker BLOCK (1 BLK),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT02M58.00S,2022-05-22T02:20:33.7Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,67,77,2022-05-22T02:20:46Z,4340000,,,0,,J. Brown REBOUND (Off:1 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,437.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
440,PT02M57.00S,2022-05-22T02:20:34.8Z,3,REGULAR,turnover,lost ball,[],1627759,,,1610612738,67,77,2022-05-22T02:20:53Z,4350000,,,0,,J. Brown lost ball TURNOVER (5 TO),"[1627759, 200782]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,5.0,Tucker,200782.0,,,,,,,,
441,PT02M57.00S,2022-05-22T02:20:34.8Z,3,REGULAR,steal,,[],200782,,,1610612748,67,77,2022-05-22T02:20:36Z,4360000,,,0,,P. Tucker STEAL (2 STL),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT02M56.00S,2022-05-22T02:20:41.0Z,3,REGULAR,turnover,out-of-bounds,[],200782,,,1610612748,67,77,2022-05-22T02:21:00Z,4370000,,,0,,P. Tucker lost ball out-of-bounds TURNOVER (1 TO),[200782],1610612748.0,MIA,lost ball,,,Tucker,P. Tucker,,,,,,,,,,,,,,,1.0,,,1148.0,,,,,,,
443,PT02M46.00S,2022-05-22T02:21:01.7Z,3,REGULAR,turnover,bad pass,[],203935,,,1610612738,67,77,2022-05-22T02:21:15Z,4380000,,,0,,M. Smart bad pass TURNOVER (4 TO),"[203935, 1628389]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,4.0,Adebayo,1628389.0,,,,,,,,
444,PT02M46.00S,2022-05-22T02:21:01.7Z,3,REGULAR,steal,,[],1628389,,,1610612748,67,77,2022-05-22T02:21:05Z,4390000,,,0,,B. Adebayo STEAL (4 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT02M45.00S,2022-05-22T02:21:06.2Z,3,REGULAR,foul,personal,[],1629684,,,1610612748,67,77,2022-05-22T02:21:24Z,4400000,,,0,,G. Williams take personal FOUL (2 PF),"[1629684, 1628389]",1610612738.0,BOS,take,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,1148.0,2.0,0.0,Adebayo,1628389.0,,,
447,PT02M35.00S,2022-05-22T02:21:30.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203506,87.86136662286465,64.70588235294117,1610612748,67,79,2022-05-22T02:21:37Z,4420000,74.0,62.0,1,right,V. Oladipo 9' pullup Jump Shot (2 PTS),[203506],1610612748.0,MIA,pullup,,,Oladipo,V. Oladipo,,,,,9.59,Made,,,,,2.0,,,,,,,,,,,,,,
448,PT02M35.00S,2022-05-22T02:21:34.0Z,3,REGULAR,foul,personal,['1freethrow'],1629684,,,1610612748,67,79,2022-05-22T02:21:42Z,4430000,,,0,,G. Williams shooting personal FOUL (3 PF) (Oladipo 1 FT),"[1629684, 203506]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,202058.0,3.0,0.0,Oladipo,203506.0,,,
450,PT02M35.00S,2022-05-22T02:22:05.0Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],203506,,,1610612748,67,80,2022-05-22T02:22:05Z,4450000,,,0,,V. Oladipo Free Throw 1 of 1 (3 PTS),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
451,PT02M26.00S,2022-05-22T02:22:21.9Z,3,REGULAR,violation,kicked ball,[],1629639,,,1610612738,67,80,2022-05-22T02:22:30Z,4460000,,,0,,T. Herro kicked ball VIOLATION,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,1148.0,,,,,,,
452,PT02M13.00S,2022-05-22T02:22:49.2Z,3,REGULAR,3pt,Jump Shot,[],1627759,22.946780551905388,12.009803921568627,1610612738,70,80,2022-05-22T02:22:53Z,4470000,190.0,163.0,1,left,J. Brown 25' 3PT  (26 PTS) (A. Horford 2 AST),"[1627759, 201143]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.05,Made,,,,,26.0,A. Horford,201143.0,2.0,,,,,,,,,,,
454,PT01M49.00S,2022-05-22T02:23:12.1Z,3,REGULAR,2pt,Jump Shot,[],1629639,73.9323258869908,58.57843137254902,1610612748,70,82,2022-05-22T02:23:16Z,4490000,43.0,193.0,1,right,T. Herro 19' pullup Jump Shot (6 PTS) (V. Oladipo 1 AST),"[1629639, 203506]",1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,19.72,Made,,,,,6.0,V. Oladipo,203506.0,1.0,,,,,,,,,,,
456,PT01M34.00S,2022-05-22T02:23:27.5Z,3,REGULAR,3pt,Jump Shot,[],1628369,20.844283837056505,8.333333333333332,1610612738,70,82,2022-05-22T02:23:31Z,4510000,208.0,143.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.29,Missed,,,,,,,,,,,,,,,,,,,
457,PT01M32.00S,2022-05-22T02:23:29.5Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,70,82,2022-05-22T02:23:31Z,4520000,,,0,,B. Adebayo REBOUND (Off:2 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,456.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
458,PT01M22.00S,2022-05-22T02:23:39.9Z,3,REGULAR,3pt,Jump Shot,[],200782,89.17542706964521,3.431372549019608,1610612748,70,85,2022-05-22T02:23:44Z,4530000,-233.0,49.0,1,right,P. Tucker 3PT  (11 PTS) (T. Herro 3 AST),"[200782, 1629639]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,23.8,Made,,,,,11.0,T. Herro,1629639.0,3.0,,,,,,,,,,,
460,PT01M07.00S,2022-05-22T02:23:57.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,70,85,2022-05-22T02:23:57Z,4550000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT01M07.00S,2022-05-22T02:24:02.5Z,3,REGULAR,substitution,out,[],200782,,,1610612738,70,85,2022-05-22T02:24:17Z,4560000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
