actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
544,PT05M50.00S,2022-05-20T02:49:57.2Z,4,REGULAR,3pt,Jump Shot,[],203935,67.62483574244416,46.32352941176471,1610612738,83,115,2022-05-20T02:50:01Z,5290000,-18.0,252.0,1,right,MISS M. Smart 25' step back 3PT,[203935],1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,25.25,Missed,,,,,,,,,,,,,,,,,,
545,PT05M47.00S,2022-05-20T02:50:00.2Z,4,REGULAR,rebound,defensive,[],1630209,,,1610612748,83,115,2022-05-20T02:50:01Z,5300000,,,0,,O. Yurtseven REBOUND (Off:0 Def:1),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,544.0,1.0,1.0,0.0,,,,,,,,,,,,,
546,PT05M46.00S,2022-05-20T02:50:06.4Z,4,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612748,83,115,2022-05-20T02:50:18Z,5310000,,,0,,A. Nesmith shooting personal FOUL (1 PF) (Oladipo 2 FT),"[1630174, 203506]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,2714.0,1.0,0.0,Oladipo,203506.0,,,,,
548,PT05M46.00S,2022-05-20T02:50:29.1Z,4,REGULAR,freethrow,1 of 2,[],203506,,,1610612748,84,115,2022-05-20T02:50:29Z,5330000,,,0,,V. Oladipo Free Throw 1 of 2 (7 PTS),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
549,PT05M46.00S,2022-05-20T02:50:31.0Z,4,REGULAR,substitution,out,[],1629639,,,1610612748,84,115,2022-05-20T02:50:37Z,5340000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
550,PT05M46.00S,2022-05-20T02:50:31.0Z,4,REGULAR,substitution,out,[],203935,,,1610612748,84,115,2022-05-20T02:50:37Z,5350000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
551,PT05M46.00S,2022-05-20T02:50:31.0Z,4,REGULAR,substitution,in,[],1629312,,,1610612748,84,115,2022-05-20T02:50:37Z,5360000,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,
552,PT05M46.00S,2022-05-20T02:50:31.0Z,4,REGULAR,substitution,in,[],203917,,,1610612748,84,115,2022-05-20T02:50:37Z,5370000,,,0,,SUB in: N. Stauskas,[203917],1610612738.0,BOS,,,,Stauskas,N. Stauskas,,,,,,,,,,,,,,,,,,,,,,,,
553,PT05M46.00S,2022-05-20T02:50:46.5Z,4,REGULAR,freethrow,2 of 2,[],203506,,,1610612748,85,115,2022-05-20T02:50:46Z,5380000,,,0,,V. Oladipo Free Throw 2 of 2 (8 PTS),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
554,PT05M28.00S,2022-05-20T02:51:10.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,81.8166885676741,50.0,1610612738,85,117,2022-05-20T02:51:16Z,5390000,0.0,118.0,1,right,P. Pritchard 11' pullup Jump Shot (10 PTS),[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,11.84,Made,10.0,,,,,,,,,,,,,,,,,
555,PT05M18.00S,2022-05-20T02:51:19.9Z,4,REGULAR,turnover,lost ball,[],203506,,,1610612748,85,117,2022-05-20T03:07:13Z,5400000,,,0,,V. Oladipo lost ball TURNOVER (3 TO),"[203506, 1629684]",1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,3.0,Williams,1629684.0
556,PT05M18.00S,2022-05-20T02:51:19.9Z,4,REGULAR,steal,,[],1629684,,,1610612738,85,117,2022-05-20T02:51:21Z,5410000,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
557,PT05M14.00S,2022-05-20T02:51:24.1Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629684,93.77463863337714,51.470588235294116,1610612738,85,119,2022-05-20T03:07:46Z,5420000,7.0,6.0,1,right,G. Williams running Layup (19 PTS) (P. Pritchard 2 AST),"[1629684, 1630202]",1610612738.0,BOS,running,,,Williams,G. Williams,,,,,0.95,Made,19.0,,,,,P. Pritchard,1630202.0,2.0,,,,,,,,,,
559,PT05M02.00S,2022-05-20T02:51:36.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630209,18.084756898817346,39.950980392156865,1610612748,85,119,2022-05-20T02:51:58Z,5440000,50.0,117.0,1,left,MISS O. Yurtseven 12' Jump Shot,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,12.78,Missed,,,,,,,,,,,,,,,,,,
560,PT04M59.00S,2022-05-20T02:51:39.4Z,4,REGULAR,rebound,defensive,[],203917,,,1610612738,85,119,2022-05-20T02:51:39Z,5450000,,,0,,N. Stauskas REBOUND (Off:0 Def:1),[203917],1610612738.0,BOS,,,,Stauskas,N. Stauskas,,,,,,,,559.0,1.0,1.0,0.0,,,,,,,,,,,,,
561,PT04M57.00S,2022-05-20T02:51:47.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,85,119,2022-05-20T02:51:47Z,5460000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT04M57.00S,2022-05-20T02:53:01.4Z,4,REGULAR,substitution,out,[],1630202,,,1610612738,85,119,2022-05-20T02:54:53Z,5470000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
563,PT04M57.00S,2022-05-20T02:53:01.4Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,85,119,2022-05-20T02:54:53Z,5480000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
564,PT04M57.00S,2022-05-20T02:53:01.4Z,4,REGULAR,substitution,in,[],1628436,,,1610612738,85,119,2022-05-20T02:54:53Z,5490000,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,
565,PT04M57.00S,2022-05-20T02:53:01.4Z,4,REGULAR,substitution,in,[],1629752,,,1610612738,85,119,2022-05-20T02:54:53Z,5500000,,,0,,SUB in: J. Morgan,[1629752],1610612738.0,BOS,,,,Morgan,J. Morgan,,,,,,,,,,,,,,,,,,,,,,,,
566,PT04M39.00S,2022-05-20T02:55:40.5Z,4,REGULAR,2pt,Jump Shot,[],203917,72.48685939553219,62.254901960784316,1610612738,85,119,2022-05-20T02:55:44Z,5510000,61.0,206.0,1,right,MISS N. Stauskas 21' pullup Shot,[203917],1610612738.0,BOS,pullup,,,Stauskas,N. Stauskas,,,,,21.5,Missed,,,,,,,,,,,,,,,,,,
567,PT04M37.00S,2022-05-20T02:55:42.5Z,4,REGULAR,rebound,defensive,[],1629130,,,1610612748,85,119,2022-05-20T02:55:44Z,5520000,,,0,,D. Robinson REBOUND (Off:0 Def:2),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,566.0,2.0,2.0,0.0,,,,,,,,,,,,,
568,PT04M28.00S,2022-05-20T02:55:51.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203506,8.229303547963205,52.450980392156865,1610612748,85,119,2022-05-20T02:59:21Z,5530000,-12.0,25.0,1,left,MISS V. Oladipo driving finger roll Layup,[203506],1610612748.0,MIA,driving finger roll,,,Oladipo,V. Oladipo,,,,,2.78,Missed,,,,,,,,,,,,,,,,,,
569,PT04M26.00S,2022-05-20T02:55:53.8Z,4,REGULAR,rebound,defensive,[],1628436,,,1610612738,85,119,2022-05-20T02:55:56Z,5540000,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,568.0,1.0,1.0,0.0,,,,,,,,,,,,,
570,PT04M19.00S,2022-05-20T02:56:00.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628436,93.24901445466492,53.67647058823529,1610612738,85,119,2022-05-20T03:00:52Z,5550000,18.0,11.0,1,right,MISS L. Kornet driving Layup,[1628436],1610612738.0,BOS,driving,,,Kornet,L. Kornet,,,,,2.14,Missed,,,,,,,,,,,,,,,,,,
571,PT04M18.00S,2022-05-20T02:56:01.5Z,4,REGULAR,rebound,defensive,[],1629130,,,1610612748,85,119,2022-05-20T02:56:18Z,5560000,,,0,,D. Robinson REBOUND (Off:0 Def:3),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,570.0,3.0,3.0,0.0,,,,,,,,,,,,,
572,PT04M12.00S,2022-05-20T02:56:08.4Z,4,REGULAR,3pt,Jump Shot,[],203506,33.065045992115635,43.38235294117647,1610612748,88,119,2022-05-20T02:56:21Z,5570000,33.0,258.0,1,left,V. Oladipo 26' 3PT  (11 PTS) (O. Yurtseven 1 AST),"[203506, 1630209]",1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,26.04,Made,11.0,,,,,O. Yurtseven,1630209.0,1.0,,,,,,,,,,
574,PT03M53.00S,2022-05-20T02:56:26.0Z,4,REGULAR,3pt,Jump Shot,[],203917,75.77201051248358,10.294117647058822,1610612738,88,119,2022-05-20T02:56:32Z,5590000,-199.0,175.0,1,right,MISS N. Stauskas 26' step back 3PT,[203917],1610612738.0,BOS,step back,,,Stauskas,N. Stauskas,,,,,26.48,Missed,,,,,,,,,,,,,,,,,,
575,PT03M49.00S,2022-05-20T02:56:30.0Z,4,REGULAR,rebound,defensive,[],1629312,,,1610612748,88,119,2022-05-20T02:56:32Z,5600000,,,0,,H. Highsmith REBOUND (Off:0 Def:1),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,574.0,1.0,1.0,0.0,,,,,,,,,,,,,
576,PT03M41.00S,2022-05-20T02:56:39.3Z,4,REGULAR,3pt,Jump Shot,[],1628997,13.354139290407357,3.431372549019608,1610612748,91,119,2022-05-20T02:56:45Z,5610000,233.0,73.0,1,left,C. Martin 24' 3PT  (3 PTS) (D. Robinson 2 AST),"[1628997, 1629130]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,24.4,Made,3.0,,,,,D. Robinson,1629130.0,2.0,,,,,,,,,,
578,PT03M23.00S,2022-05-20T02:56:56.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628464,93.64323258869908,47.549019607843135,1610612738,91,121,2022-05-20T02:57:02Z,5630000,-12.0,7.0,1,right,D. Theis cutting DUNK (2 PTS) (N. Stauskas 1 AST),"[1628464, 203917]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,1.43,Made,2.0,,,,,N. Stauskas,203917.0,1.0,,,,,,,,,,
580,PT03M08.00S,2022-05-20T02:57:11.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630209,15.719448094612352,51.470588235294116,1610612748,93,121,2022-05-20T02:57:17Z,5650000,-7.0,95.0,1,left,O. Yurtseven 9' floating Jump Shot (2 PTS) (V. Oladipo 1 AST),"[1630209, 203506]",1610612748.0,MIA,floating,,,Yurtseven,O. Yurtseven,,,,,9.56,Made,2.0,,,,,V. Oladipo,203506.0,1.0,,,,,,,,,,
582,PT02M52.00S,2022-05-20T02:57:27.3Z,4,REGULAR,3pt,Jump Shot,[],1630174,69.72733245729303,72.54901960784314,1610612738,93,121,2022-05-20T03:02:42Z,5670000,113.0,232.0,1,right,MISS A. Nesmith 25' pullup 3PT - blocked,"[1630174, 1629130]",1610612738.0,BOS,pullup,,,Nesmith,A. Nesmith,,,,,25.8,Missed,,,,,,,,,,,,,,Robinson,1629130.0,,,
583,PT02M52.00S,2022-05-20T02:57:27.3Z,4,REGULAR,block,,[],1629130,,,1610612738,93,121,2022-05-20T02:57:30Z,5680000,,,0,,D. Robinson BLOCK (1 BLK),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
584,PT02M49.00S,2022-05-20T02:57:30.3Z,4,REGULAR,rebound,defensive,[],1630209,,,1610612748,93,121,2022-05-20T02:57:32Z,5690000,,,0,,O. Yurtseven REBOUND (Off:0 Def:2),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,582.0,2.0,2.0,0.0,,,,,,,,,,,,,
585,PT02M47.00S,2022-05-20T02:57:32.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629130,7.30946123521682,49.754901960784316,1610612748,95,121,2022-05-20T02:57:39Z,5700000,1.0,16.0,1,left,D. Robinson running finger roll Layup (6 PTS) (O. Yurtseven 2 AST),"[1629130, 1630209]",1610612748.0,MIA,running finger roll,,,Robinson,D. Robinson,,,,,1.62,Made,6.0,,,,,O. Yurtseven,1630209.0,2.0,,,,,,,,,,
587,PT02M24.00S,2022-05-20T02:57:56.1Z,4,REGULAR,3pt,Jump Shot,[],1629752,92.59198423127464,97.05882352941177,1610612738,95,121,2022-05-20T03:03:37Z,5720000,235.0,17.0,1,right,MISS J. Morgan step back 3PT,[1629752],1610612738.0,BOS,step back,,,Morgan,J. Morgan,,,,,23.59,Missed,,,,,,,,,,,,,,,,,,
588,PT02M21.00S,2022-05-20T02:57:59.1Z,4,REGULAR,rebound,defensive,[],203506,,,1610612748,95,121,2022-05-20T02:58:03Z,5730000,,,0,,V. Oladipo REBOUND (Off:0 Def:1),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,587.0,1.0,1.0,0.0,,,,,,,,,,,,,
589,PT02M18.00S,2022-05-20T02:58:06.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629752,,,1610612748,95,121,2022-05-20T02:58:15Z,5740000,,,0,,J. Morgan shooting personal FOUL (1 PF) (Oladipo 2 FT),"[1629752, 203506]",1610612738.0,BOS,shooting,,,Morgan,J. Morgan,,,,,,,,,,,,,,,101284.0,1.0,0.0,Oladipo,203506.0,,,,,
591,PT02M18.00S,2022-05-20T02:58:27.4Z,4,REGULAR,freethrow,1 of 2,[],203506,,,1610612748,96,121,2022-05-20T02:58:27Z,5760000,,,0,,V. Oladipo Free Throw 1 of 2 (12 PTS),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
592,PT02M18.00S,2022-05-20T02:58:41.1Z,4,REGULAR,freethrow,2 of 2,[],203506,,,1610612748,97,121,2022-05-20T02:58:41Z,5770000,,,0,,V. Oladipo Free Throw 2 of 2 (13 PTS),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
593,PT02M03.00S,2022-05-20T02:58:59.6Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630174,93.51182654402102,53.67647058823529,1610612738,97,121,2022-05-20T03:04:16Z,5780000,18.0,8.0,1,right,MISS A. Nesmith driving bank Hook,[1630174],1610612738.0,BOS,driving bank,,,Nesmith,A. Nesmith,,,,,2.03,Missed,,,,,,,,,,,,,,,,,,
594,PT02M01.00S,2022-05-20T02:59:03.1Z,4,REGULAR,rebound,offensive,[],1629752,,,1610612738,97,121,2022-05-20T02:59:03Z,5790000,,,0,,J. Morgan REBOUND (Off:1 Def:0),[1629752],1610612738.0,BOS,,,,Morgan,J. Morgan,,,,,,,,593.0,1.0,0.0,1.0,,,,,,,,,,,,,
595,PT02M01.00S,2022-05-20T02:59:06.7Z,4,REGULAR,foul,personal,['2freethrow'],1629312,,,1610612738,97,121,2022-05-20T02:59:13Z,5800000,,,0,,H. Highsmith shooting personal FOUL (1 PF) (Morgan 2 FT),"[1629312, 1629752]",1610612748.0,MIA,shooting,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,101284.0,1.0,0.0,Morgan,1629752.0,,,,,
597,PT02M01.00S,2022-05-20T02:59:21.4Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1629752,,,1610612738,97,122,2022-05-20T02:59:38Z,5820000,,,0,,J. Morgan Free Throw 1 of 2 (1 PTS),[1629752],1610612738.0,BOS,,,,Morgan,J. Morgan,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
598,PT02M01.00S,2022-05-20T02:59:21.4Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1629752,,,1610612738,97,122,2022-05-20T02:59:38Z,5830000,,,0,,MISS J. Morgan Free Throw 2 of 2,[1629752],1610612738.0,BOS,,,,Morgan,J. Morgan,,,,,,Missed,,,,,,,,,,,,,,,,,,
599,PT01M56.00S,2022-05-20T02:59:26.4Z,4,REGULAR,rebound,offensive,[],1628436,,,1610612738,97,122,2022-05-20T02:59:38Z,5840000,,,0,,L. Kornet REBOUND (Off:1 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,598.0,2.0,1.0,1.0,,,,,,,,,,,,,
600,PT01M55.00S,2022-05-20T02:59:37.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203917,87.99277266754271,1.9607843137254901,1610612738,97,125,2022-05-20T02:59:41Z,5850000,-240.0,60.0,1,right,N. Stauskas 24' 3PT  (3 PTS) (D. Theis 1 AST),"[203917, 1628464]",1610612738.0,BOS,,,,Stauskas,N. Stauskas,,,,,24.77,Made,3.0,,,,,D. Theis,1628464.0,1.0,,,,,,,,,,
602,PT01M47.00S,2022-05-20T02:59:50.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,6.389618922470433,45.83333333333333,1610612748,99,125,2022-05-20T02:59:58Z,5870000,21.0,8.0,1,left,C. Martin driving Layup (5 PTS),[1628997],1610612748.0,MIA,driving,,,Martin,C. Martin,,,,,2.21,Made,5.0,,,,,,,,,,,,,,,,,
603,PT01M31.00S,2022-05-20T03:00:09.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628436,93.51182654402102,46.568627450980394,1610612738,99,127,2022-05-20T03:00:16Z,5880000,-17.0,8.0,1,right,L. Kornet reverse Layup (2 PTS) (N. Stauskas 2 AST),"[1628436, 203917]",1610612738.0,BOS,reverse,,,Kornet,L. Kornet,,,,,1.92,Made,2.0,,,,,N. Stauskas,203917.0,2.0,,,,,,,,,,
605,PT01M23.00S,2022-05-20T03:00:23.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630174,,,1610612748,99,127,2022-05-20T03:00:38Z,5900000,,,0,,A. Nesmith shooting personal FOUL (2 PF) (Oladipo 2 FT),"[1630174, 203506]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,1662.0,2.0,0.0,Oladipo,203506.0,,,,,
607,PT01M23.00S,2022-05-20T03:00:45.1Z,4,REGULAR,freethrow,1 of 2,[],203506,,,1610612748,100,127,2022-05-20T03:01:06Z,5920000,,,0,,V. Oladipo Free Throw 1 of 2 (14 PTS),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
608,PT01M23.00S,2022-05-20T03:00:46.6Z,4,REGULAR,substitution,out,[],203917,,,1610612748,100,127,2022-05-20T03:00:50Z,5930000,,,0,,SUB out: N. Stauskas,[203917],1610612738.0,BOS,,,,Stauskas,N. Stauskas,,,,,,,,,,,,,,,,,,,,,,,,
609,PT01M23.00S,2022-05-20T03:00:46.6Z,4,REGULAR,substitution,in,[],1630202,,,1610612748,100,127,2022-05-20T03:00:50Z,5940000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
610,PT01M23.00S,2022-05-20T03:00:45.1Z,4,REGULAR,freethrow,2 of 2,[],203506,,,1610612748,100,127,2022-05-20T03:01:06Z,5950000,,,0,,MISS V. Oladipo Free Throw 2 of 2,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,Missed,,,,,,,,,,,,,,,,,,
611,PT01M18.00S,2022-05-20T03:00:50.1Z,4,REGULAR,rebound,offensive,[],1630209,,,1610612748,100,127,2022-05-20T03:01:06Z,5960000,,,0,,O. Yurtseven REBOUND (Off:1 Def:2),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,610.0,3.0,2.0,1.0,,,,,,,,,,,,,
612,PT01M18.00S,2022-05-20T03:01:03.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630209,5.590000152587891,50.0,1610612748,100,127,2022-05-20T03:01:03Z,5970000,0.0,0.0,1,left,MISS O. Yurtseven tip Layup,[1630209],1610612748.0,MIA,tip,,,Yurtseven,O. Yurtseven,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
613,PT01M17.00S,2022-05-20T03:01:05.0Z,4,REGULAR,rebound,defensive,[],1628464,,,1610612738,100,127,2022-05-20T03:01:05Z,5980000,,,0,,D. Theis REBOUND (Off:0 Def:1),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,612.0,1.0,1.0,0.0,,,,,,,,,,,,,
614,PT01M04.00S,2022-05-20T03:01:17.8Z,4,REGULAR,3pt,Jump Shot,[],1630202,80.6340341655716,6.372549019607843,1610612738,100,127,2022-05-20T03:01:24Z,5990000,-218.0,130.0,1,right,MISS P. Pritchard 25' pullup 3PT,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,25.36,Missed,,,,,,,,,,,,,,,,,,
615,PT01M00.00S,2022-05-20T03:01:21.8Z,4,REGULAR,rebound,defensive,[],1629130,,,1610612748,100,127,2022-05-20T03:01:24Z,6000000,,,0,,D. Robinson REBOUND (Off:0 Def:4),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,614.0,4.0,4.0,0.0,,,,,,,,,,,,,
616,PT00M54.60S,2022-05-20T03:01:27.8Z,4,REGULAR,3pt,Jump Shot,[],203506,26.231931668856767,11.27450980392157,1610612748,100,127,2022-05-20T03:01:42Z,6010000,194.0,194.0,1,left,MISS V. Oladipo 27' 3PT,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,27.41,Missed,,,,,,,,,,,,,,,,,,
617,PT00M51.50S,2022-05-20T03:01:30.9Z,4,REGULAR,rebound,defensive,[],1630174,,,1610612738,100,127,2022-05-20T03:01:42Z,6020000,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,616.0,1.0,1.0,0.0,,,,,,,,,,,,,
618,PT00M32.50S,2022-05-20T03:01:50.8Z,4,REGULAR,3pt,Jump Shot,[],1630174,87.20433639947439,2.696078431372549,1610612738,100,127,2022-05-20T03:01:56Z,6030000,-237.0,68.0,1,right,MISS A. Nesmith 24' 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,24.6,Missed,,,,,,,,,,,,,,,,,,
619,PT00M27.60S,2022-05-20T03:01:55.7Z,4,REGULAR,rebound,defensive,[],1629130,,,1610612748,100,127,2022-05-20T03:01:56Z,6040000,,,0,,D. Robinson REBOUND (Off:0 Def:5),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,618.0,5.0,5.0,0.0,,,,,,,,,,,,,
620,PT00M27.00S,2022-05-20T03:01:57.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,6.783837056504599,49.50980392156863,1610612748,102,127,2022-05-20T03:02:06Z,6050000,2.0,11.0,1,left,C. Martin running Layup (7 PTS) (D. Robinson 3 AST),"[1628997, 1629130]",1610612748.0,MIA,running,,,Martin,C. Martin,,,,,1.16,Made,7.0,,,,,D. Robinson,1629130.0,3.0,,,,,,,,,,
622,PT00M02.80S,2022-05-20T03:02:24.3Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612738,102,127,2022-05-20T03:02:39Z,6070000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT00M01.60S,2022-05-20T03:02:38.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629312,43.97174770039422,15.441176470588236,1610612748,102,127,2022-05-20T03:12:45Z,6080000,173.0,361.0,1,left,MISS H. Highsmith 40' pullup 3PT,[1629312],1610612748.0,MIA,pullup,,,Highsmith,H. Highsmith,,,,,40.0,Missed,,,,,,,,,,,,,,,,,,
624,PT00M00.50S,2022-05-20T03:02:39.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612748,102,127,2022-05-20T03:03:45Z,6090000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,623.0,,,,,,,,,,,,,,,,
625,PT00M00.00S,2022-05-20T03:02:52.0Z,4,REGULAR,period,end,[],0,,,1610612748,102,127,2022-05-20T03:02:52Z,6100000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT00M00.00S,2022-05-20T03:02:56.7Z,4,REGULAR,game,end,[],0,,,0,102,127,2022-05-20T03:02:56Z,6110000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
