actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
392,PT09M04.00S,2022-06-06T01:40:36.2Z,3,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612738,59,52,2022-06-06T01:40:43Z,3920000,,,0,,K. Looney shooting personal FOUL (2 PF) (Tatum 2 FT),"[1626172, 1628369]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,1146.0,,,,,,,,,,2.0,0.0,Tatum,1628369.0,,,,,,
394,PT09M04.00S,2022-06-06T01:41:01.4Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,59,53,2022-06-06T01:41:01Z,3940000,,,0,,J. Tatum Free Throw 1 of 2 (22 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,22.0,,,,,,,,,,,,,,,
395,PT09M04.00S,2022-06-06T01:41:17.8Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,59,54,2022-06-06T01:41:17Z,3950000,,,0,,J. Tatum Free Throw 2 of 2 (23 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,23.0,,,,,,,,,,,,,,,
396,PT08M50.00S,2022-06-06T01:41:35.4Z,3,REGULAR,violation,kicked ball,[],201143,,,1610612744,59,54,2022-06-06T01:41:37Z,3960000,,,0,,A. Horford kicked ball VIOLATION,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,2534.0,,,,,,,,,,,,,,,,,,,
397,PT08M43.00S,2022-06-06T01:41:56.1Z,3,REGULAR,3pt,Jump Shot,[],201939,67.49342969776609,34.80392156862745,1610612744,62,54,2022-06-06T01:41:59Z,3970000,-76.0,253.0,1,right,S. Curry 26' 3PT step back (20 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,,,26.43,Made,20.0,,,,,,,,,,,,,,,
398,PT08M23.00S,2022-06-06T01:42:16.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201143,7.30946123521682,37.00980392156863,1610612738,62,54,2022-06-06T01:42:18Z,3980000,65.0,16.0,1,left,MISS A. Horford 6' turnaround Hook,[201143],1610612738.0,BOS,turnaround,,,Horford,A. Horford,,,,,,,6.7,Missed,,,,,,,,,,,,,,,,
399,PT08M20.00S,2022-06-06T01:42:19.1Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,62,54,2022-06-06T01:42:57Z,3990000,,,0,,K. Looney REBOUND (Off:0 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,398.0,3.0,3.0,0.0,,
400,PT08M15.00S,2022-06-06T01:42:24.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202691,91.67214191852825,43.627450980392155,1610612744,64,54,2022-06-06T01:45:20Z,4000000,-32.0,26.0,1,right,K. Thompson running Layup (7 PTS),[202691],1610612744.0,GSW,running,,,Thompson,K. Thompson,,,,,,,4.1,Made,7.0,,,,,,,,,,,,,,,
401,PT07M58.00S,2022-06-06T01:42:42.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203935,12.697109067017081,51.9607843137255,1610612738,64,54,2022-06-06T01:43:00Z,4010000,-10.0,67.0,1,left,MISS M. Smart 6' driving Layup - blocked,"[203935, 1626172]",1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,,,6.76,Missed,,,,,,,,,,,,,,,Looney,1626172.0
402,PT07M58.00S,2022-06-06T01:42:42.0Z,3,REGULAR,block,,[],1626172,,,1610612738,64,54,2022-06-06T01:42:45Z,4020000,,,0,,K. Looney BLOCK (1 BLK),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,
403,PT07M57.00S,2022-06-06T01:42:43.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612744,64,54,2022-06-06T01:43:00Z,4030000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,401.0,,,,,
405,PT07M37.00S,2022-06-06T01:43:39.1Z,3,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612744,64,54,2022-06-06T01:44:06Z,4050000,,,0,,R. Williams III shooting personal FOUL (2 PF) (Wiggins 2 FT),"[1629057, 203952]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,201639.0,,,,,,,,,,2.0,0.0,Wiggins,203952.0,,,,,,
407,PT07M37.00S,2022-06-06T01:44:20.9Z,3,REGULAR,freethrow,1 of 2,[],203952,,,1610612744,64,54,2022-06-06T01:44:20Z,4070000,,,0,,MISS A. Wiggins Free Throw 1 of 2,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,Missed,,,,,,,,,,,,,,,,
408,PT07M37.00S,2022-06-06T01:44:20.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,64,54,2022-06-06T01:44:20Z,4080000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,407.0,,,,,
409,PT07M37.00S,2022-06-06T01:44:22.9Z,3,REGULAR,substitution,out,[],1629057,,,1610612744,64,54,2022-06-06T01:44:25Z,4090000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
410,PT07M37.00S,2022-06-06T01:44:22.9Z,3,REGULAR,substitution,in,[],1629684,,,1610612744,64,54,2022-06-06T01:44:25Z,4100000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
411,PT07M37.00S,2022-06-06T01:44:42.1Z,3,REGULAR,freethrow,2 of 2,[],203952,,,1610612744,65,54,2022-06-06T01:44:42Z,4110000,,,0,,A. Wiggins Free Throw 2 of 2 (11 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,Made,11.0,,,,,,,,,,,,,,,
412,PT07M17.00S,2022-06-06T01:45:04.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201143,9.674770039421814,53.431372549019606,1610612738,65,56,2022-06-06T01:45:07Z,4120000,-17.0,38.0,1,left,A. Horford cutting Layup (2 PTS) (J. Brown 3 AST),"[201143, 1627759]",1610612738.0,BOS,cutting,,,Horford,A. Horford,,,,,,,4.21,Made,2.0,J. Brown,1627759.0,3.0,,,,,,,,,,,,
414,PT06M59.00S,2022-06-06T01:45:29.0Z,3,REGULAR,foul,personal,[],1627759,,,1610612744,65,56,2022-06-06T01:45:35Z,4140000,,,0,,J. Brown personal FOUL (3 PF),"[1627759, 201939]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,2534.0,,,,,,,,,,3.0,0.0,Curry,201939.0,,,,,,
416,PT06M55.00S,2022-06-06T01:46:00.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612744,65,56,2022-06-06T01:46:09Z,4160000,,,0,,M. Smart personal FOUL (3 PF) (Curry 2 FT),"[203935, 201939]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,2534.0,,,,,,,,,,3.0,0.0,Curry,201939.0,,,,,,
418,PT06M55.00S,2022-06-06T01:46:37.8Z,3,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,66,56,2022-06-06T01:46:37Z,4180000,,,0,,S. Curry Free Throw 1 of 2 (21 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,21.0,,,,,,,,,,,,,,,
420,PT06M55.00S,2022-06-06T01:46:55.3Z,3,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,67,56,2022-06-06T01:46:55Z,4200000,,,0,,S. Curry Free Throw 2 of 2 (22 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,22.0,,,,,,,,,,,,,,,
422,PT06M47.00S,2022-06-06T01:47:22.1Z,3,REGULAR,foul,technical,"['inpenalty', '1freethrow']",203152,,,1610612738,67,56,2022-06-06T01:47:31Z,4220000,,,0,,TEAM foul technical,[203152],1610612738.0,BOS,,,,,,,,,,201639.0,,,,,,,,,,,,,,,,,,,
423,PT06M47.00S,2022-06-06T01:47:43.9Z,3,REGULAR,freethrow,1 of 1,[],201939,,,1610612738,68,56,2022-06-06T01:47:43Z,4230000,,,0,,S. Curry technical Free Throw 1 of 1 (23 PTS),[201939],1610612744.0,GSW,technical,,,Curry,S. Curry,,,,,,,,Made,23.0,,,,,,,,,,,,,,,
424,PT06M39.00S,2022-06-06T01:48:08.8Z,3,REGULAR,3pt,Jump Shot,[],1627759,27.151773981603156,81.86274509803921,1610612738,68,56,2022-06-06T01:48:11Z,4240000,-159.0,203.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,25.78,Missed,,,,,,,,,,,,,,,,
425,PT06M37.00S,2022-06-06T01:48:10.8Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,68,56,2022-06-06T01:48:17Z,4250000,,,0,,K. Looney REBOUND (Off:0 Def:4),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,424.0,4.0,4.0,0.0,,
426,PT06M23.00S,2022-06-06T01:48:24.6Z,3,REGULAR,2pt,Jump Shot,[],202691,74.72076215505913,49.26470588235294,1610612744,68,56,2022-06-06T01:48:27Z,4260000,-4.0,185.0,1,right,MISS K. Thompson 18' step back Shot,[202691],1610612744.0,GSW,step back,,,Thompson,K. Thompson,,,,,,,18.51,Missed,,,,,,,,,,,,,,,,
427,PT06M20.00S,2022-06-06T01:48:28.2Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,68,56,2022-06-06T01:48:28Z,4270000,,,0,,J. Brown REBOUND (Off:0 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,426.0,6.0,6.0,0.0,,
428,PT06M17.00S,2022-06-06T01:48:30.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1627759,11.514454664914586,38.72549019607843,1610612738,68,56,2022-06-06T01:49:13Z,4280000,56.0,56.0,1,left,MISS J. Brown 7' running Shot,[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,,,7.93,Missed,,,,,,,,,,,,,,,,
429,PT06M14.00S,2022-06-06T01:48:34.9Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,68,56,2022-06-06T01:48:34Z,4290000,,,0,,D. Green REBOUND (Off:0 Def:5),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,428.0,5.0,5.0,0.0,,
430,PT06M10.00S,2022-06-06T01:48:38.5Z,3,REGULAR,2pt,Jump Shot,[],201939,77.4802890932983,51.225490196078425,1610612744,68,56,2022-06-06T01:49:44Z,4300000,6.0,159.0,1,right,MISS S. Curry 15' driving floating Shot,[201939],1610612744.0,GSW,driving floating,,,Curry,S. Curry,,,,,,,15.93,Missed,,,,,,,,,,,,,,,,
431,PT06M08.00S,2022-06-06T01:48:40.5Z,3,REGULAR,rebound,offensive,[],1626172,,,1610612744,68,56,2022-06-06T01:49:11Z,4310000,,,0,,K. Looney REBOUND (Off:1 Def:4),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,430.0,5.0,4.0,1.0,,
432,PT06M02.00S,2022-06-06T01:48:45.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],202691,86.02168199737189,95.58823529411765,1610612744,68,56,2022-06-06T01:48:48Z,4320000,228.0,79.0,1,right,MISS K. Thompson 24' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,24.12,Missed,,,,,,,,,,,,,,,,
433,PT05M59.00S,2022-06-06T01:48:48.9Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,68,56,2022-06-06T01:48:48Z,4330000,,,0,,J. Tatum REBOUND (Off:1 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,432.0,6.0,5.0,1.0,,
434,PT05M53.00S,2022-06-06T01:48:55.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201143,9.937582128777924,38.72549019607843,1610612738,68,56,2022-06-06T01:51:24Z,4340000,56.0,41.0,1,left,MISS A. Horford 6' Layup,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,6.97,Missed,,,,,,,,,,,,,,,,
435,PT05M50.00S,2022-06-06T01:48:58.4Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,68,56,2022-06-06T01:51:24Z,4350000,,,0,,K. Looney REBOUND (Off:1 Def:5),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,434.0,6.0,5.0,1.0,,
436,PT05M46.00S,2022-06-06T01:49:05.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,68,56,2022-06-06T01:49:05Z,4360000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT05M46.00S,2022-06-06T01:52:24.1Z,3,REGULAR,substitution,out,[],1626172,,,1610612744,68,56,2022-06-06T01:52:48Z,4370000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,
438,PT05M46.00S,2022-06-06T01:52:24.1Z,3,REGULAR,substitution,out,[],202691,,,1610612744,68,56,2022-06-06T01:52:48Z,4380000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
439,PT05M46.00S,2022-06-06T01:52:24.1Z,3,REGULAR,substitution,out,[],1627759,,,1610612744,68,56,2022-06-06T01:52:48Z,4390000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
440,PT05M46.00S,2022-06-06T01:52:24.1Z,3,REGULAR,substitution,in,[],1627780,,,1610612744,68,56,2022-06-06T01:52:48Z,4400000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
441,PT05M46.00S,2022-06-06T01:52:24.1Z,3,REGULAR,substitution,in,[],203490,,,1610612744,68,56,2022-06-06T01:52:48Z,4410000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
442,PT05M46.00S,2022-06-06T01:52:24.1Z,3,REGULAR,substitution,in,[],1628401,,,1610612744,68,56,2022-06-06T01:52:48Z,4420000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
443,PT05M34.00S,2022-06-06T01:53:08.5Z,3,REGULAR,turnover,lost ball,[],203952,,,1610612744,68,56,2022-06-06T01:53:09Z,4430000,,,0,,A. Wiggins lost ball TURNOVER (2 TO),"[203952, 203935]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,2.0,,,,,,,Smart,203935.0,,,,,,,,,,
444,PT05M34.00S,2022-06-06T01:53:08.5Z,3,REGULAR,steal,,[],203935,,,1610612738,68,56,2022-06-06T01:53:10Z,4440000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
445,PT05M29.00S,2022-06-06T01:53:13.8Z,3,REGULAR,turnover,bad pass,[],203935,,,1610612738,68,56,2022-06-06T01:53:15Z,4450000,,,0,,M. Smart bad pass TURNOVER (5 TO),"[203935, 203490]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,5.0,,,,,,,Porter Jr.,203490.0,,,,,,,,,,
446,PT05M29.00S,2022-06-06T01:53:13.8Z,3,REGULAR,steal,,[],203490,,,1610612744,68,56,2022-06-06T01:53:16Z,4460000,,,0,,O. Porter Jr. STEAL (3 STL),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
447,PT05M13.00S,2022-06-06T01:53:30.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201939,90.3580814717477,56.372549019607845,1610612744,68,56,2022-06-06T01:53:32Z,4470000,32.0,38.0,1,right,MISS S. Curry driving finger roll Layup,[201939],1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,,,4.97,Missed,,,,,,,,,,,,,,,,
448,PT05M11.00S,2022-06-06T01:53:32.1Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,68,56,2022-06-06T01:53:41Z,4480000,,,0,,A. Horford REBOUND (Off:1 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,447.0,6.0,5.0,1.0,,
449,PT04M58.00S,2022-06-06T01:53:44.1Z,3,REGULAR,3pt,Jump Shot,[],1629684,7.5722733245729295,4.166666666666666,1610612738,68,59,2022-06-06T01:53:46Z,4490000,229.0,19.0,1,left,G. Williams 3PT  (5 PTS) (M. Smart 4 AST),"[1629684, 203935]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,23.0,Made,5.0,M. Smart,203935.0,4.0,,,,,,,,,,,,
451,PT04M43.00S,2022-06-06T01:53:59.0Z,3,REGULAR,3pt,Jump Shot,[],203110,76.03482260183968,7.8431372549019605,1610612744,68,59,2022-06-06T01:54:01Z,4510000,-211.0,173.0,1,right,MISS D. Green 27' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,27.26,Missed,,,,,,,,,,,,,,,,
452,PT04M40.00S,2022-06-06T01:54:02.4Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,68,59,2022-06-06T01:54:02Z,4520000,,,0,,A. Horford REBOUND (Off:1 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,451.0,7.0,6.0,1.0,,
453,PT04M32.00S,2022-06-06T01:54:10.6Z,3,REGULAR,3pt,Jump Shot,[],1628369,33.196452036793694,44.6078431372549,1610612738,68,62,2022-06-06T01:54:13Z,4530000,27.0,260.0,1,left,J. Tatum 26' 3PT pullup (26 PTS) (M. Smart 5 AST),"[1628369, 203935]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,26.09,Made,26.0,M. Smart,203935.0,5.0,,,,,,,,,,,,
455,PT04M17.00S,2022-06-06T01:54:25.7Z,3,REGULAR,3pt,Jump Shot,[],203490,94.03745072273325,2.2058823529411766,1610612744,71,62,2022-06-06T01:54:28Z,4550000,-239.0,4.0,1,right,O. Porter Jr. 3PT  (3 PTS) (A. Wiggins 2 AST),"[203490, 203952]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,23.9,Made,3.0,A. Wiggins,203952.0,2.0,,,,,,,,,,,,
457,PT03M49.00S,2022-06-06T01:54:53.5Z,3,REGULAR,3pt,Jump Shot,[],203935,5.256241787122208,95.61121323529412,1610612738,71,62,2022-06-06T01:56:40Z,4570000,-228.0,-3.0,1,left,MISS M. Smart 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,22.81,Missed,,,,,,,,,,,,,,,,
458,PT03M46.00S,2022-06-06T01:54:56.5Z,3,REGULAR,rebound,offensive,[],201143,,,1610612738,71,62,2022-06-06T01:56:40Z,4580000,,,0,,A. Horford REBOUND (Off:2 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,457.0,8.0,6.0,2.0,,
459,PT03M39.00S,2022-06-06T01:55:03.3Z,3,REGULAR,turnover,bad pass,[],201143,,,1610612738,71,62,2022-06-06T01:55:04Z,4590000,,,0,,A. Horford bad pass TURNOVER (1 TO),"[201143, 201939]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,1.0,,,,,,,Curry,201939.0,,,,,,,,,,
460,PT03M39.00S,2022-06-06T01:55:03.3Z,3,REGULAR,steal,,[],201939,,,1610612744,71,62,2022-06-06T01:55:05Z,4600000,,,0,,S. Curry STEAL (3 STL),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
461,PT03M35.00S,2022-06-06T01:55:12.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612744,71,62,2022-06-06T01:55:18Z,4610000,,,0,,M. Smart shooting personal FOUL (4 PF) (Green 2 FT),"[203935, 203110]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,2534.0,,,,,,,,,,4.0,0.0,Green,203110.0,,,,,,
463,PT03M35.00S,2022-06-06T01:55:44.0Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203110,,,1610612744,72,62,2022-06-06T01:55:44Z,4630000,,,0,,D. Green Free Throw 1 of 2 (8 PTS),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
464,PT03M35.00S,2022-06-06T01:55:45.7Z,3,REGULAR,substitution,out,[],203935,,,1610612744,72,62,2022-06-06T01:55:48Z,4640000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
465,PT03M35.00S,2022-06-06T01:55:45.7Z,3,REGULAR,substitution,in,[],1630202,,,1610612744,72,62,2022-06-06T01:55:48Z,4650000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
466,PT03M35.00S,2022-06-06T01:56:16.6Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203110,,,1610612744,73,62,2022-06-06T01:56:16Z,4660000,,,0,,D. Green Free Throw 2 of 2 (9 PTS),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
467,PT03M16.00S,2022-06-06T01:56:39.4Z,3,REGULAR,3pt,Jump Shot,[],1628369,11.300919842312746,94.87591911764706,1610612738,73,62,2022-06-06T01:56:50Z,4670000,-224.0,54.0,1,left,MISS J. Tatum step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,23.07,Missed,,,,,,,,,,,,,,,,
468,PT03M13.00S,2022-06-06T01:56:42.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,73,62,2022-06-06T01:56:50Z,4680000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,467.0,,,,,
470,PT03M04.00S,2022-06-06T01:57:12.7Z,3,REGULAR,turnover,traveling,[],1628401,,,1610612738,73,62,2022-06-06T01:57:14Z,4700000,,,0,,D. White traveling TURNOVER (2 TO),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,1146.0,2.0,,,,,,,,,,,,,,,,,,
471,PT02M53.00S,2022-06-06T01:57:39.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201939,66.44218134034165,40.19607843137255,1610612744,76,62,2022-06-06T01:57:42Z,4710000,-49.0,263.0,1,right,S. Curry 26' 3PT pullup (26 PTS),[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,,,26.74,Made,26.0,,,,,,,,,,,,,,,
472,PT02M35.00S,2022-06-06T01:57:57.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,8.492115637319317,39.21568627450981,1610612738,76,62,2022-06-06T01:57:59Z,4720000,54.0,27.0,1,left,MISS D. White 6' driving Layup,[1628401],1610612738.0,BOS,driving,,,White,D. White,,,,,,,6.04,Missed,,,,,,,,,,,,,,,,
473,PT02M33.00S,2022-06-06T01:58:00.2Z,3,REGULAR,rebound,offensive,[],1630202,,,1610612738,76,62,2022-06-06T01:58:00Z,4730000,,,0,,P. Pritchard REBOUND (Off:1 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,472.0,2.0,1.0,1.0,,
475,PT02M29.00S,2022-06-06T01:58:09.6Z,3,REGULAR,substitution,out,[],201143,,,1610612738,76,62,2022-06-06T01:58:12Z,4750000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
476,PT02M29.00S,2022-06-06T01:58:09.6Z,3,REGULAR,substitution,in,[],1628464,,,1610612738,76,62,2022-06-06T01:58:12Z,4760000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
477,PT02M23.00S,2022-06-06T01:58:30.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,33.065045992115635,44.6078431372549,1610612738,76,62,2022-06-06T01:58:32Z,4770000,27.0,258.0,1,left,MISS P. Pritchard 25' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,25.97,Missed,,,,,,,,,,,,,,,,
478,PT02M21.00S,2022-06-06T01:58:32.1Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,76,62,2022-06-06T01:58:38Z,4780000,,,0,,S. Curry REBOUND (Off:0 Def:6),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,477.0,6.0,6.0,0.0,,
479,PT02M13.00S,2022-06-06T01:58:40.2Z,3,REGULAR,3pt,Jump Shot,[],201939,67.62483574244416,81.61764705882352,1610612744,79,62,2022-06-06T01:58:45Z,4790000,158.0,252.0,1,right,S. Curry 29' 3PT pullup (29 PTS),[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,,,29.73,Made,29.0,,,,,,,,,,,,,,,
480,PT01M54.00S,2022-06-06T01:59:01.3Z,3,REGULAR,foul,personal,['2freethrow'],201939,,,1610612738,79,62,2022-06-06T01:59:09Z,4800000,,,0,,S. Curry shooting personal FOUL (1 PF) (Tatum 2 FT),"[201939, 1628369]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,2534.0,,,,,,,,,,1.0,0.0,Tatum,1628369.0,,,,,,
482,PT01M54.00S,2022-06-06T01:59:34.1Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,79,62,2022-06-06T01:59:34Z,4820000,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Missed,,,,,,,,,,,,,,,,
483,PT01M54.00S,2022-06-06T01:59:34.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,79,62,2022-06-06T01:59:34Z,4830000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,482.0,,,,,
484,PT01M54.00S,2022-06-06T01:59:34.8Z,3,REGULAR,substitution,out,[],203110,,,1610612738,79,62,2022-06-06T01:59:37Z,4840000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
