actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
376,PT09M15.00S,2021-03-05T01:30:13.9Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1627759,,,1610612738,72,74,2021-03-05T01:30:13Z,3690000,,,0,,J. Brown Free Throw 1 of 2 (2 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
377,PT09M15.00S,2021-03-05T01:30:30.3Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1627759,,,1610612738,73,74,2021-03-05T01:30:30Z,3700000,,,0,,J. Brown Free Throw 2 of 2 (3 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
378,PT09M05.00S,2021-03-05T01:30:41.0Z,3,REGULAR,2pt,Jump Shot,[],1626181,78.9257555847569,54.970894607843135,1610612761,73,74,2021-03-05T01:30:51Z,3710000,25.0,146.0,1,right,MISS N. Powell 14' pullup Shot,[1626181],1610612761.0,TOR,pullup,,,Powell,N. Powell,,,,,14.77,Missed,,,,,,,,,,,,,,,,,,
379,PT09M03.00S,2021-03-05T01:30:43.0Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,73,74,2021-03-05T01:30:51Z,3720000,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,378.0,1.0,1.0,0.0,,,,,,,,,,
380,PT08M56.00S,2021-03-05T01:30:50.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.701708278580814,44.420189950980394,1610612738,75,74,2021-03-05T01:30:58Z,3730000,28.0,10.0,1,left,J. Brown driving reverse Layup (5 PTS),[1627759],1610612738.0,BOS,driving reverse,,,Brown,J. Brown,,,,,2.98,Made,5.0,,,,,,,,,,,,,,,,,
381,PT08M39.00S,2021-03-05T01:31:06.4Z,3,REGULAR,3pt,Jump Shot,[],1626181,90.62089356110381,4.235600490196079,1610612761,75,74,2021-03-05T01:31:13Z,3740000,-229.0,36.0,1,right,MISS N. Powell 3PT,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,23.16,Missed,,,,,,,,,,,,,,,,,,
382,PT08M37.00S,2021-03-05T01:31:08.4Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,75,74,2021-03-05T01:31:13Z,3750000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,381.0,2.0,2.0,0.0,,,,,,,,,,
383,PT08M28.00S,2021-03-05T01:31:18.0Z,3,REGULAR,foul,personal,['2freethrow'],1627761,,,1610612738,75,74,2021-03-05T01:31:30Z,3760000,,,0,,D. Bembry shooting personal FOUL (3 PF) (Brown 2 FT),"[1627761, 1627759]",1610612761.0,TOR,shooting,,,Bembry,D. Bembry,,,,,,,,,,,,,,,202049.0,3.0,0.0,Brown,1627759.0,,,,,
385,PT08M28.00S,2021-03-05T01:31:46.6Z,3,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,76,74,2021-03-05T01:31:46Z,3780000,,,0,,J. Brown Free Throw 1 of 2 (6 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
386,PT08M28.00S,2021-03-05T01:32:05.8Z,3,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,77,74,2021-03-05T01:32:05Z,3790000,,,0,,J. Brown Free Throw 2 of 2 (7 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
387,PT08M13.00S,2021-03-05T01:32:22.4Z,3,REGULAR,3pt,Jump Shot,[],200768,67.23061760840999,29.725796568627448,1610612761,77,77,2021-03-05T01:32:27Z,3800000,-101.0,256.0,1,right,K. Lowry 27' 3PT pullup (7 PTS) (A. Baynes 2 AST),"[200768, 203382]",1610612761.0,TOR,pullup,,,Lowry,K. Lowry,,,,,27.49,Made,7.0,A. Baynes,203382.0,2.0,,,,,,,,,,,,,,
388,PT07M59.00S,2021-03-05T01:32:36.3Z,3,REGULAR,3pt,Jump Shot,[],1627759,27.726675427069647,78.76838235294117,1610612738,80,77,2021-03-05T01:32:45Z,3810000,-144.0,208.0,1,left,J. Brown 25' 3PT  (10 PTS) (K. Walker 4 AST),"[1627759, 202689]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.3,Made,10.0,K. Walker,202689.0,4.0,,,,,,,,,,,,,,
390,PT07M47.00S,2021-03-05T01:32:48.5Z,3,REGULAR,3pt,Jump Shot,[],203382,66.04796320630749,50.314031862745104,1610612761,80,77,2021-03-05T01:32:53Z,3830000,2.0,267.0,1,right,MISS A. Baynes 26' 3PT,[203382],1610612761.0,TOR,,,,Baynes,A. Baynes,,,,,26.66,Missed,,,,,,,,,,,,,,,,,,
391,PT07M45.00S,2021-03-05T01:32:50.5Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,80,77,2021-03-05T01:32:53Z,3840000,,,0,,J. Tatum REBOUND (Off:1 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,390.0,7.0,6.0,1.0,,,,,,,,,,
392,PT07M37.00S,2021-03-05T01:32:58.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,5.995400788436268,50.06893382352941,1610612738,82,77,2021-03-05T01:33:04Z,3850000,0.0,4.0,1,left,J. Tatum driving DUNK (12 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,0.39,Made,12.0,,,,,,,,,,,,,,,,,
393,PT07M37.00S,2021-03-05T01:33:08.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,82,77,2021-03-05T01:33:08Z,3860000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT07M37.00S,2021-03-05T01:35:20.6Z,3,REGULAR,substitution,out,[],1626169,,,1610612761,82,77,2021-03-05T01:35:39Z,3870000,,,0,,SUB out: S. Johnson,[1626169],1610612761.0,TOR,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
396,PT07M37.00S,2021-03-05T01:35:20.6Z,3,REGULAR,substitution,in,[],1628449,,,1610612761,82,77,2021-03-05T01:35:39Z,3880000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
397,PT07M19.00S,2021-03-05T01:36:15.0Z,3,REGULAR,3pt,Jump Shot,[],1628449,65.39093298291722,38.30422794117647,1610612761,82,77,2021-03-05T01:36:22Z,3890000,-58.0,273.0,1,right,MISS C. Boucher 27' 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,27.9,Missed,,,,,,,,,,,,,,,,,,
398,PT07M17.00S,2021-03-05T01:36:17.0Z,3,REGULAR,rebound,offensive,[],203382,,,1610612761,82,77,2021-03-05T01:36:22Z,3900000,,,0,,A. Baynes REBOUND (Off:4 Def:4),[203382],1610612761.0,TOR,,,,Baynes,A. Baynes,,,,,,,,,,,397.0,8.0,4.0,4.0,,,,,,,,,,
399,PT07M16.00S,2021-03-05T01:36:18.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203382,92.06636005256242,48.59834558823529,1610612761,82,79,2021-03-05T01:36:34Z,3910000,-7.0,22.0,1,right,A. Baynes putback Layup (11 PTS),[203382],1610612761.0,TOR,putback,,,Baynes,A. Baynes,,,,,2.32,Made,11.0,,,,,,,,,,,,,,,,,
400,PT06M58.00S,2021-03-05T01:36:35.2Z,3,REGULAR,3pt,Jump Shot,[],1627759,30.305519053876477,21.88265931372549,1610612738,82,79,2021-03-05T01:36:40Z,3920000,141.0,232.0,1,left,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,27.16,Missed,,,,,,,,,,,,,,,,,,
401,PT06M56.00S,2021-03-05T01:36:37.2Z,3,REGULAR,rebound,offensive,[],202684,,,1610612738,82,79,2021-03-05T01:36:40Z,3930000,,,0,,T. Thompson REBOUND (Off:2 Def:1),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,400.0,3.0,1.0,2.0,,,,,,,,,,
402,PT06M47.00S,2021-03-05T01:36:47.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,32.53942181340342,53.255208333333336,1610612738,85,79,2021-03-05T01:36:52Z,3940000,-16.0,253.0,1,left,J. Tatum 25' 3PT pullup (15 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.39,Made,15.0,,,,,,,,,,,,,,,,,
403,PT06M33.00S,2021-03-05T01:37:02.9Z,3,REGULAR,turnover,traveling,[],203382,,,1610612761,85,79,2021-03-05T01:37:08Z,3950000,,,0,,A. Baynes traveling TURNOVER (2 TO),[203382],1610612761.0,TOR,,,,Baynes,A. Baynes,,,,,,,,,,,,,,,1162.0,,,,,2.0,,,,
405,PT06M33.00S,2021-03-05T01:37:08.4Z,3,REGULAR,substitution,in,[],1629056,,,1610612738,85,79,2021-03-05T01:37:19Z,3970000,,,0,,SUB in: T. Davis,[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,
406,PT06M33.00S,2021-03-05T01:37:08.4Z,3,REGULAR,substitution,out,[],1627761,,,1610612738,85,79,2021-03-05T01:37:29Z,3980000,,,0,,SUB out: D. Bembry,[1627761],1610612761.0,TOR,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,
407,PT06M18.00S,2021-03-05T01:37:46.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201952,10.33180026281209,3.010110294117647,1610612738,85,79,2021-03-05T01:37:53Z,3990000,235.0,45.0,1,left,MISS J. Teague 3PT,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,23.91,Missed,,,,,,,,,,,,,,,,,,
408,PT06M16.00S,2021-03-05T01:37:48.5Z,3,REGULAR,rebound,defensive,[],1628449,,,1610612761,85,79,2021-03-05T01:37:53Z,4000000,,,0,,C. Boucher REBOUND (Off:0 Def:3),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,407.0,3.0,3.0,0.0,,,,,,,,,,
409,PT06M10.00S,2021-03-05T01:37:54.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],200768,70.12155059132719,78.99050245098039,1610612761,85,79,2021-03-05T01:38:03Z,4010000,145.0,228.0,1,right,MISS K. Lowry 27' running pullup 3PT,[200768],1610612761.0,TOR,running pullup,,,Lowry,K. Lowry,,,,,27.05,Missed,,,,,,,,,,,,,,,,,,
410,PT06M08.00S,2021-03-05T01:37:56.8Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,85,79,2021-03-05T01:38:03Z,4020000,,,0,,J. Tatum REBOUND (Off:1 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,409.0,8.0,7.0,1.0,,,,,,,,,,
411,PT05M57.00S,2021-03-05T01:38:09.1Z,3,REGULAR,foul,personal,[],1628449,,,1610612738,85,79,2021-03-05T01:38:17Z,4030000,,,0,,C. Boucher personal FOUL (2 PF),"[1628449, 1628369]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,201638.0,2.0,0.0,Tatum,1628369.0,,,,,
452,PT05M47.00S,2021-03-05T01:38:27.4Z,3,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,85,79,2021-03-05T01:46:21Z,4060000,,,0,,J. Brown lost ball out-of-bounds TURNOVER (3 TO),[1627759],1610612738.0,BOS,lost ball,,,Brown,J. Brown,,,,,,,,,,,,,,,1162.0,,,,,3.0,,,,
417,PT05M33.00S,2021-03-05T01:39:10.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626181,90.22667542706965,96.6375612745098,1610612761,85,79,2021-03-05T01:46:04Z,4090000,233.0,39.0,1,right,MISS N. Powell 3PT,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,23.65,Missed,,,,,,,,,,,,,,,,,,
418,PT05M31.00S,2021-03-05T01:39:12.7Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,85,79,2021-03-05T01:39:17Z,4100000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,417.0,3.0,3.0,0.0,,,,,,,,,,
419,PT05M19.00S,2021-03-05T01:39:26.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626181,,,1610612738,85,79,2021-03-05T01:39:32Z,4110000,,,0,,N. Powell shooting personal FOUL (3 PF) (Tatum 2 FT),"[1626181, 1628369]",1610612761.0,TOR,shooting,,,Powell,N. Powell,,,,,,,,,,,,,,,1162.0,3.0,0.0,Tatum,1628369.0,,,,,
421,PT05M19.00S,2021-03-05T01:39:57.4Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,86,79,2021-03-05T01:39:57Z,4130000,,,0,,J. Tatum Free Throw 1 of 2 (16 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
422,PT05M19.00S,2021-03-05T01:40:13.0Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,87,79,2021-03-05T01:40:13Z,4140000,,,0,,J. Tatum Free Throw 2 of 2 (17 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
423,PT05M08.00S,2021-03-05T01:40:25.4Z,3,REGULAR,3pt,Jump Shot,[],200768,66.17936925098554,34.13756127450981,1610612761,87,82,2021-03-05T01:40:30Z,4150000,-79.0,265.0,1,right,K. Lowry 27' 3PT  (10 PTS) (A. Baynes 3 AST),"[200768, 203382]",1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,27.7,Made,10.0,A. Baynes,203382.0,3.0,,,,,,,,,,,,,,
425,PT04M52.00S,2021-03-05T01:40:41.3Z,3,REGULAR,2pt,Jump Shot,[],201952,13.748357424441524,26.784620098039213,1610612738,89,82,2021-03-05T01:40:50Z,4170000,116.0,77.0,1,left,J. Teague 13' driving floating Jump Shot (10 PTS) (K. Walker 5 AST),"[201952, 202689]",1610612738.0,BOS,driving floating,,,Teague,J. Teague,,,,,13.91,Made,10.0,K. Walker,202689.0,5.0,,,,,,,,,,,,,,
427,PT04M39.00S,2021-03-05T01:40:54.1Z,3,REGULAR,3pt,Jump Shot,[],1629056,71.43561103810775,80.7061887254902,1610612761,89,82,2021-03-05T01:41:00Z,4190000,154.0,216.0,1,right,MISS T. Davis 26' 3PT,[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,26.5,Missed,,,,,,,,,,,,,,,,,,
428,PT04M37.00S,2021-03-05T01:40:56.1Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,89,82,2021-03-05T01:41:00Z,4200000,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,427.0,4.0,4.0,0.0,,,,,,,,,,
429,PT04M28.00S,2021-03-05T01:41:05.9Z,3,REGULAR,2pt,Jump Shot,[],202689,12.040078843626807,29.970894607843135,1610612738,89,82,2021-03-05T01:41:10Z,4210000,100.0,61.0,1,left,MISS K. Walker 11' driving floating Shot,[202689],1610612738.0,BOS,driving floating,,,Walker,K. Walker,,,,,11.71,Missed,,,,,,,,,,,,,,,,,,
430,PT04M26.00S,2021-03-05T01:41:07.9Z,3,REGULAR,rebound,defensive,[],1626181,,,1610612761,89,82,2021-03-05T01:41:10Z,4220000,,,0,,N. Powell REBOUND (Off:0 Def:2),[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,429.0,2.0,2.0,0.0,,,,,,,,,,
431,PT04M07.00S,2021-03-05T01:41:26.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629056,86.02168199737189,38.05912990196079,1610612761,89,82,2021-03-05T01:41:36Z,4230000,-60.0,79.0,1,right,MISS T. Davis 9' turnaround Hook,[1629056],1610612761.0,TOR,turnaround,,,Davis,T. Davis,,,,,9.89,Missed,,,,,,,,,,,,,,,,,,
432,PT04M05.00S,2021-03-05T01:41:28.4Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,89,82,2021-03-05T01:41:36Z,4240000,,,0,,J. Brown REBOUND (Off:0 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,431.0,5.0,5.0,0.0,,,,,,,,,,
433,PT03M55.00S,2021-03-05T01:41:38.2Z,3,REGULAR,2pt,Jump Shot,[],1627759,20.318659658344284,22.127757352941178,1610612738,89,82,2021-03-05T01:41:45Z,4250000,139.0,138.0,1,left,MISS J. Brown 19' Jump Shot,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,19.65,Missed,,,,,,,,,,,,,,,,,,
434,PT03M53.00S,2021-03-05T01:41:40.2Z,3,REGULAR,rebound,defensive,[],1629056,,,1610612761,89,82,2021-03-05T01:41:45Z,4260000,,,0,,T. Davis REBOUND (Off:0 Def:1),[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,,,,,,,433.0,1.0,1.0,0.0,,,,,,,,,,
435,PT03M44.00S,2021-03-05T01:41:49.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203382,93.51182654402102,48.353247549019606,1610612761,89,84,2021-03-05T01:41:56Z,4270000,-8.0,8.0,1,right,A. Baynes cutting DUNK (13 PTS) (K. Lowry 11 AST),"[203382, 200768]",1610612761.0,TOR,cutting,,,Baynes,A. Baynes,,,,,1.18,Made,13.0,K. Lowry,200768.0,11.0,,,,,,,,,,,,,,
437,PT03M25.00S,2021-03-05T01:42:13.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200768,,,1610612738,89,84,2021-03-05T01:42:18Z,4290000,,,0,,K. Lowry personal FOUL (1 PF) (Tatum 2 FT),"[200768, 1628369]",1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,1162.0,1.0,0.0,Tatum,1628369.0,,,,,
439,PT03M25.00S,2021-03-05T01:42:27.2Z,3,REGULAR,timeout,full,['team'],0,,,1610612738,89,84,2021-03-05T01:44:44Z,4310000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT03M25.00S,2021-03-05T01:42:30.8Z,3,REGULAR,instantreplay,challenge,[],0,,,1610612738,89,84,2021-03-05T01:43:09Z,4320000,,,0,,,[],1610612761.0,TOR,stands,,,,,,,,,,,,,,,,,,,1162.0,,,,,,,,,
441,PT03M25.00S,2021-03-05T01:44:32.7Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,89,84,2021-03-05T01:45:11Z,4330000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
442,PT03M25.00S,2021-03-05T01:44:32.7Z,3,REGULAR,substitution,out,[],202689,,,1610612738,89,84,2021-03-05T01:45:11Z,4340000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
443,PT03M25.00S,2021-03-05T01:44:32.7Z,3,REGULAR,substitution,out,[],202684,,,1610612738,89,84,2021-03-05T01:45:11Z,4350000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
444,PT03M25.00S,2021-03-05T01:44:32.7Z,3,REGULAR,substitution,in,[],1630202,,,1610612738,89,84,2021-03-05T01:45:11Z,4360000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
445,PT03M25.00S,2021-03-05T01:44:32.7Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,89,84,2021-03-05T01:45:11Z,4370000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
446,PT03M25.00S,2021-03-05T01:44:32.7Z,3,REGULAR,substitution,in,[],1629057,,,1610612738,89,84,2021-03-05T01:45:11Z,4380000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
447,PT03M25.00S,2021-03-05T01:45:31.0Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,89,84,2021-03-05T01:46:37Z,4390000,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,
448,PT03M25.00S,2021-03-05T01:45:31.0Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,89,84,2021-03-05T01:46:37Z,4400000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,447.0,,,,,,,,,,,,,
449,PT03M25.00S,2021-03-05T01:45:31.0Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,89,84,2021-03-05T01:46:37Z,4410000,,,0,,MISS J. Tatum Free Throw 2 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,
450,PT03M25.00S,2021-03-05T01:45:31.0Z,3,REGULAR,rebound,defensive,[],203382,,,1610612761,89,84,2021-03-05T01:46:37Z,4420000,,,0,,A. Baynes REBOUND (Off:4 Def:5),[203382],1610612761.0,TOR,,,,Baynes,A. Baynes,,,,,,,,,,,449.0,9.0,5.0,4.0,,,,,,,,,,
451,PT03M12.00S,2021-03-05T01:46:00.6Z,3,REGULAR,foul,personal,[],1628369,,,1610612761,89,84,2021-03-05T01:46:28Z,4430000,,,0,,J. Tatum personal FOUL (3 PF),"[1628369, 1626181]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,1162.0,3.0,0.0,Powell,1626181.0,,,,,
454,PT03M04.00S,2021-03-05T01:46:23.4Z,3,REGULAR,3pt,Jump Shot,[],1628449,86.41590013140605,94.43167892156863,1610612761,89,84,2021-03-05T01:46:32Z,4450000,222.0,75.0,1,right,MISS C. Boucher 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,23.46,Missed,,,,,,,,,,,,,,,,,,
455,PT03M02.00S,2021-03-05T01:46:26.0Z,3,REGULAR,rebound,defensive,[],201952,,,1610612738,89,84,2021-03-05T01:46:26Z,4460000,,,0,,J. Teague REBOUND (Off:0 Def:1),[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,454.0,1.0,1.0,0.0,,,,,,,,,,
456,PT02M51.00S,2021-03-05T01:46:37.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201952,7.835085413929041,56.196384803921575,1610612738,91,84,2021-03-05T01:46:42Z,4470000,-31.0,21.0,1,left,J. Teague driving floating Jump Shot (12 PTS),[201952],1610612738.0,BOS,driving floating,,,Teague,J. Teague,,,,,3.75,Made,12.0,,,,,,,,,,,,,,,,,
457,PT02M39.00S,2021-03-05T01:46:49.4Z,3,REGULAR,3pt,Jump Shot,[],200768,68.15045992115637,29.235600490196077,1610612761,91,87,2021-03-05T01:46:56Z,4480000,-104.0,247.0,1,right,K. Lowry 26' 3PT  (13 PTS) (A. Baynes 4 AST),"[200768, 203382]",1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,26.78,Made,13.0,A. Baynes,203382.0,4.0,,,,,,,,,,,,,,
459,PT02M34.00S,2021-03-05T01:46:58.7Z,3,REGULAR,stoppage,equipment issue,[],0,,,1610612738,91,87,2021-03-05T01:46:58Z,4500000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT02M16.00S,2021-03-05T01:47:21.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,6.521024967148489,49.57873774509804,1610612738,93,87,2021-03-05T01:47:30Z,4510000,2.0,9.0,1,left,R. Williams III cutting DUNK (8 PTS) (J. Tatum 4 AST),"[1629057, 1628369]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,0.9,Made,8.0,J. Tatum,1628369.0,4.0,,,,,,,,,,,,,,
462,PT02M06.00S,2021-03-05T01:47:30.6Z,3,REGULAR,3pt,Jump Shot,[],1628449,68.28186596583443,67.9610906862745,1610612761,93,87,2021-03-05T01:47:38Z,4530000,90.0,246.0,1,right,MISS C. Boucher 26' 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,26.16,Missed,,,,,,,,,,,,,,,,,,
463,PT02M04.00S,2021-03-05T01:47:32.6Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,93,87,2021-03-05T01:47:38Z,4540000,,,0,,J. Tatum REBOUND (Off:1 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,462.0,9.0,8.0,1.0,,,,,,,,,,
464,PT01M52.00S,2021-03-05T01:47:47.6Z,3,REGULAR,turnover,bad pass,[],1628369,,,1610612738,93,87,2021-03-05T01:47:56Z,4550000,,,0,,J. Tatum bad pass TURNOVER (3 TO),"[1628369, 203382]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,3.0,,,Baynes,203382.0
465,PT01M52.00S,2021-03-05T01:47:47.6Z,3,REGULAR,steal,,[],203382,,,1610612761,93,87,2021-03-05T01:47:50Z,4560000,,,0,,A. Baynes STEAL (1 STL),[203382],1610612761.0,TOR,,,,Baynes,A. Baynes,,,,,,,,,,,,,,,,,,,,,,,,
466,PT01M45.00S,2021-03-05T01:47:51.8Z,3,REGULAR,turnover,lost ball,[],1628449,,,1610612761,93,87,2021-03-05T01:48:03Z,4570000,,,0,,C. Boucher lost ball TURNOVER (1 TO),"[1628449, 1630202]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,1.0,,,Pritchard,1630202.0
467,PT01M45.00S,2021-03-05T01:47:51.8Z,3,REGULAR,steal,,[],1630202,,,1610612738,93,87,2021-03-05T01:49:02Z,4580000,,,0,,P. Pritchard STEAL (2 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
468,PT01M38.00S,2021-03-05T01:47:59.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,28.465834428383708,22.863051470588236,1610612738,96,87,2021-03-05T01:48:06Z,4590000,136.0,215.0,1,left,J. Tatum 25' 3PT  (20 PTS) (J. Teague 4 AST),"[1628369, 201952]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.43,Made,20.0,J. Teague,201952.0,4.0,,,,,,,,,,,,,,
