actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
552,PT06M27.00S,2021-02-10T05:26:44.6Z,4,REGULAR,block,,[],1628378,,,1610612738,101,95,2021-02-10T05:26:46Z,5450000,,,0,,D. Mitchell BLOCK (2 BLK),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
553,PT06M24.00S,2021-02-10T05:26:47.6Z,4,REGULAR,rebound,defensive,[],202711,,,1610612762,101,95,2021-02-10T05:26:48Z,5460000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:5),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,551.0,5.0,5.0,0.0,,,,,,,,,,,,,,
554,PT06M11.00S,2021-02-10T05:27:00.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626220,89.83245729303549,46.392463235294116,1610612762,101,95,2021-02-10T05:27:04Z,5470000,-18.0,43.0,1,right,MISS R. O'Neale driving Layup - blocked,"[1626220, 1628464]",1610612762.0,UTA,driving,,,O'Neale,R. O'Neale,,,,,4.67,Missed,,,,,,,,,,,Theis,1628464.0,,,,,,
555,PT06M11.00S,2021-02-10T05:27:00.0Z,4,REGULAR,block,,[],1628464,,,1610612762,101,95,2021-02-10T05:27:01Z,5480000,,,0,,D. Theis BLOCK (1 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
556,PT06M09.00S,2021-02-10T05:27:02.0Z,4,REGULAR,rebound,defensive,[],202689,,,1610612738,101,95,2021-02-10T05:27:04Z,5490000,,,0,,K. Walker REBOUND (Off:1 Def:3),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,554.0,4.0,3.0,1.0,,,,,,,,,,,,,,
557,PT06M06.00S,2021-02-10T05:27:05.5Z,4,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1627759,11.777266754270697,46.88265931372549,1610612738,101,95,2021-02-10T05:28:34Z,5500000,16.0,58.0,1,left,MISS J. Brown 6' driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,6.03,Missed,,,,,,,,,,,,,,,,,,
558,PT06M05.00S,2021-02-10T05:27:06.5Z,4,REGULAR,rebound,offensive,[],1627759,,,1610612738,101,95,2021-02-10T05:27:12Z,5510000,,,0,,J. Brown REBOUND (Off:4 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,557.0,7.0,3.0,4.0,,,,,,,,,,,,,,
559,PT06M05.00S,2021-02-10T05:27:09.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,5.590000152587891,50.0,1610612738,101,97,2021-02-10T05:27:09Z,5520000,0.0,0.0,1,left,J. Brown tip Layup (29 PTS),[1627759],1610612738.0,BOS,tip,,,Brown,J. Brown,,,,,0.0,Made,,,,,29.0,,,,,,,,,,,,,
560,PT06M05.00S,2021-02-10T05:27:12.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612762,101,97,2021-02-10T05:27:12Z,5530000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT06M05.00S,2021-02-10T05:28:48.5Z,4,REGULAR,substitution,out,[],1626220,,,1610612762,101,97,2021-02-10T05:28:53Z,5540000,,,0,,SUB out: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
562,PT06M05.00S,2021-02-10T05:28:48.5Z,4,REGULAR,substitution,in,[],204060,,,1610612762,101,97,2021-02-10T05:28:53Z,5550000,,,0,,SUB in: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
563,PT05M59.00S,2021-02-10T05:28:56.3Z,4,REGULAR,3pt,Jump Shot,[],202711,86.28449408672799,95.90226715686273,1610612762,104,97,2021-02-10T05:29:01Z,5560000,230.0,76.0,1,right,B. Bogdanovic 24' 3PT  (16 PTS) (D. Mitchell 6 AST),"[202711, 1628378]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,24.19,Made,,,,,16.0,D. Mitchell,1628378.0,6.0,,,,,,,,,,
565,PT05M42.00S,2021-02-10T05:29:13.9Z,4,REGULAR,turnover,bad pass,[],1627759,,,1610612738,104,97,2021-02-10T05:29:18Z,5580000,,,0,,J. Brown bad pass TURNOVER (2 TO),"[1627759, 1628378]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,2.0,,,Mitchell,1628378.0,,,,
566,PT05M42.00S,2021-02-10T05:29:13.9Z,4,REGULAR,steal,,[],1628378,,,1610612762,104,97,2021-02-10T05:29:15Z,5590000,,,0,,D. Mitchell STEAL (1 STL),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
567,PT05M39.00S,2021-02-10T05:29:15.9Z,4,REGULAR,turnover,bad pass,[],1628378,,,1610612762,104,97,2021-02-10T05:29:22Z,5600000,,,0,,D. Mitchell bad pass TURNOVER (2 TO),"[1628378, 1629684]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,2.0,,,Williams,1629684.0,,,,
568,PT05M39.00S,2021-02-10T05:29:15.9Z,4,REGULAR,steal,,[],1629684,,,1610612738,104,97,2021-02-10T05:29:19Z,5610000,,,0,,G. Williams STEAL (2 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
569,PT05M34.00S,2021-02-10T05:29:20.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629684,7.703679369250986,46.392463235294116,1610612738,104,99,2021-02-10T05:29:29Z,5620000,18.0,20.0,1,left,G. Williams DUNK (9 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,2.68,Made,,,,,9.0,,,,,,,,,,,,,
570,PT05M25.00S,2021-02-10T05:29:30.9Z,4,REGULAR,3pt,Jump Shot,[],203903,85.3646517739816,4.970894607843137,1610612762,104,99,2021-02-10T05:29:39Z,5630000,-225.0,85.0,1,right,MISS J. Clarkson 24' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,24.06,Missed,,,,,,,,,,,,,,,,,,
571,PT05M23.00S,2021-02-10T05:29:32.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612762,104,99,2021-02-10T05:29:39Z,5640000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,570.0,,,,,,,,,,,,,,,,,
572,PT05M23.00S,2021-02-10T05:29:36.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628464,,,1610612762,104,99,2021-02-10T05:29:50Z,5650000,,,0,,D. Theis loose ball personal FOUL (6 PF) (Gobert 2 FT),"[1628464, 203497]",1610612738.0,BOS,loose ball,,,Theis,D. Theis,,,,,,,,,,,,,,,2529.0,,,,,,6.0,0.0,Gobert,203497.0
574,PT05M23.00S,2021-02-10T05:29:55.6Z,4,REGULAR,substitution,out,[],1628464,,,1610612762,104,99,2021-02-10T05:29:58Z,5670000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
575,PT05M23.00S,2021-02-10T05:29:55.6Z,4,REGULAR,substitution,in,[],202684,,,1610612762,104,99,2021-02-10T05:29:58Z,5680000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
576,PT05M23.00S,2021-02-10T05:29:55.6Z,4,REGULAR,substitution,out,[],203903,,,1610612762,104,99,2021-02-10T05:30:07Z,5690000,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
577,PT05M23.00S,2021-02-10T05:29:55.6Z,4,REGULAR,substitution,in,[],1626220,,,1610612762,104,99,2021-02-10T05:30:07Z,5700000,,,0,,SUB in: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
578,PT05M23.00S,2021-02-10T05:30:21.6Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],203497,,,1610612762,104,99,2021-02-10T05:30:21Z,5710000,,,0,,MISS R. Gobert Free Throw 1 of 2,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Missed,,,,,,,,,,,,,,,,,,
579,PT05M23.00S,2021-02-10T05:30:21.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,104,99,2021-02-10T05:30:21Z,5720000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,578.0,,,,,,,,,,,,,,,,,
580,PT05M23.00S,2021-02-10T05:30:38.1Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],203497,,,1610612762,105,99,2021-02-10T05:30:38Z,5730000,,,0,,R. Gobert Free Throw 2 of 2 (14 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
581,PT05M02.00S,2021-02-10T05:30:59.8Z,4,REGULAR,2pt,Jump Shot,[],1628369,20.97568988173456,23.84344362745098,1610612738,105,101,2021-02-10T05:31:05Z,5740000,131.0,145.0,1,left,J. Tatum 19' step back Jump Shot (23 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,19.51,Made,,,,,23.0,,,,,,,,,,,,,
582,PT04M51.00S,2021-02-10T05:31:10.4Z,4,REGULAR,3pt,Jump Shot,[],202711,92.85479632063075,95.16697303921569,1610612762,105,101,2021-02-10T05:31:18Z,5750000,226.0,15.0,1,right,MISS B. Bogdanovic 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,22.63,Missed,,,,,,,,,,,,,,,,,,
583,PT04M49.00S,2021-02-10T05:31:16.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612762,105,101,2021-02-10T05:31:16Z,5760000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,582.0,,,,,,,,,,,,,,,,,
584,PT04M49.00S,2021-02-10T05:31:17.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,105,101,2021-02-10T05:31:17Z,5770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT04M44.00S,2021-02-10T05:31:37.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628378,85.10183968462549,3.010110294117647,1610612762,108,101,2021-02-10T05:31:43Z,5780000,-235.0,88.0,1,right,D. Mitchell 25' 3PT pullup (29 PTS) (R. Gobert 3 AST),"[1628378, 203497]",1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,25.07,Made,,,,,29.0,R. Gobert,203497.0,3.0,,,,,,,,,,
587,PT04M26.00S,2021-02-10T05:31:55.2Z,4,REGULAR,turnover,bad pass,[],1627759,,,1610612738,108,101,2021-02-10T05:31:59Z,5800000,,,0,,J. Brown bad pass TURNOVER (3 TO),"[1627759, 202711]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,3.0,,,Bogdanovic,202711.0,,,,
588,PT04M26.00S,2021-02-10T05:31:55.2Z,4,REGULAR,steal,,[],202711,,,1610612762,108,101,2021-02-10T05:31:56Z,5810000,,,0,,B. Bogdanovic STEAL (2 STL),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
589,PT04M20.00S,2021-02-10T05:32:01.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],204060,86.28449408672799,94.921875,1610612762,108,101,2021-02-10T05:32:59Z,5820000,225.0,76.0,1,right,MISS J. Ingles running 3PT,[204060],1610612762.0,UTA,running,,,Ingles,J. Ingles,,,,,23.72,Missed,,,,,,,,,,,,,,,,,,
590,PT04M17.00S,2021-02-10T05:32:04.4Z,4,REGULAR,rebound,defensive,[],202684,,,1610612738,108,101,2021-02-10T05:32:06Z,5830000,,,0,,T. Thompson REBOUND (Off:2 Def:3),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,589.0,5.0,3.0,2.0,,,,,,,,,,,,,,
591,PT04M08.00S,2021-02-10T05:32:13.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.440867279894875,39.5297181372549,1610612738,108,101,2021-02-10T05:32:20Z,5840000,52.0,17.0,1,left,MISS J. Tatum driving Layup - blocked,"[1628369, 203497]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,5.52,Missed,,,,,,,,,,,Gobert,203497.0,,,,,,
592,PT04M08.00S,2021-02-10T05:32:13.9Z,4,REGULAR,block,,[],203497,,,1610612738,108,101,2021-02-10T05:32:16Z,5850000,,,0,,R. Gobert BLOCK (3 BLK),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
593,PT04M08.00S,2021-02-10T05:32:13.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,108,101,2021-02-10T05:32:20Z,5860000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,591.0,,,,,,,,,,,,,,,,,
594,PT04M08.00S,2021-02-10T05:32:17.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,108,101,2021-02-10T05:32:17Z,5870000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT04M04.00S,2021-02-10T05:32:37.3Z,4,REGULAR,foul,personal,[],1626220,,,1610612738,108,101,2021-02-10T05:32:46Z,5880000,,,0,,R. O'Neale personal FOUL (4 PF),"[1626220, 1628369]",1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,1188.0,,,,,,4.0,0.0,Tatum,1628369.0
597,PT03M54.00S,2021-02-10T05:33:00.7Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1627759,12.565703022339028,69.67677696078431,1610612738,108,101,2021-02-10T05:33:12Z,5900000,-98.0,66.0,1,left,MISS J. Brown 11' turnaround fadeaway Shot,[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,11.83,Missed,,,,,,,,,,,,,,,,,,
598,PT03M49.00S,2021-02-10T05:33:05.7Z,4,REGULAR,rebound,defensive,[],202711,,,1610612762,108,101,2021-02-10T05:33:12Z,5910000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:6),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,597.0,6.0,6.0,0.0,,,,,,,,,,,,,,
599,PT03M33.00S,2021-02-10T05:33:21.6Z,4,REGULAR,3pt,Jump Shot,[],1628378,74.06373193166885,15.019914215686276,1610612762,108,101,2021-02-10T05:33:28Z,5920000,-175.0,191.0,1,right,MISS D. Mitchell 25' pullup 3PT,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,25.92,Missed,,,,,,,,,,,,,,,,,,
600,PT03M30.00S,2021-02-10T05:33:24.6Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,108,101,2021-02-10T05:33:28Z,5930000,,,0,,J. Brown REBOUND (Off:4 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,599.0,8.0,4.0,4.0,,,,,,,,,,,,,,
601,PT03M28.00S,2021-02-10T05:33:29.3Z,4,REGULAR,foul,personal,['2freethrow'],1628378,,,1610612738,108,101,2021-02-10T05:33:36Z,5940000,,,0,,D. Mitchell shooting personal FOUL (3 PF) (Brown 2 FT),"[1628378, 1627759]",1610612762.0,UTA,shooting,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,2529.0,,,,,,3.0,0.0,Brown,1627759.0
603,PT03M28.00S,2021-02-10T05:33:56.7Z,4,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,108,102,2021-02-10T05:33:56Z,5960000,,,0,,J. Brown Free Throw 1 of 2 (30 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,30.0,,,,,,,,,,,,,
604,PT03M28.00S,2021-02-10T05:34:12.0Z,4,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,108,103,2021-02-10T05:34:12Z,5970000,,,0,,J. Brown Free Throw 2 of 2 (31 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,31.0,,,,,,,,,,,,,
605,PT03M14.00S,2021-02-10T05:34:28.6Z,4,REGULAR,3pt,Jump Shot,[],202711,63.41984231274639,57.421875,1610612762,108,103,2021-02-10T05:34:37Z,5980000,37.0,291.0,1,right,MISS B. Bogdanovic 29' 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,29.38,Missed,,,,,,,,,,,,,,,,,,
606,PT03M10.00S,2021-02-10T05:34:32.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,108,103,2021-02-10T05:34:37Z,5990000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,605.0,,,,,,,,,,,,,,,,,
607,PT03M10.00S,2021-02-10T05:34:35.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203497,,,1610612738,108,103,2021-02-10T05:34:44Z,6000000,,,0,,R. Gobert loose ball personal FOUL (3 PF) (Thompson 2 FT),"[203497, 202684]",1610612762.0,UTA,loose ball,,,Gobert,R. Gobert,,,,,,,,,,,,,,,1188.0,,,,,,3.0,0.0,Thompson,202684.0
609,PT03M10.00S,2021-02-10T05:35:31.7Z,4,REGULAR,freethrow,1 of 2,[],202684,,,1610612738,108,104,2021-02-10T05:35:31Z,6020000,,,0,,T. Thompson Free Throw 1 of 2 (7 PTS),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
610,PT03M10.00S,2021-02-10T05:35:31.7Z,4,REGULAR,freethrow,2 of 2,[],202684,,,1610612738,108,104,2021-02-10T05:35:56Z,6030000,,,0,,MISS T. Thompson Free Throw 2 of 2,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,Missed,,,,,,,,,,,,,,,,,,
611,PT03M08.00S,2021-02-10T05:35:33.7Z,4,REGULAR,rebound,defensive,[],1628378,,,1610612762,108,104,2021-02-10T05:35:56Z,6040000,,,0,,D. Mitchell REBOUND (Off:1 Def:3),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,610.0,4.0,3.0,1.0,,,,,,,,,,,,,,
612,PT03M04.00S,2021-02-10T05:35:58.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],204060,72.88107752956637,79.23560049019608,1610612762,111,104,2021-02-10T05:36:20Z,6050000,146.0,202.0,1,right,J. Ingles 24' 3PT running (24 PTS) (D. Mitchell 7 AST),"[204060, 1628378]",1610612762.0,UTA,running,,,Ingles,J. Ingles,,,,,24.97,Made,,,,,24.0,D. Mitchell,1628378.0,7.0,,,,,,,,,,
614,PT02M49.00S,2021-02-10T05:36:12.8Z,4,REGULAR,3pt,Jump Shot,[],1628369,25.969119579500656,16.490502450980394,1610612738,111,104,2021-02-10T05:36:18Z,6070000,168.0,192.0,1,left,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.45,Missed,,,,,,,,,,,,,,,,,,
615,PT02M45.00S,2021-02-10T05:36:16.8Z,4,REGULAR,rebound,defensive,[],204060,,,1610612762,111,104,2021-02-10T05:36:18Z,6080000,,,0,,J. Ingles REBOUND (Off:0 Def:3),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,614.0,3.0,3.0,0.0,,,,,,,,,,,,,,
616,PT02M38.00S,2021-02-10T05:36:26.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612762,111,104,2021-02-10T05:36:32Z,6090000,,,0,,J. Tatum personal FOUL (1 PF) (Mitchell 2 FT),"[1628369, 1628378]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,2148.0,,,,,,1.0,0.0,Mitchell,1628378.0
618,PT02M38.00S,2021-02-10T05:36:55.4Z,4,REGULAR,freethrow,1 of 2,[],1628378,,,1610612762,111,104,2021-02-10T05:36:55Z,6110000,,,0,,MISS D. Mitchell Free Throw 1 of 2,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,Missed,,,,,,,,,,,,,,,,,,
619,PT02M38.00S,2021-02-10T05:36:55.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,111,104,2021-02-10T05:36:55Z,6120000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,618.0,,,,,,,,,,,,,,,,,
620,PT02M38.00S,2021-02-10T05:37:12.3Z,4,REGULAR,freethrow,2 of 2,[],1628378,,,1610612762,112,104,2021-02-10T05:37:12Z,6130000,,,0,,D. Mitchell Free Throw 2 of 2 (30 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,Made,,,,,30.0,,,,,,,,,,,,,
621,PT02M26.00S,2021-02-10T05:37:28.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202684,14.011169513797633,52.029718137254896,1610612738,112,104,2021-02-10T05:37:33Z,6140000,-10.0,79.0,1,left,MISS T. Thompson 7' floating Shot,[202684],1610612738.0,BOS,floating,,,Thompson,T. Thompson,,,,,7.98,Missed,,,,,,,,,,,,,,,,,,
622,PT02M23.00S,2021-02-10T05:37:31.1Z,4,REGULAR,rebound,defensive,[],202711,,,1610612762,112,104,2021-02-10T05:37:33Z,6150000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:7),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,621.0,7.0,7.0,0.0,,,,,,,,,,,,,,
623,PT02M09.00S,2021-02-10T05:37:44.5Z,4,REGULAR,3pt,Jump Shot,[],1628378,69.59592641261499,13.059129901960784,1610612762,115,104,2021-02-10T05:37:50Z,6160000,-185.0,233.0,1,right,D. Mitchell 29' 3PT pullup (33 PTS) (R. O'Neale 1 AST),"[1628378, 1626220]",1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,29.76,Made,,,,,33.0,R. O'Neale,1626220.0,1.0,,,,,,,,,,
624,PT02M07.00S,2021-02-10T05:37:51.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,115,104,2021-02-10T05:37:51Z,6170000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT02M07.00S,2021-02-10T05:39:05.8Z,4,REGULAR,substitution,out,[],202684,,,1610612738,115,104,2021-02-10T05:39:27Z,6180000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
627,PT02M07.00S,2021-02-10T05:39:05.8Z,4,REGULAR,substitution,in,[],1628400,,,1610612738,115,104,2021-02-10T05:39:27Z,6190000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
628,PT01M53.00S,2021-02-10T05:39:42.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628400,8.754927726675426,58.15716911764706,1610612738,115,106,2021-02-10T05:39:48Z,6200000,-41.0,30.0,1,left,S. Ojeleye driving floating Jump Shot (5 PTS) (K. Walker 7 AST),"[1628400, 202689]",1610612738.0,BOS,driving floating,,,Ojeleye,S. Ojeleye,,,,,5.05,Made,,,,,5.0,K. Walker,202689.0,7.0,,,,,,,,,,
629,PT01M53.00S,2021-02-10T05:39:58.7Z,4,REGULAR,stoppage,equipment issue,[],0,,,1610612762,115,106,2021-02-10T05:39:58Z,6210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT01M33.00S,2021-02-10T05:40:31.1Z,4,REGULAR,3pt,Jump Shot,[],1628378,83.39356110381078,3.2552083333333335,1610612762,118,106,2021-02-10T05:40:38Z,6220000,-234.0,104.0,1,right,D. Mitchell 25' 3PT step back (36 PTS),[1628378],1610612762.0,UTA,step back,,,Mitchell,D. Mitchell,,,,,25.56,Made,,,,,36.0,,,,,,,,,,,,,
632,PT01M23.00S,2021-02-10T05:40:48.5Z,4,REGULAR,3pt,Jump Shot,[],202689,4.5499342969776615,94.921875,1610612738,118,106,2021-02-10T05:40:54Z,6230000,-225.0,-10.0,1,left,MISS K. Walker 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,22.48,Missed,,,,,,,,,,,,,,,,,,
633,PT01M20.00S,2021-02-10T05:40:51.5Z,4,REGULAR,rebound,defensive,[],202711,,,1610612762,118,106,2021-02-10T05:40:54Z,6240000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:8),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,632.0,8.0,8.0,0.0,,,,,,,,,,,,,,
634,PT01M03.00S,2021-02-10T05:41:10.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,93.64323258869908,46.63756127450981,1610612762,120,106,2021-02-10T05:41:15Z,6250000,-17.0,7.0,1,right,R. Gobert alley-oop DUNK (16 PTS) (D. Mitchell 8 AST),"[203497, 1628378]",1610612762.0,UTA,alley-oop,,,Gobert,R. Gobert,,,,,1.83,Made,,,,,16.0,D. Mitchell,1628378.0,8.0,,,,,,,,,,
636,PT00M55.10S,2021-02-10T05:41:23.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,19.004599211563733,49.82383578431372,1610612738,120,108,2021-02-10T05:41:28Z,6270000,1.0,126.0,1,left,J. Brown 12' pullup Jump Shot (33 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,12.61,Made,,,,,33.0,,,,,,,,,,,,,
637,PT00M37.60S,2021-02-10T05:41:45.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,92.32917214191852,47.372855392156865,1610612762,122,108,2021-02-10T05:41:52Z,6280000,-13.0,20.0,1,right,R. Gobert alley-oop DUNK (18 PTS) (D. Mitchell 9 AST),"[203497, 1628378]",1610612762.0,UTA,alley-oop,,,Gobert,R. Gobert,,,,,2.36,Made,,,,,18.0,D. Mitchell,1628378.0,9.0,,,,,,,,,,
639,PT00M28.90S,2021-02-10T05:41:57.3Z,4,REGULAR,3pt,Jump Shot,[],1628400,5.732588699080158,3.010110294117647,1610612738,122,108,2021-02-10T05:42:03Z,6300000,235.0,1.0,1,left,MISS S. Ojeleye 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,23.49,Missed,,,,,,,,,,,,,,,,,,
