actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
520,PT09M03.00S,2021-05-06T00:51:31.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,82,110,2021-05-06T00:51:31Z,5070000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT09M03.00S,2021-05-06T00:51:36.2Z,4,REGULAR,substitution,out,[],1629649,,,1610612738,82,110,2021-05-06T00:51:54Z,5080000,,,0,,SUB out: I. Brazdeikis,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT09M03.00S,2021-05-06T00:51:36.2Z,4,REGULAR,substitution,out,[],202689,,,1610612738,82,110,2021-05-06T00:51:54Z,5090000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT09M03.00S,2021-05-06T00:51:36.2Z,4,REGULAR,substitution,out,[],1628436,,,1610612738,82,110,2021-05-06T00:51:54Z,5100000,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT09M03.00S,2021-05-06T00:51:36.2Z,4,REGULAR,substitution,in,[],1628407,,,1610612738,82,110,2021-05-06T00:51:54Z,5110000,,,0,,SUB in: D. Bacon,[1628407],1610612753.0,ORL,,,,Bacon,D. Bacon,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT09M03.00S,2021-05-06T00:51:36.2Z,4,REGULAR,substitution,in,[],1629684,,,1610612738,82,110,2021-05-06T00:51:54Z,5120000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT09M03.00S,2021-05-06T00:51:36.2Z,4,REGULAR,substitution,in,[],1628400,,,1610612738,82,110,2021-05-06T00:51:54Z,5130000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT08M55.00S,2021-05-06T00:52:06.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629684,84.31340341655716,60.11795343137255,1610612738,82,110,2021-05-06T01:06:49Z,5140000,51.0,95.0,1,right,MISS G. Williams 10' floating Shot,[1629684],1610612738.0,BOS,floating,,,Williams,G. Williams,,,,,10.76,Missed,,,,,,,,,,,,,,,,,,,
528,PT08M54.00S,2021-05-06T00:52:07.9Z,4,REGULAR,rebound,defensive,[],1630181,,,1610612753,82,110,2021-05-06T00:52:11Z,5150000,,,0,,R. Hampton REBOUND (Off:1 Def:5),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,527.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
529,PT08M48.00S,2021-05-06T00:52:14.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630181,8.886333771353483,62.56893382352941,1610612753,82,110,2021-05-06T00:52:29Z,5160000,-63.0,31.0,1,left,MISS R. Hampton 7' driving floating Shot,[1630181],1610612753.0,ORL,driving floating,,,Hampton,R. Hampton,,,,,7.0,Missed,,,,,,,,,,,,,,,,,,,
530,PT08M45.00S,2021-05-06T00:52:17.3Z,4,REGULAR,rebound,defensive,[],203095,,,1610612738,82,110,2021-05-06T00:52:29Z,5170000,,,0,,E. Fournier REBOUND (Off:1 Def:4),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,529.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
531,PT08M34.00S,2021-05-06T00:52:28.5Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629684,89.30683311432325,46.88265931372549,1610612738,82,112,2021-05-06T00:52:34Z,5180000,-16.0,48.0,1,right,G. Williams turnaround Hook (2 PTS) (E. Fournier 4 AST),"[1629684, 203095]",1610612738.0,BOS,turnaround,,,Williams,G. Williams,,,,,5.05,Made,,,,,2.0,,,,,,,E. Fournier,203095.0,4.0,,,,,
533,PT08M10.00S,2021-05-06T00:52:52.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630181,10.200394218134035,55.21599264705882,1610612753,82,112,2021-05-06T00:52:58Z,5200000,-26.0,43.0,1,left,MISS R. Hampton driving Layup,[1630181],1610612753.0,ORL,driving,,,Hampton,R. Hampton,,,,,5.06,Missed,,,,,,,,,,,,,,,,,,,
535,PT08M09.00S,2021-05-06T00:52:53.2Z,4,REGULAR,rebound,offensive,[],1630181,,,1610612753,82,112,2021-05-06T00:52:58Z,5220000,,,0,,R. Hampton REBOUND (Off:2 Def:5),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,533.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
536,PT08M09.00S,2021-05-06T00:52:58.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630181,8.09789750328515,55.951286764705884,1610612753,82,112,2021-05-06T00:53:49Z,5230000,-30.0,24.0,1,left,MISS R. Hampton tip Layup,[1630181],1610612753.0,ORL,tip,,,Hampton,R. Hampton,,,,,3.8,Missed,,,,,,,,,,,,,,,,,,,
537,PT08M09.00S,2021-05-06T00:52:58.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612753,82,112,2021-05-06T00:53:10Z,5240000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,536.0,,,,,,,,,,,,,,,,,,
538,PT08M09.00S,2021-05-06T00:53:04.4Z,4,REGULAR,foul,personal,[],1630174,,,1610612753,82,112,2021-05-06T01:09:14Z,5250000,,,0,,A. Nesmith loose ball personal FOUL (4 PF),"[1630174, 1630181]",1610612738.0,BOS,loose ball,,,Nesmith,A. Nesmith,,,,,,,,,,,,202007.0,4.0,0.0,Hampton,1630181.0,,,,,,,,,
540,PT08M09.00S,2021-05-06T00:53:11.8Z,4,REGULAR,substitution,out,[],203095,,,1610612753,82,112,2021-05-06T00:53:18Z,5270000,,,0,,SUB out: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT08M09.00S,2021-05-06T00:53:11.8Z,4,REGULAR,substitution,in,[],203953,,,1610612753,82,112,2021-05-06T00:53:18Z,5280000,,,0,,SUB in: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT07M57.00S,2021-05-06T00:53:36.5Z,4,REGULAR,turnover,out-of-bounds,[],1629021,,,1610612753,82,112,2021-05-06T00:53:40Z,5290000,,,0,,M. Wagner bad pass out-of-bounds TURNOVER (3 TO),[1629021],1610612753.0,ORL,bad pass,,,Wagner,M. Wagner,,,,,,,,,,,,201640.0,,,,,3.0,,,,,,,,
543,PT07M37.00S,2021-05-06T00:54:07.2Z,4,REGULAR,turnover,bad pass,[],1629684,,,1610612738,82,112,2021-05-06T00:54:12Z,5300000,,,0,,G. Williams bad pass TURNOVER (3 TO),"[1629684, 1629021]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,3.0,,,,Wagner,1629021.0,,,
544,PT07M37.00S,2021-05-06T00:54:07.2Z,4,REGULAR,steal,,[],1629021,,,1610612753,82,112,2021-05-06T00:54:09Z,5310000,,,0,,M. Wagner STEAL (2 STL),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT07M29.00S,2021-05-06T00:54:15.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626184,7.835085413929041,43.69638480392157,1610612753,84,112,2021-05-06T00:54:23Z,5320000,32.0,21.0,1,left,C. Randle driving reverse Layup (4 PTS),[1626184],1610612753.0,ORL,driving reverse,,,Randle,C. Randle,,,,,3.79,Made,,,,,4.0,,,,,,,,,,,,,,
546,PT07M11.00S,2021-05-06T00:54:33.2Z,4,REGULAR,3pt,Jump Shot,[],1628400,68.9388961892247,21.88265931372549,1610612738,84,112,2021-05-06T00:54:41Z,5330000,-141.0,239.0,1,right,MISS S. Ojeleye 27' step back 3PT,[1628400],1610612738.0,BOS,step back,,,Ojeleye,S. Ojeleye,,,,,27.77,Missed,,,,,,,,,,,,,,,,,,,
547,PT07M07.00S,2021-05-06T00:54:37.2Z,4,REGULAR,rebound,defensive,[],1629021,,,1610612753,84,112,2021-05-06T00:54:41Z,5340000,,,0,,M. Wagner REBOUND (Off:1 Def:3),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,546.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
548,PT07M00.00S,2021-05-06T00:54:46.5Z,4,REGULAR,turnover,traveling,[],1629021,,,1610612753,84,112,2021-05-06T00:55:01Z,5350000,,,0,,M. Wagner traveling TURNOVER (4 TO),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,201640.0,,,,,4.0,,,,,,,,
549,PT07M00.00S,2021-05-06T00:54:57.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,84,112,2021-05-06T00:54:57Z,5360000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT07M00.00S,2021-05-06T00:54:57.8Z,4,REGULAR,substitution,out,[],1629021,,,1610612738,84,112,2021-05-06T00:57:30Z,5370000,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT07M00.00S,2021-05-06T00:54:57.8Z,4,REGULAR,substitution,out,[],1630174,,,1610612738,84,112,2021-05-06T00:57:30Z,5380000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT07M00.00S,2021-05-06T00:54:57.8Z,4,REGULAR,substitution,in,[],1628964,,,1610612738,84,112,2021-05-06T00:57:30Z,5390000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT07M00.00S,2021-05-06T00:54:57.8Z,4,REGULAR,substitution,in,[],1629035,,,1610612738,84,112,2021-05-06T00:57:30Z,5400000,,,0,,SUB in: C. Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT06M48.00S,2021-05-06T00:58:09.4Z,4,REGULAR,stoppage,equipment issue,[],0,,,1610612738,84,112,2021-05-06T00:58:28Z,5410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT06M42.00S,2021-05-06T00:58:35.4Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1629035,76.03482260183968,56.44148284313726,1610612738,84,112,2021-05-06T00:58:52Z,5420000,32.0,173.0,1,right,MISS C. Edwards 17' Jump Shot,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,17.58,Missed,,,,,,,,,,,,,,,,,,,
556,PT06M39.00S,2021-05-06T00:58:38.4Z,4,REGULAR,rebound,defensive,[],1630181,,,1610612753,84,112,2021-05-06T00:58:52Z,5430000,,,0,,R. Hampton REBOUND (Off:2 Def:6),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,555.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
557,PT06M31.00S,2021-05-06T00:58:46.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628964,6.652431011826544,59.872855392156865,1610612753,86,112,2021-05-06T00:59:02Z,5440000,-49.0,10.0,1,left,M. Bamba Layup (14 PTS) (R. Hampton 4 AST),"[1628964, 1630181]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,5.04,Made,,,,,14.0,,,,,,,R. Hampton,1630181.0,4.0,,,,,
559,PT06M22.00S,2021-05-06T00:58:55.1Z,4,REGULAR,3pt,Jump Shot,[],1630202,65.1281208935611,57.91207107843137,1610612738,86,112,2021-05-06T00:59:05Z,5460000,40.0,275.0,1,right,MISS P. Pritchard 27' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,27.81,Missed,,,,,,,,,,,,,,,,,,,
560,PT06M22.00S,2021-05-06T00:58:55.1Z,4,REGULAR,rebound,defensive,[],1628964,,,1610612753,86,112,2021-05-06T00:59:05Z,5470000,,,0,,M. Bamba REBOUND (Off:4 Def:11),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,559.0,15.0,11.0,4.0,,,,,,,,,,,,,,,
561,PT06M11.00S,2021-05-06T00:59:06.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628407,9.280551905387648,39.77481617647059,1610612753,86,112,2021-05-06T00:59:12Z,5480000,51.0,35.0,1,left,MISS D. Bacon 6' floating Shot,[1628407],1610612753.0,ORL,floating,,,Bacon,D. Bacon,,,,,6.18,Missed,,,,,,,,,,,,,,,,,,,
562,PT06M10.00S,2021-05-06T00:59:07.5Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,86,112,2021-05-06T00:59:12Z,5490000,,,0,,G. Williams REBOUND (Off:0 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,561.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
563,PT06M06.00S,2021-05-06T00:59:11.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630202,91.01511169513797,45.41207107843137,1610612738,86,114,2021-05-06T00:59:29Z,5500000,-23.0,32.0,1,right,P. Pritchard running Layup (14 PTS) (G. Williams 1 AST),"[1630202, 1629684]",1610612738.0,BOS,running,,,Pritchard,P. Pritchard,,,,,3.93,Made,,,,,14.0,,,,,,,G. Williams,1629684.0,1.0,,,,,
565,PT05M37.00S,2021-05-06T00:59:39.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628407,19.136005256241788,41.24540441176471,1610612753,86,114,2021-05-06T00:59:46Z,5520000,44.0,127.0,1,left,MISS D. Bacon 13' step back Shot,[1628407],1610612753.0,ORL,step back,,,Bacon,D. Bacon,,,,,13.47,Missed,,,,,,,,,,,,,,,,,,,
566,PT05M35.00S,2021-05-06T00:59:42.9Z,4,REGULAR,rebound,defensive,[],203953,,,1610612738,86,114,2021-05-06T00:59:42Z,5530000,,,0,,J. Parker REBOUND (Off:0 Def:1),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,565.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
567,PT05M31.00S,2021-05-06T00:59:46.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628400,69.99014454664915,82.17677696078431,1610612738,86,117,2021-05-06T00:59:56Z,5540000,161.0,230.0,1,right,S. Ojeleye 28' 3PT running (3 PTS) (G. Williams 2 AST),"[1628400, 1629684]",1610612738.0,BOS,running,,,Ojeleye,S. Ojeleye,,,,,28.04,Made,,,,,3.0,,,,,,,G. Williams,1629684.0,2.0,,,,,
569,PT05M20.00S,2021-05-06T01:00:01.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,86,117,2021-05-06T01:00:01Z,5560000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT05M20.00S,2021-05-06T01:00:02.2Z,4,REGULAR,substitution,out,[],1628407,,,1610612753,86,117,2021-05-06T01:02:29Z,5570000,,,0,,SUB out: D. Bacon,[1628407],1610612753.0,ORL,,,,Bacon,D. Bacon,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT05M20.00S,2021-05-06T01:00:02.2Z,4,REGULAR,substitution,out,[],1630202,,,1610612753,86,117,2021-05-06T01:02:29Z,5580000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT05M20.00S,2021-05-06T01:00:02.2Z,4,REGULAR,substitution,out,[],1629684,,,1610612753,86,117,2021-05-06T01:02:29Z,5590000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT05M20.00S,2021-05-06T01:00:02.2Z,4,REGULAR,substitution,in,[],1629649,,,1610612753,86,117,2021-05-06T01:02:29Z,5600000,,,0,,SUB in: I. Brazdeikis,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT05M20.00S,2021-05-06T01:00:02.2Z,4,REGULAR,substitution,in,[],1629605,,,1610612753,86,117,2021-05-06T01:02:29Z,5610000,,,0,,SUB in: T. Fall,[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT05M20.00S,2021-05-06T01:00:02.2Z,4,REGULAR,substitution,in,[],1629682,,,1610612753,86,117,2021-05-06T01:02:29Z,5620000,,,0,,SUB in: T. Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT05M13.00S,2021-05-06T01:02:56.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628964,5.650459921156373,48.62132352941176,1610612753,88,117,2021-05-06T01:03:04Z,5630000,7.0,1.0,1,left,M. Bamba alley-oop DUNK (16 PTS) (R. Hampton 5 AST),"[1628964, 1630181]",1610612753.0,ORL,alley-oop,,,Bamba,M. Bamba,,,,,0.69,Made,,,,,16.0,,,,,,,R. Hampton,1630181.0,5.0,,,,,
578,PT04M48.00S,2021-05-06T01:03:21.2Z,4,REGULAR,3pt,Jump Shot,[],1629035,90.48948751642575,4.235600490196079,1610612738,88,120,2021-05-06T01:03:26Z,5650000,-229.0,37.0,1,right,C. Edwards 3PT  (3 PTS) (S. Ojeleye 1 AST),"[1629035, 1628400]",1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,23.18,Made,,,,,3.0,,,,,,,S. Ojeleye,1628400.0,1.0,,,,,
580,PT04M32.00S,2021-05-06T01:03:38.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629649,12.434296977660972,51.78462009803921,1610612753,88,120,2021-05-06T01:04:03Z,5670000,-9.0,64.0,1,left,MISS I. Brazdeikis 6' floating Shot,[1629649],1610612753.0,ORL,floating,,,Brazdeikis,I. Brazdeikis,,,,,6.5,Missed,,,,,,,,,,,,,,,,,,,
581,PT04M31.00S,2021-05-06T01:03:39.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612753,88,120,2021-05-06T01:04:03Z,5680000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,580.0,,,,,,,,,,,,,,,,,,
582,PT04M31.00S,2021-05-06T01:03:41.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,88,120,2021-05-06T01:03:41Z,5690000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT04M20.00S,2021-05-06T01:04:04.1Z,4,REGULAR,turnover,lost ball,[],1628964,,,1610612753,88,120,2021-05-06T01:04:08Z,5700000,,,0,,M. Bamba lost ball TURNOVER (3 TO),"[1628964, 1628400]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,3.0,,,,Ojeleye,1628400.0,,,
584,PT04M20.00S,2021-05-06T01:04:04.1Z,4,REGULAR,steal,,[],1628400,,,1610612738,88,120,2021-05-06T01:04:05Z,5710000,,,0,,S. Ojeleye STEAL (1 STL),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT04M07.00S,2021-05-06T01:04:17.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629605,89.30683311432325,48.59834558823529,1610612738,88,122,2021-05-06T01:04:25Z,5720000,-7.0,48.0,1,right,T. Fall finger roll Layup (2 PTS),[1629605],1610612738.0,BOS,finger roll,,,Fall,T. Fall,,,,,4.85,Made,,,,,2.0,,,,,,,,,,,,,,
586,PT03M54.00S,2021-05-06T01:04:29.2Z,4,REGULAR,3pt,Jump Shot,[],1628964,27.54599211563732,79.23560049019608,1610612753,88,122,2021-05-06T01:04:34Z,5730000,-146.0,206.0,1,left,MISS M. Bamba 25' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,25.29,Missed,,,,,,,,,,,,,,,,,,,
587,PT03M51.00S,2021-05-06T01:04:32.2Z,4,REGULAR,rebound,defensive,[],1629605,,,1610612738,88,122,2021-05-06T01:04:34Z,5740000,,,0,,T. Fall REBOUND (Off:0 Def:1),[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,586.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
588,PT03M42.00S,2021-05-06T01:04:41.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629682,90.75229960578186,61.588541666666664,1610612738,88,122,2021-05-06T01:04:46Z,5750000,58.0,34.0,1,right,MISS T. Waters 6' Jump Shot - blocked,"[1629682, 1628964]",1610612738.0,BOS,,,,Waters,T. Waters,,,,,6.73,Missed,,,,,,,,,,,,,,,,,Bamba,1628964.0,
589,PT03M42.00S,2021-05-06T01:04:41.9Z,4,REGULAR,block,,[],1628964,,,1610612738,88,122,2021-05-06T01:04:43Z,5760000,,,0,,M. Bamba BLOCK (4 BLK),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT03M42.00S,2021-05-06T01:04:41.9Z,4,REGULAR,rebound,defensive,[],1630181,,,1610612753,88,122,2021-05-06T01:04:50Z,5770000,,,0,,R. Hampton REBOUND (Off:2 Def:7),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,588.0,9.0,7.0,2.0,,,,,,,,,,,,,,,
591,PT03M37.00S,2021-05-06T01:04:46.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630181,6.258212877792378,47.61795343137255,1610612753,90,122,2021-05-06T01:04:55Z,5780000,12.0,6.0,1,left,R. Hampton running Layup (18 PTS),[1630181],1610612753.0,ORL,running,,,Hampton,R. Hampton,,,,,1.35,Made,,,,,18.0,,,,,,,,,,,,,,
592,PT03M23.00S,2021-05-06T01:05:00.2Z,4,REGULAR,2pt,Jump Shot,[],203953,92.85479632063075,75.3140318627451,1610612738,90,124,2021-05-06T01:05:09Z,5790000,127.0,15.0,1,right,J. Parker 12' step back Jump Shot (2 PTS) (T. Waters 1 AST),"[203953, 1629682]",1610612738.0,BOS,step back,,,Parker,J. Parker,,,,,12.75,Made,,,,,2.0,,,,,,,T. Waters,1629682.0,1.0,,,,,
594,PT03M07.00S,2021-05-06T01:05:16.4Z,4,REGULAR,3pt,Jump Shot,[],1629649,24.78646517739816,83.89246323529412,1610612753,93,124,2021-05-06T01:05:21Z,5810000,-169.0,180.0,1,left,I. Brazdeikis 24' 3PT step back (7 PTS),[1629649],1610612753.0,ORL,step back,,,Brazdeikis,I. Brazdeikis,,,,,24.76,Made,,,,,7.0,,,,,,,,,,,,,,
595,PT02M58.00S,2021-05-06T01:05:24.9Z,4,REGULAR,2pt,Jump Shot,[],1629682,79.05716162943496,45.65716911764706,1610612738,93,124,2021-05-06T01:05:33Z,5820000,-22.0,144.0,1,right,MISS T. Waters 14' pullup Shot,[1629682],1610612738.0,BOS,pullup,,,Waters,T. Waters,,,,,14.6,Missed,,,,,,,,,,,,,,,,,,,
596,PT02M55.00S,2021-05-06T01:05:27.9Z,4,REGULAR,rebound,defensive,[],1629649,,,1610612753,93,124,2021-05-06T01:05:33Z,5830000,,,0,,I. Brazdeikis REBOUND (Off:1 Def:3),[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,595.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
597,PT02M45.00S,2021-05-06T01:05:38.3Z,4,REGULAR,3pt,Jump Shot,[],1628964,33.065045992115635,51.53952205882353,1610612753,96,124,2021-05-06T01:05:42Z,5840000,-8.0,258.0,1,left,M. Bamba 25' 3PT  (19 PTS) (I. Brazdeikis 1 AST),"[1628964, 1629649]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,25.84,Made,,,,,19.0,,,,,,,I. Brazdeikis,1629649.0,1.0,,,,,
599,PT02M19.00S,2021-05-06T01:06:05.4Z,4,REGULAR,3pt,Jump Shot,[],1629682,71.04139290407359,18.696384803921568,1610612738,96,124,2021-05-06T01:13:52Z,5860000,-157.0,220.0,1,right,MISS T. Waters 26' step back 3PT,[1629682],1610612738.0,BOS,step back,,,Waters,T. Waters,,,,,26.97,Missed,,,,,,,,,,,,,,,,,,,
600,PT02M15.00S,2021-05-06T01:06:09.4Z,4,REGULAR,rebound,defensive,[],1630181,,,1610612753,96,124,2021-05-06T01:06:10Z,5870000,,,0,,R. Hampton REBOUND (Off:2 Def:8),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,599.0,10.0,8.0,2.0,,,,,,,,,,,,,,,
601,PT02M09.00S,2021-05-06T01:06:15.2Z,4,REGULAR,3pt,Jump Shot,[],1628964,33.196452036793694,43.69638480392157,1610612753,96,124,2021-05-06T01:06:19Z,5880000,32.0,260.0,1,left,MISS M. Bamba 26' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,26.14,Missed,,,,,,,,,,,,,,,,,,,
602,PT02M05.00S,2021-05-06T01:06:19.2Z,4,REGULAR,rebound,defensive,[],203953,,,1610612738,96,124,2021-05-06T01:06:19Z,5890000,,,0,,J. Parker REBOUND (Off:0 Def:2),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,601.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
603,PT02M04.00S,2021-05-06T01:06:21.5Z,4,REGULAR,foul,personal,['2freethrow'],1629649,,,1610612738,96,124,2021-05-06T01:06:30Z,5900000,,,0,,I. Brazdeikis shooting personal FOUL (4 PF) (Edwards 2 FT),"[1629649, 1629035]",1610612753.0,ORL,shooting,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,202007.0,4.0,0.0,Edwards,1629035.0,,,,,,,,,
605,PT02M04.00S,2021-05-06T01:06:49.7Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1629035,,,1610612738,96,125,2021-05-06T01:06:49Z,5920000,,,0,,C. Edwards Free Throw 1 of 2 (4 PTS),[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
606,PT02M04.00S,2021-05-06T01:06:50.6Z,4,REGULAR,substitution,out,[],1628964,,,1610612738,96,125,2021-05-06T01:06:54Z,5930000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
