actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,value,stealPlayerName,stealPersonId
525,PT06M43.00S,2021-02-24T02:40:04.0Z,4,REGULAR,turnover,traveling,[],1627759,,,1610612738,91,87,2021-02-24T02:40:10Z,5220000,,,0,,J. Brown traveling TURNOVER (3 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,101284.0,,,,,3.0,,,,,
526,PT06M32.00S,2021-02-24T02:40:27.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629029,5.863994743758213,47.372855392156865,1610612742,93,87,2021-02-24T02:40:33Z,5230000,13.0,3.0,1,left,L. Doncic driving reverse Layup (24 PTS),[1629029],1610612742.0,DAL,driving reverse,,,Doncic,L. Doncic,,,,,1.34,Made,24.0,,,,,,,,,,,,,,,,,,
527,PT06M31.00S,2021-02-24T02:40:32.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,93,87,2021-02-24T02:40:32Z,5240000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT06M31.00S,2021-02-24T02:42:22.9Z,4,REGULAR,substitution,out,[],1630202,,,1610612738,93,87,2021-02-24T02:43:55Z,5250000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT06M31.00S,2021-02-24T02:42:22.9Z,4,REGULAR,substitution,in,[],202689,,,1610612738,93,87,2021-02-24T02:43:55Z,5260000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT06M15.00S,2021-02-24T02:44:11.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,87.46714848883047,49.57873774509804,1610612738,93,87,2021-02-24T02:44:16Z,5270000,-2.0,65.0,1,right,MISS J. Tatum 6' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,6.53,Missed,,,,,,,,,,,,,,,,,,,
531,PT06M13.00S,2021-02-24T02:44:13.0Z,4,REGULAR,rebound,defensive,[],1629029,,,1610612742,93,87,2021-02-24T02:44:16Z,5280000,,,0,,L. Doncic REBOUND (Off:2 Def:6),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,530.0,8.0,6.0,2.0,,,,,,,,,,,,,,
532,PT05M54.00S,2021-02-24T02:44:34.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612742,93,87,2021-02-24T02:44:40Z,5290000,,,0,,J. Tatum personal FOUL (2 PF) (Doncic 2 FT),"[1628369, 1629029]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,101284.0,2.0,0.0,Doncic,1629029.0,,,,,,
534,PT05M54.00S,2021-02-24T02:44:58.6Z,4,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,93,87,2021-02-24T02:44:58Z,5310000,,,0,,MISS L. Doncic Free Throw 1 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Missed,,,,,,,,,,,,,,,,,,,
535,PT05M54.00S,2021-02-24T02:44:58.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,93,87,2021-02-24T02:44:58Z,5320000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,534.0,,,,,,,,,,,,,,,,,
536,PT05M54.00S,2021-02-24T02:44:59.5Z,4,REGULAR,substitution,out,[],1629057,,,1610612742,93,87,2021-02-24T02:45:11Z,5330000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT05M54.00S,2021-02-24T02:44:59.5Z,4,REGULAR,substitution,in,[],202684,,,1610612742,93,87,2021-02-24T02:45:11Z,5340000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT05M54.00S,2021-02-24T02:45:20.1Z,4,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,94,87,2021-02-24T02:45:20Z,5350000,,,0,,L. Doncic Free Throw 2 of 2 (25 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,25.0,,,,,,,,,,,,,,,,,,
539,PT05M37.00S,2021-02-24T02:45:39.0Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],202684,90.75229960578186,48.10814950980392,1610612738,94,87,2021-02-24T02:45:44Z,5360000,-9.0,34.0,1,right,MISS T. Thompson turnaround Hook,[202684],1610612738.0,BOS,turnaround,,,Thompson,T. Thompson,,,,,3.57,Missed,,,,,,,,,,,,,,,,,,,
540,PT05M35.00S,2021-02-24T02:45:41.0Z,4,REGULAR,rebound,defensive,[],1626161,,,1610612742,94,87,2021-02-24T02:45:44Z,5370000,,,0,,W. Cauley-Stein REBOUND (Off:0 Def:4),[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,539.0,4.0,4.0,0.0,,,,,,,,,,,,,,
541,PT05M20.00S,2021-02-24T02:45:55.8Z,4,REGULAR,3pt,Jump Shot,[],1627827,5.469776609724048,95.65716911764706,1610612742,94,87,2021-02-24T02:46:00Z,5380000,-228.0,-1.0,1,left,MISS D. Finney-Smith 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,22.83,Missed,,,,,,,,,,,,,,,,,,,
542,PT05M17.00S,2021-02-24T02:45:58.8Z,4,REGULAR,rebound,defensive,[],1628400,,,1610612738,94,87,2021-02-24T02:46:00Z,5390000,,,0,,S. Ojeleye REBOUND (Off:0 Def:6),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,541.0,6.0,6.0,0.0,,,,,,,,,,,,,,
543,PT05M10.00S,2021-02-24T02:46:06.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1627759,86.67871222076215,43.69638480392157,1610612738,94,89,2021-02-24T02:46:27Z,5400000,-32.0,73.0,1,right,J. Brown 7' driving floating Jump Shot (25 PTS),[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,7.92,Made,25.0,,,,,,,,,,,,,,,,,,
544,PT04M59.00S,2021-02-24T02:46:21.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202684,,,1610612742,94,89,2021-02-24T02:46:44Z,5410000,,,0,,T. Thompson personal FOUL (2 PF) (Brunson 2 FT),"[202684, 1628973]",1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,1627964.0,2.0,0.0,Brunson,1628973.0,,,,,,
546,PT04M59.00S,2021-02-24T02:46:54.9Z,4,REGULAR,freethrow,1 of 2,[],1628973,,,1610612742,95,89,2021-02-24T02:46:54Z,5430000,,,0,,J. Brunson Free Throw 1 of 2 (13 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
547,PT04M59.00S,2021-02-24T02:47:14.9Z,4,REGULAR,freethrow,2 of 2,[],1628973,,,1610612742,96,89,2021-02-24T02:47:15Z,5440000,,,0,,J. Brunson Free Throw 2 of 2 (14 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
548,PT04M36.00S,2021-02-24T02:47:40.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,84.57621550591328,51.53952205882353,1610612738,96,89,2021-02-24T02:47:50Z,5450000,8.0,92.0,1,right,MISS J. Brown 9' driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,9.28,Missed,,,,,,,,,,,,,,,,,,,
549,PT04M34.00S,2021-02-24T02:47:42.9Z,4,REGULAR,rebound,offensive,[],1628400,,,1610612738,96,89,2021-02-24T02:47:50Z,5460000,,,0,,S. Ojeleye REBOUND (Off:1 Def:6),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,548.0,7.0,6.0,1.0,,,,,,,,,,,,,,
550,PT04M32.00S,2021-02-24T02:47:50.0Z,4,REGULAR,foul,offensive,['inpenalty'],202684,,,1610612738,96,89,2021-02-24T02:48:12Z,5470000,,,0,,T. Thompson off-the-ball offensive FOUL (3 PF),"[202684, 1626161]",1610612738.0,BOS,off-the-ball,,,Thompson,T. Thompson,,,,,,,,,,,,,,,1627964.0,3.0,0.0,Cauley-Stein,1626161.0,,,,,,
552,PT04M32.00S,2021-02-24T02:47:50.0Z,4,REGULAR,turnover,offensive foul,[],202684,,,1610612738,96,89,2021-02-24T02:47:50Z,5490000,,,0,,T. Thompson offensive foul TURNOVER (2 TO),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,1627964.0,,,,,2.0,,,,,
553,PT04M32.00S,2021-02-24T02:48:01.0Z,4,REGULAR,substitution,out,[],202684,,,1610612742,96,89,2021-02-24T02:48:09Z,5500000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT04M32.00S,2021-02-24T02:48:01.0Z,4,REGULAR,substitution,in,[],1628464,,,1610612742,96,89,2021-02-24T02:48:09Z,5510000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT04M21.00S,2021-02-24T02:48:21.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202689,,,1610612742,96,89,2021-02-24T02:48:48Z,5520000,,,0,,K. Walker shooting personal FOUL (2 PF) (Brunson 2 FT),"[202689, 1628973]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,,,,,,,,,,,2882.0,2.0,0.0,Brunson,1628973.0,,,,,,
557,PT04M21.00S,2021-02-24T02:48:51.3Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1628973,,,1610612742,97,89,2021-02-24T02:48:51Z,5540000,,,0,,J. Brunson Free Throw 1 of 2 (15 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
558,PT04M21.00S,2021-02-24T02:49:09.4Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1628973,,,1610612742,98,89,2021-02-24T02:49:09Z,5550000,,,0,,J. Brunson Free Throw 2 of 2 (16 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
559,PT04M10.00S,2021-02-24T02:49:21.9Z,4,REGULAR,3pt,Jump Shot,[],1627759,69.33311432325887,70.16697303921569,1610612738,98,89,2021-02-24T02:49:26Z,5560000,101.0,236.0,1,right,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.64,Missed,,,,,,,,,,,,,,,,,,,
560,PT04M07.00S,2021-02-24T02:49:24.9Z,4,REGULAR,rebound,defensive,[],1629029,,,1610612742,98,89,2021-02-24T02:49:26Z,5570000,,,0,,L. Doncic REBOUND (Off:2 Def:7),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,559.0,9.0,7.0,2.0,,,,,,,,,,,,,,
561,PT03M57.00S,2021-02-24T02:49:34.6Z,4,REGULAR,3pt,Jump Shot,[],1628973,31.750985545335087,29.725796568627448,1610612742,101,89,2021-02-24T02:49:40Z,5580000,101.0,246.0,1,left,J. Brunson 26' 3PT  (19 PTS) (L. Doncic 8 AST),"[1628973, 1629029]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,26.61,Made,19.0,,,,,L. Doncic,1629029.0,8.0,,,,,,,,,,,
563,PT03M56.00S,2021-02-24T02:49:40.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,101,89,2021-02-24T02:49:40Z,5600000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT03M56.00S,2021-02-24T02:49:43.3Z,4,REGULAR,substitution,out,[],1628400,,,1610612738,101,89,2021-02-24T02:51:26Z,5610000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT03M56.00S,2021-02-24T02:49:43.3Z,4,REGULAR,substitution,in,[],1630174,,,1610612738,101,89,2021-02-24T02:51:26Z,5620000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT03M53.00S,2021-02-24T02:51:36.1Z,4,REGULAR,foul,personal,[],1627827,,,1610612738,101,89,2021-02-24T02:51:41Z,5630000,,,0,,D. Finney-Smith personal FOUL (2 PF),"[1627827, 1628369]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,101284.0,2.0,0.0,Tatum,1628369.0,,,,,,
568,PT03M47.00S,2021-02-24T02:51:55.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.11760840998686,47.127757352941174,1610612738,101,91,2021-02-24T02:52:00Z,5650000,-14.0,12.0,1,right,J. Tatum driving Layup (25 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,1.89,Made,25.0,,,,,,,,,,,,,,,,,,
569,PT03M33.00S,2021-02-24T02:52:09.2Z,4,REGULAR,turnover,bad pass,[],1629029,,,1610612742,101,91,2021-02-24T02:52:15Z,5660000,,,0,,L. Doncic bad pass TURNOVER (3 TO),"[1629029, 1627759]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,3.0,,,,Brown,1627759.0
570,PT03M33.00S,2021-02-24T02:52:09.2Z,4,REGULAR,steal,,[],1627759,,,1610612738,101,91,2021-02-24T02:52:11Z,5670000,,,0,,J. Brown STEAL (2 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT03M29.00S,2021-02-24T02:52:13.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202689,94.03745072273325,48.59834558823529,1610612738,101,93,2021-02-24T02:52:25Z,5680000,-7.0,4.0,1,right,K. Walker running Layup (14 PTS) (J. Brown 5 AST),"[202689, 1627759]",1610612738.0,BOS,running,,,Walker,K. Walker,,,,,0.78,Made,14.0,,,,,J. Brown,1627759.0,5.0,,,,,,,,,,,
573,PT03M28.00S,2021-02-24T02:52:16.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612742,101,93,2021-02-24T02:52:16Z,5700000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT03M12.00S,2021-02-24T02:54:09.8Z,4,REGULAR,3pt,Jump Shot,[],1628973,32.933639947437584,32.666973039215684,1610612742,104,93,2021-02-24T02:54:16Z,5710000,87.0,257.0,1,left,J. Brunson 27' 3PT  (22 PTS) (J. Johnson 3 AST),"[1628973, 201949]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,27.13,Made,22.0,,,,,J. Johnson,201949.0,3.0,,,,,,,,,,,
576,PT02M58.00S,2021-02-24T02:54:29.7Z,4,REGULAR,3pt,Jump Shot,[],202689,70.12155059132719,71.39246323529412,1610612738,104,96,2021-02-24T02:54:34Z,5730000,107.0,228.0,1,right,K. Walker 25' 3PT pullup bank (17 PTS) (J. Tatum 3 AST),"[202689, 1628369]",1610612738.0,BOS,pullup bank,,,Walker,K. Walker,,,,,25.22,Made,17.0,,,,,J. Tatum,1628369.0,3.0,,,,,,,,,,,
578,PT02M58.00S,2021-02-24T02:54:32.9Z,4,REGULAR,foul,personal,['1freethrow'],1628973,,,1610612738,104,96,2021-02-24T02:54:42Z,5750000,,,0,,J. Brunson shooting personal FOUL (1 PF) (Walker 1 FT),"[1628973, 202689]",1610612742.0,DAL,shooting,,,Brunson,J. Brunson,,,,,,,,,,,,,,,101284.0,1.0,0.0,Walker,202689.0,,,,,,
580,PT02M58.00S,2021-02-24T02:54:53.4Z,4,REGULAR,freethrow,1 of 1,[],202689,,,1610612738,104,97,2021-02-24T02:54:53Z,5770000,,,0,,K. Walker Free Throw 1 of 1 (18 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,18.0,,,,,,,,,,,,,,,,,,
581,PT02M41.00S,2021-02-24T02:55:13.9Z,4,REGULAR,3pt,Jump Shot,[],1627827,17.69053876478318,5.46109068627451,1610612742,104,97,2021-02-24T02:55:18Z,5780000,223.0,114.0,1,left,MISS D. Finney-Smith 25' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,25.01,Missed,,,,,,,,,,,,,,,,,,,
582,PT02M38.00S,2021-02-24T02:55:16.9Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,104,97,2021-02-24T02:55:18Z,5790000,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,581.0,6.0,6.0,0.0,,,,,,,,,,,,,,
583,PT02M32.00S,2021-02-24T02:55:22.9Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,67.36202365308804,58.892463235294116,1610612738,104,100,2021-02-24T02:55:35Z,5800000,44.0,254.0,1,right,J. Tatum 25' 3PT  (28 PTS) (K. Walker 3 AST),"[1628369, 202689]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.82,Made,28.0,,,,,K. Walker,202689.0,3.0,,,,,,,,,,,
585,PT02M29.00S,2021-02-24T02:55:30.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612742,104,100,2021-02-24T02:55:31Z,5820000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT02M29.00S,2021-02-24T02:56:22.5Z,4,REGULAR,substitution,out,[],201949,,,1610612742,104,100,2021-02-24T02:57:05Z,5830000,,,0,,SUB out: J. Johnson,[201949],1610612742.0,DAL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT02M29.00S,2021-02-24T02:56:22.5Z,4,REGULAR,substitution,in,[],203501,,,1610612742,104,100,2021-02-24T02:57:05Z,5840000,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT02M09.00S,2021-02-24T02:57:26.3Z,4,REGULAR,2pt,Jump Shot,[],1629029,18.478975032851512,69.43167892156863,1610612742,104,100,2021-02-24T02:57:32Z,5850000,-97.0,121.0,1,left,MISS L. Doncic 15' Jump Shot,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,15.54,Missed,,,,,,,,,,,,,,,,,,,
589,PT02M06.00S,2021-02-24T02:57:29.3Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,104,100,2021-02-24T02:57:32Z,5860000,,,0,,J. Brown REBOUND (Off:2 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,588.0,6.0,4.0,2.0,,,,,,,,,,,,,,
590,PT01M55.00S,2021-02-24T02:57:40.1Z,4,REGULAR,3pt,Jump Shot,[],202689,76.5604467805519,13.304227941176471,1610612738,104,103,2021-02-24T02:57:45Z,5870000,-183.0,168.0,1,right,K. Walker 24' 3PT  (21 PTS) (J. Tatum 4 AST),"[202689, 1628369]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,24.87,Made,21.0,,,,,J. Tatum,1628369.0,4.0,,,,,,,,,,,
592,PT01M39.00S,2021-02-24T02:57:59.6Z,4,REGULAR,3pt,Jump Shot,[],203501,23.47240473061761,86.09834558823529,1610612742,104,103,2021-02-24T02:58:10Z,5890000,-180.0,168.0,1,left,MISS T. Hardaway Jr. 24' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,24.67,Missed,,,,,,,,,,,,,,,,,,,
593,PT01M37.00S,2021-02-24T02:58:04.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612742,104,103,2021-02-24T02:58:04Z,5900000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,592.0,,,,,,,,,,,,,,,,,
594,PT01M37.00S,2021-02-24T02:58:05.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,104,103,2021-02-24T02:58:05Z,5910000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT01M37.00S,2021-02-24T02:58:10.1Z,4,REGULAR,instantreplay,request,[],0,,,1610612742,104,103,2021-02-24T03:01:32Z,5920000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,101284.0,,,,,,,,Out of Bounds - Support Call,,
596,PT01M23.00S,2021-02-24T03:01:48.0Z,4,REGULAR,foul,offensive,[],1628973,,,1610612742,104,103,2021-02-24T03:01:58Z,5930000,,,0,,J. Brunson charge offensive FOUL (2 PF),"[1628973, 202689]",1610612742.0,DAL,charge,,,Brunson,J. Brunson,,,,,,,,,,,,,,,2882.0,2.0,0.0,Walker,202689.0,,,,,,
598,PT01M23.00S,2021-02-24T03:01:48.0Z,4,REGULAR,turnover,offensive foul,[],1628973,,,1610612742,104,103,2021-02-24T03:01:48Z,5950000,,,0,,J. Brunson offensive foul TURNOVER (1 TO),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,2882.0,,,,,1.0,,,,,
599,PT01M23.00S,2021-02-24T03:02:29.9Z,4,REGULAR,instantreplay,request,[],0,,,1610612738,104,103,2021-02-24T03:04:22Z,5960000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,101284.0,,,,,,,,Foul occurred prior to expiration of time,,
600,PT01M15.00S,2021-02-24T03:04:22.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],202689,68.01905387647832,54.72579656862745,1610612738,104,103,2021-02-24T03:04:27Z,5970000,24.0,248.0,1,right,MISS K. Walker 24' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,24.92,Missed,,,,,,,,,,,,,,,,,,,
601,PT01M11.00S,2021-02-24T03:04:26.4Z,4,REGULAR,rebound,defensive,[],1629029,,,1610612742,104,103,2021-02-24T03:04:27Z,5980000,,,0,,L. Doncic REBOUND (Off:2 Def:8),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,600.0,10.0,8.0,2.0,,,,,,,,,,,,,,
602,PT00M55.50S,2021-02-24T03:04:42.0Z,4,REGULAR,turnover,bad pass,[],1628973,,,1610612742,104,103,2021-02-24T03:04:45Z,5990000,,,0,,J. Brunson bad pass TURNOVER (2 TO),"[1628973, 1628369]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,2.0,,,,Tatum,1628369.0
603,PT00M55.50S,2021-02-24T03:04:42.0Z,4,REGULAR,steal,,[],1628369,,,1610612738,104,103,2021-02-24T03:04:43Z,6000000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT00M51.50S,2021-02-24T03:04:46.1Z,4,REGULAR,turnover,bad pass,[],1628369,,,1610612738,104,103,2021-02-24T03:05:02Z,6010000,,,0,,J. Tatum bad pass TURNOVER (4 TO),"[1628369, 1629029]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,4.0,,,,Doncic,1629029.0
605,PT00M51.50S,2021-02-24T03:04:46.1Z,4,REGULAR,steal,,[],1629029,,,1610612742,104,103,2021-02-24T03:04:48Z,6020000,,,0,,L. Doncic STEAL (1 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT00M46.40S,2021-02-24T03:04:51.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628973,4.681340341655716,4.725796568627451,1610612742,104,103,2021-02-24T03:05:04Z,6030000,226.0,-8.0,1,left,MISS J. Brunson 3PT,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,22.66,Missed,,,,,,,,,,,,,,,,,,,
607,PT00M43.40S,2021-02-24T03:04:54.1Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,104,103,2021-02-24T03:04:54Z,6040000,,,0,,J. Brown REBOUND (Off:2 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,606.0,7.0,5.0,2.0,,,,,,,,,,,,,,
608,PT00M37.60S,2021-02-24T03:04:59.9Z,4,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1627759,81.42247043363994,57.666973039215684,1610612738,104,105,2021-02-24T03:05:21Z,6050000,38.0,122.0,1,right,J. Brown 12' pullup Jump Shot (27 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,12.8,Made,27.0,,,,,,,,,,,,,,,,,,
609,PT00M37.60S,2021-02-24T03:05:06.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612742,104,105,2021-02-24T03:05:06Z,6060000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT00M15.80S,2021-02-24T03:07:10.3Z,4,REGULAR,3pt,Jump Shot,[],1629029,30.699737187910642,30.95128676470588,1610612742,107,105,2021-02-24T03:07:16Z,6070000,95.0,236.0,1,left,L. Doncic 25' 3PT step back (28 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,25.46,Made,28.0,,,,,,,,,,,,,,,,,,
611,PT00M15.30S,2021-02-24T03:07:18.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,107,105,2021-02-24T03:07:18Z,6080000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT00M15.30S,2021-02-24T03:07:49.1Z,4,REGULAR,substitution,out,[],1628973,,,1610612738,107,105,2021-02-24T03:09:00Z,6090000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT00M15.30S,2021-02-24T03:07:49.1Z,4,REGULAR,substitution,out,[],1626161,,,1610612738,107,105,2021-02-24T03:09:00Z,6100000,,,0,,SUB out: W. Cauley-Stein,[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT00M15.30S,2021-02-24T03:07:49.1Z,4,REGULAR,substitution,in,[],201949,,,1610612738,107,105,2021-02-24T03:09:00Z,6110000,,,0,,SUB in: J. Johnson,[201949],1610612742.0,DAL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
