actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
532,PT05M41.00S,2021-03-17T01:40:48.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,93,98,2021-03-17T01:40:48Z,5280000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT05M34.00S,2021-03-17T01:44:12.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1626220,32.53942181340342,25.80422794117647,1610612762,93,98,2021-03-17T01:44:19Z,5290000,121.0,253.0,1,left,MISS R. O'Neale 28' 3PT,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,28.08,Missed,,,,,,,,,,,,,,,,,,,
534,PT05M31.00S,2021-03-17T01:44:15.3Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,93,98,2021-03-17T01:44:19Z,5300000,,,0,,M. Smart REBOUND (Off:1 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,533.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
535,PT05M22.00S,2021-03-17T01:44:24.1Z,4,REGULAR,2pt,Jump Shot,[],202689,81.8166885676741,84.1375612745098,1610612738,95,98,2021-03-17T01:44:28Z,5310000,171.0,118.0,1,right,K. Walker 20' Jump Shot (13 PTS) (J. Brown 6 AST),"[202689, 1627759]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,20.77,Made,,,,,13.0,J. Brown,1627759.0,6.0,,,,,,,,,,,
537,PT05M05.00S,2021-03-17T01:44:41.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,10.5946123521682,54.23560049019608,1610612762,95,98,2021-03-17T01:45:04Z,5330000,-21.0,47.0,1,left,MISS D. Mitchell driving floating Shot - blocked,"[1628378, 1629057]",1610612762.0,UTA,driving floating,,,Mitchell,D. Mitchell,,,,,5.17,Missed,,,,,,,,,,,,,Williams III,1629057.0,,,,,
538,PT05M05.00S,2021-03-17T01:44:41.0Z,4,REGULAR,block,,[],1629057,,,1610612762,95,98,2021-03-17T01:44:44Z,5340000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT05M02.00S,2021-03-17T01:44:44.0Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,95,98,2021-03-17T01:45:04Z,5350000,,,0,,J. Tatum REBOUND (Off:2 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,537.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
540,PT05M02.00S,2021-03-17T01:44:46.2Z,4,REGULAR,foul,offensive,[],1628369,,,1610612738,95,98,2021-03-17T01:44:55Z,5360000,,,0,,J. Tatum charge offensive FOUL (1 PF),"[1628369, 203903]",1610612738.0,BOS,charge,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,202027.0,,,1.0,0.0,Clarkson,203903.0,
542,PT05M02.00S,2021-03-17T01:44:46.2Z,4,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,95,98,2021-03-17T01:44:46Z,5380000,,,0,,J. Tatum offensive foul TURNOVER (3 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,3.0,,,202027.0,,,,,,,
556,PT05M02.00S,2021-03-17T01:45:07.3Z,4,REGULAR,substitution,out,[],202324,,,1610612762,95,98,2021-03-17T01:47:53Z,5385000,,,0,,SUB out: D. Favors,[202324],1610612762.0,UTA,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT05M02.00S,2021-03-17T01:45:07.3Z,4,REGULAR,substitution,in,[],203497,,,1610612762,95,98,2021-03-17T01:47:53Z,5387500,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT04M54.00S,2021-03-17T01:45:28.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203903,32.802233902759525,58.647365196078425,1610612762,95,98,2021-03-17T01:45:38Z,5390000,-43.0,256.0,1,left,MISS J. Clarkson 25' pullup 3PT,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,25.94,Missed,,,,,,,,,,,,,,,,,,,
544,PT04M50.00S,2021-03-17T01:45:32.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612762,95,98,2021-03-17T01:45:38Z,5400000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,543.0,,,,,,,,,,,,,,,,,,
545,PT04M50.00S,2021-03-17T01:45:36.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,95,98,2021-03-17T01:45:36Z,5410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT04M38.00S,2021-03-17T01:46:03.9Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628378,29.6484888304862,23.598345588235293,1610612762,95,98,2021-03-17T01:46:10Z,5420000,132.0,226.0,1,left,MISS D. Mitchell 26' 3PT,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,26.19,Missed,,,,,,,,,,,,,,,,,,,
547,PT04M36.00S,2021-03-17T01:46:05.9Z,4,REGULAR,rebound,offensive,[],202711,,,1610612762,95,98,2021-03-17T01:46:10Z,5430000,,,0,,B. Bogdanovic REBOUND (Off:2 Def:2),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,546.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
548,PT04M33.00S,2021-03-17T01:46:08.8Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",202711,6.915243101182654,94.921875,1610612762,95,98,2021-03-17T01:46:14Z,5440000,-225.0,13.0,1,left,MISS B. Bogdanovic 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,22.49,Missed,,,,,,,,,,,,,,,,,,,
549,PT04M31.00S,2021-03-17T01:46:10.8Z,4,REGULAR,rebound,defensive,[],202689,,,1610612738,95,98,2021-03-17T01:46:10Z,5450000,,,0,,K. Walker REBOUND (Off:0 Def:2),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,548.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
550,PT04M27.00S,2021-03-17T01:46:14.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,71.04139290407359,81.19638480392157,1610612738,95,98,2021-03-17T01:48:57Z,5460000,156.0,220.0,1,right,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.95,Missed,,,,,,,,,,,,,,,,,,,
551,PT04M24.00S,2021-03-17T01:46:17.6Z,4,REGULAR,rebound,defensive,[],203497,,,1610612762,95,98,2021-03-17T01:46:31Z,5470000,,,0,,R. Gobert REBOUND (Off:1 Def:9),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,550.0,10.0,9.0,1.0,,,,,,,,,,,,,,,
552,PT04M15.00S,2021-03-17T01:46:27.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203903,7.178055190538765,50.06893382352941,1610612762,95,98,2021-03-17T01:46:36Z,5480000,0.0,15.0,1,left,MISS J. Clarkson driving DUNK,[203903],1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,1.5,Missed,,,,,,,,,,,,,,,,,,,
553,PT04M13.00S,2021-03-17T01:46:29.0Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,95,98,2021-03-17T01:46:36Z,5490000,,,0,,J. Tatum REBOUND (Off:2 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,552.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
554,PT04M10.00S,2021-03-17T01:46:32.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,90.75229960578186,49.08854166666667,1610612738,97,98,2021-03-17T01:48:07Z,5500000,-5.0,34.0,1,right,J. Tatum running finger roll Layup (27 PTS),[1628369],1610612738.0,BOS,running finger roll,,,Tatum,J. Tatum,,,,,3.47,Made,,,,,27.0,,,,,,,,,,,,,,
555,PT04M10.00S,2021-03-17T01:46:40.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612762,97,98,2021-03-17T01:46:40Z,5510000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT04M10.00S,2021-03-17T01:47:46.8Z,4,REGULAR,substitution,out,[],203903,,,1610612762,97,98,2021-03-17T01:48:03Z,5520000,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT04M10.00S,2021-03-17T01:47:46.8Z,4,REGULAR,substitution,in,[],201144,,,1610612762,97,98,2021-03-17T01:48:03Z,5530000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT03M56.00S,2021-03-17T01:48:27.7Z,4,REGULAR,foul,personal,[],1628369,,,1610612762,97,98,2021-03-17T01:48:35Z,5540000,,,0,,J. Tatum personal FOUL (2 PF),"[1628369, 202711]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,1155.0,,,2.0,0.0,Bogdanovic,202711.0,
562,PT03M49.00S,2021-03-17T01:48:55.0Z,4,REGULAR,3pt,Jump Shot,[],1628378,25.57490144546649,79.97089460784314,1610612762,97,101,2021-03-17T01:49:15Z,5560000,-150.0,188.0,1,left,D. Mitchell 24' 3PT  (16 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,24.04,Made,,,,,16.0,,,,,,,,,,,,,,
563,PT03M31.00S,2021-03-17T01:49:14.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629057,91.67214191852825,58.40226715686274,1610612738,97,101,2021-03-17T01:51:20Z,5570000,42.0,26.0,1,right,MISS R. Williams III floating Shot,[1629057],1610612738.0,BOS,floating,,,Williams III,R. Williams III,,,,,4.93,Missed,,,,,,,,,,,,,,,,,,,
564,PT03M30.00S,2021-03-17T01:49:15.0Z,4,REGULAR,rebound,defensive,[],1628378,,,1610612762,97,101,2021-03-17T01:49:21Z,5580000,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,563.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
565,PT03M23.00S,2021-03-17T01:49:20.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],201144,7.966491458607096,95.41207107843137,1610612762,97,104,2021-03-17T01:49:26Z,5590000,-227.0,22.0,1,left,M. Conley 3PT  (17 PTS) (D. Mitchell 5 AST),"[201144, 1628378]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,22.82,Made,,,,,17.0,D. Mitchell,1628378.0,5.0,,,,,,,,,,,
567,PT03M04.00S,2021-03-17T01:49:39.4Z,4,REGULAR,3pt,Jump Shot,[],203935,88.64980289093299,3.990502450980392,1610612738,97,104,2021-03-17T01:49:46Z,5610000,-230.0,54.0,1,right,MISS M. Smart 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,23.63,Missed,,,,,,,,,,,,,,,,,,,
568,PT03M02.00S,2021-03-17T01:49:41.4Z,4,REGULAR,rebound,offensive,[],203935,,,1610612738,97,104,2021-03-17T01:49:46Z,5620000,,,0,,M. Smart REBOUND (Off:2 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,567.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
569,PT02M59.00S,2021-03-17T01:49:44.6Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629057,87.72996057818659,54.970894607843135,1610612738,99,104,2021-03-17T01:49:51Z,5630000,25.0,63.0,1,right,R. Williams III 6' bank Hook (14 PTS) (M. Smart 1 AST),"[1629057, 203935]",1610612738.0,BOS,bank,,,Williams III,R. Williams III,,,,,6.76,Made,,,,,14.0,M. Smart,203935.0,1.0,,,,,,,,,,,
571,PT02M42.00S,2021-03-17T01:50:02.2Z,4,REGULAR,3pt,Jump Shot,[],201144,25.75558475689882,83.6703431372549,1610612762,99,104,2021-03-17T01:54:33Z,5650000,-168.0,190.0,1,left,MISS M. Conley 25' pullup 3PT,[201144],1610612762.0,UTA,pullup,,,Conley,M. Conley,,,,,25.36,Missed,,,,,,,,,,,,,,,,,,,
572,PT02M40.00S,2021-03-17T01:50:04.2Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,99,104,2021-03-17T01:50:04Z,5660000,,,0,,J. Brown REBOUND (Off:1 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,571.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
573,PT02M35.00S,2021-03-17T01:50:08.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,91.01511169513797,52.51991421568627,1610612738,101,104,2021-03-17T01:50:14Z,5670000,13.0,32.0,1,right,J. Brown Layup (25 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,3.44,Made,,,,,25.0,,,,,,,,,,,,,,
574,PT02M14.00S,2021-03-17T01:50:33.5Z,4,REGULAR,foul,personal,[],203935,,,1610612762,101,104,2021-03-17T01:50:44Z,5680000,,,0,,M. Smart personal FOUL (2 PF),"[203935, 1628378]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,202027.0,,,2.0,0.0,Mitchell,1628378.0,
576,PT02M07.00S,2021-03-17T01:51:17.7Z,4,REGULAR,foul,offensive,[],203497,,,1610612762,101,104,2021-03-17T01:51:31Z,5700000,,,0,,R. Gobert offensive FOUL (2 PF),"[203497, 203935]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,202027.0,,,2.0,0.0,Smart,203935.0,
578,PT02M07.00S,2021-03-17T01:51:17.7Z,4,REGULAR,turnover,offensive foul,[],203497,,,1610612762,101,104,2021-03-17T01:51:17Z,5720000,,,0,,R. Gobert offensive foul TURNOVER (4 TO),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,4.0,,,202027.0,,,,,,,
579,PT01M52.00S,2021-03-17T01:52:11.9Z,4,REGULAR,foul,offensive,[],1629057,,,1610612738,101,104,2021-03-17T01:52:32Z,5730000,,,0,,R. Williams III offensive FOUL (1 PF),"[1629057, 203497]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,202027.0,,,1.0,0.0,Gobert,203497.0,
581,PT01M52.00S,2021-03-17T01:52:11.9Z,4,REGULAR,turnover,offensive foul,[],1629057,,,1610612738,101,104,2021-03-17T01:52:11Z,5750000,,,0,,R. Williams III offensive foul TURNOVER (2 TO),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,2.0,,,202027.0,,,,,,,
582,PT01M42.00S,2021-03-17T01:52:34.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],202711,20.97568988173456,9.137561274509803,1610612762,101,104,2021-03-17T01:52:39Z,5760000,204.0,145.0,1,left,MISS B. Bogdanovic 25' 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,25.04,Missed,,,,,,,,,,,,,,,,,,,
583,PT01M38.00S,2021-03-17T01:52:38.5Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,101,104,2021-03-17T01:52:39Z,5770000,,,0,,R. Williams III REBOUND (Off:3 Def:6),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,582.0,9.0,6.0,3.0,,,,,,,,,,,,,,,
584,PT01M20.00S,2021-03-17T01:52:56.9Z,4,REGULAR,2pt,Jump Shot,[],203935,72.48685939553219,27.27481617647059,1610612738,101,104,2021-03-17T01:53:04Z,5780000,-114.0,206.0,1,right,MISS M. Smart 23' Jump Shot,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,23.53,Missed,,,,,,,,,,,,,,,,,,,
585,PT01M16.00S,2021-03-17T01:52:59.8Z,4,REGULAR,rebound,defensive,[],1626220,,,1610612762,101,104,2021-03-17T01:52:59Z,5790000,,,0,,R. O'Neale REBOUND (Off:0 Def:3),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,584.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
586,PT01M04.00S,2021-03-17T01:53:11.7Z,4,REGULAR,3pt,Jump Shot,[],1628378,32.670827858081466,55.4610906862745,1610612762,101,107,2021-03-17T01:53:21Z,5800000,-27.0,255.0,1,left,D. Mitchell 25' 3PT pullup (19 PTS),[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,25.61,Made,,,,,19.0,,,,,,,,,,,,,,
587,PT00M54.60S,2021-03-17T01:53:27.9Z,4,REGULAR,3pt,Jump Shot,[],203935,77.34888304862024,8.64736519607843,1610612738,101,107,2021-03-17T01:53:34Z,5810000,-207.0,160.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.17,Missed,,,,,,,,,,,,,,,,,,,
588,PT00M51.70S,2021-03-17T01:53:30.8Z,4,REGULAR,rebound,defensive,[],203497,,,1610612762,101,107,2021-03-17T01:53:34Z,5820000,,,0,,R. Gobert REBOUND (Off:1 Def:10),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,587.0,11.0,10.0,1.0,,,,,,,,,,,,,,,
590,PT00M50.50S,2021-03-17T01:53:44.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612762,101,107,2021-03-17T01:53:50Z,5840000,,,0,,J. Brown take personal FOUL (2 PF) (Gobert 2 FT),"[1627759, 203497]",1610612738.0,BOS,take,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,202027.0,,,2.0,0.0,Gobert,203497.0,
592,PT00M50.50S,2021-03-17T01:54:11.1Z,4,REGULAR,freethrow,1 of 2,[],203497,,,1610612762,101,108,2021-03-17T01:54:11Z,5860000,,,0,,R. Gobert Free Throw 1 of 2 (13 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Made,,,,,13.0,,,,,,,,,,,,,,
593,PT00M50.50S,2021-03-17T01:54:11.8Z,4,REGULAR,substitution,out,[],202689,,,1610612762,101,108,2021-03-17T01:54:16Z,5870000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT00M50.50S,2021-03-17T01:54:11.8Z,4,REGULAR,substitution,in,[],1628464,,,1610612762,101,108,2021-03-17T01:54:16Z,5880000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT00M50.50S,2021-03-17T01:54:41.1Z,4,REGULAR,freethrow,2 of 2,[],203497,,,1610612762,101,109,2021-03-17T01:54:41Z,5890000,,,0,,R. Gobert Free Throw 2 of 2 (14 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Made,,,,,14.0,,,,,,,,,,,,,,
596,PT00M50.50S,2021-03-17T01:54:44.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,101,109,2021-03-17T01:54:44Z,5900000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT00M50.50S,2021-03-17T01:55:50.8Z,4,REGULAR,substitution,out,[],1629057,,,1610612738,101,109,2021-03-17T01:56:03Z,5910000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT00M50.50S,2021-03-17T01:55:50.8Z,4,REGULAR,substitution,in,[],202689,,,1610612738,101,109,2021-03-17T01:56:03Z,5920000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT00M44.60S,2021-03-17T01:56:35.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,91.27792378449409,52.51991421568627,1610612738,103,109,2021-03-17T01:57:01Z,5930000,13.0,29.0,1,right,J. Tatum driving Layup (29 PTS) (D. Theis 6 AST),"[1628369, 1628464]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,3.21,Made,,,,,29.0,D. Theis,1628464.0,6.0,,,,,,,,,,,
600,PT00M44.60S,2021-03-17T01:56:38.2Z,4,REGULAR,foul,personal,['1freethrow'],203497,,,1610612738,103,109,2021-03-17T01:56:50Z,5940000,,,0,,R. Gobert shooting personal FOUL (3 PF) (Tatum 1 FT),"[203497, 1628369]",1610612762.0,UTA,shooting,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,201246.0,,,3.0,0.0,Tatum,1628369.0,
602,PT00M44.60S,2021-03-17T01:56:58.3Z,4,REGULAR,substitution,out,[],1628464,,,1610612738,103,109,2021-03-17T01:57:03Z,5960000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT00M44.60S,2021-03-17T01:56:58.3Z,4,REGULAR,substitution,in,[],1629057,,,1610612738,103,109,2021-03-17T01:57:03Z,5970000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT00M44.60S,2021-03-17T01:57:19.5Z,4,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,103,109,2021-03-17T01:57:31Z,5980000,,,0,,MISS J. Tatum Free Throw 1 of 1,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
606,PT00M43.00S,2021-03-17T01:57:21.1Z,4,REGULAR,rebound,offensive,[],1628369,,,1610612738,103,109,2021-03-17T01:57:31Z,5990000,,,0,,J. Tatum REBOUND (Off:3 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,605.0,6.0,3.0,3.0,,,,,,,,,,,,,,,
607,PT00M41.80S,2021-03-17T01:57:21.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628369,90.75229960578186,53.990502450980394,1610612738,103,109,2021-03-17T01:57:44Z,6000000,20.0,34.0,1,right,MISS J. Tatum floating Shot,[1628369],1610612738.0,BOS,floating,,,Tatum,J. Tatum,,,,,3.98,Missed,,,,,,,,,,,,,,,,,,,
608,PT00M40.30S,2021-03-17T01:57:25.0Z,4,REGULAR,rebound,defensive,[],203497,,,1610612762,103,109,2021-03-17T01:57:25Z,6010000,,,0,,R. Gobert REBOUND (Off:1 Def:11),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,607.0,12.0,11.0,1.0,,,,,,,,,,,,,,,
609,PT00M40.30S,2021-03-17T01:57:35.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612762,103,109,2021-03-17T01:57:51Z,6020000,,,0,,J. Tatum take personal FOUL (3 PF) (Gobert 2 FT),"[1628369, 203497]",1610612738.0,BOS,take,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,202027.0,,,3.0,0.0,Gobert,203497.0,
611,PT00M40.30S,2021-03-17T01:58:08.4Z,4,REGULAR,freethrow,1 of 2,[],203497,,,1610612762,103,110,2021-03-17T01:58:08Z,6040000,,,0,,R. Gobert Free Throw 1 of 2 (15 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Made,,,,,15.0,,,,,,,,,,,,,,
612,PT00M40.30S,2021-03-17T01:58:13.6Z,4,REGULAR,substitution,out,[],1629057,,,1610612762,103,110,2021-03-17T01:58:20Z,6050000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT00M40.30S,2021-03-17T01:58:13.6Z,4,REGULAR,substitution,in,[],1628464,,,1610612762,103,110,2021-03-17T01:58:20Z,6060000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT00M40.30S,2021-03-17T01:58:37.0Z,4,REGULAR,freethrow,2 of 2,[],203497,,,1610612762,103,111,2021-03-17T01:58:37Z,6070000,,,0,,R. Gobert Free Throw 2 of 2 (16 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Made,,,,,16.0,,,,,,,,,,,,,,
615,PT00M35.30S,2021-03-17T01:58:46.6Z,4,REGULAR,3pt,Jump Shot,[],1628369,64.73390275952694,46.14736519607843,1610612738,103,111,2021-03-17T01:58:58Z,6080000,-19.0,279.0,1,right,MISS J. Tatum 27' running pullup 3PT,[1628369],1610612738.0,BOS,running pullup,,,Tatum,J. Tatum,,,,,27.97,Missed,,,,,,,,,,,,,,,,,,,
616,PT00M33.50S,2021-03-17T01:58:48.4Z,4,REGULAR,rebound,defensive,[],202711,,,1610612762,103,111,2021-03-17T01:58:58Z,6090000,,,0,,B. Bogdanovic REBOUND (Off:2 Def:3),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,615.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
617,PT00M31.90S,2021-03-17T01:58:53.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202689,,,1610612762,103,111,2021-03-17T01:59:02Z,6100000,,,0,,K. Walker take personal FOUL (1 PF) (Bogdanovic 2 FT),"[202689, 202711]",1610612738.0,BOS,take,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,202027.0,,,1.0,0.0,Bogdanovic,202711.0,
619,PT00M31.90S,2021-03-17T01:59:22.2Z,4,REGULAR,freethrow,1 of 2,[],202711,,,1610612762,103,112,2021-03-17T01:59:22Z,6120000,,,0,,B. Bogdanovic Free Throw 1 of 2 (9 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
620,PT00M31.90S,2021-03-17T01:59:38.1Z,4,REGULAR,freethrow,2 of 2,[],202711,,,1610612762,103,113,2021-03-17T01:59:38Z,6130000,,,0,,B. Bogdanovic Free Throw 2 of 2 (10 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,Made,,,,,10.0,,,,,,,,,,,,,,
621,PT00M24.20S,2021-03-17T01:59:48.4Z,4,REGULAR,3pt,Jump Shot,[],202689,70.90998685939553,82.17677696078431,1610612738,106,113,2021-03-17T01:59:53Z,6140000,161.0,221.0,1,right,K. Walker 27' 3PT  (16 PTS) (J. Brown 7 AST),"[202689, 1627759]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,27.33,Made,,,,,16.0,J. Brown,1627759.0,7.0,,,,,,,,,,,
