actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
498,PT12M00.00S,2021-03-27T01:27:30.9Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,89,103,2021-03-27T01:28:28Z,4930000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
499,PT12M00.00S,2021-03-27T01:27:30.9Z,4,REGULAR,substitution,in,['startperiod'],1630202,,,1610612738,89,103,2021-03-27T01:28:28Z,4940000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
500,PT12M00.00S,2021-03-27T01:28:38.5Z,4,REGULAR,period,start,[],0,,,1610612738,89,103,2021-03-27T01:28:38Z,4950000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT11M38.00S,2021-03-27T01:29:00.0Z,4,REGULAR,2pt,Jump Shot,[],1628369,90.09526938239159,69.921875,1610612738,89,105,2021-03-27T01:29:06Z,4960000,100.0,41.0,1,right,J. Tatum 10' step back Jump Shot (32 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,,,,Made,32.0,,,,10.76,,,,,,,,,
502,PT11M26.00S,2021-03-27T01:29:11.3Z,4,REGULAR,turnover,lost ball,[],203648,,,1610612749,89,105,2021-03-27T01:29:16Z,4970000,,,0,,T. Antetokounmpo lost ball TURNOVER (2 TO),"[203648, 1629057]",1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,2.0,Williams III,1629057.0,,,,,,,,,,
503,PT11M26.00S,2021-03-27T01:29:11.3Z,4,REGULAR,steal,,[],1629057,,,1610612738,89,105,2021-03-27T01:29:14Z,4980000,,,0,,R. Williams III STEAL (2 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
504,PT11M06.00S,2021-03-27T01:29:31.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629057,93.9060446780552,51.294424019607845,1610612738,89,107,2021-03-27T01:29:36Z,4990000,6.0,5.0,1,right,R. Williams III cutting DUNK (7 PTS) (J. Brown 2 AST),"[1629057, 1627759]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,,,,,,Made,7.0,,,,0.81,J. Brown,1627759.0,2.0,,,,,,
506,PT10M48.00S,2021-03-27T01:29:49.6Z,4,REGULAR,3pt,Jump Shot,[],1630241,23.47240473061761,86.34344362745098,1610612749,92,107,2021-03-27T01:29:55Z,5010000,-182.0,168.0,1,left,S. Merrill 24' 3PT  (8 PTS),[1630241],1610612749.0,MIL,,,,Merrill,S. Merrill,,,,,,,,,,Made,8.0,,,,24.75,,,,,,,,,
507,PT10M32.00S,2021-03-27T01:30:05.1Z,4,REGULAR,3pt,Jump Shot,[],1630202,94.69448094612353,4.4806985294117645,1610612738,92,110,2021-03-27T01:30:10Z,5020000,-228.0,-3.0,1,right,P. Pritchard 3PT  (6 PTS) (G. Williams 3 AST),"[1630202, 1629684]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,Made,6.0,,,,22.76,G. Williams,1629684.0,3.0,,,,,,
509,PT10M14.00S,2021-03-27T01:30:23.3Z,4,REGULAR,2pt,Jump Shot,[],1628978,22.946780551905388,59.13756127450981,1610612749,92,110,2021-03-27T01:30:29Z,5040000,-46.0,163.0,1,left,MISS D. DiVincenzo 16' pullup Shot,[1628978],1610612749.0,MIL,pullup,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,Missed,,,,,16.95,,,,,,,,,
510,PT10M10.00S,2021-03-27T01:30:27.3Z,4,REGULAR,rebound,offensive,[],1626192,,,1610612749,92,110,2021-03-27T01:30:29Z,5050000,,,0,,P. Connaughton REBOUND (Off:3 Def:6),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,509.0,9.0,6.0,3.0,,
511,PT10M00.00S,2021-03-27T01:30:37.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628978,27.94021024967148,81.44148284313727,1610612749,92,110,2021-03-27T01:30:45Z,5060000,-157.0,210.0,1,left,MISS D. DiVincenzo 26' 3PT,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,Missed,,,,,26.24,,,,,,,,,
512,PT09M56.00S,2021-03-27T01:30:41.9Z,4,REGULAR,rebound,offensive,[],1626192,,,1610612749,92,110,2021-03-27T01:30:45Z,5070000,,,0,,P. Connaughton REBOUND (Off:4 Def:6),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,511.0,10.0,6.0,4.0,,
513,PT09M55.00S,2021-03-27T01:30:43.1Z,4,REGULAR,turnover,lost ball,[],1626192,,,1610612749,92,110,2021-03-27T01:30:48Z,5080000,,,0,,P. Connaughton lost ball TURNOVER (2 TO),"[1626192, 1629684]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,2.0,Williams,1629684.0,,,,,,,,,,
514,PT09M55.00S,2021-03-27T01:30:43.1Z,4,REGULAR,steal,,[],1629684,,,1610612738,92,110,2021-03-27T01:30:46Z,5090000,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
515,PT09M45.00S,2021-03-27T01:30:53.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,66.83639947437582,57.421875,1610612738,92,110,2021-03-27T01:30:58Z,5100000,37.0,259.0,1,right,MISS P. Pritchard 26' step back 3PT,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,,,,,,Missed,,,,,26.18,,,,,,,,,
516,PT09M41.00S,2021-03-27T01:30:57.3Z,4,REGULAR,rebound,defensive,[],1626192,,,1610612749,92,110,2021-03-27T01:30:58Z,5110000,,,0,,P. Connaughton REBOUND (Off:4 Def:7),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,515.0,11.0,7.0,4.0,,
517,PT09M35.00S,2021-03-27T01:31:04.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203648,5.995400788436268,52.51991421568627,1610612749,94,110,2021-03-27T01:31:15Z,5120000,-13.0,4.0,1,left,T. Antetokounmpo reverse Layup (6 PTS) (P. Connaughton 2 AST),"[203648, 1626192]",1610612749.0,MIL,reverse,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,Made,6.0,,,,1.32,P. Connaughton,1626192.0,2.0,,,,,,
519,PT09M35.00S,2021-03-27T01:31:09.9Z,4,REGULAR,foul,personal,['1freethrow'],1629057,,,1610612749,94,110,2021-03-27T01:31:22Z,5140000,,,0,,R. Williams III shooting personal FOUL (2 PF) (Antetokounmpo 1 FT),"[1629057, 203648]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,2530.0,2.0,0.0,Antetokounmpo,203648.0,,,,,,,,,,,,,,,
521,PT09M35.00S,2021-03-27T01:31:23.5Z,4,REGULAR,substitution,out,[],1626192,,,1610612749,94,110,2021-03-27T01:31:43Z,5160000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
522,PT09M35.00S,2021-03-27T01:31:23.5Z,4,REGULAR,substitution,out,[],1629057,,,1610612749,94,110,2021-03-27T01:31:43Z,5170000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
523,PT09M35.00S,2021-03-27T01:31:23.5Z,4,REGULAR,substitution,in,[],203114,,,1610612749,94,110,2021-03-27T01:31:43Z,5180000,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,
524,PT09M35.00S,2021-03-27T01:31:23.5Z,4,REGULAR,substitution,in,[],1629021,,,1610612749,94,110,2021-03-27T01:31:43Z,5190000,,,0,,SUB in: M. Wagner,[1629021],1610612738.0,BOS,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
525,PT09M35.00S,2021-03-27T01:31:42.8Z,4,REGULAR,freethrow,1 of 1,[],203648,,,1610612749,94,110,2021-03-27T01:31:42Z,5200000,,,0,,MISS T. Antetokounmpo Free Throw 1 of 1,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,Missed,,,,,,,,,,,,,,
526,PT09M33.00S,2021-03-27T01:31:43.7Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,94,110,2021-03-27T01:31:43Z,5210000,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,525.0,6.0,6.0,0.0,,
527,PT09M25.00S,2021-03-27T01:31:53.6Z,4,REGULAR,foul,personal,[],203114,,,1610612738,94,110,2021-03-27T01:32:04Z,5220000,,,0,,K. Middleton personal FOUL (3 PF),"[203114, 1627759]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,2530.0,3.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,
529,PT09M19.00S,2021-03-27T01:32:16.5Z,4,REGULAR,turnover,out-of-bounds,[],1629021,,,1610612738,94,110,2021-03-27T01:36:06Z,5240000,,,0,,M. Wagner lost ball out-of-bounds TURNOVER (1 TO),[1629021],1610612738.0,BOS,lost ball,,,Wagner,M. Wagner,,,,,1198.0,,,,,,,1.0,,,,,,,,,,,,
530,PT09M09.00S,2021-03-27T01:32:33.8Z,4,REGULAR,foul,personal,[],1628369,,,1610612749,94,110,2021-03-27T01:32:41Z,5250000,,,0,,J. Tatum personal FOUL (3 PF),"[1628369, 203114]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,1198.0,3.0,0.0,Middleton,203114.0,,,,,,,,,,,,,,,
532,PT09M04.00S,2021-03-27T01:32:56.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628978,5.469776609724048,45.41207107843137,1610612749,94,110,2021-03-27T01:33:01Z,5270000,23.0,-1.0,1,left,MISS D. DiVincenzo driving Layup,[1628978],1610612749.0,MIL,driving,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,Missed,,,,,2.29,,,,,,,,,
533,PT09M00.00S,2021-03-27T01:33:00.9Z,4,REGULAR,rebound,defensive,[],1629021,,,1610612738,94,110,2021-03-27T01:33:01Z,5280000,,,0,,M. Wagner REBOUND (Off:0 Def:1),[1629021],1610612738.0,BOS,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,532.0,1.0,1.0,0.0,,
534,PT08M44.00S,2021-03-27T01:33:17.2Z,4,REGULAR,foul,personal,['2freethrow'],1628978,,,1610612738,94,110,2021-03-27T01:33:32Z,5290000,,,0,,D. DiVincenzo shooting personal FOUL (3 PF) (Tatum 2 FT),"[1628978, 1628369]",1610612749.0,MIL,shooting,,,DiVincenzo,D. DiVincenzo,,,,,1198.0,3.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,
536,PT08M44.00S,2021-03-27T01:33:45.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,94,110,2021-03-27T01:33:45Z,5310000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT08M44.00S,2021-03-27T01:34:04.9Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612738,94,110,2021-03-27T02:05:45Z,5320000,,,0,,,[],1610612749.0,MIL,support,,,,,,,,,2530.0,,,,,,,,,,,,,,,,,,,
538,PT08M44.00S,2021-03-27T01:36:26.1Z,4,REGULAR,substitution,out,[],1628978,,,1610612738,94,110,2021-03-27T01:36:52Z,5330000,,,0,,SUB out: D. DiVincenzo,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,
539,PT08M44.00S,2021-03-27T01:36:26.1Z,4,REGULAR,substitution,in,[],201950,,,1610612738,94,110,2021-03-27T01:36:52Z,5340000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
540,PT08M44.00S,2021-03-27T01:37:14.2Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,94,111,2021-03-27T01:37:14Z,5350000,,,0,,J. Tatum Free Throw 1 of 2 (33 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Made,33.0,,,,,,,,,,,,,
541,PT08M44.00S,2021-03-27T01:37:26.8Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,94,112,2021-03-27T01:37:26Z,5360000,,,0,,J. Tatum Free Throw 2 of 2 (34 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Made,34.0,,,,,,,,,,,,,
542,PT08M30.00S,2021-03-27T01:37:43.6Z,4,REGULAR,3pt,Jump Shot,[],1627854,29.517082785808146,30.46109068627451,1610612749,97,112,2021-03-27T01:37:48Z,5370000,98.0,225.0,1,left,B. Forbes 24' 3PT  (6 PTS) (T. Antetokounmpo 2 AST),"[1627854, 203648]",1610612749.0,MIL,,,,Forbes,B. Forbes,,,,,,,,,,Made,6.0,,,,24.53,T. Antetokounmpo,203648.0,2.0,,,,,,
544,PT08M14.00S,2021-03-27T01:37:59.7Z,4,REGULAR,3pt,Jump Shot,[],1627759,73.14388961892247,16.735600490196077,1610612738,97,112,2021-03-27T01:38:05Z,5390000,-166.0,200.0,1,right,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Missed,,,,,26.0,,,,,,,,,
545,PT08M11.00S,2021-03-27T01:38:02.7Z,4,REGULAR,rebound,defensive,[],1627854,,,1610612749,97,112,2021-03-27T01:38:11Z,5400000,,,0,,B. Forbes REBOUND (Off:0 Def:3),[1627854],1610612749.0,MIL,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,544.0,3.0,3.0,0.0,,
546,PT07M59.00S,2021-03-27T01:38:14.6Z,4,REGULAR,turnover,bad pass,[],201950,,,1610612749,97,112,2021-03-27T01:38:20Z,5410000,,,0,,J. Holiday bad pass TURNOVER (5 TO),"[201950, 1630202]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,5.0,Pritchard,1630202.0,,,,,,,,,,
547,PT07M59.00S,2021-03-27T01:38:14.6Z,4,REGULAR,steal,,[],1630202,,,1610612738,97,112,2021-03-27T01:38:18Z,5420000,,,0,,P. Pritchard STEAL (1 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
548,PT07M45.00S,2021-03-27T01:38:29.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629021,93.24901445466492,95.41207107843137,1610612738,97,115,2021-03-27T01:38:34Z,5430000,227.0,11.0,1,right,M. Wagner 3PT  (3 PTS) (P. Pritchard 1 AST),"[1629021, 1630202]",1610612738.0,BOS,,,,Wagner,M. Wagner,,,,,,,,,,Made,3.0,,,,22.74,P. Pritchard,1630202.0,1.0,,,,,,
550,PT07M35.00S,2021-03-27T01:38:42.0Z,4,REGULAR,turnover,out-of-bounds,[],201950,,,1610612749,97,115,2021-03-27T01:41:40Z,5450000,,,0,,J. Holiday lost ball out-of-bounds TURNOVER (6 TO),[201950],1610612749.0,MIL,lost ball,,,Holiday,J. Holiday,,,,,201246.0,,,,,,,6.0,,,,,,,,,,,,
551,PT07M35.00S,2021-03-27T01:38:47.0Z,4,REGULAR,substitution,out,[],1628369,,,1610612738,97,115,2021-03-27T01:39:11Z,5460000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
552,PT07M35.00S,2021-03-27T01:38:47.0Z,4,REGULAR,substitution,out,[],1627759,,,1610612738,97,115,2021-03-27T01:39:11Z,5470000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
553,PT07M35.00S,2021-03-27T01:38:47.0Z,4,REGULAR,substitution,in,[],202689,,,1610612738,97,115,2021-03-27T01:39:11Z,5480000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
554,PT07M35.00S,2021-03-27T01:38:47.0Z,4,REGULAR,substitution,in,[],203935,,,1610612738,97,115,2021-03-27T01:39:11Z,5490000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
555,PT07M24.00S,2021-03-27T01:39:24.0Z,4,REGULAR,foul,personal,[],1627854,,,1610612738,97,115,2021-03-27T01:39:43Z,5500000,,,0,,B. Forbes personal FOUL (1 PF),"[1627854, 1629684]",1610612749.0,MIL,,,,Forbes,B. Forbes,,,,,2530.0,1.0,0.0,Williams,1629684.0,,,,,,,,,,,,,,,
557,PT07M24.00S,2021-03-27T01:39:35.5Z,4,REGULAR,substitution,out,[],203114,,,1610612738,97,115,2021-03-27T01:39:44Z,5520000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,
558,PT07M24.00S,2021-03-27T01:39:35.5Z,4,REGULAR,substitution,out,[],203648,,,1610612738,97,115,2021-03-27T01:39:44Z,5530000,,,0,,SUB out: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
559,PT07M24.00S,2021-03-27T01:39:35.5Z,4,REGULAR,substitution,in,[],1629670,,,1610612738,97,115,2021-03-27T01:39:44Z,5540000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,
560,PT07M24.00S,2021-03-27T01:39:35.5Z,4,REGULAR,substitution,in,[],1629603,,,1610612738,97,115,2021-03-27T01:39:44Z,5550000,,,0,,SUB in: M. Diakite,[1629603],1610612749.0,MIL,,,,Diakite,M. Diakite,,,,,,,,,,,,,,,,,,,,,,,,
561,PT07M15.00S,2021-03-27T01:40:02.4Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],202689,73.40670170827858,53.990502450980394,1610612738,97,115,2021-03-27T01:40:09Z,5560000,20.0,197.0,1,right,MISS K. Walker 19' pullup Shot,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,,,Missed,,,,,19.85,,,,,,,,,
562,PT07M11.00S,2021-03-27T01:40:06.4Z,4,REGULAR,rebound,defensive,[],1629670,,,1610612749,97,115,2021-03-27T01:40:09Z,5570000,,,0,,J. Nwora REBOUND (Off:0 Def:1),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,561.0,1.0,1.0,0.0,,
563,PT07M00.00S,2021-03-27T01:40:21.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,97,115,2021-03-27T01:40:21Z,5580000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT06M58.00S,2021-03-27T01:40:36.6Z,4,REGULAR,3pt,Jump Shot,[],1629670,24.78646517739816,83.64736519607843,1610612749,97,115,2021-03-27T01:40:42Z,5590000,-168.0,180.0,1,left,MISS J. Nwora 24' 3PT,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,Missed,,,,,24.67,,,,,,,,,
565,PT06M55.00S,2021-03-27T01:40:39.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,97,115,2021-03-27T01:40:42Z,5600000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,564.0,,,,,
566,PT06M55.00S,2021-03-27T01:40:44.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,97,115,2021-03-27T01:40:44Z,5610000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT06M41.00S,2021-03-27T01:40:59.4Z,4,REGULAR,3pt,Jump Shot,[],203935,90.75229960578186,2.029718137254902,1610612738,97,118,2021-03-27T01:41:05Z,5620000,-240.0,34.0,1,right,M. Smart 24' 3PT  (23 PTS) (K. Walker 4 AST),"[203935, 202689]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,Made,23.0,,,,24.24,K. Walker,202689.0,4.0,,,,,,
569,PT06M25.00S,2021-03-27T01:41:15.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629603,5.995400788436268,64.03952205882352,1610612749,99,118,2021-03-27T01:41:20Z,5640000,-70.0,4.0,1,left,M. Diakite 7' driving floating Jump Shot (2 PTS),[1629603],1610612749.0,MIL,driving floating,,,Diakite,M. Diakite,,,,,,,,,,Made,2.0,,,,7.03,,,,,,,,,
570,PT06M09.00S,2021-03-27T01:41:31.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,93.11760840998686,49.333639705882355,1610612738,99,118,2021-03-27T01:41:51Z,5650000,-3.0,12.0,1,right,MISS M. Wagner driving Layup,[1629021],1610612738.0,BOS,driving,,,Wagner,M. Wagner,,,,,,,,,,Missed,,,,,1.26,,,,,,,,,
571,PT06M09.00S,2021-03-27T01:41:31.2Z,4,REGULAR,rebound,defensive,[],1629603,,,1610612749,99,118,2021-03-27T01:41:51Z,5660000,,,0,,M. Diakite REBOUND (Off:0 Def:1),[1629603],1610612749.0,MIL,,,,Diakite,M. Diakite,,,,,,,,,,,,,,,,,,,570.0,1.0,1.0,0.0,,
572,PT06M09.00S,2021-03-27T01:41:45.9Z,4,REGULAR,foul,personal,[],1629684,,,1610612749,99,118,2021-03-27T01:41:54Z,5670000,,,0,,G. Williams personal FOUL (3 PF),"[1629684, 1629603]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,201246.0,3.0,0.0,Diakite,1629603.0,,,,,,,,,,,,,,,
574,PT06M09.00S,2021-03-27T01:41:54.5Z,4,REGULAR,substitution,out,[],1627854,,,1610612749,99,118,2021-03-27T01:42:01Z,5690000,,,0,,SUB out: B. Forbes,[1627854],1610612749.0,MIL,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,
575,PT06M09.00S,2021-03-27T01:41:54.5Z,4,REGULAR,substitution,out,[],201950,,,1610612749,99,118,2021-03-27T01:42:01Z,5700000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
576,PT06M09.00S,2021-03-27T01:41:54.5Z,4,REGULAR,substitution,in,[],1626253,,,1610612749,99,118,2021-03-27T01:42:01Z,5710000,,,0,,SUB in: A. Toupane,[1626253],1610612749.0,MIL,,,,Toupane,A. Toupane,,,,,,,,,,,,,,,,,,,,,,,,
577,PT06M09.00S,2021-03-27T01:41:54.5Z,4,REGULAR,substitution,in,[],203648,,,1610612749,99,118,2021-03-27T01:42:01Z,5720000,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
578,PT05M55.00S,2021-03-27T01:42:12.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203648,6.1268068331143235,50.55912990196079,1610612749,101,118,2021-03-27T01:42:17Z,5730000,-3.0,5.0,1,left,T. Antetokounmpo Layup (8 PTS),[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,Made,8.0,,,,0.58,,,,,,,,,
579,PT05M41.00S,2021-03-27T01:42:25.8Z,4,REGULAR,3pt,Jump Shot,[],203935,66.04796320630749,63.794424019607845,1610612738,101,118,2021-03-27T01:42:31Z,5740000,69.0,267.0,1,right,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,Missed,,,,,27.54,,,,,,,,,
580,PT05M37.00S,2021-03-27T01:42:29.8Z,4,REGULAR,rebound,defensive,[],203648,,,1610612749,101,118,2021-03-27T01:42:31Z,5750000,,,0,,T. Antetokounmpo REBOUND (Off:1 Def:2),[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,579.0,3.0,2.0,1.0,,
581,PT05M29.00S,2021-03-27T01:42:37.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629603,6.389618922470433,49.57873774509804,1610612749,101,118,2021-03-27T01:42:47Z,5760000,2.0,8.0,1,left,MISS M. Diakite alley-oop Layup,[1629603],1610612749.0,MIL,alley-oop,,,Diakite,M. Diakite,,,,,,,,,,Missed,,,,,0.79,,,,,,,,,
582,PT05M27.00S,2021-03-27T01:42:40.2Z,4,REGULAR,rebound,offensive,[],1629603,,,1610612749,101,118,2021-03-27T01:42:40Z,5770000,,,0,,M. Diakite REBOUND (Off:1 Def:1),[1629603],1610612749.0,MIL,,,,Diakite,M. Diakite,,,,,,,,,,,,,,,,,,,581.0,2.0,1.0,1.0,,
583,PT05M26.00S,2021-03-27T01:42:43.9Z,4,REGULAR,foul,personal,[],1629684,,,1610612749,101,118,2021-03-27T01:42:53Z,5780000,,,0,,G. Williams personal FOUL (4 PF),"[1629684, 1629603]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,2530.0,4.0,0.0,Diakite,1629603.0,,,,,,,,,,,,,,,
585,PT05M26.00S,2021-03-27T01:42:56.4Z,4,REGULAR,substitution,out,[],1630202,,,1610612749,101,118,2021-03-27T01:43:02Z,5800000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
586,PT05M26.00S,2021-03-27T01:42:56.4Z,4,REGULAR,substitution,in,[],1630174,,,1610612749,101,118,2021-03-27T01:43:02Z,5810000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
587,PT05M22.00S,2021-03-27T01:43:15.7Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1630241,21.76412614980289,36.58854166666667,1610612749,103,118,2021-03-27T01:43:20Z,5820000,67.0,152.0,1,left,S. Merrill 16' pullup Jump Shot (10 PTS),[1630241],1610612749.0,MIL,pullup,,,Merrill,S. Merrill,,,,,,,,,,Made,10.0,,,,16.62,,,,,,,,,
588,PT05M04.00S,2021-03-27T01:43:35.2Z,4,REGULAR,turnover,out-of-bounds,[],1629684,,,1610612738,103,118,2021-03-27T01:43:44Z,5830000,,,0,,G. Williams step out-of-bounds TURNOVER (1 TO),[1629684],1610612738.0,BOS,step,,,Williams,G. Williams,,,,,1198.0,,,,,,,1.0,,,,,,,,,,,,
