actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
547,PT05M51.00S,2021-05-12T01:53:32.3Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,95,111,2021-05-12T01:53:34Z,5390000,,,0,,G. Williams REBOUND (Off:1 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,546.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
548,PT05M44.00S,2021-05-12T01:53:39.0Z,4,REGULAR,2pt,Jump Shot,[],1630202,7.703679369250986,80.7061887254902,1610612738,97,111,2021-05-12T01:53:44Z,5400000,-154.0,20.0,1,left,P. Pritchard 15' pullup Jump Shot (7 PTS) (K. Walker 4 AST),"[1630202, 202689]",1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,15.48,Made,,,,,7.0,K. Walker,202689.0,4.0,,,,,,,,,,,
550,PT05M22.00S,2021-05-12T01:54:04.3Z,4,REGULAR,turnover,double dribble,[],1629130,,,1610612748,97,111,2021-05-12T01:54:26Z,5420000,,,0,,D. Robinson double dribble TURNOVER (2 TO),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,201245.0,2.0,,,,,,,
551,PT05M16.00S,2021-05-12T01:54:24.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629134,,,1610612738,97,111,2021-05-12T01:55:06Z,5430000,,,0,,K. Nunn shooting personal FOUL (4 PF) (Walker 2 FT),"[1629134, 202689]",1610612748.0,MIA,shooting,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,2714.0,,4.0,0.0,Walker,202689.0,,,
553,PT05M16.00S,2021-05-12T01:55:07.2Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],202689,,,1610612738,98,111,2021-05-12T01:55:07Z,5450000,,,0,,K. Walker Free Throw 1 of 2 (30 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,30.0,,,,,,,,,,,,,,
554,PT05M16.00S,2021-05-12T01:55:24.0Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],202689,,,1610612738,99,111,2021-05-12T01:55:24Z,5460000,,,0,,K. Walker Free Throw 2 of 2 (31 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,31.0,,,,,,,,,,,,,,
555,PT05M05.00S,2021-05-12T01:55:36.4Z,4,REGULAR,3pt,Jump Shot,[],1629639,75.1149802890933,11.833639705882353,1610612748,99,114,2021-05-12T01:55:41Z,5470000,-191.0,181.0,1,right,T. Herro 26' 3PT  (24 PTS) (B. Adebayo 5 AST),"[1629639, 1628389]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,26.33,Made,,,,,24.0,B. Adebayo,1628389.0,5.0,,,,,,,,,,,
557,PT04M50.00S,2021-05-12T01:55:50.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203095,13.354139290407357,39.28462009803921,1610612738,99,114,2021-05-12T01:55:55Z,5490000,54.0,73.0,1,left,MISS E. Fournier 9' driving floating Shot,[203095],1610612738.0,BOS,driving floating,,,Fournier,E. Fournier,,,,,9.06,Missed,,,,,,,,,,,,,,,,,,,
558,PT04M49.00S,2021-05-12T01:55:51.0Z,4,REGULAR,rebound,defensive,[],1629639,,,1610612748,99,114,2021-05-12T01:55:55Z,5500000,,,0,,T. Herro REBOUND (Off:0 Def:11),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,557.0,11.0,11.0,0.0,,,,,,,,,,,,,,,
559,PT04M46.00S,2021-05-12T01:55:54.8Z,4,REGULAR,turnover,bad pass,[],1629639,,,1610612748,99,114,2021-05-12T01:56:01Z,5510000,,,0,,T. Herro bad pass TURNOVER (3 TO),"[1629639, 1628369]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,3.0,,,,,Tatum,1628369.0,
560,PT04M46.00S,2021-05-12T01:55:54.8Z,4,REGULAR,steal,,[],1628369,,,1610612738,99,114,2021-05-12T01:55:56Z,5520000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT04M44.00S,2021-05-12T01:55:58.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629639,,,1610612738,99,114,2021-05-12T01:56:12Z,5530000,,,0,,T. Herro shooting personal FOUL (3 PF) (Tatum 2 FT),"[1629639, 1628369]",1610612748.0,MIA,shooting,,,Herro,T. Herro,,,,,,,,,,,,,,,,,201245.0,,3.0,0.0,Tatum,1628369.0,,,
563,PT04M44.00S,2021-05-12T01:56:30.0Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1628369,,,1610612738,100,114,2021-05-12T01:56:30Z,5550000,,,0,,J. Tatum Free Throw 1 of 2 (23 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,23.0,,,,,,,,,,,,,,
564,PT04M44.00S,2021-05-12T01:56:30.8Z,4,REGULAR,substitution,out,[],1630202,,,1610612738,100,114,2021-05-12T01:56:41Z,5560000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT04M44.00S,2021-05-12T01:56:30.8Z,4,REGULAR,substitution,in,[],203935,,,1610612738,100,114,2021-05-12T01:56:41Z,5570000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT04M44.00S,2021-05-12T01:56:45.7Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1628369,,,1610612738,101,114,2021-05-12T01:56:45Z,5580000,,,0,,J. Tatum Free Throw 2 of 2 (24 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,24.0,,,,,,,,,,,,,,
567,PT04M25.00S,2021-05-12T01:57:07.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,85.62746386333771,45.166973039215684,1610612748,101,114,2021-05-12T01:57:11Z,5590000,-24.0,83.0,1,right,MISS B. Adebayo 8' driving Layup - blocked,"[1628389, 1629684]",1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,8.61,Missed,,,,,,,,,Williams,1629684.0,,,,,,,,,
585,PT04M25.00S,2021-05-12T01:57:07.8Z,4,REGULAR,block,,[],1629684,,,1610612748,101,114,2021-05-12T02:00:24Z,5595000,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT04M22.00S,2021-05-12T01:57:10.8Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,101,114,2021-05-12T01:57:11Z,5600000,,,0,,J. Tatum REBOUND (Off:0 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,567.0,8.0,8.0,0.0,,,,,,,,,,,,,,,
569,PT04M19.00S,2021-05-12T01:57:13.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628369,5.075558475689881,48.353247549019606,1610612738,103,114,2021-05-12T01:57:25Z,5610000,8.0,-5.0,1,left,J. Tatum running finger roll Layup (26 PTS),[1628369],1610612738.0,BOS,running finger roll,,,Tatum,J. Tatum,,,,,0.95,Made,,,,,26.0,,,,,,,,,,,,,,
570,PT04M04.00S,2021-05-12T01:57:28.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629134,92.59198423127464,44.921875,1610612748,103,116,2021-05-12T01:57:31Z,5620000,-25.0,17.0,1,right,K. Nunn driving Layup (12 PTS),[1629134],1610612748.0,MIA,driving,,,Nunn,K. Nunn,,,,,3.06,Made,,,,,12.0,,,,,,,,,,,,,,
571,PT03M55.00S,2021-05-12T01:57:39.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202689,8.886333771353483,39.77481617647059,1610612738,103,116,2021-05-12T01:58:03Z,5630000,51.0,31.0,1,left,MISS K. Walker driving Layup - blocked,"[202689, 1628389]",1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,5.98,Missed,,,,,,,,,Adebayo,1628389.0,,,,,,,,,
572,PT03M55.00S,2021-05-12T01:57:39.4Z,4,REGULAR,block,,[],1628389,,,1610612738,103,116,2021-05-12T01:57:46Z,5640000,,,0,,B. Adebayo BLOCK (2 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT03M53.00S,2021-05-12T01:57:41.4Z,4,REGULAR,rebound,offensive,[],202689,,,1610612738,103,116,2021-05-12T02:04:03Z,5650000,,,0,,K. Walker REBOUND (Off:1 Def:5),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,571.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
574,PT03M53.00S,2021-05-12T01:57:53.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,103,116,2021-05-12T01:57:53Z,5660000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT03M53.00S,2021-05-12T01:57:57.0Z,4,REGULAR,substitution,out,[],1629639,,,1610612738,103,116,2021-05-12T01:58:00Z,5670000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT03M53.00S,2021-05-12T01:57:57.0Z,4,REGULAR,substitution,in,[],201609,,,1610612738,103,116,2021-05-12T01:58:00Z,5680000,,,0,,SUB in: G. Dragic,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT03M51.00S,2021-05-12T01:58:13.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,103,116,2021-05-12T01:58:13Z,5690000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT03M44.00S,2021-05-12T01:58:29.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203095,31.882391590013142,51.049325980392155,1610612738,106,116,2021-05-12T01:58:35Z,5700000,-5.0,247.0,1,left,E. Fournier 24' 3PT step back (20 PTS) (M. Smart 3 AST),"[203095, 203935]",1610612738.0,BOS,step back,,,Fournier,E. Fournier,,,,,24.73,Made,,,,,20.0,M. Smart,203935.0,3.0,,,,,,,,,,,
580,PT03M22.00S,2021-05-12T01:58:51.2Z,4,REGULAR,2pt,Jump Shot,[],1629134,90.75229960578186,21.147365196078432,1610612748,106,118,2021-05-12T01:58:57Z,5720000,-144.0,34.0,1,right,K. Nunn 14' pullup Jump Shot (14 PTS),[1629134],1610612748.0,MIA,pullup,,,Nunn,K. Nunn,,,,,14.83,Made,,,,,14.0,,,,,,,,,,,,,,
581,PT03M11.00S,2021-05-12T01:59:02.2Z,4,REGULAR,turnover,bad pass,[],203935,,,1610612738,106,118,2021-05-12T01:59:07Z,5730000,,,0,,M. Smart bad pass TURNOVER (3 TO),"[203935, 1628389]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,3.0,,,,,Adebayo,1628389.0,
582,PT03M11.00S,2021-05-12T01:59:02.2Z,4,REGULAR,steal,,[],1628389,,,1610612748,106,118,2021-05-12T01:59:04Z,5740000,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT02M55.00S,2021-05-12T01:59:18.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201609,69.59592641261499,69.18658088235294,1610612748,106,121,2021-05-12T01:59:25Z,5750000,96.0,233.0,1,right,G. Dragic 25' 3PT  (15 PTS),[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,25.22,Made,,,,,15.0,,,,,,,,,,,,,,
584,PT02M53.00S,2021-05-12T01:59:25.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,106,121,2021-05-12T01:59:25Z,5760000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT02M35.00S,2021-05-12T02:01:53.8Z,4,REGULAR,violation,kicked ball,[],2772,,,1610612738,106,121,2021-05-12T02:02:00Z,5790000,,,0,,T. Ariza kicked ball VIOLATION,[2772],1610612748.0,MIA,,,,Ariza,T. Ariza,,,,,,,,,,,,,,,,,2714.0,,,,,,,,
589,PT02M26.00S,2021-05-12T02:02:06.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.30946123521682,54.23560049019608,1610612738,108,121,2021-05-12T02:02:11Z,5800000,-21.0,16.0,1,left,J. Tatum driving Layup (28 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,2.67,Made,,,,,28.0,,,,,,,,,,,,,,
590,PT02M09.00S,2021-05-12T02:02:24.3Z,4,REGULAR,3pt,Jump Shot,[],201609,66.04796320630749,41.98069852941176,1610612748,108,121,2021-05-12T02:02:34Z,5810000,-40.0,267.0,1,right,MISS G. Dragic 26' 3PT,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,26.96,Missed,,,,,,,,,,,,,,,,,,,
591,PT02M07.00S,2021-05-12T02:02:26.3Z,4,REGULAR,rebound,defensive,[],202689,,,1610612738,108,121,2021-05-12T02:02:34Z,5820000,,,0,,K. Walker REBOUND (Off:1 Def:6),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,590.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
592,PT01M56.00S,2021-05-12T02:02:37.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.178055190538765,47.372855392156865,1610612738,110,121,2021-05-12T02:02:41Z,5830000,13.0,15.0,1,left,J. Tatum Layup (30 PTS) (M. Smart 4 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,1.99,Made,,,,,30.0,M. Smart,203935.0,4.0,,,,,,,,,,,
622,PT01M39.00S,2021-05-12T02:02:49.2Z,4,REGULAR,2pt,Jump Shot,[],201609,78.26872536136662,76.04932598039215,1610612748,110,121,2021-05-12T02:07:42Z,5845000,130.0,152.0,1,right,MISS G. Dragic 20' Jump Shot - blocked,"[201609, 203095]",1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,20.0,Missed,,,,,,,,,Fournier,203095.0,,,,,,,,,
623,PT01M39.00S,2021-05-12T02:02:49.2Z,4,REGULAR,block,,[],203095,,,1610612748,110,121,2021-05-12T02:07:42Z,5847500,,,0,,E. Fournier BLOCK (2 BLK),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT01M38.00S,2021-05-12T02:02:50.2Z,4,REGULAR,rebound,offensive,[],201609,,,1610612748,110,121,2021-05-12T02:07:42Z,5848750,,,0,,G. Dragic REBOUND (Off:1 Def:0),[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,622.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
594,PT01M37.00S,2021-05-12T02:03:00.9Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],201609,88.78120893561103,71.6375612745098,1610612748,110,123,2021-05-12T02:07:42Z,5850000,108.0,53.0,1,right,G. Dragic 12' fadeaway Jump Shot (17 PTS),[201609],1610612748.0,MIA,fadeaway,,,Dragic,G. Dragic,,,,,12.05,Made,,,,,17.0,,,,,,,,,,,,,,
595,PT01M25.00S,2021-05-12T02:03:14.1Z,4,REGULAR,3pt,Jump Shot,[],1628369,29.911300919842315,23.108149509803923,1610612738,113,123,2021-05-12T02:03:18Z,5860000,134.0,229.0,1,left,J. Tatum 26' 3PT  (33 PTS) (M. Smart 5 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.53,Made,,,,,33.0,M. Smart,203935.0,5.0,,,,,,,,,,,
597,PT01M06.00S,2021-05-12T02:03:43.3Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,113,123,2021-05-12T02:03:43Z,5880000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT01M06.00S,2021-05-12T02:03:46.8Z,4,REGULAR,substitution,out,[],203095,,,1610612748,113,123,2021-05-12T02:03:51Z,5890000,,,0,,SUB out: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT01M06.00S,2021-05-12T02:03:46.8Z,4,REGULAR,substitution,in,[],1630174,,,1610612748,113,123,2021-05-12T02:03:51Z,5900000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT01M02.00S,2021-05-12T02:04:03.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201609,91.67214191852825,49.57873774509804,1610612748,113,123,2021-05-12T02:04:10Z,5910000,-2.0,26.0,1,right,MISS G. Dragic driving reverse Layup,[201609],1610612748.0,MIA,driving reverse,,,Dragic,G. Dragic,,,,,2.59,Missed,,,,,,,,,,,,,,,,,,,
601,PT01M00.00S,2021-05-12T02:04:05.8Z,4,REGULAR,rebound,defensive,[],1630174,,,1610612738,113,123,2021-05-12T02:04:10Z,5920000,,,0,,A. Nesmith REBOUND (Off:0 Def:3),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,600.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
602,PT00M55.90S,2021-05-12T02:04:11.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202689,8.886333771353483,48.59834558823529,1610612738,115,123,2021-05-12T02:04:16Z,5930000,7.0,31.0,1,left,K. Walker driving Layup (33 PTS),[202689],1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,3.18,Made,,,,,33.0,,,,,,,,,,,,,,
603,PT00M55.90S,2021-05-12T02:04:14.3Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628389,,,1610612738,115,123,2021-05-12T02:04:24Z,5940000,,,0,,B. Adebayo shooting personal FOUL (4 PF) (Walker 1 FT),"[1628389, 202689]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,201638.0,,4.0,0.0,Walker,202689.0,,,
605,PT00M55.90S,2021-05-12T02:04:37.9Z,4,REGULAR,freethrow,1 of 1,[],202689,,,1610612738,115,123,2021-05-12T02:04:38Z,5960000,,,0,,MISS K. Walker Free Throw 1 of 1,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Missed,,,,,,,,,,,,,,,,,,,
606,PT00M53.30S,2021-05-12T02:04:40.5Z,4,REGULAR,rebound,defensive,[],1629134,,,1610612748,115,123,2021-05-12T02:05:01Z,5970000,,,0,,K. Nunn REBOUND (Off:0 Def:7),[1629134],1610612748.0,MIA,,,,Nunn,K. Nunn,,,,,,,605.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
607,PT00M41.70S,2021-05-12T02:04:52.8Z,4,REGULAR,foul,personal,[],1628369,,,1610612748,115,123,2021-05-12T02:05:09Z,5980000,,,0,,J. Tatum personal FOUL (5 PF),"[1628369, 201609]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,201245.0,,5.0,0.0,Dragic,201609.0,,,
609,PT00M32.20S,2021-05-12T02:05:27.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629134,92.19776609724047,46.392463235294116,1610612748,115,125,2021-05-12T02:05:31Z,6000000,-18.0,21.0,1,right,K. Nunn cutting finger roll Layup (16 PTS) (D. Robinson 3 AST),"[1629134, 1629130]",1610612748.0,MIA,cutting finger roll,,,Nunn,K. Nunn,,,,,2.75,Made,,,,,16.0,D. Robinson,1629130.0,3.0,,,,,,,,,,,
611,PT00M22.40S,2021-05-12T02:05:37.7Z,4,REGULAR,3pt,Jump Shot,[],202689,31.09395532194481,78.50030637254902,1610612738,118,125,2021-05-12T02:05:44Z,6020000,-143.0,240.0,1,left,K. Walker 27' 3PT pullup (36 PTS) (G. Williams 2 AST),"[202689, 1629684]",1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,27.89,Made,,,,,36.0,G. Williams,1629684.0,2.0,,,,,,,,,,,
613,PT00M15.30S,2021-05-12T02:05:55.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612748,118,125,2021-05-12T02:06:04Z,6040000,,,0,,G. Williams take personal FOUL (4 PF) (Ariza 2 FT),"[1629684, 2772]",1610612738.0,BOS,take,,,Williams,G. Williams,,,,,,,,,,,,,,,,,201638.0,,4.0,0.0,Ariza,2772.0,,,
615,PT00M15.30S,2021-05-12T02:06:31.5Z,4,REGULAR,freethrow,1 of 2,[],2772,,,1610612748,118,126,2021-05-12T02:06:31Z,6060000,,,0,,T. Ariza Free Throw 1 of 2 (3 PTS),[2772],1610612748.0,MIA,,,,Ariza,T. Ariza,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
616,PT00M15.30S,2021-05-12T02:06:32.2Z,4,REGULAR,substitution,out,[],201609,,,1610612748,118,126,2021-05-12T02:06:37Z,6070000,,,0,,SUB out: G. Dragic,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT00M15.30S,2021-05-12T02:06:32.2Z,4,REGULAR,substitution,in,[],2738,,,1610612748,118,126,2021-05-12T02:06:37Z,6080000,,,0,,SUB in: A. Iguodala,[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT00M15.30S,2021-05-12T02:07:01.3Z,4,REGULAR,freethrow,2 of 2,[],2772,,,1610612748,118,127,2021-05-12T02:07:01Z,6090000,,,0,,T. Ariza Free Throw 2 of 2 (4 PTS),[2772],1610612748.0,MIA,,,,Ariza,T. Ariza,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
619,PT00M10.20S,2021-05-12T02:07:09.8Z,4,REGULAR,3pt,Jump Shot,[],1630174,5.863994743758213,95.16697303921569,1610612738,121,127,2021-05-12T02:08:01Z,6100000,-226.0,3.0,1,left,A. Nesmith 3PT  (6 PTS) (J. Tatum 6 AST),"[1630174, 1628369]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,22.58,Made,,,,,6.0,J. Tatum,1628369.0,6.0,,,,,,,,,,,
621,PT00M09.50S,2021-05-12T02:07:23.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,121,127,2021-05-12T02:07:23Z,6120000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT00M08.20S,2021-05-12T02:09:00.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202689,,,1610612748,121,127,2021-05-12T02:09:09Z,6130000,,,0,,K. Walker take personal FOUL (2 PF) (Nunn 2 FT),"[202689, 1629134]",1610612738.0,BOS,take,,,Walker,K. Walker,,,,,,,,,,,,,,,,,2714.0,,2.0,0.0,Nunn,1629134.0,,,
627,PT00M08.20S,2021-05-12T02:09:35.4Z,4,REGULAR,freethrow,1 of 2,[],1629134,,,1610612748,121,128,2021-05-12T02:09:35Z,6150000,,,0,,K. Nunn Free Throw 1 of 2 (17 PTS),[1629134],1610612748.0,MIA,,,,Nunn,K. Nunn,,,,,,Made,,,,,17.0,,,,,,,,,,,,,,
628,PT00M08.20S,2021-05-12T02:09:48.8Z,4,REGULAR,freethrow,2 of 2,[],1629134,,,1610612748,121,129,2021-05-12T02:09:48Z,6160000,,,0,,K. Nunn Free Throw 2 of 2 (18 PTS),[1629134],1610612748.0,MIA,,,,Nunn,K. Nunn,,,,,,Made,,,,,18.0,,,,,,,,,,,,,,
629,PT00M03.70S,2021-05-12T02:09:55.7Z,4,REGULAR,3pt,Jump Shot,[],203935,29.77989487516426,21.637561274509803,1610612738,121,129,2021-05-12T02:10:05Z,6170000,142.0,227.0,1,left,MISS M. Smart 26' pullup 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,26.8,Missed,,,,,,,,,,,,,,,,,,,
630,PT00M00.60S,2021-05-12T02:09:58.9Z,4,REGULAR,rebound,defensive,[],2772,,,1610612748,121,129,2021-05-12T02:09:58Z,6180000,,,0,,T. Ariza REBOUND (Off:1 Def:6),[2772],1610612748.0,MIA,,,,Ariza,T. Ariza,,,,,,,629.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
631,PT00M00.00S,2021-05-12T02:10:02.1Z,4,REGULAR,period,end,[],0,,,1610612748,121,129,2021-05-12T02:10:02Z,6190000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT00M00.00S,2021-05-12T02:10:54.9Z,4,REGULAR,game,end,[],0,,,0,121,129,2021-05-12T02:10:54Z,6200000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
