actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
628,PT00M50.40S,2021-02-18T02:51:33.1Z,4,REGULAR,3pt,Jump Shot,[],1627759,24.26084099868594,83.89246323529412,1610612738,111,118,2021-02-18T02:51:38Z,6100000,-169.0,176.0,1,left,J. Brown 24' 3PT  (22 PTS) (G. Williams 3 AST),"[1627759, 1629684]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.41,Made,,,,,22.0,G. Williams,1629684.0,3.0,,,,,,,,,,
630,PT00M50.20S,2021-02-18T02:51:47.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612737,111,118,2021-02-18T02:51:47Z,6120000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT00M50.20S,2021-02-18T02:52:53.4Z,4,REGULAR,substitution,out,[],1629684,,,1610612737,111,118,2021-02-18T02:53:09Z,6130000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
632,PT00M50.20S,2021-02-18T02:52:53.4Z,4,REGULAR,substitution,out,[],1630202,,,1610612737,111,118,2021-02-18T02:53:09Z,6140000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
633,PT00M50.20S,2021-02-18T02:52:53.4Z,4,REGULAR,substitution,out,[],203991,,,1610612737,111,118,2021-02-18T02:53:09Z,6150000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
634,PT00M50.20S,2021-02-18T02:52:53.4Z,4,REGULAR,substitution,in,[],1629057,,,1610612737,111,118,2021-02-18T02:53:09Z,6160000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
635,PT00M50.20S,2021-02-18T02:52:53.4Z,4,REGULAR,substitution,in,[],201952,,,1610612737,111,118,2021-02-18T02:53:09Z,6170000,,,0,,SUB in: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,
636,PT00M50.20S,2021-02-18T02:52:53.4Z,4,REGULAR,substitution,in,[],201568,,,1610612737,111,118,2021-02-18T02:53:09Z,6180000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
637,PT00M46.60S,2021-02-18T02:53:22.6Z,4,REGULAR,turnover,lost ball,[],201568,,,1610612737,111,118,2021-02-18T02:53:28Z,6190000,,,0,,D. Gallinari lost ball TURNOVER (2 TO),"[201568, 1628400]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,2.0,Ojeleye,1628400.0,,,,,,,
638,PT00M46.60S,2021-02-18T02:53:22.6Z,4,REGULAR,steal,,[],1628400,,,1610612738,111,118,2021-02-18T02:53:25Z,6200000,,,0,,S. Ojeleye STEAL (2 STL),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
639,PT00M30.20S,2021-02-18T02:53:39.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629057,7.703679369250986,48.59834558823529,1610612738,111,118,2021-02-18T02:53:47Z,6210000,7.0,20.0,1,left,MISS R. Williams III alley-oop DUNK,[1629057],1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,2.11,Missed,,,,,,,,,,,,,,,,,,
640,PT00M28.70S,2021-02-18T02:53:40.8Z,4,REGULAR,rebound,offensive,[],1629057,,,1610612738,111,118,2021-02-18T02:53:40Z,6220000,,,0,,R. Williams III REBOUND (Off:1 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,639.0,3.0,2.0,1.0,,,,,,,,,,,,,,
641,PT00M28.70S,2021-02-18T02:53:44.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628381,,,1610612738,111,118,2021-02-18T02:53:53Z,6230000,,,0,,J. Collins shooting personal FOUL (4 PF) (Williams III 2 FT),"[1628381, 1629057]",1610612737.0,ATL,shooting,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,101283.0,4.0,0.0,Williams III,1629057.0,,
643,PT00M28.70S,2021-02-18T02:54:09.9Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1629057,,,1610612738,111,118,2021-02-18T02:54:09Z,6250000,,,0,,MISS R. Williams III Free Throw 1 of 2,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Missed,,,,,,,,,,,,,,,,,,
644,PT00M28.70S,2021-02-18T02:54:09.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,111,118,2021-02-18T02:54:09Z,6260000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,643.0,,,,,,,,,,,,,,,,,
645,PT00M28.70S,2021-02-18T02:54:09.9Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1629057,,,1610612738,111,118,2021-02-18T02:54:35Z,6270000,,,0,,MISS R. Williams III Free Throw 2 of 2,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Missed,,,,,,,,,,,,,,,,,,
646,PT00M28.70S,2021-02-18T02:54:09.9Z,4,REGULAR,rebound,defensive,[],1628381,,,1610612737,111,118,2021-02-18T02:54:35Z,6280000,,,0,,J. Collins REBOUND (Off:2 Def:3),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,645.0,5.0,3.0,2.0,,,,,,,,,,,,,,
647,PT00M22.80S,2021-02-18T02:54:36.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612737,111,118,2021-02-18T02:54:36Z,6290000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT00M19.90S,2021-02-18T02:56:27.1Z,4,REGULAR,turnover,8-second-violation,['team'],0,,,1610612737,111,118,2021-02-18T02:56:58Z,6300000,,,0,,ATL 8-second-violation Team TURNOVER,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,101283.0,,,,,,
649,PT00M19.90S,2021-02-18T02:56:32.7Z,4,REGULAR,substitution,out,[],1629057,,,1610612738,111,118,2021-02-18T02:57:25Z,6310000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
650,PT00M19.90S,2021-02-18T02:56:32.7Z,4,REGULAR,substitution,out,[],201952,,,1610612738,111,118,2021-02-18T02:57:25Z,6320000,,,0,,SUB out: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,
651,PT00M19.90S,2021-02-18T02:56:32.7Z,4,REGULAR,substitution,out,[],201568,,,1610612738,111,118,2021-02-18T02:57:25Z,6330000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
652,PT00M19.90S,2021-02-18T02:56:32.7Z,4,REGULAR,substitution,in,[],1630202,,,1610612738,111,118,2021-02-18T02:57:25Z,6340000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
653,PT00M19.90S,2021-02-18T02:56:32.7Z,4,REGULAR,substitution,in,[],1629684,,,1610612738,111,118,2021-02-18T02:57:25Z,6350000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
654,PT00M19.90S,2021-02-18T02:56:32.7Z,4,REGULAR,substitution,in,[],203991,,,1610612738,111,118,2021-02-18T02:57:25Z,6360000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
655,PT00M13.70S,2021-02-18T02:57:48.5Z,4,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1628381,,,1610612738,111,118,2021-02-18T02:58:01Z,6370000,,,0,,J. Collins shooting personal FOUL (5 PF) (Tatum 3 FT),"[1628381, 1628369]",1610612737.0,ATL,shooting,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,1204.0,5.0,0.0,Tatum,1628369.0,,
657,PT00M13.70S,2021-02-18T02:58:18.0Z,4,REGULAR,freethrow,1 of 3,['fromturnover'],1628369,,,1610612738,112,118,2021-02-18T02:58:18Z,6390000,,,0,,J. Tatum Free Throw 1 of 3 (33 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,33.0,,,,,,,,,,,,,
658,PT00M13.70S,2021-02-18T02:58:37.4Z,4,REGULAR,freethrow,2 of 3,['fromturnover'],1628369,,,1610612738,113,118,2021-02-18T02:58:37Z,6400000,,,0,,J. Tatum Free Throw 2 of 3 (34 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,34.0,,,,,,,,,,,,,
659,PT00M13.70S,2021-02-18T02:58:38.0Z,4,REGULAR,substitution,out,[],203991,,,1610612738,113,118,2021-02-18T02:58:42Z,6410000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
660,PT00M13.70S,2021-02-18T02:58:38.0Z,4,REGULAR,substitution,in,[],201568,,,1610612738,113,118,2021-02-18T02:58:42Z,6420000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M13.70S,2021-02-18T02:58:58.2Z,4,REGULAR,freethrow,3 of 3,['fromturnover'],1628369,,,1610612738,114,118,2021-02-18T02:58:58Z,6430000,,,0,,J. Tatum Free Throw 3 of 3 (35 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,35.0,,,,,,,,,,,,,
662,PT00M11.00S,2021-02-18T02:59:08.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612737,114,118,2021-02-18T03:00:13Z,6440000,,,0,,G. Williams take personal FOUL (2 PF) (Collins 2 FT),"[1629684, 1628381]",1610612738.0,BOS,take,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,204058.0,2.0,0.0,Collins,1628381.0,,
664,PT00M11.00S,2021-02-18T02:59:40.1Z,4,REGULAR,freethrow,1 of 2,[],1628381,,,1610612737,114,119,2021-02-18T02:59:40Z,6460000,,,0,,J. Collins Free Throw 1 of 2 (17 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Made,,,,,17.0,,,,,,,,,,,,,
671,PT00M11.00S,2021-02-18T02:59:40.1Z,4,REGULAR,freethrow,2 of 2,[],1628381,,,1610612737,114,120,2021-02-18T03:00:02Z,6465000,,,0,,J. Collins Free Throw 2 of 2 (18 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Made,,,,,18.0,,,,,,,,,,,,,
665,PT00M11.00S,2021-02-18T02:59:40.7Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,114,120,2021-02-18T02:59:54Z,6470000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
666,PT00M11.00S,2021-02-18T02:59:40.7Z,4,REGULAR,substitution,out,[],1628400,,,1610612738,114,120,2021-02-18T02:59:54Z,6480000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
667,PT00M11.00S,2021-02-18T02:59:40.7Z,4,REGULAR,substitution,out,[],201568,,,1610612738,114,120,2021-02-18T02:59:54Z,6490000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
668,PT00M11.00S,2021-02-18T02:59:40.7Z,4,REGULAR,substitution,in,[],202684,,,1610612738,114,120,2021-02-18T02:59:54Z,6500000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
669,PT00M11.00S,2021-02-18T02:59:40.7Z,4,REGULAR,substitution,in,[],1629057,,,1610612738,114,120,2021-02-18T02:59:54Z,6510000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
670,PT00M11.00S,2021-02-18T02:59:40.7Z,4,REGULAR,substitution,in,[],203524,,,1610612738,114,120,2021-02-18T02:59:54Z,6520000,,,0,,SUB in: S. Hill,[203524],1610612737.0,ATL,,,,Hill,S. Hill,,,,,,,,,,,,,,,,,,,,,,,,
672,PT00M11.00S,2021-02-18T03:00:08.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,114,120,2021-02-18T03:00:08Z,6530000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,PT00M11.00S,2021-02-18T03:00:54.9Z,4,REGULAR,substitution,out,[],202684,,,1610612738,114,120,2021-02-18T03:01:21Z,6540000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
674,PT00M11.00S,2021-02-18T03:00:54.9Z,4,REGULAR,substitution,out,[],1629057,,,1610612738,114,120,2021-02-18T03:01:21Z,6550000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
675,PT00M11.00S,2021-02-18T03:00:54.9Z,4,REGULAR,substitution,in,[],1629684,,,1610612738,114,120,2021-02-18T03:01:21Z,6560000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
676,PT00M11.00S,2021-02-18T03:00:54.9Z,4,REGULAR,substitution,in,[],1628400,,,1610612738,114,120,2021-02-18T03:01:21Z,6570000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
677,PT00M07.10S,2021-02-18T03:01:40.6Z,4,REGULAR,3pt,Jump Shot,[],1628369,32.14520367936925,52.76501225490197,1610612738,114,120,2021-02-18T03:01:54Z,6580000,-14.0,250.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.01,Missed,,,,,,,,,,,,,,,,,,
678,PT00M04.70S,2021-02-18T03:01:43.3Z,4,REGULAR,rebound,defensive,[],1628381,,,1610612737,114,120,2021-02-18T03:01:43Z,6590000,,,0,,J. Collins REBOUND (Off:2 Def:4),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,677.0,6.0,4.0,2.0,,,,,,,,,,,,,,
679,PT00M04.70S,2021-02-18T03:01:45.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612737,114,120,2021-02-18T03:02:13Z,6600000,,,0,,J. Brown take personal FOUL (5 PF) (Collins 2 FT),"[1627759, 1628381]",1610612738.0,BOS,take,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,101283.0,5.0,0.0,Collins,1628381.0,,
681,PT00M04.70S,2021-02-18T03:02:14.0Z,4,REGULAR,freethrow,1 of 2,[],1628381,,,1610612737,114,121,2021-02-18T03:02:14Z,6620000,,,0,,J. Collins Free Throw 1 of 2 (19 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Made,,,,,19.0,,,,,,,,,,,,,
682,PT00M04.70S,2021-02-18T03:02:25.3Z,4,REGULAR,freethrow,2 of 2,[],1628381,,,1610612737,114,122,2021-02-18T03:02:25Z,6630000,,,0,,J. Collins Free Throw 2 of 2 (20 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Made,,,,,20.0,,,,,,,,,,,,,
683,PT00M00.10S,2021-02-18T03:02:33.1Z,4,REGULAR,3pt,Jump Shot,[],1627759,23.340998685939553,10.363051470588236,1610612738,114,122,2021-02-18T03:02:39Z,6640000,198.0,167.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.91,Missed,,,,,,,,,,,,,,,,,,
684,PT00M00.10S,2021-02-18T03:02:33.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,114,122,2021-02-18T03:02:39Z,6650000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,683.0,,,,,,,,,,,,,,,,,
685,PT00M00.00S,2021-02-18T03:02:36.2Z,4,REGULAR,period,end,[],0,,,1610612738,114,122,2021-02-18T03:02:36Z,6660000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,PT00M00.00S,2021-02-18T03:02:56.7Z,4,REGULAR,game,end,[],0,,,0,114,122,2021-02-18T03:02:56Z,6670000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
