actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
546,PT07M08.00S,2021-05-03T01:25:46.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203468,78.40013140604468,91.00030637254902,1610612757,106,110,2021-05-03T01:25:04Z,5370000,205.0,151.0,1,right,C. McCollum 25' 3PT  (28 PTS) (J. Nurkic 4 AST),"[203468, 203994]",1610612757.0,POR,,,,McCollum,C. McCollum,,,,,25.43,Made,28.0,J. Nurkic,203994.0,4.0,,,,,,,,,,,,,,,
548,PT06M53.00S,2021-05-03T01:26:00.5Z,4,REGULAR,turnover,bad pass,[],203935,,,1610612738,106,110,2021-05-03T01:26:08Z,5390000,,,0,,M. Smart bad pass TURNOVER (3 TO),"[203935, 203994]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,3.0,Nurkic,203994.0,,,,,,,,,,,,
549,PT06M53.00S,2021-05-03T01:26:00.5Z,4,REGULAR,steal,,[],203994,,,1610612757,106,110,2021-05-03T01:26:02Z,5400000,,,0,,J. Nurkic STEAL (1 STL),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT06M49.00S,2021-05-03T01:26:04.9Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",2546,79.84559789750328,92.9610906862745,1610612757,106,113,2021-05-03T01:26:15Z,5410000,215.0,137.0,1,right,C. Anthony 25' 3PT  (10 PTS) (C. McCollum 5 AST),"[2546, 203468]",1610612757.0,POR,,,,Anthony,C. Anthony,,,,,25.48,Made,10.0,C. McCollum,203468.0,5.0,,,,,,,,,,,,,,,
552,PT06M48.00S,2021-05-03T01:26:15.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,106,113,2021-05-03T01:26:15Z,5430000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT06M33.00S,2021-05-03T01:29:16.8Z,4,REGULAR,3pt,Jump Shot,[],203935,17.69053876478318,93.94148284313727,1610612738,109,113,2021-05-03T01:29:30Z,5440000,-220.0,114.0,1,left,M. Smart 24' 3PT  (9 PTS) (J. Brown 4 AST),"[203935, 1627759]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,24.74,Made,9.0,J. Brown,1627759.0,4.0,,,,,,,,,,,,,,,
556,PT06M11.00S,2021-05-03T01:29:38.3Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203994,91.80354796320631,61.588541666666664,1610612757,109,115,2021-05-03T01:29:53Z,5460000,58.0,25.0,1,right,J. Nurkic 6' Hook (14 PTS) (N. Powell 2 AST),"[203994, 1626181]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,6.29,Made,14.0,N. Powell,1626181.0,2.0,,,,,,,,,,,,,,,
558,PT05M52.00S,2021-05-03T01:29:56.7Z,4,REGULAR,2pt,Jump Shot,[],1628369,18.2161629434954,21.147365196078432,1610612738,109,115,2021-05-03T01:43:32Z,5480000,144.0,119.0,1,left,MISS J. Tatum 18' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,18.68,Missed,,,,,,,,,,,,,,,,,,,
559,PT05M50.00S,2021-05-03T01:29:58.7Z,4,REGULAR,rebound,defensive,[],203994,,,1610612757,109,115,2021-05-03T01:30:21Z,5490000,,,0,,J. Nurkic REBOUND (Off:1 Def:8),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,558.0,9.0,8.0,1.0,,,,,,,,
560,PT05M38.00S,2021-05-03T01:30:12.1Z,4,REGULAR,3pt,Jump Shot,[],1626181,92.32917214191852,95.16697303921569,1610612757,109,115,2021-05-03T01:30:24Z,5500000,226.0,20.0,1,right,MISS N. Powell 3PT,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,22.66,Missed,,,,,,,,,,,,,,,,,,,
561,PT05M34.00S,2021-05-03T01:30:16.1Z,4,REGULAR,rebound,defensive,[],203095,,,1610612738,109,115,2021-05-03T01:30:24Z,5510000,,,0,,E. Fournier REBOUND (Off:0 Def:5),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,560.0,5.0,5.0,0.0,,,,,,,,
564,PT05M35.00S,2021-05-03T01:30:50.5Z,4,REGULAR,instantreplay,request,[],0,,,1610612738,109,115,2021-05-03T01:31:59Z,5540000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,,,2882.0,,,,,Common Foul Upheld
562,PT05M34.00S,2021-05-03T01:32:54.4Z,4,REGULAR,foul,personal,[],1626181,,,1610612738,109,115,2021-05-03T01:38:02Z,5550000,,,0,,N. Powell loose ball personal FOUL (3 PF),"[1626181, 203935]",1610612757.0,POR,loose ball,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,1627534.0,3.0,0.0,Smart,203935.0,
565,PT05M19.00S,2021-05-03T01:32:53.6Z,4,REGULAR,2pt,Jump Shot,[],203935,8.492115637319317,33.15716911764706,1610612738,111,115,2021-05-03T01:56:01Z,5570000,84.0,27.0,1,left,M. Smart 8' driving floating Jump Shot (11 PTS),[203935],1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,8.85,Made,11.0,,,,,,,,,,,,,,,,,,
566,PT04M59.00S,2021-05-03T01:33:12.0Z,4,REGULAR,2pt,Jump Shot,[],203468,86.94152431011827,66.98069852941177,1610612757,111,117,2021-05-03T01:33:17Z,5580000,85.0,70.0,1,right,C. McCollum 11' pullup Jump Shot (30 PTS),[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,11.02,Made,30.0,,,,,,,,,,,,,,,,,,
567,PT04M46.00S,2021-05-03T01:33:24.8Z,4,REGULAR,3pt,Jump Shot,[],203935,31.750985545335087,30.215992647058826,1610612738,111,117,2021-05-03T01:46:38Z,5590000,99.0,246.0,1,left,MISS M. Smart 26' step back 3PT,[203935],1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,26.51,Missed,,,,,,,,,,,,,,,,,,,
568,PT04M43.00S,2021-05-03T01:33:27.8Z,4,REGULAR,rebound,defensive,[],203994,,,1610612757,111,117,2021-05-03T01:33:30Z,5600000,,,0,,J. Nurkic REBOUND (Off:1 Def:9),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,567.0,10.0,9.0,1.0,,,,,,,,
570,PT04M20.00S,2021-05-03T01:33:50.7Z,4,REGULAR,turnover,lost ball,[],203468,,,1610612757,111,117,2021-05-03T01:33:57Z,5610000,,,0,,C. McCollum lost ball TURNOVER (1 TO),"[203468, 203095]",1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,1.0,Fournier,203095.0,,,,,,,,,,,,
571,PT04M20.00S,2021-05-03T01:33:50.7Z,4,REGULAR,steal,,[],203095,,,1610612738,111,117,2021-05-03T01:33:52Z,5620000,,,0,,E. Fournier STEAL (2 STL),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT04M16.00S,2021-05-03T01:33:54.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,6.1268068331143235,46.392463235294116,1610612738,113,117,2021-05-03T01:34:02Z,5630000,18.0,5.0,1,left,J. Tatum running Layup (31 PTS) (E. Fournier 3 AST),"[1628369, 203095]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,1.87,Made,31.0,E. Fournier,203095.0,3.0,,,,,,,,,,,,,,,
574,PT03M51.00S,2021-05-03T01:34:19.2Z,4,REGULAR,3pt,Jump Shot,[],203468,71.30420499342969,82.17677696078431,1610612757,113,120,2021-05-03T01:34:24Z,5650000,161.0,217.0,1,right,C. McCollum 27' 3PT  (33 PTS) (N. Powell 3 AST),"[203468, 1626181]",1610612757.0,POR,,,,McCollum,C. McCollum,,,,,27.03,Made,33.0,N. Powell,1626181.0,3.0,,,,,,,,,,,,,,,
576,PT03M40.00S,2021-05-03T01:34:43.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,113,120,2021-05-03T01:34:43Z,5670000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT03M40.00S,2021-05-03T01:37:29.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,113,120,2021-05-03T01:37:29Z,5680000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT03M40.00S,2021-05-03T01:38:22.5Z,4,REGULAR,substitution,out,[],202684,,,1610612738,113,120,2021-05-03T01:38:36Z,5690000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT03M40.00S,2021-05-03T01:38:22.5Z,4,REGULAR,substitution,in,[],1629057,,,1610612738,113,120,2021-05-03T01:39:43Z,5705000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT03M30.00S,2021-05-03T01:39:01.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203994,,,1610612738,113,120,2021-05-03T01:39:42Z,5710000,,,0,,J. Nurkic shooting personal FOUL (3 PF) (Williams III 2 FT),"[203994, 1629057]",1610612757.0,POR,shooting,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,204058.0,3.0,0.0,Williams III,1629057.0,
583,PT03M30.00S,2021-05-03T01:39:45.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,113,120,2021-05-03T01:39:45Z,5730000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT03M30.00S,2021-05-03T01:39:54.0Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612738,113,120,2021-05-03T01:40:41Z,5740000,,,0,,,[],1610612757.0,POR,support,,,,,,,,,,,,,,,,,,,,,,,,2882.0,,,,,On player J. Nurkic
585,PT03M30.00S,2021-05-03T01:41:05.8Z,4,REGULAR,freethrow,1 of 2,[],1629057,,,1610612738,113,120,2021-05-03T01:41:05Z,5750000,,,0,,MISS R. Williams III Free Throw 1 of 2,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Missed,,,,,,,,,,,,,,,,,,,
586,PT03M30.00S,2021-05-03T01:41:05.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,113,120,2021-05-03T01:41:05Z,5760000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,585.0,,,,,,,,,,,
587,PT03M30.00S,2021-05-03T01:41:22.2Z,4,REGULAR,freethrow,2 of 2,[],1629057,,,1610612738,114,120,2021-05-03T01:41:22Z,5770000,,,0,,R. Williams III Free Throw 2 of 2 (5 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
588,PT03M08.00S,2021-05-03T01:41:47.0Z,4,REGULAR,turnover,out-of-bounds,[],203081,,,1610612757,114,120,2021-05-03T01:41:55Z,5780000,,,0,,D. Lillard lost ball out-of-bounds TURNOVER (4 TO),[203081],1610612757.0,POR,lost ball,,,Lillard,D. Lillard,,,,,,,,,,,4.0,,,,,,,,,204058.0,,,,,
589,PT02M59.00S,2021-05-03T01:42:12.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203095,29.517082785808146,73.10814950980392,1610612738,114,120,2021-05-03T01:42:20Z,5790000,-116.0,225.0,1,left,MISS E. Fournier 25' pullup 3PT,[203095],1610612738.0,BOS,pullup,,,Fournier,E. Fournier,,,,,25.29,Missed,,,,,,,,,,,,,,,,,,,
590,PT02M55.00S,2021-05-03T01:42:16.2Z,4,REGULAR,rebound,defensive,[],2546,,,1610612757,114,120,2021-05-03T01:42:20Z,5800000,,,0,,C. Anthony REBOUND (Off:0 Def:3),[2546],1610612757.0,POR,,,,Anthony,C. Anthony,,,,,,,,,,,,,,589.0,3.0,3.0,0.0,,,,,,,,
591,PT02M36.00S,2021-05-03T01:42:35.0Z,4,REGULAR,3pt,Jump Shot,[],203081,69.33311432325887,25.06893382352941,1610612757,114,120,2021-05-03T01:42:41Z,5810000,-125.0,236.0,1,right,MISS D. Lillard 26' step back 3PT,[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,26.67,Missed,,,,,,,,,,,,,,,,,,,
592,PT02M32.00S,2021-05-03T01:42:39.0Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,114,120,2021-05-03T01:42:41Z,5820000,,,0,,M. Smart REBOUND (Off:2 Def:6),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,591.0,8.0,6.0,2.0,,,,,,,,
593,PT02M27.00S,2021-05-03T01:42:44.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203095,8.229303547963205,3.7454044117647056,1610612738,117,120,2021-05-03T01:42:53Z,5830000,231.0,25.0,1,left,E. Fournier 3PT  (21 PTS) (J. Tatum 5 AST),"[203095, 1628369]",1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,23.26,Made,21.0,J. Tatum,1628369.0,5.0,,,,,,,,,,,,,,,
595,PT02M04.00S,2021-05-03T01:43:06.1Z,4,REGULAR,3pt,Jump Shot,[],2546,71.56701708278581,78.99050245098039,1610612757,117,120,2021-05-03T01:43:13Z,5850000,145.0,215.0,1,right,MISS C. Anthony 25' 3PT,[2546],1610612757.0,POR,,,,Anthony,C. Anthony,,,,,25.92,Missed,,,,,,,,,,,,,,,,,,,
596,PT02M04.00S,2021-05-03T01:43:06.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612757,117,120,2021-05-03T01:43:13Z,5860000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,595.0,,,,,,,,,,,
597,PT02M04.00S,2021-05-03T01:43:14.1Z,4,REGULAR,foul,personal,[],203095,,,1610612757,117,120,2021-05-03T01:43:31Z,5870000,,,0,,E. Fournier loose ball personal FOUL (3 PF),"[203095, 203994]",1610612738.0,BOS,loose ball,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,1627534.0,3.0,0.0,Nurkic,203994.0,
599,PT01M56.00S,2021-05-03T01:43:40.5Z,4,REGULAR,foul,offensive,['inpenalty'],203994,,,1610612757,117,120,2021-05-03T01:44:35Z,5890000,,,0,,J. Nurkic offensive FOUL (4 PF),"[203994, 203935]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,1627534.0,4.0,0.0,Smart,203935.0,
601,PT01M56.00S,2021-05-03T01:43:40.5Z,4,REGULAR,turnover,offensive foul,[],203994,,,1610612757,117,120,2021-05-03T01:43:40Z,5910000,,,0,,J. Nurkic offensive foul TURNOVER (1 TO),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,1.0,,,,,,,,,1627534.0,,,,,
602,PT01M56.00S,2021-05-03T01:43:54.7Z,4,REGULAR,instantreplay,request,[],0,,,1610612738,117,120,2021-05-03T01:48:59Z,5920000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,,,2882.0,,,,,Common Foul Upheld
605,PT01M56.00S,2021-05-03T01:49:03.8Z,4,REGULAR,foul,technical,['1freethrow'],203935,,,1610612738,117,120,2021-05-03T01:51:26Z,5930000,,,0,,M. Smart technical FOUL (1 Tech),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,2882.0,2.0,1.0,,,
606,PT01M56.00S,2021-05-03T01:49:21.1Z,4,REGULAR,ejection,other,[],203935,,,1610612738,117,120,2021-05-03T01:49:49Z,5940000,,,0,,Ejection M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,2882.0,,,,,
607,PT01M56.00S,2021-05-03T01:49:29.0Z,4,REGULAR,substitution,out,[],203935,,,1610612738,117,120,2021-05-03T01:49:31Z,5950000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT01M56.00S,2021-05-03T01:49:29.0Z,4,REGULAR,substitution,in,[],1630202,,,1610612738,117,120,2021-05-03T01:49:31Z,5960000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT01M56.00S,2021-05-03T01:49:49.0Z,4,REGULAR,freethrow,1 of 1,[],203081,,,1610612738,117,121,2021-05-03T01:49:49Z,5970000,,,0,,D. Lillard technical Free Throw 1 of 1 (24 PTS),[203081],1610612757.0,POR,technical,,,Lillard,D. Lillard,,,,,,Made,24.0,,,,,,,,,,,,,,,,,,
610,PT01M56.00S,2021-05-03T01:49:56.9Z,4,REGULAR,substitution,out,[],2546,,,1610612738,117,121,2021-05-03T01:49:59Z,5980000,,,0,,SUB out: C. Anthony,[2546],1610612757.0,POR,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT01M56.00S,2021-05-03T01:49:56.9Z,4,REGULAR,substitution,in,[],203496,,,1610612738,117,121,2021-05-03T01:49:59Z,5990000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT01M42.00S,2021-05-03T01:50:24.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,32.670827858081466,56.93167892156863,1610612738,117,121,2021-05-03T01:50:34Z,6000000,-35.0,255.0,1,left,MISS J. Brown 25' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,25.7,Missed,,,,,,,,,,,,,,,,,,,
613,PT01M39.00S,2021-05-03T01:50:27.8Z,4,REGULAR,rebound,defensive,[],203994,,,1610612757,117,121,2021-05-03T01:50:34Z,6010000,,,0,,J. Nurkic REBOUND (Off:1 Def:10),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,612.0,11.0,10.0,1.0,,,,,,,,
614,PT01M27.00S,2021-05-03T01:50:40.9Z,4,REGULAR,foul,offensive,['inpenalty'],203081,,,1610612757,117,121,2021-05-03T01:51:52Z,6020000,,,0,,D. Lillard charge offensive FOUL (2 PF),"[203081, 1630202]",1610612757.0,POR,charge,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,204058.0,2.0,0.0,Pritchard,1630202.0,
616,PT01M27.00S,2021-05-03T01:50:40.9Z,4,REGULAR,turnover,offensive foul,[],203081,,,1610612757,117,121,2021-05-03T01:50:40Z,6040000,,,0,,D. Lillard offensive foul TURNOVER (5 TO),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,5.0,,,,,,,,,204058.0,,,,,
617,PT01M21.00S,2021-05-03T01:51:06.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203081,,,1610612738,117,121,2021-05-03T01:51:12Z,6050000,,,0,,D. Lillard personal FOUL (3 PF) (Tatum 2 FT),"[203081, 1628369]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,2882.0,3.0,0.0,Tatum,1628369.0,
619,PT01M21.00S,2021-05-03T01:51:37.2Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1628369,,,1610612738,118,121,2021-05-03T01:51:37Z,6070000,,,0,,J. Tatum Free Throw 1 of 2 (32 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,32.0,,,,,,,,,,,,,,,,,,
620,PT01M21.00S,2021-05-03T01:51:39.6Z,4,REGULAR,substitution,out,[],1630202,,,1610612738,118,121,2021-05-03T01:51:47Z,6080000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT01M21.00S,2021-05-03T01:51:39.6Z,4,REGULAR,substitution,in,[],1629641,,,1610612738,118,121,2021-05-03T01:51:47Z,6090000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT01M21.00S,2021-05-03T01:51:52.3Z,4,REGULAR,substitution,out,[],203496,,,1610612738,118,121,2021-05-03T01:51:59Z,6100000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT01M21.00S,2021-05-03T01:51:52.3Z,4,REGULAR,substitution,in,[],2546,,,1610612738,118,121,2021-05-03T01:51:59Z,6110000,,,0,,SUB in: C. Anthony,[2546],1610612757.0,POR,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT01M21.00S,2021-05-03T01:52:14.9Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1628369,,,1610612738,119,121,2021-05-03T01:52:14Z,6120000,,,0,,J. Tatum Free Throw 2 of 2 (33 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,33.0,,,,,,,,,,,,,,,,,,
625,PT01M08.00S,2021-05-03T01:52:28.9Z,4,REGULAR,3pt,Jump Shot,[],2546,72.09264126149803,81.93167892156863,1610612757,119,124,2021-05-03T01:52:35Z,6130000,160.0,210.0,1,right,C. Anthony 26' 3PT  (13 PTS) (D. Lillard 13 AST),"[2546, 203081]",1610612757.0,POR,,,,Anthony,C. Anthony,,,,,26.37,Made,13.0,D. Lillard,203081.0,13.0,,,,,,,,,,,,,,,
632,PT00M59.30S,2021-05-03T01:52:36.5Z,4,REGULAR,turnover,lost ball,[],1628369,,,1610612738,119,124,2021-05-03T01:54:17Z,6145000,,,0,,J. Tatum lost ball TURNOVER (6 TO),"[1628369, 203994]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,6.0,Nurkic,203994.0,,,,,,,,,,,,
633,PT00M59.30S,2021-05-03T01:52:36.5Z,4,REGULAR,steal,,[],203994,,,1610612757,119,124,2021-05-03T01:54:17Z,6147500,,,0,,J. Nurkic STEAL (2 STL),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT00M55.60S,2021-05-03T01:52:49.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626181,92.9862023653088,46.63756127450981,1610612757,119,126,2021-05-03T01:54:23Z,6180000,-17.0,13.0,1,right,N. Powell running Layup (22 PTS),[1626181],1610612757.0,POR,running,,,Powell,N. Powell,,,,,2.15,Made,22.0,,,,,,,,,,,,,,,,,,
631,PT00M55.60S,2021-05-03T01:52:54.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,119,126,2021-05-03T01:52:54Z,6190000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT00M55.60S,2021-05-03T01:53:59.4Z,4,REGULAR,substitution,out,[],1629641,,,1610612738,119,126,2021-05-03T01:54:27Z,6200000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT00M55.60S,2021-05-03T01:53:59.4Z,4,REGULAR,substitution,out,[],2546,,,1610612738,119,126,2021-05-03T01:54:27Z,6210000,,,0,,SUB out: C. Anthony,[2546],1610612757.0,POR,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT00M55.60S,2021-05-03T01:53:59.4Z,4,REGULAR,substitution,in,[],1630202,,,1610612738,119,126,2021-05-03T01:54:27Z,6220000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT00M55.60S,2021-05-03T01:53:59.4Z,4,REGULAR,substitution,in,[],203496,,,1610612738,119,126,2021-05-03T01:54:27Z,6230000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT00M51.80S,2021-05-03T01:54:30.1Z,4,REGULAR,3pt,Jump Shot,[],1627759,19.530223390275953,93.2061887254902,1610612738,119,126,2021-05-03T01:54:41Z,6240000,-216.0,131.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.27,Missed,,,,,,,,,,,,,,,,,,,
639,PT00M49.00S,2021-05-03T01:54:33.0Z,4,REGULAR,rebound,defensive,[],203468,,,1610612757,119,126,2021-05-03T01:54:33Z,6250000,,,0,,C. McCollum REBOUND (Off:0 Def:5),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,638.0,5.0,5.0,0.0,,,,,,,,
640,PT00M41.50S,2021-05-03T01:54:45.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612757,119,126,2021-05-03T01:54:45Z,6260000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT00M41.50S,2021-05-03T01:55:40.9Z,4,REGULAR,substitution,out,[],1629057,,,1610612757,119,126,2021-05-03T01:55:53Z,6270000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT00M41.50S,2021-05-03T01:55:40.9Z,4,REGULAR,substitution,out,[],203994,,,1610612757,119,126,2021-05-03T01:55:53Z,6280000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT00M41.50S,2021-05-03T01:55:40.9Z,4,REGULAR,substitution,in,[],1629641,,,1610612757,119,126,2021-05-03T01:55:53Z,6290000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT00M41.50S,2021-05-03T01:55:40.9Z,4,REGULAR,substitution,in,[],2546,,,1610612757,119,126,2021-05-03T01:55:53Z,6300000,,,0,,SUB in: C. Anthony,[2546],1610612757.0,POR,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT00M40.40S,2021-05-03T01:56:28.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612757,119,126,2021-05-03T01:56:41Z,6310000,,,0,,J. Brown personal FOUL (4 PF) (Powell 2 FT),"[1627759, 1626181]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,1627534.0,4.0,0.0,Powell,1626181.0,
647,PT00M40.40S,2021-05-03T01:56:57.0Z,4,REGULAR,substitution,out,[],1628369,,,1610612757,119,126,2021-05-03T01:57:12Z,6330000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
