actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
500,PT01M03.00S,2021-02-21T22:20:40.4Z,3,REGULAR,substitution,out,[],1628400,,,1610612738,70,86,2021-02-21T22:21:27Z,4715000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT01M03.00S,2021-02-21T22:20:40.4Z,3,REGULAR,substitution,in,[],1628464,,,1610612738,70,86,2021-02-21T22:21:27Z,4717500,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT01M03.00S,2021-02-21T22:21:01.5Z,3,REGULAR,freethrow,1 of 1,[],1630174,,,1610612738,70,87,2021-02-21T22:21:01Z,4720000,,,0,,A. Nesmith Free Throw 1 of 1 (10 PTS),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
506,PT00M52.40S,2021-02-21T22:21:11.7Z,3,REGULAR,3pt,Jump Shot,[],200755,72.09264126149803,80.21599264705883,1610612740,70,87,2021-02-21T22:22:19Z,4730000,151.0,210.0,1,right,MISS J. Redick 25' 3PT,[200755],1610612740.0,NOP,,,,Redick,J. Redick,,,,,25.85,Missed,,,,,,,,,,,,,,,,,,,
507,PT00M51.40S,2021-02-21T22:21:12.7Z,3,REGULAR,rebound,offensive,[],1629627,,,1610612740,70,87,2021-02-21T22:22:19Z,4735000,,,0,,Z. Williamson REBOUND (Off:3 Def:3),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,506.0,6.0,3.0,3.0,,,,,,,,,,,
499,PT00M49.60S,2021-02-21T22:21:22.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629627,91.93495400788436,53.50030637254902,1610612740,72,87,2021-02-21T22:24:13Z,4740000,18.0,23.0,1,right,Z. Williamson putback Layup (10 PTS),[1629627],1610612740.0,NOP,putback,,,Williamson,Z. Williamson,,,,,2.91,Made,10.0,,,,,,,,,,,,,,,,,,
502,PT00M34.60S,2021-02-21T22:21:34.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629627,,,1610612738,72,87,2021-02-21T22:21:58Z,4750000,,,0,,Z. Williamson shooting personal FOUL (1 PF) (Thompson 2 FT),"[1629627, 202684]",1610612740.0,NOP,shooting,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,2148.0,1.0,0.0,Thompson,202684.0,,,
504,PT00M34.60S,2021-02-21T22:22:08.6Z,3,REGULAR,freethrow,1 of 2,[],202684,,,1610612738,72,87,2021-02-21T22:22:41Z,4770000,,,0,,MISS T. Thompson Free Throw 1 of 2,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
505,PT00M34.60S,2021-02-21T22:22:08.6Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,72,87,2021-02-21T22:22:41Z,4780000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,504.0,,,,,,,,,,,,,,
508,PT00M34.60S,2021-02-21T22:22:08.6Z,3,REGULAR,freethrow,2 of 2,[],202684,,,1610612738,72,87,2021-02-21T22:22:41Z,4790000,,,0,,MISS T. Thompson Free Throw 2 of 2,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
509,PT00M33.40S,2021-02-21T22:22:09.8Z,3,REGULAR,rebound,defensive,[],1629627,,,1610612740,72,87,2021-02-21T22:22:41Z,4800000,,,0,,Z. Williamson REBOUND (Off:3 Def:4),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,508.0,7.0,4.0,3.0,,,,,,,,,,,
510,PT00M26.00S,2021-02-21T22:22:39.0Z,3,REGULAR,turnover,bad pass,[],202339,,,1610612740,72,87,2021-02-21T22:22:43Z,4810000,,,0,,E. Bledsoe bad pass TURNOVER (1 TO),"[202339, 1630202]",1610612740.0,NOP,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,1.0,Pritchard,1630202.0,,,,,,,,
511,PT00M26.00S,2021-02-21T22:22:39.0Z,3,REGULAR,steal,,[],1630202,,,1610612738,72,87,2021-02-21T22:22:41Z,4820000,,,0,,P. Pritchard STEAL (1 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT00M07.20S,2021-02-21T22:23:05.1Z,3,REGULAR,foul,offensive,['inpenalty'],1628369,,,1610612738,72,87,2021-02-21T22:23:10Z,4830000,,,0,,J. Tatum charge offensive FOUL (1 PF),"[1628369, 200755]",1610612738.0,BOS,charge,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Redick,200755.0,,,
514,PT00M07.20S,2021-02-21T22:23:05.1Z,3,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,72,87,2021-02-21T22:23:05Z,4850000,,,0,,J. Tatum offensive foul TURNOVER (1 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,1.0,,,201639.0,,,,,,,
515,PT00M01.80S,2021-02-21T22:23:27.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629627,93.9060446780552,45.90226715686275,1610612740,74,87,2021-02-21T22:23:31Z,4860000,-20.0,5.0,1,right,Z. Williamson driving Layup (12 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,2.11,Made,12.0,,,,,,,,,,,,,,,,,,
516,PT00M00.00S,2021-02-21T22:23:40.3Z,3,REGULAR,period,end,[],0,,,1610612738,74,87,2021-02-21T22:23:40Z,4870000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2021-02-21T22:26:21.1Z,4,REGULAR,substitution,out,['startperiod'],202339,,,1610612738,74,87,2021-02-21T22:27:14Z,4880000,,,0,,SUB out: E. Bledsoe,[202339],1610612740.0,NOP,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT12M00.00S,2021-02-21T22:26:21.1Z,4,REGULAR,substitution,out,['startperiod'],1629637,,,1610612738,74,87,2021-02-21T22:27:14Z,4890000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT12M00.00S,2021-02-21T22:26:21.1Z,4,REGULAR,substitution,in,['startperiod'],1629740,,,1610612738,74,87,2021-02-21T22:27:14Z,4900000,,,0,,SUB in: N. Melli,[1629740],1610612740.0,NOP,,,,Melli,N. Melli,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT12M00.00S,2021-02-21T22:26:21.1Z,4,REGULAR,substitution,in,['startperiod'],1628366,,,1610612738,74,87,2021-02-21T22:27:14Z,4910000,,,0,,SUB in: L. Ball,[1628366],1610612740.0,NOP,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT12M00.00S,2021-02-21T22:27:18.5Z,4,REGULAR,period,start,[],0,,,1610612740,74,87,2021-02-21T22:27:18Z,4920000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT11M46.00S,2021-02-21T22:27:31.6Z,4,REGULAR,3pt,Jump Shot,[],1629740,70.51576872536137,75.3140318627451,1610612740,74,87,2021-02-21T22:27:37Z,4930000,127.0,225.0,1,right,MISS N. Melli 25' 3PT,[1629740],1610612740.0,NOP,,,,Melli,N. Melli,,,,,25.79,Missed,,,,,,,,,,,,,,,,,,,
523,PT11M43.00S,2021-02-21T22:27:34.6Z,4,REGULAR,rebound,offensive,[],1629627,,,1610612740,74,87,2021-02-21T22:27:37Z,4940000,,,0,,Z. Williamson REBOUND (Off:4 Def:4),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,522.0,8.0,4.0,4.0,,,,,,,,,,,
524,PT11M42.00S,2021-02-21T22:27:36.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629627,93.38042049934296,48.10814950980392,1610612740,76,87,2021-02-21T22:28:04Z,4950000,-9.0,10.0,1,right,Z. Williamson putback Layup (14 PTS),[1629627],1610612740.0,NOP,putback,,,Williamson,Z. Williamson,,,,,1.36,Made,14.0,,,,,,,,,,,,,,,,,,
525,PT11M42.00S,2021-02-21T22:27:50.8Z,4,REGULAR,foul,technical,['1freethrow'],200755,,,1610612738,76,87,2021-02-21T22:28:04Z,4960000,,,0,,J. Redick technical FOUL (1 Tech),[200755],1610612740.0,NOP,,,,Redick,J. Redick,,,,,,,,,,,,,,,,,,201639.0,3.0,1.0,,,,,
526,PT11M42.00S,2021-02-21T22:28:05.3Z,4,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,76,88,2021-02-21T22:28:05Z,4970000,,,0,,J. Tatum technical Free Throw 1 of 1 (24 PTS),[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,Made,24.0,,,,,,,,,,,,,,,,,,
527,PT11M28.00S,2021-02-21T22:28:31.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628464,5.863994743758213,53.990502450980394,1610612738,76,88,2021-02-21T22:28:37Z,4980000,-20.0,3.0,1,left,MISS D. Theis reverse Layup,[1628464],1610612738.0,BOS,reverse,,,Theis,D. Theis,,,,,2.02,Missed,,,,,,,,,,,,,,,,,,,
528,PT11M26.00S,2021-02-21T22:28:33.1Z,4,REGULAR,rebound,defensive,[],1629627,,,1610612740,76,88,2021-02-21T22:28:37Z,4990000,,,0,,Z. Williamson REBOUND (Off:4 Def:5),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,527.0,9.0,5.0,4.0,,,,,,,,,,,
529,PT11M24.00S,2021-02-21T22:28:38.8Z,4,REGULAR,foul,personal,[],1630174,,,1610612740,76,88,2021-02-21T22:28:51Z,5000000,,,0,,A. Nesmith personal FOUL (4 PF),"[1630174, 200755]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,1155.0,4.0,0.0,Redick,200755.0,,,
531,PT11M24.00S,2021-02-21T22:29:04.5Z,4,REGULAR,foul,technical,['1freethrow'],200755,,,1610612740,76,88,2021-02-21T22:29:12Z,5020000,,,0,,J. Redick technical FOUL (2 Tech),[200755],1610612740.0,NOP,,,,Redick,J. Redick,,,,,,,,,,,,,,,,,,201639.0,3.0,2.0,,,,,
539,PT11M24.00S,2021-02-21T22:29:08.8Z,4,REGULAR,ejection,other,[],200755,,,1610612740,76,88,2021-02-21T22:29:52Z,5025000,,,0,,Ejection J. Redick,[200755],1610612740.0,NOP,,,,Redick,J. Redick,,,,,,,,,,,,,,,,,,201639.0,,,,,,,
532,PT11M24.00S,2021-02-21T22:29:13.2Z,4,REGULAR,freethrow,1 of 1,[],1628369,,,1610612740,76,89,2021-02-21T22:29:13Z,5030000,,,0,,J. Tatum technical Free Throw 1 of 1 (25 PTS),[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,Made,25.0,,,,,,,,,,,,,,,,,,
534,PT11M24.00S,2021-02-21T22:29:25.6Z,4,REGULAR,substitution,out,[],200755,,,1610612740,76,89,2021-02-21T22:29:28Z,5050000,,,0,,SUB out: J. Redick,[200755],1610612740.0,NOP,,,,Redick,J. Redick,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT11M24.00S,2021-02-21T22:29:25.6Z,4,REGULAR,substitution,in,[],1629638,,,1610612740,76,89,2021-02-21T22:29:28Z,5060000,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT11M16.00S,2021-02-21T22:29:36.5Z,4,REGULAR,3pt,Jump Shot,[],1628366,94.82588699080158,95.41207107843137,1610612740,76,89,2021-02-21T22:30:04Z,5070000,227.0,-4.0,1,right,MISS L. Ball 3PT,[1628366],1610612740.0,NOP,,,,Ball,L. Ball,,,,,22.71,Missed,,,,,,,,,,,,,,,,,,,
537,PT11M13.00S,2021-02-21T22:29:39.9Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,76,89,2021-02-21T22:29:39Z,5080000,,,0,,J. Tatum REBOUND (Off:0 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,536.0,8.0,8.0,0.0,,,,,,,,,,,
538,PT11M09.00S,2021-02-21T22:29:50.0Z,4,REGULAR,foul,personal,[],1629627,,,1610612738,76,89,2021-02-21T22:29:53Z,5090000,,,0,,Z. Williamson personal FOUL (2 PF),"[1629627, 1628369]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,201639.0,2.0,0.0,Tatum,1628369.0,,,
541,PT11M00.00S,2021-02-21T22:30:11.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,14.668199737187912,63.549325980392155,1610612738,76,89,2021-02-21T22:30:17Z,5110000,-68.0,85.0,1,left,MISS J. Tatum 10' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,10.9,Missed,,,,,,,,,,,,,,,,,,,
542,PT10M56.00S,2021-02-21T22:30:15.6Z,4,REGULAR,rebound,defensive,[],1629638,,,1610612740,76,89,2021-02-21T22:30:17Z,5120000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:1),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,541.0,1.0,1.0,0.0,,,,,,,,,,,
543,PT10M45.00S,2021-02-21T22:30:25.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,94.82588699080158,45.41207107843137,1610612740,78,89,2021-02-21T22:30:29Z,5130000,-23.0,-4.0,1,right,N. Alexander-Walker driving Layup (2 PTS),[1629638],1610612740.0,NOP,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,2.32,Made,2.0,,,,,,,,,,,,,,,,,,
544,PT10M24.00S,2021-02-21T22:30:46.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],202684,6.1268068331143235,47.86305147058824,1610612738,78,91,2021-02-21T22:30:54Z,5140000,11.0,5.0,1,left,T. Thompson alley-oop DUNK (12 PTS) (P. Pritchard 3 AST),"[202684, 1630202]",1610612738.0,BOS,alley-oop,,,Thompson,T. Thompson,,,,,1.19,Made,12.0,P. Pritchard,1630202.0,3.0,,,,,,,,,,,,,,,
546,PT10M12.00S,2021-02-21T22:30:58.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628366,93.9060446780552,50.80422794117647,1610612740,78,91,2021-02-21T22:31:08Z,5160000,4.0,5.0,1,right,MISS L. Ball driving Layup,[1628366],1610612740.0,NOP,driving,,,Ball,L. Ball,,,,,0.62,Missed,,,,,,,,,,,,,,,,,,,
547,PT10M11.00S,2021-02-21T22:30:59.6Z,4,REGULAR,rebound,offensive,[],1629627,,,1610612740,78,91,2021-02-21T22:31:08Z,5170000,,,0,,Z. Williamson REBOUND (Off:5 Def:5),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,546.0,10.0,5.0,5.0,,,,,,,,,,,
548,PT10M11.00S,2021-02-21T22:31:03.1Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629627,94.40999984741211,50.0,1610612740,80,91,2021-02-21T22:31:11Z,5180000,0.0,0.0,1,right,Z. Williamson putback DUNK (16 PTS),[1629627],1610612740.0,NOP,putback,,,Williamson,Z. Williamson,,,,,0.0,Made,16.0,,,,,,,,,,,,,,,,,,
549,PT09M49.00S,2021-02-21T22:31:21.9Z,4,REGULAR,3pt,Jump Shot,[],1628464,23.73521681997372,12.814031862745098,1610612738,80,91,2021-02-21T22:31:26Z,5190000,186.0,171.0,1,left,MISS D. Theis 25' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,25.23,Missed,,,,,,,,,,,,,,,,,,,
550,PT09M45.00S,2021-02-21T22:31:25.9Z,4,REGULAR,rebound,defensive,[],1628404,,,1610612740,80,91,2021-02-21T22:31:26Z,5200000,,,0,,J. Hart REBOUND (Off:0 Def:4),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,549.0,4.0,4.0,0.0,,,,,,,,,,,
551,PT09M42.00S,2021-02-21T22:31:31.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,93.38042049934296,53.990502450980394,1610612740,82,91,2021-02-21T22:31:36Z,5210000,20.0,10.0,1,right,J. Hart driving Layup (7 PTS),[1628404],1610612740.0,NOP,driving,,,Hart,J. Hart,,,,,2.22,Made,7.0,,,,,,,,,,,,,,,,,,
552,PT09M42.00S,2021-02-21T22:31:34.5Z,4,REGULAR,foul,personal,['1freethrow'],1628369,,,1610612740,82,91,2021-02-21T22:31:43Z,5220000,,,0,,J. Tatum shooting personal FOUL (2 PF) (Hart 1 FT),"[1628369, 1628404]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,1155.0,2.0,0.0,Hart,1628404.0,,,
554,PT09M42.00S,2021-02-21T22:32:00.4Z,4,REGULAR,freethrow,1 of 1,['fastbreak'],1628404,,,1610612740,83,91,2021-02-21T22:32:00Z,5240000,,,0,,J. Hart Free Throw 1 of 1 (8 PTS),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
555,PT09M26.00S,2021-02-21T22:32:30.8Z,4,REGULAR,foul,personal,['2freethrow'],1629740,,,1610612738,83,91,2021-02-21T22:32:39Z,5250000,,,0,,N. Melli shooting personal FOUL (1 PF) (Thompson 2 FT),"[1629740, 202684]",1610612740.0,NOP,shooting,,,Melli,N. Melli,,,,,,,,,,,,,,,,,,2148.0,1.0,0.0,Thompson,202684.0,,,
557,PT09M26.00S,2021-02-21T22:32:44.6Z,4,REGULAR,freethrow,1 of 2,[],202684,,,1610612738,83,92,2021-02-21T22:32:44Z,5270000,,,0,,T. Thompson Free Throw 1 of 2 (13 PTS),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
558,PT09M26.00S,2021-02-21T22:33:03.1Z,4,REGULAR,freethrow,2 of 2,[],202684,,,1610612738,83,93,2021-02-21T22:33:03Z,5280000,,,0,,T. Thompson Free Throw 2 of 2 (14 PTS),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
559,PT09M15.00S,2021-02-21T22:33:15.8Z,4,REGULAR,3pt,Jump Shot,[],1628404,68.01905387647832,58.647365196078425,1610612740,86,93,2021-02-21T22:33:21Z,5290000,43.0,248.0,1,right,J. Hart 25' 3PT  (11 PTS) (Z. Williamson 2 AST),"[1628404, 1629627]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,25.18,Made,11.0,Z. Williamson,1629627.0,2.0,,,,,,,,,,,,,,,
561,PT08M56.00S,2021-02-21T22:33:34.7Z,4,REGULAR,3pt,Jump Shot,[],1628464,33.459264126149804,45.90226715686275,1610612738,86,93,2021-02-21T22:33:43Z,5310000,20.0,262.0,1,left,MISS D. Theis 26' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,26.28,Missed,,,,,,,,,,,,,,,,,,,
562,PT08M54.00S,2021-02-21T22:33:36.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612740,86,93,2021-02-21T22:33:43Z,5320000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,561.0,,,,,,,,,,,,,,
563,PT08M54.00S,2021-02-21T22:33:41.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,86,93,2021-02-21T22:33:41Z,5330000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT08M43.00S,2021-02-21T22:34:05.6Z,4,REGULAR,foul,personal,[],1630174,,,1610612740,86,93,2021-02-21T22:34:15Z,5340000,,,0,,A. Nesmith personal FOUL (5 PF),"[1630174, 1629740]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,1155.0,5.0,0.0,Melli,1629740.0,,,
566,PT08M43.00S,2021-02-21T22:34:15.5Z,4,REGULAR,substitution,out,[],1630174,,,1610612740,86,93,2021-02-21T22:34:18Z,5360000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT08M43.00S,2021-02-21T22:34:15.5Z,4,REGULAR,substitution,in,[],1627759,,,1610612740,86,93,2021-02-21T22:34:18Z,5370000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT08M38.00S,2021-02-21T22:34:30.5Z,4,REGULAR,3pt,Jump Shot,[],1629638,71.04139290407359,23.84344362745098,1610612740,86,93,2021-02-21T22:34:37Z,5380000,-131.0,220.0,1,right,MISS N. Alexander-Walker 25' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,25.57,Missed,,,,,,,,,,,,,,,,,,,
569,PT08M35.00S,2021-02-21T22:34:33.5Z,4,REGULAR,rebound,defensive,[],202684,,,1610612738,86,93,2021-02-21T22:34:37Z,5390000,,,0,,T. Thompson REBOUND (Off:2 Def:6),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,568.0,8.0,6.0,2.0,,,,,,,,,,,
570,PT08M13.00S,2021-02-21T22:34:55.4Z,4,REGULAR,3pt,Jump Shot,[],1628369,29.25427069645204,14.284620098039216,1610612738,86,93,2021-02-21T22:35:06Z,5400000,179.0,222.0,1,left,MISS J. Tatum 28' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,28.53,Missed,,,,,,,,,,,,,,,,,,,
571,PT08M08.00S,2021-02-21T22:35:00.4Z,4,REGULAR,rebound,defensive,[],1629740,,,1610612740,86,93,2021-02-21T22:47:53Z,5410000,,,0,,N. Melli REBOUND (Off:0 Def:1),[1629740],1610612740.0,NOP,,,,Melli,N. Melli,,,,,,,,,,,570.0,1.0,1.0,0.0,,,,,,,,,,,
572,PT08M03.00S,2021-02-21T22:35:04.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628366,95.0886990801577,54.23560049019608,1610612740,86,93,2021-02-21T22:35:09Z,5420000,21.0,-6.0,1,right,MISS L. Ball Layup - blocked,"[1628366, 1628464]",1610612740.0,NOP,,,,Ball,L. Ball,,,,,2.21,Missed,,,,,,,,,,,,,,,,,Theis,1628464.0,
573,PT08M03.00S,2021-02-21T22:35:04.7Z,4,REGULAR,block,,[],1628464,,,1610612740,86,93,2021-02-21T22:35:06Z,5430000,,,0,,D. Theis BLOCK (2 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT08M03.00S,2021-02-21T22:35:04.7Z,4,REGULAR,rebound,offensive,[],1628404,,,1610612740,86,93,2021-02-21T22:35:09Z,5440000,,,0,,J. Hart REBOUND (Off:1 Def:4),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,572.0,5.0,4.0,1.0,,,,,,,,,,,
575,PT08M02.00S,2021-02-21T22:35:08.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628404,93.64323258869908,46.88265931372549,1610612740,88,93,2021-02-21T22:35:17Z,5450000,-16.0,7.0,1,right,J. Hart reverse Layup (13 PTS),[1628404],1610612740.0,NOP,reverse,,,Hart,J. Hart,,,,,1.72,Made,13.0,,,,,,,,,,,,,,,,,,
576,PT08M02.00S,2021-02-21T22:35:32.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,88,93,2021-02-21T22:35:32Z,5460000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT08M02.00S,2021-02-21T22:37:34.4Z,4,REGULAR,substitution,out,[],1629638,,,1610612738,88,93,2021-02-21T22:38:19Z,5470000,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT08M02.00S,2021-02-21T22:37:34.4Z,4,REGULAR,substitution,out,[],1630202,,,1610612738,88,93,2021-02-21T22:38:19Z,5480000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT08M02.00S,2021-02-21T22:37:34.4Z,4,REGULAR,substitution,out,[],1628464,,,1610612738,88,93,2021-02-21T22:38:19Z,5490000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT08M02.00S,2021-02-21T22:37:34.4Z,4,REGULAR,substitution,in,[],1627742,,,1610612738,88,93,2021-02-21T22:38:19Z,5500000,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT08M02.00S,2021-02-21T22:37:34.4Z,4,REGULAR,substitution,in,[],202689,,,1610612738,88,93,2021-02-21T22:38:19Z,5510000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT08M02.00S,2021-02-21T22:37:34.4Z,4,REGULAR,substitution,in,[],1630174,,,1610612738,88,93,2021-02-21T22:38:19Z,5520000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT07M45.00S,2021-02-21T22:38:49.2Z,4,REGULAR,2pt,Jump Shot,[],202689,16.245072273324574,86.34344362745098,1610612738,88,93,2021-02-21T22:39:02Z,5530000,-182.0,100.0,1,left,MISS K. Walker 20' step back Shot,[202689],1610612738.0,BOS,step back,,,Walker,K. Walker,,,,,20.75,Missed,,,,,,,,,,,,,,,,,,,
585,PT07M42.00S,2021-02-21T22:38:52.2Z,4,REGULAR,rebound,defensive,[],1629740,,,1610612740,88,93,2021-02-21T22:39:02Z,5540000,,,0,,N. Melli REBOUND (Off:0 Def:2),[1629740],1610612740.0,NOP,,,,Melli,N. Melli,,,,,,,,,,,584.0,2.0,2.0,0.0,,,,,,,,,,,
