actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
430,PT03M33.00S,2023-05-06T01:28:51.9Z,3,REGULAR,turnover,bad pass,[],1627759,,,1610612738,74,80,2023-05-06T01:28:55Z,4240000,False,,,0,,J. Brown bad pass TURNOVER (3 TO),"[1627759, 203954]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,3.0,,,Embiid,203954.0
431,PT03M33.00S,2023-05-06T01:28:51.9Z,3,REGULAR,steal,,[],203954,,,1610612755,74,80,2023-05-06T01:28:54Z,4250000,False,,,0,,J. Embiid STEAL (1 STL),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
432,PT03M24.00S,2023-05-06T01:29:02.8Z,3,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612755,74,80,2023-05-06T01:29:12Z,4260000,False,,,0,,R. Williams III shooting personal FOUL (3 PF) (Embiid 2 FT),"[1629057, 203954]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,200834.0,3.0,0.0,Embiid,203954.0,,,,,
434,PT03M24.00S,2023-05-06T01:29:33.0Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],203954,,,1610612755,75,80,2023-05-06T01:29:33Z,4280000,False,,,0,,J. Embiid Free Throw 1 of 2 (24 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,24.0,,,,,,,,,,,,,,,,,
435,PT03M24.00S,2023-05-06T01:29:34.9Z,3,REGULAR,substitution,out,[],200782,,,1610612755,75,80,2023-05-06T01:29:39Z,4290000,False,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT03M24.00S,2023-05-06T01:29:34.9Z,3,REGULAR,substitution,in,[],1627777,,,1610612755,75,80,2023-05-06T01:29:39Z,4300000,False,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT03M24.00S,2023-05-06T01:30:00.3Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],203954,,,1610612755,76,80,2023-05-06T01:30:00Z,4310000,False,,,0,,J. Embiid Free Throw 2 of 2 (25 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,25.0,,,,,,,,,,,,,,,,,
438,PT03M11.00S,2023-05-06T01:30:14.3Z,3,REGULAR,3pt,Jump Shot,[],1627763,32.769382391590014,69.8529411764706,1610612738,76,83,2023-05-06T01:30:19Z,4320000,False,-99.0,256.0,1,left,M. Brogdon 27' 3PT pullup (5 PTS),[1627763],1610612738.0,BOS,pullup,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,27.41,Made,5.0,,,,,,,,,,,,,,,,,
439,PT02M51.00S,2023-05-06T01:30:34.2Z,3,REGULAR,3pt,Jump Shot,[],1627777,66.80354796320631,51.96078431372549,1610612755,76,83,2023-05-06T01:30:39Z,4330000,False,10.0,260.0,1,right,MISS G. Niang 25' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Center,25.97,Missed,,,,,,,,,,,,,,,,,,
440,PT02M48.00S,2023-05-06T01:30:37.2Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,76,83,2023-05-06T01:30:39Z,4340000,False,,,0,,J. Brown REBOUND (Off:2 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,,,439.0,6.0,4.0,2.0,,,,,,,,,,
441,PT02M40.00S,2023-05-06T01:30:45.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,14.635348226018394,49.754901960784316,1610612738,76,83,2023-05-06T01:30:51Z,4350000,False,1.0,85.0,1,left,MISS D. White 8' turnaround Shot - blocked,"[1628401, 1630178]",1610612738.0,BOS,turnaround,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,8.51,Missed,,,,,,,,,,,,,,,Maxey,1630178.0,,
442,PT02M40.00S,2023-05-06T01:30:45.8Z,3,REGULAR,block,,[],1630178,,,1610612738,76,83,2023-05-06T01:30:48Z,4360000,False,,,0,,T. Maxey BLOCK (2 BLK),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
443,PT02M36.00S,2023-05-06T01:30:49.8Z,3,REGULAR,rebound,defensive,[],1629001,,,1610612755,76,83,2023-05-06T01:30:51Z,4370000,False,,,0,,D. Melton REBOUND (Off:0 Def:6),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,441.0,6.0,6.0,0.0,,,,,,,,,,
444,PT02M30.00S,2023-05-06T01:30:55.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,93.61038107752957,53.431372549019606,1610612755,76,83,2023-05-06T01:31:03Z,4380000,False,17.0,8.0,1,right,MISS T. Maxey driving floating bank Shot,[1630178],1610612755.0,PHI,driving floating bank,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.88,Missed,,,,,,,,,,,,,,,,,,
445,PT02M28.00S,2023-05-06T01:30:57.5Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,76,83,2023-05-06T01:31:03Z,4390000,False,,,0,,J. Brown REBOUND (Off:2 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,444.0,7.0,5.0,2.0,,,,,,,,,,
446,PT02M18.00S,2023-05-06T01:31:07.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627763,8.590670170827863,50.245098039215684,1610612738,76,83,2023-05-06T01:31:22Z,4400000,False,-1.0,28.0,1,left,MISS M. Brogdon driving Hook,[1627763],1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,2.83,Missed,,,,,,,,,,,,,,,,,,
447,PT02M16.00S,2023-05-06T01:31:09.2Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,76,83,2023-05-06T01:31:22Z,4410000,False,,,0,,J. Embiid REBOUND (Off:2 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,446.0,7.0,5.0,2.0,,,,,,,,,,
448,PT02M12.00S,2023-05-06T01:31:13.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629001,71.53416557161628,77.69607843137254,1610612755,76,83,2023-05-06T01:32:12Z,4420000,False,138.0,215.0,1,right,MISS D. Melton 25' running 3PT,[1629001],1610612755.0,PHI,running,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,25.58,Missed,,,,,,,,,,,,,,,,,,
449,PT02M09.00S,2023-05-06T01:31:16.1Z,3,REGULAR,rebound,defensive,[],1627763,,,1610612738,76,83,2023-05-06T01:31:28Z,4430000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:2),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,,,,,,,448.0,2.0,2.0,0.0,,,,,,,,,,
452,PT01M58.00S,2023-05-06T01:31:38.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,76,83,2023-05-06T01:31:38Z,4460000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT01M58.00S,2023-05-06T01:33:22.8Z,3,REGULAR,foul,personal,['2freethrow'],203954,,,1610612738,76,83,2023-05-06T01:33:29Z,4490000,False,,,0,,J. Embiid shooting personal FOUL (3 PF) (Williams III 2 FT),"[203954, 1629057]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202049.0,3.0,0.0,Williams III,1629057.0,,,,,
457,PT01M58.00S,2023-05-06T01:34:12.8Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,76,83,2023-05-06T01:34:59Z,4510000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT01M58.00S,2023-05-06T01:34:12.8Z,3,REGULAR,substitution,out,[],1628401,,,1610612738,76,83,2023-05-06T01:34:59Z,4520000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT01M58.00S,2023-05-06T01:34:12.8Z,3,REGULAR,substitution,in,[],203935,,,1610612738,76,83,2023-05-06T01:34:59Z,4530000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT01M58.00S,2023-05-06T01:34:12.8Z,3,REGULAR,substitution,in,[],1628369,,,1610612738,76,83,2023-05-06T01:34:59Z,4540000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT01M58.00S,2023-05-06T01:35:36.5Z,3,REGULAR,freethrow,1 of 2,[],1629057,,,1610612738,76,84,2023-05-06T01:35:36Z,4550000,False,,,0,,R. Williams III Free Throw 1 of 2 (3 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
462,PT01M58.00S,2023-05-06T01:35:53.6Z,3,REGULAR,freethrow,2 of 2,[],1629057,,,1610612738,76,85,2023-05-06T01:35:53Z,4560000,False,,,0,,R. Williams III Free Throw 2 of 2 (4 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
463,PT01M36.00S,2023-05-06T01:36:17.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629001,95.45006570302233,43.627450980392155,1610612755,76,85,2023-05-06T01:36:22Z,4570000,False,-32.0,-10.0,1,right,MISS D. Melton driving Layup,[1629001],1610612755.0,PHI,driving,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,3.33,Missed,,,,,,,,,,,,,,,,,,
464,PT01M35.00S,2023-05-06T01:36:18.8Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,76,85,2023-05-06T01:36:22Z,4580000,False,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,,463.0,2.0,1.0,1.0,,,,,,,,,,
465,PT01M27.00S,2023-05-06T01:36:27.5Z,3,REGULAR,3pt,Jump Shot,[],1627763,30.404073587385014,77.69607843137254,1610612738,76,88,2023-05-06T01:36:32Z,4590000,False,-138.0,233.0,1,left,M. Brogdon 27' 3PT  (8 PTS) (J. Tatum 5 AST),"[1627763, 1628369]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,27.13,Made,8.0,J. Tatum,1628369.0,5.0,,,,,,,,,,,,,,
467,PT01M12.00S,2023-05-06T01:36:43.5Z,3,REGULAR,3pt,Jump Shot,[],202699,71.53416557161628,81.37254901960785,1610612755,76,88,2023-05-06T01:36:50Z,4610000,False,157.0,215.0,1,right,MISS T. Harris 26' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,26.62,Missed,,,,,,,,,,,,,,,,,,
468,PT01M10.00S,2023-05-06T01:36:45.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,76,88,2023-05-06T01:36:50Z,4620000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,467.0,,,,,,,,,,,,,
470,PT01M10.00S,2023-05-06T01:36:51.2Z,3,REGULAR,substitution,out,[],202699,,,1610612755,76,88,2023-05-06T01:36:55Z,4640000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT01M10.00S,2023-05-06T01:36:51.2Z,3,REGULAR,substitution,in,[],1629667,,,1610612755,76,88,2023-05-06T01:36:55Z,4650000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612755.0,PHI,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT00M59.60S,2023-05-06T01:37:17.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203954,82.70367936925098,48.529411764705884,1610612755,76,88,2023-05-06T01:37:25Z,4660000,False,-7.0,110.0,1,right,MISS J. Embiid 11' fadeaway Shot - blocked,"[203954, 1629684]",1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,11.03,Missed,,,,,,,,,,,,,,,Williams,1629684.0,,
474,PT00M59.60S,2023-05-06T01:37:17.6Z,3,REGULAR,block,,[],1629684,,,1610612755,76,88,2023-05-06T01:37:49Z,4665000,False,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
473,PT00M58.80S,2023-05-06T01:37:18.4Z,3,REGULAR,rebound,offensive,[],203954,,,1610612755,76,88,2023-05-06T01:37:33Z,4670000,False,,,0,,J. Embiid REBOUND (Off:3 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,472.0,8.0,5.0,3.0,,,,,,,,,,
475,PT00M58.80S,2023-05-06T01:37:34.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629057,,,1610612755,76,88,2023-05-06T01:37:40Z,4680000,False,,,0,,R. Williams III shooting personal FOUL (4 PF) (Embiid 2 FT),"[1629057, 203954]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,200834.0,4.0,0.0,Embiid,203954.0,,,,,
477,PT00M58.80S,2023-05-06T01:37:49.2Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203954,,,1610612755,76,88,2023-05-06T01:37:49Z,4700000,False,,,0,,MISS J. Embiid Free Throw 1 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
478,PT00M58.80S,2023-05-06T01:37:49.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,76,88,2023-05-06T01:37:49Z,4710000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,477.0,,,,,,,,,,,,,
479,PT00M58.80S,2023-05-06T01:37:53.9Z,3,REGULAR,substitution,out,[],1629057,,,1610612755,76,88,2023-05-06T01:38:01Z,4720000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT00M58.80S,2023-05-06T01:37:53.9Z,3,REGULAR,substitution,in,[],1628401,,,1610612755,76,88,2023-05-06T01:38:01Z,4730000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT00M58.80S,2023-05-06T01:38:19.9Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203954,,,1610612755,77,88,2023-05-06T01:38:19Z,4740000,False,,,0,,J. Embiid Free Throw 2 of 2 (26 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,26.0,,,,,,,,,,,,,,,,,
482,PT00M36.00S,2023-05-06T01:38:44.7Z,3,REGULAR,2pt,Jump Shot,[],1627763,24.885019710906704,40.19607843137255,1610612738,77,88,2023-05-06T01:38:52Z,4750000,False,49.0,181.0,1,left,MISS M. Brogdon 18' driving floating Shot,[1627763],1610612738.0,BOS,driving floating,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Center,18.79,Missed,,,,,,,,,,,,,,,,,,
483,PT00M34.50S,2023-05-06T01:38:46.4Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,77,88,2023-05-06T01:38:46Z,4760000,False,,,0,,J. Embiid REBOUND (Off:3 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,,,,,,,482.0,9.0,6.0,3.0,,,,,,,,,,
485,PT00M34.10S,2023-05-06T01:38:56.3Z,3,REGULAR,substitution,out,[],1628401,,,1610612755,77,88,2023-05-06T01:39:03Z,4780000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT00M34.10S,2023-05-06T01:38:56.3Z,3,REGULAR,substitution,in,[],1627759,,,1610612755,77,88,2023-05-06T01:39:03Z,4790000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT00M19.30S,2023-05-06T01:39:23.4Z,3,REGULAR,turnover,lost ball,[],203954,,,1610612755,77,88,2023-05-06T01:39:27Z,4800000,False,,,0,,J. Embiid lost ball TURNOVER (3 TO),"[203954, 1628369]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,3.0,,,Tatum,1628369.0
488,PT00M19.30S,2023-05-06T01:39:23.4Z,3,REGULAR,steal,,[],1628369,,,1610612738,77,88,2023-05-06T01:39:25Z,4810000,False,,,0,,J. Tatum STEAL (2 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
489,PT00M01.20S,2023-05-06T01:39:41.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,31.980946123521676,72.79411764705883,1610612738,77,88,2023-05-06T01:39:48Z,4820000,False,-114.0,248.0,1,left,MISS J. Tatum 27' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,27.3,Missed,,,,,,,,,,,,,,,,,,
490,PT00M01.20S,2023-05-06T01:39:41.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,77,88,2023-05-06T01:39:48Z,4830000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,489.0,,,,,,,,,,,,,
491,PT00M00.00S,2023-05-06T01:39:49.0Z,3,REGULAR,period,end,[],0,,,1610612738,77,88,2023-05-06T01:39:49Z,4840000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT12M00.00S,2023-05-06T01:42:10.1Z,4,REGULAR,substitution,out,['startperiod'],1630178,,,1610612738,77,88,2023-05-06T01:42:40Z,4850000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT12M00.00S,2023-05-06T01:42:10.1Z,4,REGULAR,substitution,out,['startperiod'],203954,,,1610612738,77,88,2023-05-06T01:42:40Z,4860000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT12M00.00S,2023-05-06T01:42:10.1Z,4,REGULAR,substitution,out,['startperiod'],1629684,,,1610612738,77,88,2023-05-06T01:42:40Z,4870000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT12M00.00S,2023-05-06T01:42:10.1Z,4,REGULAR,substitution,out,['startperiod'],1627759,,,1610612738,77,88,2023-05-06T01:42:40Z,4880000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT12M00.00S,2023-05-06T01:42:10.1Z,4,REGULAR,substitution,in,['startperiod'],1630194,,,1610612738,77,88,2023-05-06T01:42:40Z,4890000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT12M00.00S,2023-05-06T01:42:10.1Z,4,REGULAR,substitution,in,['startperiod'],201935,,,1610612738,77,88,2023-05-06T01:42:40Z,4900000,False,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT12M00.00S,2023-05-06T01:42:10.1Z,4,REGULAR,substitution,in,['startperiod'],1629057,,,1610612738,77,88,2023-05-06T01:42:40Z,4910000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT12M00.00S,2023-05-06T01:42:10.1Z,4,REGULAR,substitution,in,['startperiod'],1628401,,,1610612738,77,88,2023-05-06T01:42:40Z,4920000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT12M00.00S,2023-05-06T01:43:22.0Z,4,REGULAR,period,start,[],0,,,1610612755,77,88,2023-05-06T01:43:22Z,4930000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT11M42.00S,2023-05-06T01:43:39.8Z,4,REGULAR,3pt,Jump Shot,[],201935,77.31603153745073,95.58823529411765,1610612755,77,88,2023-05-06T01:43:45Z,4940000,False,228.0,161.0,1,right,MISS J. Harden 27' pullup 3PT,[201935],1610612755.0,PHI,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,27.89,Missed,,,,,,,,,,,,,,,,,,
502,PT11M39.00S,2023-05-06T01:43:42.8Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,77,88,2023-05-06T01:43:45Z,4950000,False,,,0,,R. Williams III REBOUND (Off:1 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Right Center,,,,,,,501.0,3.0,2.0,1.0,,,,,,,,,,
503,PT11M21.00S,2023-05-06T01:43:59.8Z,4,REGULAR,3pt,Jump Shot,[],1628401,33.820630749014455,46.07843137254902,1610612738,77,88,2023-05-06T01:44:05Z,4960000,False,20.0,265.0,1,left,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,26.61,Missed,,,,,,,,,,,,,,,,,,
504,PT11M18.00S,2023-05-06T01:44:02.8Z,4,REGULAR,rebound,offensive,[],1628369,,,1610612738,77,88,2023-05-06T01:44:05Z,4970000,False,,,0,,J. Tatum REBOUND (Off:1 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,503.0,6.0,5.0,1.0,,,,,,,,,,
505,PT11M12.00S,2023-05-06T01:44:09.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1627763,30.798291721419176,76.47058823529412,1610612738,77,88,2023-05-06T01:44:14Z,4980000,False,-132.0,237.0,1,left,MISS M. Brogdon 27' 3PT,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,27.15,Missed,,,,,,,,,,,,,,,,,,
506,PT11M10.00S,2023-05-06T01:44:11.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612755,77,88,2023-05-06T01:44:14Z,4990000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,505.0,,,,,,,,,,,,,
508,PT10M57.00S,2023-05-06T01:44:30.3Z,4,REGULAR,3pt,Jump Shot,[],1627777,69.82588699080158,27.696078431372555,1610612755,77,88,2023-05-06T01:44:36Z,5010000,False,-112.0,231.0,1,right,MISS G. Niang 25' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,25.66,Missed,,,,,,,,,,,,,,,,,,
509,PT10M54.00S,2023-05-06T01:44:33.3Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,77,88,2023-05-06T01:44:36Z,5020000,False,,,0,,R. Williams III REBOUND (Off:1 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Left Center,,,,,,,508.0,4.0,3.0,1.0,,,,,,,,,,
510,PT10M46.00S,2023-05-06T01:44:41.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,9.247700394218143,51.22549019607843,1610612738,77,90,2023-05-06T01:44:46Z,5030000,False,-6.0,34.0,1,left,J. Tatum driving Layup (19 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,3.49,Made,19.0,,,,,,,,,,,,,,,,,
511,PT10M34.00S,2023-05-06T01:44:53.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627777,93.47897503285151,52.94117647058824,1610612755,79,90,2023-05-06T01:44:58Z,5040000,False,15.0,9.0,1,right,G. Niang driving Layup (5 PTS) (J. Harden 8 AST),"[1627777, 201935]",1610612755.0,PHI,driving,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,1.71,Made,5.0,J. Harden,201935.0,8.0,,,,,,,,,,,,,,
513,PT10M09.00S,2023-05-06T01:45:18.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,16.606438896189218,51.22549019607843,1610612738,79,92,2023-05-06T01:45:22Z,5060000,False,-6.0,104.0,1,left,D. White 10' driving floating Jump Shot (13 PTS) (M. Brogdon 4 AST),"[1628401, 1627763]",1610612738.0,BOS,driving floating,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,10.38,Made,13.0,M. Brogdon,1627763.0,4.0,,,,,,,,,,,,,,
515,PT09M53.00S,2023-05-06T01:45:33.5Z,4,REGULAR,3pt,Jump Shot,[],1627777,69.69448094612352,24.264705882352942,1610612755,82,92,2023-05-06T01:45:38Z,5080000,False,-129.0,232.0,1,right,G. Niang 26' 3PT  (8 PTS) (J. McDaniels 1 AST),"[1627777, 1629667]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,26.57,Made,8.0,J. McDaniels,1629667.0,1.0,,,,,,,,,,,,,,
