actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
351,PT09M32.00S,2023-05-18T01:51:32.4Z,3,REGULAR,rebound,defensive,[],1629216,,,1610612748,71,65,2023-05-18T01:51:37Z,3440000,False,,,0,,G. Vincent REBOUND (Off:0 Def:2),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,,,350.0,2.0,2.0,0.0,,,,,,,,,,,,,,
352,PT09M27.00S,2023-05-18T01:51:36.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201567,74.32654402102497,14.705882352941178,1610612748,71,68,2023-05-18T01:52:20Z,3450000,False,-176.0,189.0,1,right,K. Love 25' 3PT running (6 PTS) (G. Vincent 2 AST),"[201567, 1629216]",1610612748.0,MIA,running,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,25.85,Made,,,,,,,6.0,G. Vincent,1629216.0,2.0,,,,,,,,
354,PT09M12.00S,2023-05-18T01:51:56.1Z,3,REGULAR,foul,personal,[],202710,,,1610612738,71,68,2023-05-18T01:52:05Z,3470000,False,,,0,,J. Butler personal FOUL (1 PF),"[202710, 1629057]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,,1179.0,,,,,,1.0,0.0,Williams III,1629057.0,,,,
356,PT09M01.00S,2023-05-18T01:52:23.8Z,3,REGULAR,foul,personal,['2freethrow'],1629622,,,1610612738,71,68,2023-05-18T01:52:38Z,3490000,False,,,0,,M. Strus shooting personal FOUL (2 PF) (Smart 2 FT),"[1629622, 203935]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1830.0,,,,,,2.0,0.0,Smart,203935.0,,,,
358,PT09M01.00S,2023-05-18T01:52:55.9Z,3,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,71,68,2023-05-18T01:52:55Z,3510000,False,,,0,,MISS M. Smart Free Throw 1 of 2,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
359,PT09M01.00S,2023-05-18T01:52:55.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,71,68,2023-05-18T01:52:55Z,3520000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,358.0,,,,,,,,,,,,,,,,,
360,PT09M01.00S,2023-05-18T01:53:12.9Z,3,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,72,68,2023-05-18T01:53:12Z,3530000,False,,,0,,M. Smart Free Throw 2 of 2 (7 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
361,PT08M46.00S,2023-05-18T01:53:28.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629216,84.83902759526939,47.549019607843135,1610612748,72,70,2023-05-18T01:53:32Z,3540000,False,-12.0,90.0,1,right,G. Vincent 9' pullup Jump Shot (10 PTS),[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),8-16 Center,9.08,Made,,,,,,,10.0,,,,,,,,,,,
362,PT08M31.00S,2023-05-18T01:53:43.2Z,3,REGULAR,3pt,Jump Shot,[],203935,27.808804204993432,16.176470588235293,1610612738,72,70,2023-05-18T01:53:47Z,3550000,False,169.0,209.0,1,left,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,26.88,Missed,,,,,,,,,,,,,,,,,,
363,PT08M29.00S,2023-05-18T01:53:45.2Z,3,REGULAR,rebound,defensive,[],201567,,,1610612748,72,70,2023-05-18T01:53:47Z,3560000,False,,,0,,K. Love REBOUND (Off:0 Def:5),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Right Center,,,362.0,5.0,5.0,0.0,,,,,,,,,,,,,,
364,PT08M26.00S,2023-05-18T01:53:49.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629622,91.80354796320631,54.90196078431373,1610612748,72,70,2023-05-18T01:53:56Z,3570000,False,25.0,25.0,1,right,MISS M. Strus running Layup - blocked,"[1629622, 203935]",1610612748.0,MIA,running,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,3.46,Missed,,,,,,,,,,,,,,,,,Smart,203935.0
365,PT08M26.00S,2023-05-18T01:53:49.0Z,3,REGULAR,block,,[],203935,,,1610612748,72,70,2023-05-18T01:53:51Z,3580000,False,,,0,,M. Smart BLOCK (1 BLK),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
366,PT08M25.00S,2023-05-18T01:53:50.0Z,3,REGULAR,rebound,offensive,[],1629622,,,1610612748,72,70,2023-05-18T01:53:56Z,3590000,False,,,0,,M. Strus REBOUND (Off:1 Def:0),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,364.0,1.0,0.0,1.0,,,,,,,,,,,,,,
367,PT08M24.00S,2023-05-18T01:53:54.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', '2ndchance']",1629622,92.77266754270697,53.25137867647059,1610612748,72,72,2023-05-18T01:54:03Z,3600000,False,16.0,15.0,1,right,M. Strus putback Layup (7 PTS),[1629622],1610612748.0,MIA,putback,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,2.24,Made,,,,,,,7.0,,,,,,,,,,,
368,PT08M03.00S,2023-05-18T01:54:13.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,11.383048620236531,50.245098039215684,1610612738,72,72,2023-05-18T01:54:30Z,3610000,False,-1.0,55.0,1,left,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,5.45,Missed,,,,,,,,,,,,,,,,,,
369,PT08M02.00S,2023-05-18T01:54:14.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,72,72,2023-05-18T01:54:37Z,3620000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,368.0,,,,,,,,,,,,,,,,,
370,PT08M02.00S,2023-05-18T01:54:23.2Z,3,REGULAR,foul,personal,[],202710,,,1610612738,72,72,2023-05-18T01:54:54Z,3630000,False,,,0,,J. Butler loose ball personal FOUL (2 PF),"[202710, 1628369]",1610612748.0,MIA,loose ball,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,,1179.0,,,,,,2.0,0.0,Tatum,1628369.0,,,,
373,PT08M02.00S,2023-05-18T01:54:32.5Z,3,REGULAR,substitution,out,[],201143,,,1610612738,72,72,2023-05-18T01:54:37Z,3660000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT08M02.00S,2023-05-18T01:54:32.5Z,3,REGULAR,substitution,in,[],1627763,,,1610612738,72,72,2023-05-18T01:54:37Z,3670000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT07M52.00S,2023-05-18T01:54:50.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,32.802233902759525,65.68627450980392,1610612738,75,72,2023-05-18T01:56:20Z,3680000,False,-78.0,256.0,1,left,J. Brown 26' 3PT pullup (14 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,26.75,Made,,,,,,,14.0,,,,,,,,,,,
376,PT07M33.00S,2023-05-18T01:55:11.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,91.14651773981603,40.931372549019606,1610612748,75,74,2023-05-18T01:56:41Z,3690000,False,-45.0,31.0,1,right,B. Adebayo driving floating Jump Shot (16 PTS) (J. Butler 4 AST),"[1628389, 202710]",1610612748.0,MIA,driving floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,5.47,Made,,,,,,,16.0,J. Butler,202710.0,4.0,,,,,,,,
378,PT07M33.00S,2023-05-18T01:55:15.3Z,3,REGULAR,foul,personal,['1freethrow'],1628369,,,1610612748,75,74,2023-05-18T01:55:24Z,3710000,False,,,0,,J. Tatum shooting personal FOUL (3 PF) (Adebayo 1 FT),"[1628369, 1628389]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1179.0,,,,,,3.0,0.0,Adebayo,1628389.0,,,,
380,PT07M33.00S,2023-05-18T01:55:41.4Z,3,REGULAR,freethrow,1 of 1,[],1628389,,,1610612748,75,74,2023-05-18T01:55:46Z,3730000,False,,,0,,MISS B. Adebayo Free Throw 1 of 1,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
381,PT07M33.00S,2023-05-18T01:55:41.4Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,75,74,2023-05-18T01:55:46Z,3740000,False,,,0,,J. Brown REBOUND (Off:1 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,380.0,6.0,5.0,1.0,,,,,,,,,,,,,,
382,PT07M23.00S,2023-05-18T01:55:50.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,19.66162943495401,50.49019607843137,1610612738,75,74,2023-05-18T01:55:54Z,3750000,False,-2.0,132.0,1,left,MISS J. Brown 13' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,13.23,Missed,,,,,,,,,,,,,,,,,,
383,PT07M22.00S,2023-05-18T01:55:51.2Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,75,74,2023-05-18T01:55:58Z,3760000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:6),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,382.0,6.0,6.0,0.0,,,,,,,,,,,,,,
384,PT07M18.00S,2023-05-18T01:55:56.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'defensivegoaltending']",1629622,92.32917214191852,55.392156862745104,1610612748,75,76,2023-05-18T01:57:27Z,3770000,False,27.0,20.0,1,right,M. Strus running reverse Layup (9 PTS) (B. Adebayo 4 AST),"[1629622, 1628389]",1610612748.0,MIA,running reverse,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,3.34,Made,,,,,,,9.0,B. Adebayo,1628389.0,4.0,,,,,,,,
386,PT07M18.00S,2023-05-18T01:56:03.9Z,3,REGULAR,violation,defensive goaltending,[],1628369,,,1610612748,75,76,2023-05-18T01:56:13Z,3790000,False,,,0,,J. Tatum defensive goaltending VIOLATION,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,1179.0,,,,,,,,,,,,,
387,PT07M08.00S,2023-05-18T01:56:14.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,13.354139290407357,37.00980392156863,1610612738,75,76,2023-05-18T01:57:50Z,3800000,False,65.0,73.0,1,left,MISS M. Smart 9' turnaround fadeaway Shot,[203935],1610612738.0,BOS,turnaround fadeaway,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Right,9.77,Missed,,,,,,,,,,,,,,,,,,
388,PT07M07.00S,2023-05-18T01:56:15.6Z,3,REGULAR,rebound,defensive,[],201567,,,1610612748,75,76,2023-05-18T01:56:24Z,3810000,False,,,0,,K. Love REBOUND (Off:0 Def:6),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,In The Paint (Non-RA),8-16 Right,,,387.0,6.0,6.0,0.0,,,,,,,,,,,,,,
389,PT06M55.00S,2023-05-18T01:56:26.9Z,3,REGULAR,3pt,Jump Shot,[],201567,66.5735873850197,46.32352941176471,1610612748,75,76,2023-05-18T01:56:37Z,3820000,False,-18.0,262.0,1,right,MISS K. Love 26' 3PT,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Center,26.23,Missed,,,,,,,,,,,,,,,,,,
390,PT06M54.00S,2023-05-18T01:56:27.9Z,3,REGULAR,rebound,offensive,[],1628389,,,1610612748,75,76,2023-05-18T01:56:37Z,3830000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:6),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,389.0,7.0,6.0,1.0,,,,,,,,,,,,,,
391,PT06M54.00S,2023-05-18T01:56:32.9Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628389,94.40999984741211,50.0,1610612748,75,76,2023-05-18T01:56:45Z,3840000,False,0.0,0.0,1,right,MISS B. Adebayo tip Layup,[1628389],1610612748.0,MIA,tip,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
392,PT06M52.00S,2023-05-18T01:56:34.9Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,75,76,2023-05-18T01:56:45Z,3850000,False,,,0,,J. Brown REBOUND (Off:1 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,391.0,7.0,6.0,1.0,,,,,,,,,,,,,,
393,PT06M46.00S,2023-05-18T01:56:36.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203935,6.915243101182654,95.34313725490196,1610612738,78,76,2023-05-18T01:58:47Z,3860000,False,-227.0,13.0,1,left,M. Smart 3PT running (10 PTS) (J. Brown 2 AST),"[203935, 1627759]",1610612738.0,BOS,running,,,Smart,M. Smart,,,,,Left Corner 3,24+ Left,22.7,Made,,,,,,,10.0,J. Brown,1627759.0,2.0,,,,,,,,
395,PT06M29.00S,2023-05-18T01:56:54.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,86.94152431011827,56.127450980392155,1610612748,78,76,2023-05-18T01:57:20Z,3880000,False,31.0,70.0,1,right,MISS B. Adebayo 7' turnaround Hook,[1628389],1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,7.66,Missed,,,,,,,,,,,,,,,,,,
396,PT06M28.00S,2023-05-18T01:56:55.2Z,3,REGULAR,rebound,offensive,[],202710,,,1610612748,78,76,2023-05-18T01:57:20Z,3890000,False,,,0,,J. Butler REBOUND (Off:2 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,395.0,3.0,1.0,2.0,,,,,,,,,,,,,,
397,PT06M28.00S,2023-05-18T01:57:03.7Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202710,94.40999984741211,50.0,1610612748,78,78,2023-05-18T01:59:08Z,3900000,False,0.0,0.0,1,right,J. Butler tip Layup (17 PTS),[202710],1610612748.0,MIA,tip,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,17.0,,,,,,,,,,,
398,PT06M28.00S,2023-05-18T01:57:05.8Z,3,REGULAR,foul,personal,['1freethrow'],1627759,,,1610612748,78,78,2023-05-18T01:57:29Z,3910000,False,,,0,,J. Brown shooting personal FOUL (2 PF) (Butler 1 FT),"[1627759, 202710]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,2530.0,,,,,,2.0,0.0,Butler,202710.0,,,,
400,PT06M28.00S,2023-05-18T01:57:14.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,78,78,2023-05-18T01:57:20Z,3930000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT06M28.00S,2023-05-18T02:00:56.0Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],202710,,,1610612748,78,79,2023-05-18T02:00:56Z,3940000,False,,,0,,J. Butler Free Throw 1 of 1 (18 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,18.0,,,,,,,,,,,
402,PT06M16.00S,2023-05-18T02:01:10.3Z,3,REGULAR,2pt,Jump Shot,[],1628369,22.158344283837057,54.90196078431373,1610612738,78,79,2023-05-18T02:01:18Z,3950000,False,-25.0,156.0,1,left,MISS J. Tatum 15' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Center,15.77,Missed,,,,,,,,,,,,,,,,,,
403,PT06M15.00S,2023-05-18T02:01:11.3Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,78,79,2023-05-18T02:01:18Z,3960000,False,,,0,,J. Butler REBOUND (Off:2 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,8-16 Center,,,402.0,4.0,2.0,2.0,,,,,,,,,,,,,,
404,PT05M56.00S,2023-05-18T02:01:30.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,89.17542706964521,54.65686274509803,1610612748,78,79,2023-05-18T02:01:36Z,3970000,False,23.0,49.0,1,right,MISS M. Strus driving Layup - blocked,"[1629622, 1628369]",1610612748.0,MIA,driving,,,Strus,M. Strus,,,,,In The Paint (Non-RA),0-8 Center,5.45,Missed,,,,,,,,,,,,,,,,,Tatum,1628369.0
405,PT05M56.00S,2023-05-18T02:01:30.1Z,3,REGULAR,block,,[],1628369,,,1610612748,78,79,2023-05-18T02:01:32Z,3980000,False,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
406,PT05M54.00S,2023-05-18T02:01:32.1Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,78,79,2023-05-18T02:03:57Z,3990000,False,,,0,,J. Brown REBOUND (Off:1 Def:7),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,404.0,8.0,7.0,1.0,,,,,,,,,,,,,,
407,PT05M47.00S,2023-05-18T02:01:39.0Z,3,REGULAR,turnover,bad pass,[],203935,,,1610612738,78,79,2023-05-18T02:01:45Z,4000000,False,,,0,,M. Smart bad pass TURNOVER (2 TO),"[203935, 202710]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2.0,,,,,,,,,Butler,202710.0,,
408,PT05M47.00S,2023-05-18T02:01:39.0Z,3,REGULAR,steal,,[],202710,,,1610612748,78,79,2023-05-18T02:01:42Z,4010000,False,,,0,,J. Butler STEAL (3 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
409,PT05M42.00S,2023-05-18T02:01:44.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628389,92.19776609724047,53.92156862745098,1610612748,78,81,2023-05-18T02:02:09Z,4020000,False,20.0,21.0,1,right,B. Adebayo running Layup (18 PTS),[1628389],1610612748.0,MIA,running,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,2.86,Made,,,,,,,18.0,,,,,,,,,,,
410,PT05M21.00S,2023-05-18T02:02:04.8Z,3,REGULAR,2pt,Jump Shot,[],1627759,20.18725361366623,73.0392156862745,1610612738,80,81,2023-05-18T02:02:11Z,4030000,False,-115.0,137.0,1,left,J. Brown 17' pullup Jump Shot (16 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,17.92,Made,,,,,,,16.0,,,,,,,,,,,
411,PT04M57.00S,2023-05-18T02:02:28.7Z,3,REGULAR,3pt,Jump Shot,[],1629216,73.9323258869908,85.5392156862745,1610612748,80,81,2023-05-18T02:02:37Z,4040000,False,178.0,193.0,1,right,MISS G. Vincent 26' 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,26.2,Missed,,,,,,,,,,,,,,,,,,
412,PT04M56.00S,2023-05-18T02:02:29.7Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,80,81,2023-05-18T02:02:37Z,4050000,False,,,0,,R. Williams III REBOUND (Off:4 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Right Center,,,411.0,7.0,3.0,4.0,,,,,,,,,,,,,,
414,PT04M54.00S,2023-05-18T02:02:33.4Z,3,REGULAR,turnover,bad pass,[],1629057,,,1610612738,80,81,2023-05-18T02:02:43Z,4070000,False,,,0,,R. Williams III bad pass TURNOVER (1 TO),"[1629057, 201567]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Right Center,,,,,,,,1.0,,,,,,,,,Love,201567.0,,
415,PT04M54.00S,2023-05-18T02:02:33.4Z,3,REGULAR,steal,,[],201567,,,1610612748,80,81,2023-05-18T02:02:37Z,4080000,False,,,0,,K. Love STEAL (1 STL),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
416,PT04M53.00S,2023-05-18T02:02:38.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201567,91.80354796320631,52.450980392156865,1610612748,80,83,2023-05-18T02:02:49Z,4090000,False,12.0,25.0,1,right,K. Love Layup (8 PTS),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Restricted Area,0-8 Center,2.74,Made,,,,,,,8.0,,,,,,,,,,,
442,PT04M38.00S,2023-05-18T02:02:43.4Z,3,REGULAR,turnover,bad pass,[],1627759,,,1610612738,80,83,2023-05-18T02:06:20Z,4095000,False,,,0,,J. Brown bad pass TURNOVER (4 TO),"[1627759, 1628389]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,4.0,,,,,,,,,Adebayo,1628389.0,,
443,PT04M38.00S,2023-05-18T02:02:43.4Z,3,REGULAR,steal,,[],1628389,,,1610612748,80,83,2023-05-18T02:06:20Z,4097500,False,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
419,PT04M25.00S,2023-05-18T02:03:00.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629622,70.25295663600527,16.42156862745098,1610612748,80,86,2023-05-18T02:06:25Z,4120000,False,-168.0,227.0,1,right,M. Strus 28' 3PT pullup (12 PTS),[1629622],1610612748.0,MIA,pullup,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,28.24,Made,,,,,,,12.0,,,,,,,,,,,
420,PT04M08.00S,2023-05-18T02:03:20.3Z,3,REGULAR,foul,personal,['2freethrow'],201567,,,1610612738,80,86,2023-05-18T02:03:35Z,4130000,False,,,0,,K. Love shooting personal FOUL (2 PF) (Tatum 2 FT),"[201567, 1628369]",1610612748.0,MIA,shooting,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1179.0,,,,,,2.0,0.0,Tatum,1628369.0,,,,
422,PT04M08.00S,2023-05-18T02:03:48.3Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,81,86,2023-05-18T02:03:48Z,4150000,False,,,0,,J. Tatum Free Throw 1 of 2 (19 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,19.0,,,,,,,,,,,
423,PT04M08.00S,2023-05-18T02:03:48.9Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,81,86,2023-05-18T02:04:00Z,4160000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT04M08.00S,2023-05-18T02:03:48.9Z,3,REGULAR,substitution,out,[],1629057,,,1610612738,81,86,2023-05-18T02:04:00Z,4170000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT04M08.00S,2023-05-18T02:03:48.9Z,3,REGULAR,substitution,out,[],201567,,,1610612738,81,86,2023-05-18T02:04:00Z,4180000,False,,,0,,SUB out: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT04M08.00S,2023-05-18T02:03:48.9Z,3,REGULAR,substitution,out,[],1629216,,,1610612738,81,86,2023-05-18T02:04:00Z,4190000,False,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT04M08.00S,2023-05-18T02:03:48.9Z,3,REGULAR,substitution,in,[],201143,,,1610612738,81,86,2023-05-18T02:04:00Z,4200000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT04M08.00S,2023-05-18T02:03:48.9Z,3,REGULAR,substitution,in,[],1628401,,,1610612738,81,86,2023-05-18T02:04:00Z,4210000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT04M08.00S,2023-05-18T02:03:48.9Z,3,REGULAR,substitution,in,[],200768,,,1610612738,81,86,2023-05-18T02:04:00Z,4220000,False,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT04M08.00S,2023-05-18T02:03:48.9Z,3,REGULAR,substitution,in,[],1628997,,,1610612738,81,86,2023-05-18T02:04:00Z,4230000,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT04M08.00S,2023-05-18T02:04:13.3Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,82,86,2023-05-18T02:04:13Z,4240000,False,,,0,,J. Tatum Free Throw 2 of 2 (20 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,20.0,,,,,,,,,,,
432,PT03M48.00S,2023-05-18T02:04:35.8Z,3,REGULAR,2pt,Jump Shot,[],202710,93.82391590013141,69.87591911764706,1610612748,82,88,2023-05-18T02:04:41Z,4250000,False,99.0,6.0,1,right,J. Butler 9' driving floating Jump Shot (20 PTS),[202710],1610612748.0,MIA,driving floating,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,9.96,Made,,,,,,,20.0,,,,,,,,,,,
