actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
264,PT03M02.00S,2023-05-24T01:27:01.7Z,2,REGULAR,freethrow,3 of 3,[],1629216,,,1610612748,50,44,2023-05-24T01:27:01Z,2610000,False,,,0,,G. Vincent Free Throw 3 of 3 (11 PTS),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
265,PT02M48.00S,2023-05-24T01:27:21.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,8.886333771353483,55.392156862745104,1610612738,50,46,2023-05-24T01:27:26Z,2620000,False,-27.0,31.0,1,left,R. Williams III Layup (5 PTS) (J. Brown 3 AST),"[1629057, 1627759]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,4.11,Made,,,,,5.0,J. Brown,1627759.0,3.0,,,,,,,,,,
267,PT02M34.00S,2023-05-24T01:27:36.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,94.03745072273325,47.30392156862745,1610612748,50,46,2023-05-24T01:27:44Z,2640000,False,-13.0,4.0,1,right,MISS G. Vincent driving finger roll Layup,[1629216],1610612748.0,MIA,driving finger roll,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,1.39,Missed,,,,,,,,,,,,,,,,,,
268,PT02M31.00S,2023-05-24T01:27:39.5Z,2,REGULAR,rebound,offensive,[],1628389,,,1610612748,50,46,2023-05-24T01:27:44Z,2650000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,267.0,3.0,2.0,1.0,,,,,,,,,,,,,,
269,PT02M25.00S,2023-05-24T01:27:51.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628401,,,1610612748,50,46,2023-05-24T01:28:06Z,2660000,False,,,0,,D. White personal FOUL (2 PF) (Adebayo 2 FT),"[1628401, 1628389]",1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,101284.0,2.0,0.0,Adebayo,1628389.0,,,,,
271,PT02M25.00S,2023-05-24T01:28:23.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628389,,,1610612748,51,46,2023-05-24T01:29:01Z,2680000,False,,,0,,B. Adebayo Free Throw 1 of 2 (7 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
272,PT02M25.00S,2023-05-24T01:28:24.8Z,2,REGULAR,substitution,out,[],1628401,,,1610612748,51,46,2023-05-24T01:28:28Z,2690000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT02M25.00S,2023-05-24T01:28:24.8Z,2,REGULAR,substitution,in,[],1629684,,,1610612748,51,46,2023-05-24T01:28:28Z,2700000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT02M25.00S,2023-05-24T01:28:23.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628389,,,1610612748,52,46,2023-05-24T01:29:01Z,2710000,False,,,0,,B. Adebayo Free Throw 2 of 2 (8 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
275,PT02M06.00S,2023-05-24T01:29:09.3Z,2,REGULAR,3pt,Jump Shot,[],1629684,31.09395532194481,22.058823529411764,1610612738,52,49,2023-05-24T01:29:14Z,2720000,False,140.0,240.0,1,left,G. Williams 27' 3PT  (8 PTS) (J. Brown 4 AST),"[1629684, 1627759]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,27.75,Made,,,,,8.0,J. Brown,1627759.0,4.0,,,,,,,,,,
277,PT01M40.00S,2023-05-24T01:29:34.2Z,2,REGULAR,2pt,Jump Shot,[],1628389,82.21090670170827,28.676470588235293,1610612748,54,49,2023-05-24T01:31:09Z,2740000,False,-107.0,115.0,1,right,B. Adebayo 15' step back Jump Shot (10 PTS),[1628389],1610612748.0,MIA,step back,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,15.66,Made,,,,,10.0,,,,,,,,,,,,,
278,PT01M29.00S,2023-05-24T01:29:45.3Z,2,REGULAR,3pt,Jump Shot,[],1628369,19.92444152431012,93.62745098039215,1610612738,54,49,2023-05-24T01:32:57Z,2750000,False,-218.0,135.0,1,left,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,25.64,Missed,,,,,,,,,,,,,,,,,,
279,PT01M25.00S,2023-05-24T01:29:50.8Z,2,REGULAR,rebound,offensive,[],1629684,,,1610612738,54,49,2023-05-24T01:29:50Z,2760000,False,,,0,,G. Williams REBOUND (Off:2 Def:0),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,,,278.0,2.0,0.0,2.0,,,,,,,,,,,,,,
280,PT01M24.00S,2023-05-24T01:29:56.5Z,2,REGULAR,foul,personal,['2freethrow'],1628389,,,1610612738,54,49,2023-05-24T01:30:04Z,2770000,False,,,0,,B. Adebayo shooting personal FOUL (2 PF) (Tatum 2 FT),"[1628389, 1628369]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,101284.0,2.0,0.0,Tatum,1628369.0,,,,,
282,PT01M24.00S,2023-05-24T01:30:17.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628369,,,1610612738,54,49,2023-05-24T01:30:17Z,2790000,False,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
283,PT01M24.00S,2023-05-24T01:30:17.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,54,49,2023-05-24T01:30:17Z,2800000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,282.0,,,,,,,,,,,,,,,,,
284,PT01M24.00S,2023-05-24T01:30:18.9Z,2,REGULAR,substitution,out,[],1628389,,,1610612738,54,49,2023-05-24T01:30:25Z,2810000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT01M24.00S,2023-05-24T01:30:18.9Z,2,REGULAR,substitution,in,[],203469,,,1610612738,54,49,2023-05-24T01:30:25Z,2820000,False,,,0,,SUB in: C. Zeller,[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT01M24.00S,2023-05-24T01:30:39.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628369,,,1610612738,54,50,2023-05-24T01:30:39Z,2830000,False,,,0,,J. Tatum Free Throw 2 of 2 (8 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
287,PT00M59.90S,2023-05-24T01:31:06.0Z,2,REGULAR,turnover,bad pass,[],1628997,,,1610612748,54,50,2023-05-24T01:31:11Z,2840000,False,,,0,,C. Martin bad pass TURNOVER (1 TO),"[1628997, 1629684]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,,,Williams,1629684.0
288,PT00M59.90S,2023-05-24T01:31:06.0Z,2,REGULAR,steal,,[],1629684,,,1610612738,54,50,2023-05-24T01:36:50Z,2850000,False,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
289,PT00M53.00S,2023-05-24T01:31:12.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629684,24.26084099868594,87.74509803921569,1610612738,54,50,2023-05-24T01:34:52Z,2860000,False,-189.0,176.0,1,left,MISS G. Williams 25' step back 3PT,[1629684],1610612738.0,BOS,step back,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,25.78,Missed,,,,,,,,,,,,,,,,,,
290,PT00M49.40S,2023-05-24T01:31:16.5Z,2,REGULAR,rebound,defensive,[],202710,,,1610612748,54,50,2023-05-24T01:31:21Z,2870000,False,,,0,,J. Butler REBOUND (Off:0 Def:4),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Left Center,,,289.0,4.0,4.0,0.0,,,,,,,,,,,,,,
291,PT00M46.70S,2023-05-24T01:31:20.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628997,94.43166885676742,52.69607843137255,1610612748,56,50,2023-05-24T01:35:48Z,2880000,False,13.0,0.0,1,right,C. Martin running finger roll Layup (14 PTS) (J. Butler 3 AST),"[1628997, 202710]",1610612748.0,MIA,running finger roll,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,1.35,Made,,,,,14.0,J. Butler,202710.0,3.0,,,,,,,,,,
294,PT00M31.60S,2023-05-24T01:33:23.0Z,2,REGULAR,2pt,Jump Shot,[],1629684,7.835085413929041,70.58823529411765,1610612738,56,50,2023-05-24T01:33:33Z,2910000,False,-103.0,21.0,1,left,MISS G. Williams 10' driving bank Shot,[1629684],1610612738.0,BOS,driving bank,,,Williams,G. Williams,,,,,Mid-Range,8-16 Left,10.5,Missed,,,,,,,,,,,,,,,,,,
295,PT00M29.30S,2023-05-24T01:33:25.3Z,2,REGULAR,rebound,defensive,[],203469,,,1610612748,56,50,2023-05-24T01:33:25Z,2920000,False,,,0,,C. Zeller REBOUND (Off:1 Def:1),[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,Mid-Range,8-16 Left,,,294.0,2.0,1.0,1.0,,,,,,,,,,,,,,
296,PT00M09.00S,2023-05-24T01:33:45.6Z,2,REGULAR,3pt,Jump Shot,[],202710,67.09921156373193,46.07843137254902,1610612748,56,50,2023-05-24T01:33:53Z,2930000,False,-20.0,257.0,1,right,MISS J. Butler 25' pullup 3PT,[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,Above the Break 3,24+ Center,25.75,Missed,,,,,,,,,,,,,,,,,,
297,PT00M06.80S,2023-05-24T01:33:47.8Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,56,50,2023-05-24T01:33:53Z,2940000,False,,,0,,J. Tatum REBOUND (Off:1 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,296.0,8.0,7.0,1.0,,,,,,,,,,,,,,
298,PT00M00.70S,2023-05-24T01:33:55.0Z,2,REGULAR,3pt,Jump Shot,[],203935,21.107095926412615,6.372549019607843,1610612738,56,50,2023-05-24T01:37:26Z,2950000,False,218.0,146.0,1,left,MISS M. Smart 26' step back 3PT,[203935],1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,26.24,Missed,,,,,,,,,,,,,,,,,,
299,PT00M00.10S,2023-05-24T01:33:55.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,56,50,2023-05-24T01:34:08Z,2960000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,298.0,,,,,,,,,,,,,,,,,
300,PT00M00.00S,2023-05-24T01:34:00.2Z,2,REGULAR,period,end,[],0,,,1610612738,56,50,2023-05-24T01:34:00Z,2970000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT12M00.00S,2023-05-24T01:34:12.1Z,3,REGULAR,substitution,out,['startperiod'],1628997,,,1610612738,56,50,2023-05-24T01:50:19Z,2980000,False,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT12M00.00S,2023-05-24T01:34:12.1Z,3,REGULAR,substitution,out,['startperiod'],203469,,,1610612738,56,50,2023-05-24T01:50:19Z,2990000,False,,,0,,SUB out: C. Zeller,[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT12M00.00S,2023-05-24T01:34:12.1Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612738,56,50,2023-05-24T01:50:19Z,3000000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT12M00.00S,2023-05-24T01:34:12.1Z,3,REGULAR,substitution,out,['startperiod'],1629057,,,1610612738,56,50,2023-05-24T01:50:19Z,3010000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT12M00.00S,2023-05-24T01:34:12.1Z,3,REGULAR,substitution,in,['startperiod'],201567,,,1610612738,56,50,2023-05-24T01:50:19Z,3020000,False,,,0,,SUB in: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT12M00.00S,2023-05-24T01:34:12.1Z,3,REGULAR,substitution,in,['startperiod'],1628389,,,1610612738,56,50,2023-05-24T01:50:19Z,3030000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT12M00.00S,2023-05-24T01:34:12.1Z,3,REGULAR,substitution,in,['startperiod'],201143,,,1610612738,56,50,2023-05-24T01:50:19Z,3040000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT12M00.00S,2023-05-24T01:34:12.1Z,3,REGULAR,substitution,in,['startperiod'],1628401,,,1610612738,56,50,2023-05-24T01:50:19Z,3050000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT12M00.00S,2023-05-24T01:50:44.9Z,3,REGULAR,period,start,[],0,,,1610612738,56,50,2023-05-24T01:50:44Z,3060000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT11M44.00S,2023-05-24T01:50:59.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203935,92.9862023653088,39.950980392156865,1610612738,56,50,2023-05-24T01:51:33Z,3070000,False,-50.0,13.0,1,right,MISS M. Smart driving Hook,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,5.2,Missed,,,,,,,,,,,,,,,,,,
311,PT11M42.00S,2023-05-24T01:51:01.9Z,3,REGULAR,rebound,defensive,[],201567,,,1610612748,56,50,2023-05-24T01:51:06Z,3080000,False,,,0,,K. Love REBOUND (Off:0 Def:2),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,,,310.0,2.0,2.0,0.0,,,,,,,,,,,,,,
312,PT11M27.00S,2023-05-24T01:51:16.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,16.507884362680684,48.77450980392157,1610612748,56,50,2023-05-24T01:51:21Z,3090000,False,6.0,103.0,1,left,MISS J. Butler 10' turnaround Shot,[202710],1610612748.0,MIA,turnaround,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Center,10.29,Missed,,,,,,,,,,,,,,,,,,
313,PT11M26.00S,2023-05-24T01:51:18.2Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,56,50,2023-05-24T01:51:18Z,3100000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,312.0,1.0,1.0,0.0,,,,,,,,,,,,,,
314,PT11M24.00S,2023-05-24T01:51:24.6Z,3,REGULAR,foul,personal,[],1629216,,,1610612738,56,50,2023-05-24T01:51:48Z,3110000,False,,,0,,G. Vincent personal FOUL (2 PF),"[1629216, 1627759]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1162.0,2.0,0.0,Brown,1627759.0,,,,,
316,PT11M18.00S,2023-05-24T01:51:47.1Z,3,REGULAR,2pt,Jump Shot,[],1627759,79.36925098554534,19.875919117647058,1610612738,56,52,2023-05-24T01:52:46Z,3130000,False,-151.0,141.0,1,right,J. Brown 20' turnaround Jump Shot (9 PTS) (A. Horford 1 AST),"[1627759, 201143]",1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,20.66,Made,,,,,9.0,A. Horford,201143.0,1.0,,,,,,,,,,
317,PT11M06.00S,2023-05-24T01:52:00.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,7.046649145860711,54.65686274509803,1610612748,58,52,2023-05-24T01:52:07Z,3140000,False,-23.0,14.0,1,left,G. Vincent driving finger roll Layup (13 PTS),[1629216],1610612748.0,MIA,driving finger roll,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,2.7,Made,,,,,13.0,,,,,,,,,,,,,
318,PT10M58.00S,2023-05-24T01:52:07.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,93.38042049934296,45.83333333333333,1610612738,58,52,2023-05-24T01:52:12Z,3150000,False,-21.0,10.0,1,right,MISS D. White driving Layup,[1628401],1610612738.0,BOS,driving,,,White,D. White,,,,,Restricted Area,0-8 Center,2.3,Missed,,,,,,,,,,,,,,,,,,
319,PT10M57.00S,2023-05-24T01:52:08.4Z,3,REGULAR,rebound,defensive,[],201567,,,1610612748,58,52,2023-05-24T01:52:12Z,3160000,False,,,0,,K. Love REBOUND (Off:0 Def:3),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Restricted Area,0-8 Center,,,318.0,3.0,3.0,0.0,,,,,,,,,,,,,,
320,PT10M50.00S,2023-05-24T01:52:15.6Z,3,REGULAR,3pt,Jump Shot,[],201567,31.488173455978973,32.1078431372549,1610612748,58,52,2023-05-24T01:52:23Z,3170000,False,89.0,243.0,1,left,MISS K. Love 25' 3PT,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Right Center,25.94,Missed,,,,,,,,,,,,,,,,,,
321,PT10M45.00S,2023-05-24T01:52:20.1Z,3,REGULAR,rebound,offensive,[],202710,,,1610612748,58,52,2023-05-24T01:52:20Z,3180000,False,,,0,,J. Butler REBOUND (Off:1 Def:4),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,,,320.0,5.0,4.0,1.0,,,,,,,,,,,,,,
322,PT10M45.00S,2023-05-24T01:52:20.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202710,7.30946123521682,51.225490196078425,1610612748,58,52,2023-05-24T01:54:36Z,3190000,False,-6.0,16.0,1,left,MISS J. Butler putback Layup,[202710],1610612748.0,MIA,putback,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,1.73,Missed,,,,,,,,,,,,,,,,,,
323,PT10M43.00S,2023-05-24T01:52:22.7Z,3,REGULAR,rebound,offensive,[],202710,,,1610612748,58,52,2023-05-24T01:58:56Z,3200000,False,,,0,,J. Butler REBOUND (Off:2 Def:4),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,322.0,6.0,4.0,2.0,,,,,,,,,,,,,,
324,PT10M41.00S,2023-05-24T01:52:23.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629622,30.042706964520367,24.264705882352942,1610612748,58,52,2023-05-24T01:52:32Z,3210000,False,129.0,230.0,1,left,MISS M. Strus 26' 3PT - blocked,"[1629622, 1628369]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,26.35,Missed,,,,,,,,,,,,,,,Tatum,1628369.0,,
325,PT10M41.00S,2023-05-24T01:52:23.9Z,3,REGULAR,block,,[],1628369,,,1610612748,58,52,2023-05-24T01:52:30Z,3220000,False,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
326,PT10M41.00S,2023-05-24T01:52:23.9Z,3,REGULAR,rebound,offensive,[],1629622,,,1610612748,58,52,2023-05-24T01:54:32Z,3230000,False,,,0,,M. Strus REBOUND (Off:1 Def:3),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,324.0,4.0,3.0,1.0,,,,,,,,,,,,,,
327,PT10M39.00S,2023-05-24T01:52:33.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629622,33.196452036793694,45.83333333333333,1610612748,61,52,2023-05-24T01:54:27Z,3240000,False,21.0,260.0,1,left,M. Strus 26' 3PT  (7 PTS),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,26.03,Made,,,,,7.0,,,,,,,,,,,,,
328,PT10M28.00S,2023-05-24T01:52:37.7Z,3,REGULAR,3pt,Jump Shot,[],1627759,66.04796320630749,49.26470588235294,1610612738,61,52,2023-05-24T01:57:07Z,3250000,False,-4.0,267.0,1,right,MISS J. Brown 26' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,26.66,Missed,,,,,,,,,,,,,,,,,,
329,PT10M24.00S,2023-05-24T01:52:41.7Z,3,REGULAR,rebound,defensive,[],201567,,,1610612748,61,52,2023-05-24T01:52:45Z,3260000,False,,,0,,K. Love REBOUND (Off:0 Def:4),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Center,,,328.0,4.0,4.0,0.0,,,,,,,,,,,,,,
330,PT10M09.00S,2023-05-24T01:52:56.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202710,11.514454664914586,42.64705882352941,1610612748,61,52,2023-05-24T01:57:32Z,3270000,False,37.0,56.0,1,left,MISS J. Butler 6' driving Hook,[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,6.68,Missed,,,,,,,,,,,,,,,,,,
331,PT10M06.00S,2023-05-24T01:52:59.6Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,61,52,2023-05-24T01:53:01Z,3280000,False,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,330.0,3.0,3.0,0.0,,,,,,,,,,,,,,
332,PT10M00.00S,2023-05-24T01:53:05.9Z,3,REGULAR,3pt,Jump Shot,[],201143,79.188567674113,92.8921568627451,1610612738,61,52,2023-05-24T01:53:11Z,3290000,False,214.0,143.0,1,right,MISS A. Horford 25' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,25.79,Missed,,,,,,,,,,,,,,,,,,
333,PT09M56.00S,2023-05-24T01:53:09.9Z,3,REGULAR,rebound,defensive,[],1629622,,,1610612748,61,52,2023-05-24T01:53:11Z,3300000,False,,,0,,M. Strus REBOUND (Off:1 Def:4),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,332.0,5.0,4.0,1.0,,,,,,,,,,,,,,
334,PT09M46.00S,2023-05-24T01:53:19.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,14.931011826544022,51.470588235294116,1610612748,61,52,2023-05-24T01:58:46Z,3310000,False,-7.0,88.0,1,left,MISS B. Adebayo 8' turnaround fadeaway Shot,[1628389],1610612748.0,MIA,turnaround fadeaway,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,8.82,Missed,,,,,,,,,,,,,,,,,,
335,PT09M43.00S,2023-05-24T01:53:22.7Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,61,52,2023-05-24T01:53:25Z,3320000,False,,,0,,A. Horford REBOUND (Off:0 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,,,334.0,4.0,4.0,0.0,,,,,,,,,,,,,,
336,PT09M37.00S,2023-05-24T01:53:33.3Z,3,REGULAR,foul,personal,[],201567,,,1610612738,61,52,2023-05-24T01:53:46Z,3330000,False,,,0,,K. Love personal FOUL (1 PF),"[201567, 1628369]",1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1162.0,1.0,0.0,Tatum,1628369.0,,,,,
338,PT09M27.00S,2023-05-24T01:53:56.5Z,3,REGULAR,3pt,Jump Shot,[],1628369,69.99014454664915,71.56862745098039,1610612738,61,55,2023-05-24T02:00:04Z,3350000,False,108.0,230.0,1,right,J. Tatum 25' 3PT pullup (11 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,25.36,Made,,,,,11.0,,,,,,,,,,,,,
339,PT09M13.00S,2023-05-24T01:54:11.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629216,9.543363994743759,42.64705882352941,1610612748,61,55,2023-05-24T01:54:17Z,3360000,False,37.0,37.0,1,left,MISS G. Vincent driving bank Shot,[1629216],1610612748.0,MIA,driving bank,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),0-8 Center,5.23,Missed,,,,,,,,,,,,,,,,,,
340,PT09M11.00S,2023-05-24T01:54:13.4Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,61,55,2023-05-24T01:54:17Z,3370000,False,,,0,,J. Tatum REBOUND (Off:1 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,339.0,9.0,8.0,1.0,,,,,,,,,,,,,,
341,PT09M04.00S,2023-05-24T01:54:20.3Z,3,REGULAR,3pt,Jump Shot,[],1628369,72.7496714848883,16.42156862745098,1610612738,61,58,2023-05-24T01:54:26Z,3380000,False,-168.0,204.0,1,right,J. Tatum 26' 3PT  (14 PTS) (A. Horford 2 AST),"[1628369, 201143]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,26.4,Made,,,,,14.0,A. Horford,201143.0,2.0,,,,,,,,,,
