actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
346,PT08M54.00S,2023-04-26T00:51:47.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,92.72339027595268,63.48039215686274,1610612737,74,63,2023-04-26T00:51:52Z,3340000,False,67.0,16.0,1,right,MISS J. Collins 6' driving Layup,[1628381],1610612737.0,ATL,driving,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,6.93,Missed,,,,,,,,,,,,,,,,,,
347,PT08M52.00S,2023-04-26T00:51:49.7Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,74,63,2023-04-26T00:51:52Z,3350000,False,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,346.0,3.0,3.0,0.0,,,,,,,,,,,,,
348,PT08M48.00S,2023-04-26T00:51:53.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,30.436925098554536,72.54901960784314,1610612738,74,63,2023-04-26T00:53:30Z,3360000,False,-113.0,234.0,1,left,MISS D. White 25' running 3PT,[1628401],1610612738.0,BOS,running,,,White,D. White,,,,,Above the Break 3,24+ Left Center,25.94,Missed,,,,,,,,,,,,,,,,,,
349,PT08M44.00S,2023-04-26T00:51:56.8Z,3,REGULAR,rebound,offensive,[],201143,,,1610612738,74,63,2023-04-26T00:51:56Z,3370000,False,,,0,,A. Horford REBOUND (Off:1 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,,348.0,4.0,3.0,1.0,,,,,,,,,,,,,
350,PT08M41.00S,2023-04-26T00:52:00.1Z,3,REGULAR,turnover,bad pass,[],201143,,,1610612738,74,63,2023-04-26T00:52:04Z,3380000,False,,,0,,A. Horford bad pass TURNOVER (1 TO),"[201143, 203992]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1.0,,,,,Bogdanovic,203992.0
351,PT08M41.00S,2023-04-26T00:52:00.1Z,3,REGULAR,steal,,[],203992,,,1610612737,74,63,2023-04-26T00:52:01Z,3390000,False,,,0,,B. Bogdanovic STEAL (1 STL),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
352,PT08M37.00S,2023-04-26T00:52:05.7Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629631,90.93298291721419,37.72212009803921,1610612737,74,63,2023-04-26T00:54:22Z,3400000,False,-61.0,33.0,1,right,MISS D. Hunter 6' driving floating Shot,[1629631],1610612737.0,ATL,driving floating,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,6.96,Missed,,,,,,,,,,,,,,,,,,
353,PT08M34.00S,2023-04-26T00:52:08.7Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,74,63,2023-04-26T00:54:22Z,3410000,False,,,0,,A. Horford REBOUND (Off:1 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,352.0,5.0,4.0,1.0,,,,,,,,,,,,,
354,PT08M26.00S,2023-04-26T00:52:14.9Z,3,REGULAR,3pt,Jump Shot,[],1628369,33.327858081471746,62.99019607843137,1610612738,74,63,2023-04-26T00:55:04Z,3420000,False,-65.0,261.0,1,left,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,26.88,Missed,,,,,,,,,,,,,,,,,,
355,PT08M23.00S,2023-04-26T00:52:17.9Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,74,63,2023-04-26T00:52:20Z,3430000,False,,,0,,C. Capela REBOUND (Off:1 Def:5),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Center,,,,354.0,6.0,5.0,1.0,,,,,,,,,,,,,
356,PT08M15.00S,2023-04-26T00:52:25.9Z,3,REGULAR,3pt,Jump Shot,[],1628381,89.43823915900131,97.05882352941177,1610612737,74,66,2023-04-26T00:52:30Z,3440000,False,235.0,47.0,1,right,J. Collins 3PT  (13 PTS) (T. Young 7 AST),"[1628381, 1629027]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,Right Corner 3,24+ Right,23.99,Made,13.0,,,,,,,T. Young,1629027.0,7.0,,,,,,,,
358,PT07M55.00S,2023-04-26T00:52:45.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,8.229303547963205,54.166666666666664,1610612738,76,66,2023-04-26T00:52:51Z,3460000,False,-21.0,25.0,1,left,J. Brown driving Layup (25 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,3.24,Made,25.0,,,,,,,,,,,,,,,,,
359,PT07M43.00S,2023-04-26T00:52:59.8Z,3,REGULAR,foul,personal,[],1628401,,,1610612737,76,66,2023-04-26T00:53:14Z,3470000,False,,,0,,D. White personal FOUL (1 PF),"[1628401, 1629631]",1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,201639.0,,1.0,0.0,Hunter,1629631.0,,
361,PT07M32.00S,2023-04-26T00:53:29.0Z,3,REGULAR,3pt,Jump Shot,[],203992,71.96123521681997,18.38235294117647,1610612737,76,66,2023-04-26T00:56:37Z,3490000,False,-158.0,211.0,1,right,MISS B. Bogdanovic 26' step back 3PT,[203992],1610612737.0,ATL,step back,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,26.37,Missed,,,,,,,,,,,,,,,,,,
362,PT07M30.00S,2023-04-26T00:53:31.0Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,76,66,2023-04-26T00:53:34Z,3500000,False,,,0,,A. Horford REBOUND (Off:1 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,,361.0,6.0,5.0,1.0,,,,,,,,,,,,,
363,PT07M24.00S,2023-04-26T00:53:37.3Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1628369,10.5946123521682,51.71568627450981,1610612738,76,66,2023-04-26T00:57:56Z,3510000,False,-9.0,47.0,1,left,MISS J. Tatum driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,4.79,Missed,,,,,,,,,,,,,,,,,,
364,PT07M22.00S,2023-04-26T00:53:39.3Z,3,REGULAR,rebound,defensive,[],203992,,,1610612737,76,66,2023-04-26T00:57:56Z,3520000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:2),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,,,,363.0,2.0,2.0,0.0,,,,,,,,,,,,,
365,PT07M20.00S,2023-04-26T00:53:43.5Z,3,REGULAR,foul,personal,[],1628369,,,1610612737,76,66,2023-04-26T00:53:54Z,3530000,False,,,0,,J. Tatum personal FOUL (1 PF),"[1628369, 203992]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2004.0,,1.0,0.0,Bogdanovic,203992.0,,
367,PT07M10.00S,2023-04-26T00:54:10.0Z,3,REGULAR,foul,personal,[],1627759,,,1610612737,76,66,2023-04-26T00:54:15Z,3550000,False,,,0,,J. Brown personal FOUL (2 PF),"[1627759, 1629027]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,2004.0,,2.0,0.0,Young,1629027.0,,
369,PT07M03.00S,2023-04-26T00:54:34.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,80.89684625492772,36.76470588235294,1610612737,76,66,2023-04-26T00:54:45Z,3570000,False,-66.0,127.0,1,right,MISS T. Young 14' driving floating Shot - blocked,"[1629027, 1628401]",1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,14.33,Missed,,,,,,White,1628401.0,,,,,,,,,,,
370,PT07M03.00S,2023-04-26T00:54:34.8Z,3,REGULAR,block,,[],1628401,,,1610612737,76,66,2023-04-26T00:54:37Z,3580000,False,,,0,,D. White BLOCK (1 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
371,PT07M02.00S,2023-04-26T00:54:35.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612737,76,66,2023-04-26T00:54:45Z,3590000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,369.0,,,,,,,,,,,,,,,,
373,PT06M58.00S,2023-04-26T00:54:55.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,92.9862023653088,63.970588235294116,1610612737,76,66,2023-04-26T00:55:04Z,3610000,False,70.0,13.0,1,right,MISS C. Capela 7' driving Layup - blocked,"[203991, 201143]",1610612737.0,ATL,driving,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,7.12,Missed,,,,,,Horford,201143.0,,,,,,,,,,,
374,PT06M58.00S,2023-04-26T00:54:55.7Z,3,REGULAR,block,,[],201143,,,1610612737,76,66,2023-04-26T00:54:57Z,3620000,False,,,0,,A. Horford BLOCK (5 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
375,PT06M58.00S,2023-04-26T00:54:55.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612737,76,66,2023-04-26T00:55:04Z,3630000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,373.0,,,,,,,,,,,,,,,,
377,PT06M58.00S,2023-04-26T00:55:06.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,76,66,2023-04-26T00:55:06Z,3650000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT06M58.00S,2023-04-26T00:58:09.5Z,3,REGULAR,substitution,out,[],1628401,,,1610612737,76,66,2023-04-26T00:58:24Z,3660000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT06M58.00S,2023-04-26T00:58:09.5Z,3,REGULAR,substitution,in,[],1629057,,,1610612737,76,66,2023-04-26T00:58:24Z,3670000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT06M55.00S,2023-04-26T00:58:53.9Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612737,76,66,2023-04-26T00:59:04Z,3680000,False,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
381,PT06M43.00S,2023-04-26T00:59:22.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627759,11.95795006570303,47.03584558823529,1610612738,76,66,2023-04-26T01:00:45Z,3690000,False,15.0,60.0,1,left,MISS J. Brown 6' turnaround Shot,[1627759],1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,6.17,Missed,,,,,,,,,,,,,,,,,,
382,PT06M40.00S,2023-04-26T00:59:25.1Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,76,66,2023-04-26T00:59:29Z,3700000,False,,,0,,J. Brown REBOUND (Off:1 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,381.0,5.0,4.0,1.0,,,,,,,,,,,,,
383,PT06M34.00S,2023-04-26T00:59:31.6Z,3,REGULAR,turnover,bad pass,[],1628369,,,1610612738,76,66,2023-04-26T00:59:37Z,3710000,False,,,0,,J. Tatum bad pass TURNOVER (1 TO),"[1628369, 1628381]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,1.0,,,,,Collins,1628381.0
384,PT06M34.00S,2023-04-26T00:59:31.6Z,3,REGULAR,steal,,[],1628381,,,1610612737,76,66,2023-04-26T00:59:37Z,3720000,False,,,0,,J. Collins STEAL (1 STL),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
385,PT06M29.00S,2023-04-26T00:59:36.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628381,93.51182654402102,50.98039215686274,1610612737,76,68,2023-04-26T00:59:46Z,3730000,False,5.0,8.0,1,right,J. Collins running alley-oop DUNK (15 PTS) (T. Young 8 AST),"[1628381, 1629027]",1610612737.0,ATL,running alley-oop,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,0.98,Made,15.0,,,,,,,T. Young,1629027.0,8.0,,,,,,,,
387,PT06M15.00S,2023-04-26T00:59:49.4Z,3,REGULAR,2pt,Jump Shot,[],203935,10.988830486202366,68.13725490196079,1610612738,78,68,2023-04-26T00:59:56Z,3750000,False,-91.0,51.0,1,left,M. Smart 10' pullup bank Jump Shot (10 PTS) (J. Brown 3 AST),"[203935, 1627759]",1610612738.0,BOS,pullup bank,,,Smart,M. Smart,,,,,Mid-Range,8-16 Left,10.4,Made,10.0,,,,,,,J. Brown,1627759.0,3.0,,,,,,,,
389,PT06M02.00S,2023-04-26T01:00:03.0Z,3,REGULAR,3pt,Jump Shot,[],1628381,67.49342969776609,59.55882352941176,1610612737,78,68,2023-04-26T01:00:07Z,3770000,False,48.0,253.0,1,right,MISS J. Collins 25' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Center,25.76,Missed,,,,,,,,,,,,,,,,,,
390,PT05M59.00S,2023-04-26T01:00:06.0Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,78,68,2023-04-26T01:00:07Z,3780000,False,,,0,,J. Tatum REBOUND (Off:1 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,389.0,7.0,6.0,1.0,,,,,,,,,,,,,
391,PT05M44.00S,2023-04-26T01:00:20.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,13.091327201051248,63.48039215686274,1610612738,80,68,2023-04-26T01:00:26Z,3790000,False,-67.0,71.0,1,left,J. Brown 9' turnaround fadeaway Jump Shot (27 PTS),[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Left,9.76,Made,27.0,,,,,,,,,,,,,,,,,
392,PT05M32.00S,2023-04-26T01:00:32.5Z,3,REGULAR,3pt,Jump Shot,[],203992,67.88764783180025,36.51960784313725,1610612737,80,71,2023-04-26T01:00:36Z,3800000,False,-67.0,249.0,1,right,B. Bogdanovic 25' 3PT  (11 PTS) (T. Young 9 AST),"[203992, 1629027]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Center,25.83,Made,11.0,,,,,,,T. Young,1629027.0,9.0,,,,,,,,
395,PT05M16.00S,2023-04-26T01:00:53.4Z,3,REGULAR,substitution,out,[],203935,,,1610612738,80,71,2023-04-26T01:01:06Z,3830000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT05M16.00S,2023-04-26T01:00:53.4Z,3,REGULAR,substitution,out,[],201143,,,1610612738,80,71,2023-04-26T01:01:06Z,3840000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT05M16.00S,2023-04-26T01:00:53.4Z,3,REGULAR,substitution,out,[],203992,,,1610612738,80,71,2023-04-26T01:01:06Z,3850000,False,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT05M16.00S,2023-04-26T01:00:53.4Z,3,REGULAR,substitution,in,[],1628401,,,1610612738,80,71,2023-04-26T01:01:06Z,3860000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT05M16.00S,2023-04-26T01:00:53.4Z,3,REGULAR,substitution,in,[],1627763,,,1610612738,80,71,2023-04-26T01:01:06Z,3870000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT05M16.00S,2023-04-26T01:00:53.4Z,3,REGULAR,substitution,in,[],1630180,,,1610612738,80,71,2023-04-26T01:01:06Z,3880000,False,,,0,,SUB in: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT05M07.00S,2023-04-26T01:01:23.0Z,3,REGULAR,2pt,Jump Shot,[],1628401,24.392247043363994,56.127450980392155,1610612738,82,71,2023-04-26T01:01:29Z,3890000,False,-31.0,177.0,1,left,D. White 17' pullup Jump Shot (10 PTS),[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Mid-Range,16-24 Center,17.94,Made,10.0,,,,,,,,,,,,,,,,,
402,PT04M52.00S,2023-04-26T01:01:38.2Z,3,REGULAR,2pt,Jump Shot,[],1629027,77.21747700394218,37.5,1610612737,82,71,2023-04-26T01:01:52Z,3900000,False,-62.0,162.0,1,right,MISS T. Young 17' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,Mid-Range,16-24 Left Center,17.34,Missed,,,,,,,,,,,,,,,,,,
403,PT04M51.00S,2023-04-26T01:01:39.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612737,82,71,2023-04-26T01:01:52Z,3910000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,16-24 Left Center,,,,402.0,,,,,,,,,,,,,,,,
404,PT04M51.00S,2023-04-26T01:01:44.7Z,3,REGULAR,foul,personal,[],1627763,,,1610612737,82,71,2023-04-26T01:02:01Z,3920000,False,,,0,,M. Brogdon loose ball personal FOUL (2 PF),"[1627763, 1628381]",1610612738.0,BOS,loose ball,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202027.0,,2.0,0.0,Collins,1628381.0,,
406,PT04M40.00S,2023-04-26T01:02:13.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629631,69.20170827858082,21.813725490196077,1610612737,82,74,2023-04-26T01:04:33Z,3940000,False,-141.0,237.0,1,right,D. Hunter 27' 3PT step back bank (8 PTS),[1629631],1610612737.0,ATL,step back bank,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,27.57,Made,8.0,,,,,,,,,,,,,,,,,
407,PT04M18.00S,2023-04-26T01:02:36.5Z,3,REGULAR,3pt,Jump Shot,[],1628401,32.53942181340342,63.970588235294116,1610612738,82,74,2023-04-26T01:04:58Z,3950000,False,-70.0,253.0,1,left,MISS D. White 26' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Center,26.29,Missed,,,,,,,,,,,,,,,,,,
408,PT04M15.00S,2023-04-26T01:02:39.5Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,82,74,2023-04-26T01:02:40Z,3960000,False,,,0,,C. Capela REBOUND (Off:1 Def:6),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Center,,,,407.0,7.0,6.0,1.0,,,,,,,,,,,,,
409,PT04M08.00S,2023-04-26T01:02:46.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,93.77463863337714,54.90196078431373,1610612737,82,74,2023-04-26T01:02:51Z,3970000,False,25.0,6.0,1,right,MISS T. Young driving Layup,[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,2.52,Missed,,,,,,,,,,,,,,,,,,
410,PT04M07.00S,2023-04-26T01:02:50.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612737,82,74,2023-04-26T01:02:50Z,3980000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,409.0,,,,,,,,,,,,,,,,
412,PT04M07.00S,2023-04-26T01:02:55.7Z,3,REGULAR,substitution,out,[],1627759,,,1610612737,82,74,2023-04-26T01:03:07Z,4000000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT04M07.00S,2023-04-26T01:02:55.7Z,3,REGULAR,substitution,out,[],203991,,,1610612737,82,74,2023-04-26T01:03:07Z,4010000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT04M07.00S,2023-04-26T01:02:55.7Z,3,REGULAR,substitution,out,[],1628381,,,1610612737,82,74,2023-04-26T01:03:07Z,4020000,False,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT04M07.00S,2023-04-26T01:02:55.7Z,3,REGULAR,substitution,in,[],1630573,,,1610612737,82,74,2023-04-26T01:03:07Z,4030000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT04M07.00S,2023-04-26T01:02:55.7Z,3,REGULAR,substitution,in,[],1630168,,,1610612737,82,74,2023-04-26T01:03:07Z,4040000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT04M07.00S,2023-04-26T01:02:55.7Z,3,REGULAR,substitution,in,[],1630552,,,1610612737,82,74,2023-04-26T01:03:07Z,4050000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT03M56.00S,2023-04-26T01:03:31.6Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1629027,72.92624835742444,63.50337009803921,1610612737,82,76,2023-04-26T01:06:46Z,4060000,False,68.0,202.0,1,right,T. Young 21' pullup Jump Shot (20 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Mid-Range,16-24 Right Center,21.3,Made,20.0,,,,,,,,,,,,,,,,,
419,PT03M38.00S,2023-04-26T01:03:47.9Z,3,REGULAR,3pt,Jump Shot,[],1627763,25.04927726675427,87.5,1610612738,82,76,2023-04-26T01:03:53Z,4070000,False,-188.0,183.0,1,left,MISS M. Brogdon 26' 3PT,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,26.2,Missed,,,,,,,,,,,,,,,,,,
420,PT03M35.00S,2023-04-26T01:03:50.9Z,3,REGULAR,rebound,defensive,[],1629027,,,1610612737,82,76,2023-04-26T01:10:27Z,4080000,False,,,0,,T. Young REBOUND (Off:0 Def:2),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,,419.0,2.0,2.0,0.0,,,,,,,,,,,,,
421,PT03M21.00S,2023-04-26T01:04:04.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,94.03745072273325,54.41176470588235,1610612737,82,76,2023-04-26T01:09:00Z,4090000,False,22.0,4.0,1,right,MISS T. Young driving Layup - blocked,"[1629027, 1630573]",1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,2.24,Missed,,,,,,Hauser,1630573.0,,,,,,,,,,,
422,PT03M21.00S,2023-04-26T01:04:04.8Z,3,REGULAR,block,,[],1630573,,,1610612737,82,76,2023-04-26T01:04:06Z,4100000,False,,,0,,S. Hauser BLOCK (1 BLK),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
423,PT03M19.00S,2023-04-26T01:04:06.8Z,3,REGULAR,rebound,defensive,[],1630573,,,1610612738,82,76,2023-04-26T01:04:26Z,4110000,False,,,0,,S. Hauser REBOUND (Off:0 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,,,,421.0,1.0,1.0,0.0,,,,,,,,,,,,,
424,PT03M17.00S,2023-04-26T01:04:10.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628369,7.178055190538765,49.01960784313725,1610612738,84,76,2023-04-26T01:04:16Z,4120000,False,5.0,15.0,1,left,J. Tatum running DUNK (15 PTS) (D. White 4 AST),"[1628369, 1628401]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.58,Made,15.0,,,,,,,D. White,1628401.0,4.0,,,,,,,,
426,PT02M52.00S,2023-04-26T01:04:33.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,82.60512483574244,44.36274509803921,1610612737,84,78,2023-04-26T01:04:40Z,4140000,False,-28.0,111.0,1,right,D. Hunter 11' pullup Jump Shot (10 PTS) (T. Young 10 AST),"[1629631, 1629027]",1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,11.45,Made,10.0,,,,,,,T. Young,1629027.0,10.0,,,,,,,,
428,PT02M30.00S,2023-04-26T01:04:56.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,6.783837056504599,49.754901960784316,1610612738,86,78,2023-04-26T01:05:00Z,4160000,False,1.0,11.0,1,left,R. Williams III cutting DUNK (6 PTS) (J. Tatum 5 AST),"[1629057, 1628369]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,1.14,Made,6.0,,,,,,,J. Tatum,1628369.0,5.0,,,,,,,,
430,PT02M07.00S,2023-04-26T01:05:19.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,94.30026281208936,52.450980392156865,1610612737,86,80,2023-04-26T01:05:25Z,4180000,False,12.0,1.0,1,right,O. Okongwu Layup (5 PTS) (T. Young 11 AST),"[1630168, 1629027]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,1.23,Made,5.0,,,,,,,T. Young,1629027.0,11.0,,,,,,,,
