actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
88,PT04M28.00S,2022-10-14T23:53:50.5Z,1,REGULAR,substitution,in,[],201152,,,1610612738,20,25,2022-10-14T23:54:07Z,860000,,,0,,SUB in: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M28.00S,2022-10-14T23:53:50.5Z,1,REGULAR,substitution,in,[],1630551,,,1610612738,20,25,2022-10-14T23:54:07Z,870000,,,0,,SUB in: J. Champagnie,[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M28.00S,2022-10-14T23:53:50.5Z,1,REGULAR,substitution,in,[],1629684,,,1610612738,20,25,2022-10-14T23:54:07Z,880000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M28.00S,2022-10-14T23:53:50.5Z,1,REGULAR,substitution,in,[],1627763,,,1610612738,20,25,2022-10-14T23:54:07Z,890000,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M23.00S,2022-10-14T23:54:29.3Z,1,REGULAR,turnover,bad pass,[],1629684,,,1610612738,20,25,2022-10-14T23:54:32Z,900000,,,0,,G. Williams bad pass TURNOVER (1 TO),"[1629684, 1627832]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,VanVleet,1627832.0
93,PT04M23.00S,2022-10-14T23:54:29.3Z,1,REGULAR,steal,,[],1627832,,,1610612761,20,25,2022-10-14T23:54:31Z,910000,,,0,,F. VanVleet STEAL (2 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
94,PT04M19.00S,2022-10-14T23:54:33.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631132,7.835085413929041,47.549019607843135,1610612761,22,25,2022-10-14T23:54:43Z,920000,12.0,21.0,1,left,C. Koloko running DUNK (2 PTS) (F. VanVleet 4 AST),"[1631132, 1627832]",1610612761.0,TOR,running,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,2.44,Made,,,,,2.0,F. VanVleet,1627832.0,4.0,,,,,,,,,,
96,PT04M03.00S,2022-10-14T23:54:48.8Z,1,REGULAR,3pt,Jump Shot,[],1627759,72.61826544021025,17.15686274509804,1610612738,22,28,2022-10-14T23:54:54Z,940000,-164.0,205.0,1,right,J. Brown 26' 3PT  (10 PTS) (A. Horford 4 AST),"[1627759, 201143]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,26.26,Made,,,,,10.0,A. Horford,201143.0,4.0,,,,,,,,,,
99,PT03M40.00S,2022-10-14T23:55:12.5Z,1,REGULAR,turnover,bad pass,[],1627832,,,1610612761,22,28,2022-10-14T23:55:16Z,960000,,,0,,F. VanVleet bad pass TURNOVER (2 TO),"[1627832, 201143]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,2.0,Horford,201143.0
100,PT03M40.00S,2022-10-14T23:55:12.5Z,1,REGULAR,steal,,[],201143,,,1610612738,22,28,2022-10-15T00:00:21Z,970000,,,0,,A. Horford STEAL (1 STL),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
101,PT03M35.00S,2022-10-14T23:55:16.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629684,92.72339027595268,2.696078431372549,1610612738,22,28,2022-10-14T23:55:24Z,980000,-237.0,16.0,1,right,MISS G. Williams running 3PT,[1629684],1610612738.0,BOS,running,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,23.7,Missed,,,,,,,,,,,,,,,,,,
102,PT03M31.00S,2022-10-14T23:55:20.9Z,1,REGULAR,rebound,defensive,[],201152,,,1610612761,22,28,2022-10-14T23:55:24Z,990000,,,0,,T. Young REBOUND (Off:0 Def:1),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Left Corner 3,24+ Left,,,101.0,1.0,1.0,0.0,,,,,,,,,,,,,,
103,PT03M28.00S,2022-10-14T23:55:24.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627832,31.35676741130092,66.66666666666666,1610612761,22,28,2022-10-14T23:55:31Z,1000000,-83.0,242.0,1,left,MISS F. VanVleet 25' running pullup 3PT,[1627832],1610612761.0,TOR,running pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,25.62,Missed,,,,,,,,,,,,,,,,,,
104,PT03M24.00S,2022-10-14T23:55:28.2Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,22,28,2022-10-14T23:55:31Z,1010000,,,0,,M. Smart REBOUND (Off:1 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,,,103.0,2.0,1.0,1.0,,,,,,,,,,,,,,
105,PT03M06.00S,2022-10-14T23:55:45.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629684,88.51839684625493,48.03921568627451,1610612738,22,30,2022-10-14T23:55:50Z,1020000,-10.0,55.0,1,right,G. Williams driving Hook (2 PTS),[1629684],1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,5.63,Made,,,,,2.0,,,,,,,,,,,,,
106,PT02M58.00S,2022-10-14T23:55:53.9Z,1,REGULAR,turnover,lost ball,[],1627832,,,1610612761,22,30,2022-10-14T23:55:57Z,1030000,,,0,,F. VanVleet lost ball TURNOVER (3 TO),"[1627832, 203935]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,3.0,Smart,203935.0
107,PT02M58.00S,2022-10-14T23:55:53.9Z,1,REGULAR,steal,,[],203935,,,1610612738,22,30,2022-10-14T23:55:55Z,1040000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
108,PT02M55.00S,2022-10-14T23:55:58.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak', 'defensivegoaltending']",203935,92.59198423127464,47.549019607843135,1610612738,22,32,2022-10-14T23:56:25Z,1050000,-12.0,17.0,1,right,M. Smart running finger roll Layup (2 PTS),[203935],1610612738.0,BOS,running finger roll,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,2.11,Made,,,,,2.0,,,,,,,,,,,,,
109,PT02M55.00S,2022-10-14T23:56:02.6Z,1,REGULAR,violation,defensive goaltending,[],1630551,,,1610612738,22,32,2022-10-15T00:01:22Z,1060000,,,0,,J. Champagnie defensive goaltending VIOLATION,[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,1151.0,,,,,,,,,
110,PT02M45.00S,2022-10-14T23:56:24.6Z,1,REGULAR,3pt,Jump Shot,[],1630567,33.196452036793694,35.78431372549019,1610612761,25,32,2022-10-14T23:56:31Z,1070000,71.0,260.0,1,left,S. Barnes 26' 3PT pullup (5 PTS),[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,26.91,Made,,,,,5.0,,,,,,,,,,,,,
111,PT02M30.00S,2022-10-14T23:56:43.0Z,1,REGULAR,turnover,traveling,[],1627759,,,1610612738,25,32,2022-10-14T23:56:49Z,1080000,,,0,,J. Brown traveling TURNOVER (1 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,,,,,,,,,,,204058.0,,,,,,,1.0,,
112,PT02M30.00S,2022-10-14T23:56:50.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,25,32,2022-10-14T23:56:50Z,1090000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M30.00S,2022-10-14T23:58:56.2Z,1,REGULAR,substitution,out,[],1627832,,,1610612761,25,32,2022-10-14T23:59:19Z,1100000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M30.00S,2022-10-14T23:58:56.2Z,1,REGULAR,substitution,out,[],1630551,,,1610612761,25,32,2022-10-14T23:59:19Z,1110000,,,0,,SUB out: J. Champagnie,[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M30.00S,2022-10-14T23:58:56.2Z,1,REGULAR,substitution,out,[],201143,,,1610612761,25,32,2022-10-14T23:59:19Z,1120000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M30.00S,2022-10-14T23:58:56.2Z,1,REGULAR,substitution,in,[],1627823,,,1610612761,25,32,2022-10-14T23:59:19Z,1130000,,,0,,SUB in: J. Hernangomez,[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M30.00S,2022-10-14T23:58:56.2Z,1,REGULAR,substitution,in,[],1630625,,,1610612761,25,32,2022-10-14T23:59:19Z,1140000,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M30.00S,2022-10-14T23:58:56.2Z,1,REGULAR,substitution,in,[],1630573,,,1610612761,25,32,2022-10-14T23:59:19Z,1150000,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M16.00S,2022-10-14T23:59:53.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631132,7.966491458607096,51.71568627450981,1610612761,27,32,2022-10-14T23:59:58Z,1160000,-9.0,22.0,1,left,C. Koloko Layup (4 PTS) (S. Barnes 1 AST),"[1631132, 1630567]",1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,2.4,Made,,,,,4.0,S. Barnes,1630567.0,1.0,,,,,,,,,,
121,PT02M05.00S,2022-10-15T00:00:05.2Z,1,REGULAR,3pt,Jump Shot,[],1627759,69.46452036793693,24.019607843137255,1610612738,27,32,2022-10-15T00:00:10Z,1180000,-130.0,235.0,1,right,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,26.81,Missed,,,,,,,,,,,,,,,,,,
122,PT02M03.00S,2022-10-15T00:00:07.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,27,32,2022-10-15T00:00:10Z,1190000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Left Center,,,121.0,,,,,,,,,,,,,,,,,
124,PT02M03.00S,2022-10-15T00:00:12.6Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,27,32,2022-10-15T00:00:26Z,1210000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M03.00S,2022-10-15T00:00:12.6Z,1,REGULAR,substitution,in,[],1628384,,,1610612761,27,32,2022-10-15T00:00:26Z,1220000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M49.00S,2022-10-15T00:00:45.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628384,13.091327201051248,45.09803921568628,1610612761,27,32,2022-10-15T00:00:50Z,1230000,25.0,71.0,1,left,MISS O. Anunoby 7' Jump Shot - blocked,"[1628384, 1629684]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,7.47,Missed,,,,,,,,,,,,,,Williams,1629684.0,,,
127,PT01M49.00S,2022-10-15T00:00:45.6Z,1,REGULAR,block,,[],1629684,,,1610612761,27,32,2022-10-15T00:00:48Z,1240000,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
128,PT01M47.00S,2022-10-15T00:00:47.6Z,1,REGULAR,rebound,offensive,[],1628384,,,1610612761,27,32,2022-10-15T00:00:50Z,1250000,,,0,,O. Anunoby REBOUND (Off:1 Def:0),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,126.0,1.0,0.0,1.0,,,,,,,,,,,,,,
129,PT01M43.00S,2022-10-15T00:00:51.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630625,9.280551905387648,29.65686274509804,1610612761,27,32,2022-10-15T00:03:08Z,1260000,102.0,35.0,1,left,MISS D. Banton 10' driving floating bank Shot,[1630625],1610612761.0,TOR,driving floating bank,,,Banton,D. Banton,,,,,Mid-Range,8-16 Right,10.75,Missed,,,,,,,,,,,,,,,,,,
130,PT01M40.00S,2022-10-15T00:00:54.8Z,1,REGULAR,rebound,defensive,[],1630573,,,1610612738,27,32,2022-10-15T00:00:57Z,1270000,,,0,,S. Hauser REBOUND (Off:0 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,8-16 Right,,,129.0,1.0,1.0,0.0,,,,,,,,,,,,,,
131,PT01M38.00S,2022-10-15T00:00:58.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627759,94.56307490144546,49.50980392156863,1610612738,27,34,2022-10-15T00:01:17Z,1280000,-2.0,-1.0,1,right,J. Brown running finger roll Layup (12 PTS) (S. Hauser 1 AST),"[1627759, 1630573]",1610612738.0,BOS,running finger roll,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.29,Made,,,,,12.0,S. Hauser,1630573.0,1.0,,,,,,,,,,
133,PT01M15.00S,2022-10-15T00:01:20.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628384,17.821944809461236,48.77450980392157,1610612761,27,34,2022-10-15T00:01:25Z,1300000,6.0,115.0,1,left,MISS O. Anunoby 11' turnaround fadeaway Shot,[1628384],1610612761.0,TOR,turnaround fadeaway,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,11.52,Missed,,,,,,,,,,,,,,,,,,
134,PT01M13.00S,2022-10-15T00:01:22.1Z,1,REGULAR,rebound,offensive,[],1630625,,,1610612761,27,34,2022-10-15T00:01:22Z,1310000,,,0,,D. Banton REBOUND (Off:1 Def:0),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,In The Paint (Non-RA),8-16 Center,,,133.0,1.0,0.0,1.0,,,,,,,,,,,,,,
135,PT01M12.00S,2022-10-15T00:01:23.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201152,24.917871222076215,13.480392156862745,1610612761,27,34,2022-10-15T00:01:28Z,1320000,183.0,182.0,1,left,MISS T. Young 25' 3PT,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,25.76,Missed,,,,,,,,,,,,,,,,,,
136,PT01M08.00S,2022-10-15T00:01:27.8Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,27,34,2022-10-15T00:01:28Z,1330000,,,0,,J. Brown REBOUND (Off:1 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,135.0,2.0,1.0,1.0,,,,,,,,,,,,,,
137,PT01M00.00S,2022-10-15T00:01:34.9Z,1,REGULAR,3pt,Jump Shot,[],1627763,66.5735873850197,60.5392156862745,1610612738,27,34,2022-10-15T00:01:39Z,1340000,53.0,262.0,1,right,MISS M. Brogdon 26' 3PT,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,26.7,Missed,,,,,,,,,,,,,,,,,,
138,PT00M57.90S,2022-10-15T00:01:37.0Z,1,REGULAR,rebound,defensive,[],1631132,,,1610612761,27,34,2022-10-15T00:01:39Z,1350000,,,0,,C. Koloko REBOUND (Off:0 Def:1),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Above the Break 3,24+ Center,,,137.0,1.0,1.0,0.0,,,,,,,,,,,,,,
139,PT00M49.80S,2022-10-15T00:01:49.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,10.5946123521682,56.86274509803921,1610612761,29,34,2022-10-15T00:01:53Z,1360000,-34.0,47.0,1,left,O. Anunoby driving Layup (16 PTS),[1628384],1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,5.83,Made,,,,,16.0,,,,,,,,,,,,,
140,PT00M49.80S,2022-10-15T00:01:52.4Z,1,REGULAR,foul,personal,['1freethrow'],1627759,,,1610612761,29,34,2022-10-15T00:01:58Z,1370000,,,0,,J. Brown shooting personal FOUL (1 PF) (Anunoby 1 FT),"[1627759, 1628384]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,204058.0,1.0,0.0,Anunoby,1628384.0,,,,,
142,PT00M49.80S,2022-10-15T00:01:59.0Z,1,REGULAR,substitution,out,[],1631132,,,1610612761,29,34,2022-10-15T00:02:42Z,1390000,,,0,,SUB out: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M49.80S,2022-10-15T00:01:59.0Z,1,REGULAR,substitution,out,[],1627759,,,1610612761,29,34,2022-10-15T00:02:42Z,1400000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M49.80S,2022-10-15T00:01:59.0Z,1,REGULAR,substitution,in,[],1630173,,,1610612761,29,34,2022-10-15T00:02:42Z,1410000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M49.80S,2022-10-15T00:01:59.0Z,1,REGULAR,substitution,in,[],1628369,,,1610612761,29,34,2022-10-15T00:02:42Z,1420000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M49.80S,2022-10-15T00:02:24.0Z,1,REGULAR,freethrow,1 of 1,[],1628384,,,1610612761,30,34,2022-10-15T00:02:24Z,1430000,,,0,,O. Anunoby Free Throw 1 of 1 (17 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,Made,,,,,17.0,,,,,,,,,,,,,
147,PT00M41.30S,2022-10-15T00:02:35.1Z,1,REGULAR,foul,personal,['2freethrow'],1630625,,,1610612738,30,34,2022-10-15T00:02:42Z,1440000,,,0,,D. Banton shooting personal FOUL (1 PF) (Brogdon 2 FT),"[1630625, 1627763]",1610612761.0,TOR,shooting,,,Banton,D. Banton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,204058.0,1.0,0.0,Brogdon,1627763.0,,,,,
149,PT00M41.30S,2022-10-15T00:03:01.2Z,1,REGULAR,freethrow,1 of 2,[],1627763,,,1610612738,30,35,2022-10-15T00:03:01Z,1460000,,,0,,M. Brogdon Free Throw 1 of 2 (1 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
150,PT00M41.30S,2022-10-15T00:03:15.3Z,1,REGULAR,freethrow,2 of 2,[],1627763,,,1610612738,30,36,2022-10-15T00:03:15Z,1470000,,,0,,M. Brogdon Free Throw 2 of 2 (2 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
151,PT00M34.00S,2022-10-15T00:03:25.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630173,7.5722733245729295,50.0,1610612761,32,36,2022-10-15T00:03:31Z,1480000,0.0,19.0,1,left,P. Achiuwa driving DUNK (4 PTS) (D. Banton 1 AST),"[1630173, 1630625]",1610612761.0,TOR,driving,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,1.87,Made,,,,,4.0,D. Banton,1630625.0,1.0,,,,,,,,,,
153,PT00M30.90S,2022-10-15T00:03:38.1Z,1,REGULAR,3pt,Jump Shot,[],1628369,68.01905387647832,26.47058823529412,1610612738,32,36,2022-10-15T00:05:01Z,1500000,-118.0,248.0,1,right,MISS J. Tatum 27' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,27.46,Missed,,,,,,,,,,,,,,,,,,
154,PT00M27.00S,2022-10-15T00:03:42.0Z,1,REGULAR,rebound,defensive,[],201152,,,1610612761,32,36,2022-10-15T00:03:45Z,1510000,,,0,,T. Young REBOUND (Off:0 Def:2),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,153.0,2.0,2.0,0.0,,,,,,,,,,,,,,
155,PT00M04.30S,2022-10-15T00:04:04.6Z,1,REGULAR,3pt,Jump Shot,[],1628384,35.03613666228647,41.66666666666667,1610612761,35,36,2022-10-15T00:04:08Z,1520000,42.0,277.0,1,left,O. Anunoby 27' 3PT  (20 PTS) (P. Achiuwa 1 AST),"[1628384, 1630173]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,27.99,Made,,,,,20.0,P. Achiuwa,1630173.0,1.0,,,,,,,,,,
157,PT00M00.20S,2022-10-15T00:04:12.6Z,1,REGULAR,3pt,Jump Shot,[],1628369,56.323915900131404,21.813725490196077,1610612738,35,36,2022-10-15T00:04:31Z,1540000,-141.0,358.0,1,right,MISS J. Tatum 38' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,38.48,Missed,,,,,,,,,,,,,,,,,,
158,PT00M00.10S,2022-10-15T00:04:12.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,35,36,2022-10-15T00:04:31Z,1550000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,157.0,,,,,,,,,,,,,,,,,
159,PT00M00.00S,2022-10-15T00:04:22.3Z,1,REGULAR,period,end,[],0,,,1610612738,35,36,2022-10-15T00:04:22Z,1560000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-10-15T00:06:29.1Z,2,REGULAR,substitution,out,['startperiod'],203935,,,1610612738,35,36,2022-10-15T00:06:48Z,1570000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-10-15T00:06:29.1Z,2,REGULAR,substitution,in,['startperiod'],201933,,,1610612738,35,36,2022-10-15T00:06:48Z,1580000,,,0,,SUB in: B. Griffin,[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-10-15T00:07:04.0Z,2,REGULAR,period,start,[],0,,,1610612738,35,36,2022-10-15T00:07:04Z,1590000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M44.00S,2022-10-15T00:07:19.4Z,2,REGULAR,3pt,Jump Shot,[],1630573,83.26215505913272,92.8921568627451,1610612738,35,36,2022-10-15T00:07:23Z,1600000,214.0,105.0,1,right,MISS S. Hauser 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,23.87,Missed,,,,,,,,,,,,,,,,,,
164,PT11M41.00S,2022-10-15T00:07:22.4Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612761,35,36,2022-10-15T00:07:23Z,1610000,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,,,163.0,1.0,1.0,0.0,,,,,,,,,,,,,,
165,PT11M38.00S,2022-10-15T00:07:27.1Z,2,REGULAR,foul,personal,['2freethrow'],1630573,,,1610612761,35,36,2022-10-15T00:07:34Z,1620000,,,0,,S. Hauser shooting personal FOUL (1 PF) (Banton 2 FT),"[1630573, 1630625]",1610612738.0,BOS,shooting,,,Hauser,S. Hauser,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1627524.0,1.0,0.0,Banton,1630625.0,,,,,
167,PT11M38.00S,2022-10-15T00:07:53.8Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630625,,,1610612761,36,36,2022-10-15T00:07:53Z,1640000,,,0,,D. Banton Free Throw 1 of 2 (1 PTS),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
168,PT11M38.00S,2022-10-15T00:08:11.7Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630625,,,1610612761,37,36,2022-10-15T00:08:11Z,1650000,,,0,,D. Banton Free Throw 2 of 2 (2 PTS),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
169,PT11M22.00S,2022-10-15T00:08:29.7Z,2,REGULAR,3pt,Jump Shot,[],1629684,94.69448094612353,97.05882352941177,1610612738,37,39,2022-10-15T00:08:33Z,1660000,235.0,-3.0,1,right,G. Williams 3PT  (5 PTS) (J. Tatum 2 AST),"[1629684, 1628369]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,Right Corner 3,24+ Right,23.53,Made,,,,,5.0,J. Tatum,1628369.0,2.0,,,,,,,,,,
171,PT11M11.00S,2022-10-15T00:08:40.5Z,2,REGULAR,3pt,Jump Shot,[],1630173,28.33442838370565,14.950980392156863,1610612761,37,39,2022-10-15T00:08:47Z,1680000,175.0,214.0,1,left,MISS P. Achiuwa 27' 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,27.64,Missed,,,,,,,,,,,,,,,,,,
